rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.44836831216686,81.26592451095611,688010,福光股份,bottom_area,2025-05-23,31.81,2025-05-23,31.75,0.18897637795275188,3.181102362204718,28.907299596954765,False,-2.4233,1.5393,4,4,4,100.0,26.1655411434859,42.08955223880597,7.811023622047249,0.18897637795275188,历史4/4次成功; 当前距低点0.19%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
2,86.41119033505953,81.8149941526953,688050,爱博医疗,bottom_area,2025-05-23,75.09,2025-05-19,74.23,1.1585612286137672,4.108850868920917,31.547399483585387,False,0.04,1.265,2,2,2,100.0,12.024267494272554,12.90770757525636,6.841438771386232,1.1585612286137672,历史2/2次成功; 当前距低点1.16%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
3,86.137667822736,81.57333333333332,000565,渝三峡A,bottom_area,2025-05-23,10.38,2025-05-23,10.26,1.1695906432748635,6.725146198830405,30.39348710990502,False,-2.2599,15.5883,1,1,1,100.0,57.568807339449535,57.568807339449535,6.830409356725137,1.1695906432748635,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
4,84.2862685623484,80.96934731059015,688280,精进电动,bottom_area,2025-05-23,7.46,2025-05-21,7.32,1.9125683060109244,7.923497267759563,27.236580516898606,False,-0.2674,4.1464,3,3,3,100.0,22.526898109113223,32.37518910741301,6.0874316939890765,1.9125683060109244,历史3/3次成功; 当前距低点1.91%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
5,83.32902597402594,79.90454545454543,301058,中粮科工,confirmed_rebound,2025-05-23,10.64,2025-04-30,10.45,1.8181818181818306,8.038277511961722,29.77150537634409,True,-1.845,1.6656,1,1,1,100.0,57.794273594909875,57.794273594909875,6.181818181818169,1.8181818181818306,历史1/1次成功; 当前距低点1.82%; 最新日涨幅-1.84%; 状态confirmed_rebound; 底部已确认
6,83.01255780603455,80.34438980981953,300727,润禾材料,bottom_area,2025-05-23,28.45,2025-05-23,27.81,2.3013304566702644,6.076950737144917,30.82089552238807,False,0.815,2.1881,6,7,6,85.71428571428571,15.744979076186002,26.812499999999993,5.698669543329736,2.3013304566702644,历史6/7次成功; 当前距低点2.30%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
7,81.24127266666491,75.22340061728232,002819,东方中科,confirmed_rebound,2025-05-23,29.5,2025-05-23,29.5,0.0,8.101694915254239,27.62512266928361,False,-6.5864,11.9481,5,5,5,100.0,24.050540953130696,51.677148846960186,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-6.59%; 状态confirmed_rebound; 底部未确认
8,80.83208607838661,76.93501039168022,002813,路畅科技,confirmed_rebound,2025-05-23,23.39,2025-05-23,23.06,1.4310494362532604,8.36947094535993,28.385093167701875,False,-6.1773,11.7303,4,5,4,80.0,42.031199496439,85.16388729154689,6.568950563746739,1.4310494362532604,历史4/5次成功; 当前距低点1.43%; 最新日涨幅-6.18%; 状态confirmed_rebound; 底部未确认
9,80.35657864466332,75.12769132821926,002490,山东墨龙,bottom_area,2025-05-23,4.0,2025-05-23,3.98,0.5025125628140708,4.271356783919607,28.28828828828829,False,-2.439,4.5534,3,3,3,100.0,13.674300921695417,14.885496183206094,7.497487437185929,0.5025125628140708,历史3/3次成功; 当前距低点0.50%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
10,79.14062931373897,78.43443001763917,001299,美能能源,bottom_area,2025-05-23,10.84,2025-04-29,10.47,3.5339063992359048,7.163323782234957,31.11842105263157,True,0.3704,6.0595,2,2,2,100.0,13.772777461812025,15.247322794492616,4.466093600764095,3.5339063992359048,历史2/2次成功; 当前距低点3.53%; 最新日涨幅0.37%; 状态bottom_area; 底部已确认
11,78.58214612746302,73.41221644534164,002304,洋河股份,bottom_area,2025-05-23,67.33,2025-04-29,67.02,0.46254849298717143,5.147717099373326,29.452631578947376,False,-0.6199,0.2986,2,2,2,100.0,20.62810220081931,20.781426953567394,7.537451507012828,0.46254849298717143,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
12,77.474889192393,71.73600851147499,002041,登海种业,bottom_area,2025-05-23,9.81,2025-05-23,9.81,0.0,2.4464831804281366,27.654867256637168,False,-1.8018,1.207,2,2,2,100.0,18.2043468358871,21.395106715252467,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
13,74.50495503019908,74.05055390397018,301038,深水规院,confirmed_rebound,2025-05-23,14.08,2025-05-19,13.58,3.6818851251840945,8.983799705449194,27.379679144385022,True,0.7153,3.2414,1,1,1,100.0,18.89920424403183,18.89920424403183,4.3181148748159055,3.6818851251840945,历史1/1次成功; 当前距低点3.68%; 最新日涨幅0.72%; 状态confirmed_rebound; 底部已确认
14,72.17265100341194,73.23792998501213,603221,爱丽家居,confirmed_rebound,2025-05-23,10.78,2025-04-24,10.29,4.7619047619047645,8.64917395529641,29.761092150170654,True,-1.5525,2.576,3,3,3,100.0,16.908993775026747,17.92336217552533,3.238095238095236,4.7619047619047645,历史3/3次成功; 当前距低点4.76%; 最新日涨幅-1.55%; 状态confirmed_rebound; 底部已确认
