rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.9803052172312,86.78046688643886,301421,波长光电,bottom_area,2024-08-28,30.15,2024-08-28,29.74,1.3786146603900475,2.689979825151314,31.045675863667988,False,-0.0663,8.9821,3,3,3,100.0,47.22423823724819,56.02000000000002,8.621385339609953,1.3786146603900475,历史3/3次成功; 当前距低点1.38%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
2,91.79921443458932,85.51066487575557,603004,鼎龙科技,bottom_area,2024-08-28,15.08,2024-08-28,14.89,1.2760241773001981,2.0819341840161094,27.1882640586797,False,0.1993,2.4846,1,1,1,100.0,55.7168784029038,55.7168784029038,8.723975822699803,1.2760241773001981,历史1/1次成功; 当前距低点1.28%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
3,90.6662973338036,87.12584769258547,002685,华东重机,bottom_area,2024-08-28,2.83,2024-08-28,2.75,2.9090909090909114,4.363636363636368,30.20304568527919,False,1.7986,2.8231,3,3,3,100.0,45.36868260920823,109.52380952380952,7.090909090909089,2.9090909090909114,历史3/3次成功; 当前距低点2.91%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
4,89.46938533770589,83.11874003189794,002110,三钢闽光,bottom_area,2024-08-28,2.67,2024-08-23,2.64,1.136363636363629,1.8939393939393872,29.787234042553184,False,0.3759,0.2472,2,2,2,100.0,18.761554423693642,22.90322580645161,8.863636363636372,1.136363636363629,历史2/2次成功; 当前距低点1.14%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
5,88.68751614468964,83.9552490435659,300653,正海生物,bottom_area,2024-08-28,18.77,2024-08-28,18.38,2.1218715995647472,3.5364526659412525,27.466456195737965,False,1.3499,1.1311,3,3,3,100.0,18.672668228889858,29.647513278609367,7.878128400435252,2.1218715995647472,历史3/3次成功; 当前距低点2.12%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
6,88.38479752477343,84.600058084166,000597,东北制药,bottom_area,2024-08-28,4.18,2024-08-26,4.07,2.7027027027026884,4.422604422604415,32.053422370617696,False,1.4563,2.7314,3,3,3,100.0,29.259248636172746,61.02150537634409,7.297297297297312,2.7027027027026884,历史3/3次成功; 当前距低点2.70%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
7,87.48303763404154,82.41703631901925,603069,海汽集团,bottom_area,2024-08-28,15.26,2024-08-27,14.98,1.8691588785046687,6.542056074766357,27.140077821011666,False,1.5303,1.6686,5,6,5,83.33333333333334,26.74938294987391,76.0375880971026,8.130841121495331,1.8691588785046687,历史5/6次成功; 当前距低点1.87%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
8,87.0082087459601,81.86450947788087,002682,龙洲股份,bottom_area,2024-08-28,3.39,2024-08-28,3.33,1.8018018018018036,3.3033033033032995,30.76923076923076,False,0.2959,1.9366,2,2,2,100.0,20.175363365532185,26.929674099485425,8.198198198198197,1.8018018018018036,历史2/2次成功; 当前距低点1.80%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
9,86.25241910689327,81.81930063606642,001218,丽臣实业,bottom_area,2024-08-28,13.75,2024-08-26,13.45,2.23048327137547,3.2713754646840245,32.07070707070708,False,0.8804,0.5562,2,2,2,100.0,25.18711018711019,29.999999999999993,7.76951672862453,2.23048327137547,历史2/2次成功; 当前距低点2.23%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
10,85.67019534936422,79.6105961661165,000708,中信特钢,bottom_area,2024-08-28,11.43,2024-08-23,11.3,1.1504424778760973,3.0088495575221224,30.67484662576687,False,0.3512,0.1025,1,1,1,100.0,16.739811912225715,16.739811912225715,8.849557522123904,1.1504424778760973,历史1/1次成功; 当前距低点1.15%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
11,85.06884176988414,79.50891077756293,000539,粤电力A,bottom_area,2024-08-28,4.19,2024-08-26,4.13,1.4527845036319733,3.1476997578692467,31.395348837209298,False,0.2392,0.3764,1,1,1,100.0,19.89924433249369,19.89924433249369,8.547215496368027,1.4527845036319733,历史1/1次成功; 当前距低点1.45%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
