rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.02596293032177,78.40956404534106,600331,宏达股份,bottom_area,2021-11-08,3.46,2021-11-05,3.34,3.5928143712574885,7.185628742514977,30.848861283643895,False,2.3669,3.0794,1,1,1,100.0,40.221402214022135,40.221402214022135,4.4071856287425115,3.5928143712574885,历史1/1次成功; 当前距低点3.59%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
2,78.89120739268506,73.44474328398505,600997,开滦股份,bottom_area,2021-11-08,7.12,2021-11-05,7.1,0.28169014084507693,4.507042253521131,30.04926108374385,False,0.1406,1.259,1,1,1,100.0,12.77955271565495,12.77955271565495,7.718309859154923,0.28169014084507693,历史1/1次成功; 当前距低点0.28%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
3,77.28765137022816,72.69514132951235,002233,塔牌集团,bottom_area,2021-11-08,9.89,2021-11-08,9.81,0.8154943934760456,1.3251783893985627,31.6376306620209,False,0.2026,0.932,1,1,1,100.0,15.292841648590022,15.292841648590022,7.184505606523954,0.8154943934760456,历史1/1次成功; 当前距低点0.82%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
4,77.10254444125464,75.12674971551778,000936,华西股份,bottom_area,2021-11-08,5.81,2021-11-03,5.66,2.65017667844522,4.063604240282677,29.072681704260656,False,0.0,0.3883,1,1,1,100.0,11.016949152542363,11.016949152542363,5.34982332155478,2.65017667844522,历史1/1次成功; 当前距低点2.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,75.12549268493355,75.87487415809997,002408,齐翔腾达,bottom_area,2021-11-08,9.72,2021-11-08,9.3,4.516129032258063,6.1290322580645,27.00156985871271,False,3.2944,2.1256,1,1,1,100.0,37.91208791208789,37.91208791208789,3.4838709677419373,4.516129032258063,历史1/1次成功; 当前距低点4.52%; 最新日涨幅3.29%; 状态bottom_area; 底部未确认
6,74.33399735332445,73.66029609182203,000301,东方盛虹,bottom_area,2021-11-08,21.43,2021-11-08,20.7,3.5265700483091806,5.603864734299518,32.4853228962818,False,-0.3256,3.3618,2,2,2,100.0,19.682127967564348,28.337639965546952,4.47342995169082,3.5265700483091806,历史2/2次成功; 当前距低点3.53%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
7,74.08149628211832,71.70187725492667,688202,美迪西,bottom_area,2021-11-08,531.86,2021-11-08,519.89,2.3024101252188016,7.5150512608436495,29.751239747591452,False,-1.644,3.1331,1,1,1,100.0,10.813829787234049,10.813829787234049,5.697589874781199,2.3024101252188016,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
8,72.58778587929281,71.72278743783153,300497,富祥股份,bottom_area,2021-11-08,15.92,2021-11-08,15.4,3.3766233766233738,6.8831168831168865,32.21830985915493,False,-2.2713,9.8134,1,1,1,100.0,24.094025465230157,24.094025465230157,4.623376623376626,3.3766233766233738,历史1/1次成功; 当前距低点3.38%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
9,71.44860557565653,72.39648202704603,603069,海汽集团,bottom_area,2021-11-08,14.97,2021-10-29,14.3,4.685314685314684,6.2937062937062835,29.03225806451612,False,2.394,1.2925,1,1,1,100.0,21.284943599803825,21.284943599803825,3.314685314685316,4.685314685314684,历史1/1次成功; 当前距低点4.69%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
10,70.53083448030581,71.00419578554279,002386,天原股份,bottom_area,2021-11-08,10.8,2021-11-05,10.35,4.347826086956532,7.729468599033823,27.82426778242678,False,2.9552,4.1458,1,1,1,100.0,9.662576687116577,9.662576687116577,3.6521739130434683,4.347826086956532,历史1/1次成功; 当前距低点4.35%; 最新日涨幅2.96%; 状态bottom_area; 底部未确认
11,67.98744596812851,68.23004167185064,002111,威海广泰,bottom_area,2021-11-08,11.7,2021-11-01,11.23,4.185218165627772,6.945681211041846,29.98753117206982,False,-0.2558,0.7252,1,1,1,100.0,15.227629513343796,15.227629513343796,3.8147818343722286,4.185218165627772,历史1/1次成功; 当前距低点4.19%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
12,55.55604198708828,53.967813726880706,002607,中公教育,bottom_area,2021-11-08,9.46,2021-11-08,9.23,2.4918743228602427,3.2502708559046467,31.01644245142003,False,-1.3556,2.6713,1,2,1,50.0,9.458533241946544,9.458533241946544,5.508125677139758,2.4918743228602427,历史1/2次成功; 当前距低点2.49%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
