rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.8004951422531,77.50599203549604,688185,康希诺,bottom_area,2022-04-19,184.89,2022-04-19,182.1,1.532125205930803,5.161998901702365,32.550559300688946,False,-2.4276,2.7562,2,2,2,100.0,15.909879059238028,19.236097367900253,8.467874794069196,1.532125205930803,历史2/2次成功; 当前距低点1.53%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
2,82.29644746849274,78.19490347490347,002482,广田集团,bottom_area,2022-04-19,2.65,2022-04-19,2.59,2.316602316602319,3.8610038610038644,29.619565217391315,False,1.145,1.7728,1,1,1,100.0,23.423423423423422,23.423423423423422,7.683397683397682,2.316602316602319,历史1/1次成功; 当前距低点2.32%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
3,77.77922213677324,74.54189036721169,603123,翠微股份,bottom_area,2022-04-19,15.22,2022-04-18,14.81,2.7683997299122223,6.347062795408505,31.435185185185187,False,-0.6527,5.3081,2,2,2,100.0,15.128181459201945,16.108452950558224,7.231600270087779,2.7683997299122223,历史2/2次成功; 当前距低点2.77%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
4,77.2368035438876,73.32247391533318,000788,北大医药,bottom_area,2022-04-19,9.01,2022-04-18,8.81,2.2701475595913654,4.994324631101016,31.65244375484872,False,-0.989,3.4427,1,1,1,100.0,19.13123844731978,19.13123844731978,7.729852440408635,2.2701475595913654,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
5,77.18669567534657,75.49292513498982,605589,圣泉集团,bottom_area,2022-04-19,25.45,2022-04-18,24.51,3.835169318645441,4.936760505915942,30.369318181818183,False,0.118,1.3795,2,2,2,100.0,10.844683771513038,11.515151515151507,6.164830681354559,3.835169318645441,历史2/2次成功; 当前距低点3.84%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
6,76.96251492620566,73.44296275657103,002825,纳尔股份,bottom_area,2022-04-19,14.92,2022-04-18,14.55,2.5429553264604756,5.567010309278341,31.14055844770468,False,-1.2574,3.2302,1,1,1,100.0,23.123123123123136,23.123123123123136,7.457044673539526,2.5429553264604756,历史1/1次成功; 当前距低点2.54%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
7,76.63057623966047,75.96996782380133,000863,三湘印象,bottom_area,2022-04-19,3.68,2022-04-18,3.52,4.545454545454549,6.818181818181812,32.95238095238095,False,2.2222,3.5847,2,2,2,100.0,22.116151545363905,25.588235294117638,5.454545454545451,4.545454545454549,历史2/2次成功; 当前距低点4.55%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
8,76.51310954685823,72.99038954602663,300663,科蓝软件,bottom_area,2022-04-19,15.83,2022-04-18,15.44,2.525906735751299,5.181347150259061,27.341176470588234,False,-0.8145,2.3734,1,1,1,100.0,20.480951094298856,20.480951094298856,7.474093264248702,2.525906735751299,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
9,76.30032166916948,74.06916639424648,300386,飞天诚信,bottom_area,2022-04-19,11.42,2022-04-18,11.04,3.442028985507254,4.438405797101452,27.368421052631582,False,0.1754,1.445,1,1,1,100.0,15.037593984962406,15.037593984962406,6.557971014492747,3.442028985507254,历史1/1次成功; 当前距低点3.44%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
10,76.22592531707015,75.19687714339602,688288,鸿泉技术,bottom_area,2022-04-19,20.68,2022-04-18,19.83,4.286434694906715,9.329299041855782,30.51857042747022,True,-2.5907,1.1132,2,2,2,100.0,28.064237891308274,41.992882562277565,5.713565305093286,4.286434694906715,历史2/2次成功; 当前距低点4.29%; 最新日涨幅-2.59%; 状态bottom_area; 底部已确认
11,75.71670495708483,74.72478305808372,002728,特一药业,bottom_area,2022-04-19,13.56,2022-04-15,13.0,4.307692307692312,9.230769230769226,27.252378287632904,False,1.194,2.5851,2,2,2,100.0,12.507104944205294,14.169139465875372,5.692307692307689,4.307692307692312,历史2/2次成功; 当前距低点4.31%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
12,75.50405386340967,72.50710061218442,688131,皓元医药,bottom_area,2022-04-19,139.96,2022-04-15,136.05,2.8739434031606,7.975009187798598,29.066736183524505,True,-2.8393,1.9041,1,1,1,100.0,12.955331028981659,12.955331028981659,7.1260565968394,2.8739434031606,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
13,74.57693765530395,73.68160343035343,002235,安妮股份,bottom_area,2022-04-19,5.02,2022-04-18,4.81,4.365904365904365,6.6528066528066585,28.101644245142015,False,1.4141,7.0006,1,1,1,100.0,24.27884615384615,24.27884615384615,5.634095634095636,4.365904365904365,历史1/1次成功; 当前距低点4.37%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
14,73.7315151546971,67.33325989024492,002374,中锐股份,bottom_area,2022-04-19,4.22,2022-04-19,4.21,0.23752969121139636,4.750593824228033,27.66323024054983,False,-4.0909,6.7929,1,1,1,100.0,12.068965517241388,12.068965517241388,9.762470308788604,0.23752969121139636,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
15,73.66953276819714,70.9269149134819,000856,冀东装备,bottom_area,2022-04-19,8.56,2022-04-18,8.31,3.0084235860409145,5.535499398315271,27.29658792650918,False,-1.0405,3.6026,1,1,1,100.0,15.301724137931036,15.301724137931036,6.991576413959086,3.0084235860409145,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
16,73.43172526118357,72.2149609652236,300424,航新科技,bottom_area,2022-04-19,11.87,2022-04-18,11.4,4.12280701754385,5.263157894736839,27.848101265822784,False,0.5932,0.8418,1,1,1,100.0,13.413768630234213,13.413768630234213,5.877192982456151,4.12280701754385,历史1/1次成功; 当前距低点4.12%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
17,72.58147792000125,70.73387501596966,688107,安路科技,bottom_area,2022-04-19,41.5,2022-04-18,40.04,3.6463536463536483,9.14085914085915,30.1952580195258,True,-2.8103,1.7256,1,1,1,100.0,12.890114675569741,12.890114675569741,6.3536463536463526,3.6463536463536483,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-2.81%; 状态bottom_area; 底部已确认
18,72.31686567531811,71.47418671972044,688225,亚信安全,bottom_area,2022-04-19,20.95,2022-04-18,20.07,4.384653712007967,6.128550074738418,29.106322854115152,False,0.2392,3.0926,1,1,1,100.0,12.640845070422536,12.640845070422536,5.6153462879920335,4.384653712007967,历史1/1次成功; 当前距低点4.38%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
19,72.04772074338582,70.06633663366337,002530,金财互联,bottom_area,2022-04-19,7.32,2022-04-18,7.07,3.536067892503536,6.364922206506354,27.78345250255362,False,-0.1364,3.2076,1,1,1,100.0,17.142857142857135,17.142857142857135,6.463932107496465,3.536067892503536,历史1/1次成功; 当前距低点3.54%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
20,71.34439666393277,70.93378143133461,002014,永新股份,bottom_area,2022-04-19,6.91,2022-04-18,6.6,4.696969696969705,6.060606060606066,31.606217616580317,False,0.2903,0.3835,1,1,1,100.0,13.563829787234038,13.563829787234038,5.303030303030296,4.696969696969705,历史1/1次成功; 当前距低点4.70%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
21,68.1668158233114,66.68492852280463,000679,大连友谊,bottom_area,2022-04-19,4.59,2022-04-19,4.42,3.8461538461538445,9.276018099547514,31.366459627329196,False,-5.9426,8.9937,1,1,1,100.0,12.979351032448374,12.979351032448374,6.153846153846156,3.8461538461538445,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-5.94%; 状态bottom_area; 底部未确认
22,68.14680744684946,67.9445086019361,002617,露笑科技,bottom_area,2022-04-19,9.74,2022-04-18,9.29,4.843918191603887,7.5349838536060405,32.09064327485381,True,-1.217,1.7743,1,1,1,100.0,12.573344509639565,12.573344509639565,5.156081808396114,4.843918191603887,历史1/1次成功; 当前距低点4.84%; 最新日涨幅-1.22%; 状态bottom_area; 底部已确认
23,58.54659627108072,55.50020299209144,688189,南新制药,bottom_area,2022-04-19,17.69,2022-04-18,17.31,2.195262853841725,5.0259965337955,28.55963681386711,False,-0.7295,0.6554,1,2,1,50.0,14.06130268199233,14.06130268199233,7.804737146158275,2.195262853841725,历史1/2次成功; 当前距低点2.20%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
24,55.67913933875138,54.12533287966858,300566,激智科技,bottom_area,2022-04-19,16.79,2022-04-18,16.22,3.5141800246609143,8.014796547472262,27.84697508896798,True,-1.2934,1.1307,1,2,1,50.0,13.643351268255191,13.643351268255191,6.485819975339085,3.5141800246609143,历史1/2次成功; 当前距低点3.51%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
25,55.23363357883017,53.987006246508564,300339,润和软件,bottom_area,2022-04-19,16.11,2022-04-18,15.52,3.8015463917525762,5.412371134020618,30.403587443946194,False,-0.8005,2.3226,1,2,1,50.0,25.615763546798025,25.615763546798025,6.198453608247425,3.8015463917525762,历史1/2次成功; 当前距低点3.80%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
