rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.64566452464695,86.05601062466481,000411,英特集团,bottom_area,2023-08-23,11.7,2023-08-22,11.44,2.272727272727271,5.419580419580428,27.594936708860768,False,0.3431,5.5815,3,3,3,100.0,31.816283905822544,47.98426745329401,7.72727272727273,2.272727272727271,历史3/3次成功; 当前距低点2.27%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
2,88.47833613483313,82.37370763366945,603236,移远通信,bottom_area,2023-08-23,44.61,2023-08-22,44.06,1.2482977757603204,4.176123467998176,29.175373734126342,False,-1.5884,1.7345,3,3,3,100.0,21.93455141076877,39.389337383102855,8.75170222423968,1.2482977757603204,历史3/3次成功; 当前距低点1.25%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
3,86.23726524071229,78.46830928804438,688355,明志科技,bottom_area,2023-08-23,21.16,2023-08-23,21.15,0.04728132387707595,3.8770685579196233,30.541871921182267,False,-3.6868,1.4566,4,4,4,100.0,19.602745733785582,35.08474576271185,9.952718676122926,0.04728132387707595,历史4/4次成功; 当前距低点0.05%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
4,86.11165296757002,78.59732568667368,300604,长川科技,bottom_area,2023-08-23,33.45,2023-08-23,33.38,0.20970641102456647,4.284002396644696,32.796456613650086,False,-3.8793,1.3708,4,4,4,100.0,22.28739948284786,36.28082648300379,9.790293588975434,0.20970641102456647,历史4/4次成功; 当前距低点0.21%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
5,84.11597284307238,78.29007591029156,300455,航天智装,bottom_area,2023-08-23,10.67,2023-08-17,10.54,1.2333965844402353,6.451612903225821,32.43589743589744,False,-1.4774,1.0489,2,2,2,100.0,16.463549047394118,18.904109589041095,8.766603415559764,1.2333965844402353,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
6,83.14555777097296,77.01724806266557,688248,南网科技,bottom_area,2023-08-23,29.81,2023-08-22,29.52,0.9823848238482357,3.31978319783198,31.31689157747789,False,-1.9085,1.5459,3,3,3,100.0,29.715513231395445,49.406593406593416,9.017615176151764,0.9823848238482357,历史3/3次成功; 当前距低点0.98%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
7,82.57097826508765,78.35310091078233,688262,国芯科技,bottom_area,2023-08-23,31.84,2023-08-17,31.14,2.247912652536928,7.4823378291586335,32.74298056155507,True,-2.5406,1.2649,2,2,2,100.0,20.044848164336123,27.063197026022312,7.752087347463073,2.247912652536928,历史2/2次成功; 当前距低点2.25%; 最新日涨幅-2.54%; 状态bottom_area; 底部已确认
8,82.4129218966758,75.11028778081635,300474,景嘉微,bottom_area,2023-08-23,68.12,2023-08-23,68.03,0.1322945759223922,3.1603704248125912,28.50987810004203,False,-3.4033,1.2492,2,2,2,100.0,35.92429792429792,59.857142857142854,9.867705424077608,0.1322945759223922,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
9,82.39475684061411,78.00967765365372,300539,横河精密,bottom_area,2023-08-23,11.51,2023-08-17,11.27,2.12954747116238,5.146406388642414,27.524115755627015,False,-0.3463,1.71,2,2,2,100.0,25.941106924214775,39.25845147219192,7.870452528837621,2.12954747116238,历史2/2次成功; 当前距低点2.13%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
10,82.37454810243814,74.96281147878395,603005,晶方科技,bottom_area,2023-08-23,18.62,2023-08-23,18.61,0.05373455131650491,2.7404621171413304,27.812257564003108,False,-3.0713,1.7085,3,3,3,100.0,17.501754063363318,24.55991516436903,9.946265448683496,0.05373455131650491,历史3/3次成功; 当前距低点0.05%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
11,82.11853528084002,74.75972367438388,002150,正泰电源,bottom_area,2023-08-23,13.4,2023-08-23,13.39,0.07468259895444201,3.7341299477221805,30.26041666666666,False,-3.8737,1.3586,1,1,1,100.0,164.87025948103792,164.87025948103792,9.925317401045557,0.07468259895444201,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
