rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.7924980145838,78.14497076023393,600325,华发股份,bottom_area,2023-11-10,8.1,2023-11-03,8.0,1.2499999999999956,6.875000000000009,27.667269439421343,False,-2.1739,0.9406,1,1,1,100.0,32.553606237816766,32.553606237816766,13.750000000000004,1.2499999999999956,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
2,83.72930466682148,77.15525423728815,002685,华东重机,bottom_area,2023-11-10,3.65,2023-11-02,3.54,3.107344632768358,6.214689265536716,27.01030927835051,False,-0.8152,2.1277,1,1,1,100.0,109.52380952380952,109.52380952380952,11.892655367231642,3.107344632768358,历史1/1次成功; 当前距低点3.11%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
3,80.88620328970075,75.41678761156476,600048,保利发展,bottom_area,2023-11-10,11.1,2023-10-30,10.7,3.7383177570093498,5.981308411214959,28.139691067830768,False,-0.8929,0.3908,2,2,2,100.0,31.721247836269217,31.987577639751546,11.26168224299065,3.7383177570093498,历史2/2次成功; 当前距低点3.74%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
4,73.59220718901268,66.44081858736747,000928,中钢国际,bottom_area,2023-11-10,6.09,2023-10-23,5.97,2.010050251256283,5.192629815745402,31.06235565819862,False,-0.9756,2.1041,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,12.989949748743717,2.010050251256283,历史2/3次成功; 当前距低点2.01%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
5,65.32395688081958,60.97685903083699,002366,融发核电,bottom_area,2023-11-10,5.19,2023-10-23,5.0,3.8000000000000074,9.2,28.469241773962807,True,-1.7045,1.5094,2,4,2,50.0,20.64977973568282,25.0,11.199999999999992,3.8000000000000074,历史2/4次成功; 当前距低点3.80%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
6,59.45369269033024,54.713306055646505,603326,我乐家居,bottom_area,2023-11-10,10.18,2023-11-02,9.88,3.0364372469635517,6.983805668016188,30.909090909090907,False,-0.9728,3.7733,1,2,1,50.0,20.141843971631218,20.141843971631218,11.963562753036449,3.0364372469635517,历史1/2次成功; 当前距低点3.04%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
7,58.69958303260055,51.20055445638209,603123,翠微股份,bottom_area,2023-11-10,12.16,2023-11-10,12.14,0.16474464579900802,4.118616144975288,28.292971057294743,False,-3.0303,5.2794,1,2,1,50.0,16.108452950558224,16.108452950558224,14.83525535420099,0.16474464579900802,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
