rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.17383061203168,81.4073850428177,002269,美邦服饰,bottom_area,2025-10-10,2.38,2025-09-29,2.32,2.5862068965517264,6.034482758620696,27.725856697819317,False,0.4219,4.6086,2,2,2,100.0,27.33299337072922,31.08108108108108,17.413793103448274,2.5862068965517264,历史2/2次成功; 当前距低点2.59%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
2,87.8647955285777,76.48480596923642,301151,冠龙节能,bottom_area,2025-10-10,20.62,2025-09-29,20.14,2.383316782522346,5.064548162859977,29.333333333333332,False,-0.5786,5.7198,1,1,1,100.0,37.520259319286865,37.520259319286865,17.616683217477654,2.383316782522346,历史1/1次成功; 当前距低点2.38%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
3,87.3909618901763,73.58512272901099,688195,腾景科技,bottom_area,2025-10-10,106.6,2025-10-10,106.0,0.5660377358490513,10.169811320754718,27.127732710023377,False,-8.4192,7.9126,1,1,1,100.0,49.70800412229474,49.70800412229474,19.43396226415095,0.5660377358490513,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-8.42%; 状态bottom_area; 底部未确认
4,87.10024449267685,73.17549441891006,688621,阳光诺和,bottom_area,2025-10-10,61.19,2025-10-10,60.92,0.4432042022324294,5.367695338148384,29.121582315299595,False,-4.6291,3.5492,1,1,1,100.0,46.0,46.0,19.55679579776757,0.4432042022324294,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
5,86.40660953103902,72.50712959381045,301488,豪恩汽电,bottom_area,2025-10-10,159.0,2025-10-10,158.4,0.3787878787878752,4.513888888888892,28.719287192871928,False,-4.7391,16.6969,1,1,1,100.0,41.61702127659575,41.61702127659575,19.621212121212125,0.3787878787878752,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
6,70.85479232131476,60.411117022377695,301551,无线传媒,bottom_area,2025-10-10,36.5,2025-10-09,36.05,1.248266296809994,4.049930651872402,31.241655540720963,False,-2.1448,3.5132,1,2,1,50.0,28.855721393034813,28.855721393034813,18.751733703190006,1.248266296809994,历史1/2次成功; 当前距低点1.25%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
7,65.67550349811985,54.828036853295494,600706,曲江文旅,bottom_area,2025-10-10,10.21,2025-10-10,10.2,0.09803921568628984,2.254901960784318,28.621413575927225,False,-0.5842,5.7663,1,2,1,50.0,24.578313253012034,24.578313253012034,19.90196078431371,0.09803921568628984,历史1/2次成功; 当前距低点0.10%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
