rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.32657260649327,83.29084264469606,002347,泰尔股份,bottom_area,2023-03-17,5.1,2023-03-16,5.03,1.3916500994035665,3.379721669980118,28.954802259887003,False,0.1965,2.1106,2,2,2,100.0,22.816155222237516,29.585798816568047,13.608349900596433,1.3916500994035665,历史2/2次成功; 当前距低点1.39%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
12,76.6690081824788,67.8207896381735,300745,欣锐科技,bottom_area,2023-03-17,38.52,2023-03-16,38.17,0.9169504846738313,4.768142520303904,30.117173196631263,False,0.7322,2.0212,2,3,2,66.66666666666666,29.21919396001701,36.150000000000006,14.083049515326168,0.9169504846738313,历史2/3次成功; 当前距低点0.92%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
13,74.79620955821325,65.22231421864971,688221,前沿生物,bottom_area,2023-03-17,13.39,2023-03-17,13.37,0.14958863126403404,2.7673896783844505,28.118279569892486,False,-1.6887,2.1342,3,5,3,60.0,26.09342095662206,34.87394957983194,14.850411368735966,0.14958863126403404,历史3/5次成功; 当前距低点0.15%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
14,72.26734894689984,63.38434103084987,600418,江淮汽车,bottom_area,2023-03-17,13.09,2023-03-17,13.03,0.4604758250191903,3.2233307751343054,27.16601453325881,False,-0.6829,3.6024,2,3,2,66.66666666666666,22.244942178639526,24.365079365079367,14.539524174980809,0.4604758250191903,历史2/3次成功; 当前距低点0.46%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
15,69.05161717040166,60.51508258290017,300681,英搏尔,bottom_area,2023-03-17,31.28,2023-03-17,31.15,0.41733547351525707,2.728731942215093,29.52488687782806,False,-0.7614,1.7619,2,4,2,50.0,25.734448723198668,27.487589035182385,14.582664526484743,0.41733547351525707,历史2/4次成功; 当前距低点0.42%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
16,61.773954113718794,54.37988636707062,605333,沪光股份,bottom_area,2023-03-17,18.39,2023-03-17,18.27,0.6568144499179036,3.6672140120416077,28.771929824561397,False,-1.7628,3.0724,1,2,1,50.0,29.01840490797546,29.01840490797546,14.343185550082097,0.6568144499179036,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
17,61.44040307132547,53.849146216501865,603290,斯达半导,bottom_area,2023-03-17,259.6,2023-03-17,258.51,0.4216471316390205,2.3867548644153094,27.180281690140845,False,-0.9803,1.1988,1,2,1,50.0,23.2822670787034,23.2822670787034,14.578352868360977,0.4216471316390205,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
18,61.30167758349075,53.79682369960378,000887,中鼎股份,bottom_area,2023-03-17,12.29,2023-03-17,12.23,0.49059689288633457,2.616516762060509,27.804014167650532,False,-0.8071,1.2935,1,2,1,50.0,23.84615384615385,23.84615384615385,14.509403107113664,0.49059689288633457,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
19,59.50825258793444,51.95072706088466,605369,拱东医疗,bottom_area,2023-03-17,76.02,2023-03-17,75.86,0.21091484313208092,4.640126548905874,32.47886070315977,False,-3.9545,9.1403,1,2,1,50.0,20.707596253902192,20.707596253902192,14.789085156867918,0.21091484313208092,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
20,58.64331857451404,50.99419006479482,688105,诺唯赞,bottom_area,2023-03-17,43.61,2023-03-17,43.61,0.0,7.773446457234582,32.14563559981328,False,-6.4765,1.8882,1,2,1,50.0,25.237580993520524,25.237580993520524,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-6.48%; 状态bottom_area; 底部未确认
21,56.07321603633656,49.23239596708993,002824,和胜股份,bottom_area,2023-03-17,31.13,2023-03-17,30.97,0.5166289958023899,3.035195350339042,27.808857808857805,False,-1.3937,2.6554,1,3,1,33.33333333333333,19.06976744186047,19.06976744186047,14.48337100419761,0.5166289958023899,历史1/3次成功; 当前距低点0.52%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
