rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.32657260649327,83.29084264469606,002347,泰尔股份,bottom_area,2023-03-17,5.1,2023-03-16,5.03,1.3916500994035665,3.379721669980118,28.954802259887003,False,0.1965,2.1106,2,2,2,100.0,22.816155222237516,29.585798816568047,13.608349900596433,1.3916500994035665,历史2/2次成功; 当前距低点1.39%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
2,92.11126440577277,81.08562883462038,300707,威唐工业,bottom_area,2023-03-17,15.33,2023-03-14,15.23,0.6565988181221251,6.106369008535783,31.6427289048474,False,-0.8409,2.5727,4,4,4,100.0,30.92835559106886,59.14285714285715,14.343401181877875,0.6565988181221251,历史4/4次成功; 当前距低点0.66%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
3,90.23299360880303,83.44885284638544,300382,斯莱克,bottom_area,2023-03-17,15.96,2023-03-14,15.45,3.300970873786418,4.919093851132696,29.836512261580385,False,1.1407,1.0156,3,3,3,100.0,30.403583003325068,49.70059880239522,11.699029126213581,3.300970873786418,历史3/3次成功; 当前距低点3.30%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
4,89.53883166689175,78.38940777037381,600152,维科技术,bottom_area,2023-03-17,11.07,2023-03-17,11.03,0.36264732547598305,2.1758839528558496,27.86134728580772,False,0.2717,2.0879,2,2,2,100.0,23.6894821099949,24.87644151565074,14.637352674524015,0.36264732547598305,历史2/2次成功; 当前距低点0.36%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
5,89.05075067032253,79.04166967360996,002708,光洋股份,bottom_area,2023-03-17,6.44,2023-03-14,6.37,1.0989010989011034,4.866562009419146,31.65236051502146,False,-0.155,0.9521,1,1,1,100.0,35.522388059701484,35.522388059701484,13.901098901098896,1.0989010989011034,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
6,86.44048444833474,77.30760317046852,300427,红相股份,bottom_area,2023-03-17,14.17,2023-03-17,13.96,1.5042979942693344,5.802292263610306,31.467844869906724,False,-2.4105,4.9958,1,1,1,100.0,31.168831168831172,31.168831168831172,13.495702005730664,1.5042979942693344,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
7,81.81870391851739,72.34766399782538,002660,茂硕电源,bottom_area,2023-03-17,9.01,2023-03-14,8.93,0.8958566629339314,5.375139977603589,28.15768302493966,False,-0.442,2.2294,2,2,2,100.0,20.21622144792876,24.71428571428572,14.10414333706607,0.8958566629339314,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
8,80.06738971708714,69.99969746970854,605128,上海沿浦,bottom_area,2023-03-17,41.78,2023-03-17,41.66,0.2880460873739908,2.20835333653385,29.98319327731093,False,-0.4052,1.9158,1,1,1,100.0,16.80883090817863,16.80883090817863,14.711953912626008,0.2880460873739908,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
9,79.95188009554138,70.14988571428572,601702,华峰铝业,bottom_area,2023-03-17,12.56,2023-03-17,12.5,0.4800000000000039,3.4399999999999977,28.119608970672804,False,-1.6445,3.5153,1,1,1,100.0,19.96927803379416,19.96927803379416,14.519999999999996,0.4800000000000039,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
10,79.83009508610024,70.17717757944318,300473,德尔股份,bottom_area,2023-03-17,17.27,2023-03-17,17.17,0.5824111822946876,2.620850320326146,30.76612903225806,False,-0.6329,2.6419,1,1,1,100.0,21.37137137137137,21.37137137137137,14.417588817705312,0.5824111822946876,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
11,77.67061601367008,68.63568820089174,002645,华宏科技,bottom_area,2023-03-17,15.22,2023-03-14,15.09,0.8614976805831728,3.9098740888005294,27.936962750716337,False,-0.1967,0.6879,1,1,1,100.0,16.50485436893203,16.50485436893203,14.138502319416826,0.8614976805831728,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
