rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.13480259015193,86.45531580491487,688075,安旭生物,bottom_area,2023-01-13,86.73,2022-12-30,83.88,3.397711015736777,5.996661897949453,29.441453566621806,False,0.2775,1.5645,4,4,4,100.0,31.086542584917854,40.134529147982065,6.602288984263224,3.397711015736777,历史4/4次成功; 当前距低点3.40%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
2,88.01049303803963,82.01694691716955,000650,仁和药业,bottom_area,2023-01-13,6.24,2023-01-12,6.16,1.2987012987012998,1.7857142857142767,27.444051825677267,False,1.1345,1.7401,2,2,2,100.0,14.827881065637138,17.19038817005545,8.701298701298702,1.2987012987012998,历史2/2次成功; 当前距低点1.30%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
3,85.68747904767918,79.19662189256675,000411,英特集团,bottom_area,2023-01-13,11.64,2023-01-05,11.54,0.8665511265164769,2.772963604852689,31.675547661338076,False,0.2584,0.8931,2,2,2,100.0,34.206228285076975,47.98426745329401,9.133448873483523,0.8665511265164769,历史2/2次成功; 当前距低点0.87%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
4,84.32374326998666,78.66020827424128,600158,中体产业,bottom_area,2023-01-13,8.25,2023-01-12,8.14,1.3513513513513442,2.2113022113022076,30.899830220713064,False,0.7326,1.2178,1,1,1,100.0,14.092953523238386,14.092953523238386,8.648648648648656,1.3513513513513442,历史1/1次成功; 当前距低点1.35%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
5,83.24859043146336,78.5534421641791,000919,金陵药业,bottom_area,2023-01-13,7.83,2022-12-29,7.68,1.9531250000000049,4.947916666666677,31.12107623318386,False,0.7722,1.2801,1,1,1,100.0,20.8955223880597,20.8955223880597,8.046874999999995,1.9531250000000049,历史1/1次成功; 当前距低点1.95%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
6,81.40564539733384,75.11854941378851,000715,中兴商业,bottom_area,2023-01-13,6.44,2023-01-13,6.39,0.78247261345854,3.7558685446009425,28.363228699551573,False,-2.1277,5.9667,3,3,3,100.0,17.056919206849418,24.33862433862435,9.21752738654146,0.78247261345854,历史3/3次成功; 当前距低点0.78%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
7,81.1971976824759,76.7561242714521,300485,赛升药业,bottom_area,2023-01-13,11.96,2023-01-12,11.72,2.047781569965872,2.047781569965872,27.69895126465145,False,1.2701,2.1005,1,1,1,100.0,12.392829306313327,12.392829306313327,7.9522184300341285,2.047781569965872,历史1/1次成功; 当前距低点2.05%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
8,80.73969635744389,73.81272278323736,002838,道恩股份,bottom_area,2023-01-13,17.06,2023-01-13,17.01,0.2939447383891661,2.057613168724267,32.17703349282296,False,-1.5012,1.1972,2,2,2,100.0,20.71460638045511,24.95606326889279,9.706055261610834,0.2939447383891661,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
9,79.62250443057549,73.12349857229617,002395,双象股份,bottom_area,2023-01-13,9.44,2023-01-13,9.39,0.5324813631522783,3.833865814696479,31.259150805270856,False,-1.973,1.3926,1,1,1,100.0,36.59976387249114,36.59976387249114,9.467518636847721,0.5324813631522783,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
10,77.66775537387447,71.80847526570851,002095,生意宝,bottom_area,2023-01-13,21.68,2023-01-13,21.49,0.8841321544904668,3.908794788273615,28.366666666666674,False,-1.9448,7.1187,1,1,1,100.0,33.84030418250951,33.84030418250951,9.115867845509534,0.8841321544904668,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
11,76.02271174725857,74.74199751949213,300382,斯莱克,confirmed_rebound,2023-01-13,18.5,2022-12-23,17.77,4.108047270680926,10.579628587507028,28.34677419354839,True,-2.3747,1.0653,2,2,2,100.0,33.64701772389588,49.70059880239522,5.891952729319075,4.108047270680926,历史2/2次成功; 当前距低点4.11%; 最新日涨幅-2.37%; 状态confirmed_rebound; 底部已确认
12,75.74847648469527,71.85105133759849,603318,水发燃气,bottom_area,2023-01-13,8.72,2022-12-30,8.53,2.227432590855818,6.916764361078545,30.819140308191407,False,-0.2288,1.6805,1,1,1,100.0,10.696761530912658,10.696761530912658,7.772567409144182,2.227432590855818,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
13,73.64416910105874,73.27942985742449,000980,众泰汽车,confirmed_rebound,2023-01-13,4.42,2022-12-29,4.22,4.739336492891,10.4265402843602,30.247933884297524,True,-0.4505,1.0774,2,2,2,100.0,33.52213473772031,43.49775784753364,5.260663507109001,4.739336492891,历史2/2次成功; 当前距低点4.74%; 最新日涨幅-0.45%; 状态confirmed_rebound; 底部已确认
14,73.15776637806289,67.66915847201211,000059,华锦股份,bottom_area,2023-01-13,6.67,2023-01-13,6.61,0.9077155824508262,3.0257186081694294,27.995642701525046,False,-0.8915,1.1545,1,1,1,100.0,11.874999999999996,11.874999999999996,9.092284417549175,0.9077155824508262,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
15,67.88064599332499,63.020708692635566,002349,精华制药,bottom_area,2023-01-13,11.93,2023-01-13,11.8,1.1016949152542288,1.6949152542372818,27.651747394236654,False,0.0839,1.8658,1,2,1,50.0,18.615984405458093,18.615984405458093,8.898305084745772,1.1016949152542288,历史1/2次成功; 当前距低点1.10%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
16,58.65383898833615,53.98229429015008,300434,金石亚药,bottom_area,2023-01-13,12.48,2023-01-13,12.4,0.6451612903225812,3.3064516129032264,28.653624856156494,False,-1.8096,4.072,1,2,1,50.0,26.7379679144385,26.7379679144385,9.35483870967742,0.6451612903225812,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
17,57.10950361040803,52.8870051215069,000419,通程控股,bottom_area,2023-01-13,6.25,2023-01-13,6.19,0.969305331179315,2.423263327948295,27.51756440281029,False,-0.7937,5.0163,1,2,1,50.0,24.82269503546099,24.82269503546099,9.030694668820685,0.969305331179315,历史1/2次成功; 当前距低点0.97%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
