rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.99024800936853,80.94945720255387,603809,豪能股份,bottom_area,2025-11-14,12.43,2025-11-13,12.28,1.2214983713355079,2.6872964169381115,27.764705882352946,False,-0.9562,0.9437,2,2,2,100.0,30.615448866660387,31.661442006269603,18.778501628664493,1.2214983713355079,历史2/2次成功; 当前距低点1.22%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
2,84.92752293577982,70.77293577981652,603759,海天股份,bottom_area,2025-11-14,11.33,2025-11-14,11.33,0.0,3.6187113857016784,31.20825743776563,False,-3.4923,7.2611,1,1,1,100.0,39.90825688073395,39.90825688073395,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
3,84.32842143172194,73.92086606753871,300235,方直科技,bottom_area,2025-11-14,14.12,2025-11-14,13.74,2.7656477438136755,4.876273653566229,27.224576271186436,False,-1.6028,11.551,1,1,1,100.0,28.422273781902568,28.422273781902568,17.234352256186327,2.7656477438136755,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
4,82.986148409894,69.15512367491166,002338,奥普光电,bottom_area,2025-11-14,50.34,2025-11-14,50.34,0.0,2.0063567739372226,28.44349680170575,False,-1.9478,1.0607,1,1,1,100.0,20.995288574793882,20.995288574793882,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
