rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.5533112150062,75.95755565000563,300454,深信服,bottom_area,2024-04-03,57.97,2024-04-03,57.97,0.0,3.8640676211833744,32.031891194747345,False,-3.8002,2.7141,4,4,4,100.0,17.782557258094812,29.49391262831224,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
2,82.1134266195804,78.39146579804557,300580,贝斯特,bottom_area,2024-04-03,25.19,2024-04-03,24.56,2.565146579804571,4.600977198697079,27.444608567208277,False,-2.1748,2.245,1,1,1,100.0,53.89266817838245,53.89266817838245,7.434853420195429,2.565146579804571,历史1/1次成功; 当前距低点2.57%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
3,79.8044914849908,77.5277185151589,300757,罗博特科,bottom_area,2024-04-03,122.79,2024-04-03,118.66,3.4805326141918167,7.685825046350922,27.349537745668286,False,3.3151,12.6084,4,5,4,80.0,27.437273524280858,74.11052233156698,6.519467385808183,3.4805326141918167,历史4/5次成功; 当前距低点3.48%; 最新日涨幅3.32%; 状态bottom_area; 底部未确认
4,78.84479441997064,72.90333333333334,002611,东方精工,bottom_area,2024-04-03,6.81,2024-04-03,6.75,0.8888888888888832,3.8518518518518485,27.26293103448275,False,-3.1294,6.2722,1,1,1,100.0,145.12534818941506,145.12534818941506,9.111111111111118,0.8888888888888832,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
5,77.52305324660968,73.24228361555463,688048,长光华芯,bottom_area,2024-04-03,40.43,2024-04-03,39.63,2.0186727226848276,5.627050214483968,30.534618755477645,False,-2.719,3.3321,3,4,3,75.0,19.78417969503248,23.810089020771517,7.981327277315173,2.0186727226848276,历史3/4次成功; 当前距低点2.02%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
6,76.91400050943697,75.50101643633312,300364,中文在线,bottom_area,2024-04-03,26.61,2024-04-03,25.58,4.0265832681782685,4.730258014073498,28.70680044593089,False,1.0634,10.4029,5,6,5,83.33333333333334,16.012327712076576,20.7773851590106,5.9734167318217315,4.0265832681782685,历史5/6次成功; 当前距低点4.03%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
7,76.82585745906023,70.64111831200172,688220,翱捷科技,bottom_area,2024-04-03,38.8,2024-04-03,38.57,0.5963183821622942,3.007518796992472,28.83763837638377,False,-1.7722,1.3848,3,4,3,75.0,28.20281840500936,45.103092783505154,9.403681617837705,0.5963183821622942,历史3/4次成功; 当前距低点0.60%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
8,75.67349223293458,69.14959424779686,603079,圣达生物,bottom_area,2024-04-03,11.14,2024-04-03,11.11,0.27002700270028024,7.920792079207928,28.368794326241137,False,-5.5932,5.368,1,1,1,100.0,22.232558139534888,22.232558139534888,9.72997299729972,0.27002700270028024,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-5.59%; 状态bottom_area; 底部未确认
9,74.13142374079254,68.68499393966162,688322,奥比中光,bottom_area,2024-04-03,28.4,2024-04-03,28.12,0.9957325746799344,4.551920341394017,27.67489711934157,False,-3.6635,2.0613,4,5,4,80.0,21.963786074902533,28.749462827675128,9.004267425320066,0.9957325746799344,历史4/5次成功; 当前距低点1.00%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
10,61.371005047820134,59.31218776111229,688229,博睿数据,bottom_area,2024-04-03,31.2,2024-03-28,30.23,3.208733046642404,9.130003307972217,28.39886309805779,True,-3.7334,1.8662,2,4,2,50.0,14.667199502456835,18.12233285917498,6.791266953357597,3.208733046642404,历史2/4次成功; 当前距低点3.21%; 最新日涨幅-3.73%; 状态bottom_area; 底部已确认
