rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.31105678688905,81.59279203293966,300069,金利华电,bottom_area,2025-08-15,21.4,2025-08-15,21.09,1.469890943575148,2.0862968231389343,31.45921351966201,False,1.0387,8.3073,1,1,1,100.0,31.312598840274124,31.312598840274124,18.530109056424855,1.469890943575148,历史1/1次成功; 当前距低点1.47%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
2,94.19494574211726,80.87183013632523,600620,天宸股份,bottom_area,2025-08-15,6.24,2025-08-04,6.14,1.6286644951140152,4.560260586319222,27.078384798099762,False,0.6452,1.0254,1,1,1,100.0,29.38271604938273,29.38271604938273,18.371335504885984,1.6286644951140152,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
3,94.13816166701461,81.57140809521444,003002,壶化股份,bottom_area,2025-08-15,25.38,2025-08-15,24.85,2.1327967806840946,2.4949698189134706,28.199942213233165,False,1.2365,2.5571,1,1,1,100.0,39.32357395254923,39.32357395254923,17.867203219315908,2.1327967806840946,历史1/1次成功; 当前距低点2.13%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
4,90.57629586553864,76.33007532851602,002795,永和智控,bottom_area,2025-08-15,4.94,2025-08-14,4.91,0.6109979633401272,5.702647657841146,28.84057971014493,False,0.4065,7.8036,1,1,1,100.0,32.328767123287676,32.328767123287676,19.389002036659875,0.6109979633401272,历史1/1次成功; 当前距低点0.61%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
5,90.0215308137556,78.48913585291118,002775,文科股份,bottom_area,2025-08-15,4.56,2025-08-14,4.45,2.471910112359538,4.044943820224713,30.46875,False,2.0134,8.4592,1,1,1,100.0,26.909090909090917,26.909090909090917,17.528089887640462,2.471910112359538,历史1/1次成功; 当前距低点2.47%; 最新日涨幅2.01%; 状态bottom_area; 底部未确认
6,89.64127566488769,75.80849121255665,603839,安正时尚,bottom_area,2025-08-15,7.53,2025-08-08,7.47,0.8032128514056291,5.488621151271756,28.03468208092486,False,0.2663,1.7533,1,1,1,100.0,31.88073394495412,31.88073394495412,19.19678714859437,0.8032128514056291,历史1/1次成功; 当前距低点0.80%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
7,89.60923774407865,75.79769406153866,605033,美邦股份,bottom_area,2025-08-15,21.03,2025-08-08,20.86,0.8149568552253197,3.4515819750719023,32.926045016077175,False,0.622,1.5606,1,1,1,100.0,31.96664350243223,31.96664350243223,19.18504314477468,0.8149568552253197,历史1/1次成功; 当前距低点0.81%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
8,60.160673779779756,53.81132336675607,003001,中岩大地,bottom_area,2025-08-15,27.9,2025-08-15,26.86,3.871928518242737,4.393149664929262,27.756858526089296,False,-0.8529,6.0753,1,2,1,50.0,25.533980582524272,25.533980582524272,16.128071481757264,3.871928518242737,历史1/2次成功; 当前距低点3.87%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
