rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.89001154821794,85.10186410184333,605117,德业股份,bottom_area,2022-03-29,214.88,2022-03-29,208.0,3.3076923076923053,5.673076923076929,27.526132404181187,False,0.0652,4.9699,3,3,3,100.0,39.37313206119234,59.18895599654874,6.692307692307694,3.3076923076923053,历史3/3次成功; 当前距低点3.31%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
2,81.8089561786703,76.72195686480802,603122,合富中国,confirmed_rebound,2022-03-29,19.32,2022-03-29,19.01,1.6307206733298194,13.519200420831122,30.289695636230284,False,-5.802,37.9159,1,1,1,100.0,72.1590909090909,72.1590909090909,8.369279326670181,1.6307206733298194,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-5.80%; 状态confirmed_rebound; 底部未确认
3,75.66341479709072,74.13935104960419,002222,福晶科技,bottom_area,2022-03-29,14.01,2022-03-16,13.48,3.9317507418397577,8.753709198813054,27.056277056277057,True,-0.3556,0.8504,2,2,2,100.0,18.030874951606656,25.783972125435533,6.068249258160243,3.9317507418397577,历史2/2次成功; 当前距低点3.93%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
4,74.4833266961767,69.00462024362616,300603,立昂技术,bottom_area,2022-03-29,13.25,2022-03-29,13.12,0.9908536585365915,7.621951219512195,28.734383487235206,False,-5.9617,13.575,2,2,2,100.0,13.622400995105375,15.274463007159895,9.009146341463408,0.9908536585365915,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
5,74.05471126686895,71.45630034522442,601901,方正证券,confirmed_rebound,2022-03-29,6.6,2022-03-09,6.4,3.124999999999989,10.156249999999991,29.51541850220264,True,-0.4525,0.1096,1,1,1,100.0,20.598388952819345,20.598388952819345,6.8750000000000115,3.124999999999989,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.45%; 状态confirmed_rebound; 底部已确认
6,67.62493857095463,62.00416445596619,300540,蜀道装备,bottom_area,2022-03-29,24.71,2022-03-29,24.6,0.4471544715447131,4.796747967479673,28.48837209302325,False,-2.3706,2.945,2,3,2,66.66666666666666,14.661344002265974,18.695652173913043,9.552845528455288,0.4471544715447131,历史2/3次成功; 当前距低点0.45%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
