rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.20988252358272,81.30307193192475,300562,乐心医疗,bottom_area,2023-02-01,9.97,2023-01-31,9.64,3.423236514522822,3.73443983402489,27.790262172284635,False,2.7835,5.0537,3,3,3,100.0,20.365866586219184,22.71604938271605,4.576763485477178,3.423236514522822,历史3/3次成功; 当前距低点3.42%; 最新日涨幅2.78%; 状态bottom_area; 底部未确认
2,77.89604335435294,78.48283087491303,000715,中兴商业,bottom_area,2023-02-01,6.42,2023-01-19,6.15,4.390243902439018,4.390243902439018,31.05381165919282,False,1.1024,3.6862,3,3,3,100.0,17.056919206849418,24.33862433862435,3.6097560975609824,4.390243902439018,历史3/3次成功; 当前距低点4.39%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
3,77.07775135269097,76.7750452917632,000419,通程控股,bottom_area,2023-02-01,6.29,2023-01-19,6.06,3.7953795379538025,3.7953795379538025,29.039812646370024,False,0.319,3.6209,2,2,2,100.0,17.250057195149854,24.82269503546099,4.204620462046198,3.7953795379538025,历史2/2次成功; 当前距低点3.80%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
4,74.6626707364492,75.20305194805196,002721,金一文化,bottom_area,2023-02-01,3.34,2023-01-31,3.2,4.37499999999999,7.8125,27.107061503416848,True,4.375,8.6191,1,1,1,100.0,23.376623376623378,23.376623376623378,3.62500000000001,4.37499999999999,历史1/1次成功; 当前距低点4.37%; 最新日涨幅4.38%; 状态bottom_area; 底部已确认
5,73.02961901114355,74.03779321664683,002349,精华制药,bottom_area,2023-02-01,12.22,2023-01-19,11.67,4.712939160239937,4.798628963153389,28.44880441446965,False,1.4108,2.6689,2,2,2,100.0,13.781153236526267,18.615984405458093,3.2870608397600627,4.712939160239937,历史2/2次成功; 当前距低点4.71%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
6,72.65111624793059,72.3071909271881,000756,新华制药,bottom_area,2023-02-01,27.92,2023-01-31,26.91,3.7532515793385417,3.8647342995169054,27.66129032258065,False,1.6752,5.4682,1,1,1,100.0,9.379594236989137,9.379594236989137,4.246748420661459,3.7532515793385417,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
7,72.64819156629287,73.87408977431241,000650,仁和药业,bottom_area,2023-02-01,6.46,2023-01-12,6.16,4.870129870129867,5.3571428571428585,27.444051825677267,False,0.78,2.5654,2,2,2,100.0,14.827881065637138,17.19038817005545,3.1298701298701332,4.870129870129867,历史2/2次成功; 当前距低点4.87%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
8,69.78931902420425,70.72540754790263,300485,赛升药业,bottom_area,2023-02-01,12.27,2023-01-12,11.72,4.69283276450511,4.69283276450511,27.69895126465145,False,1.3212,2.4288,1,1,1,100.0,12.392829306313327,12.392829306313327,3.30716723549489,4.69283276450511,历史1/1次成功; 当前距低点4.69%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
9,65.30562377489908,65.66089042842484,002589,瑞康医药,bottom_area,2023-02-01,4.14,2023-01-31,3.97,4.282115869017619,4.785894206549117,27.55474452554745,False,1.4706,2.7426,2,3,2,66.66666666666666,19.018537328593187,28.49162011173183,3.717884130982381,4.282115869017619,历史2/3次成功; 当前距低点4.28%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
