rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.24605878571515,82.22764307078522,002910,庄园牧场,bottom_area,2026-01-05,11.18,16.01,2025-12-31,11.03,1.359927470534908,3.173164097914791,31.105559025609004,30.168644597126804,False,0.6301,6.5068,1,1,1,100.0,33.37783711615487,33.37783711615487,18.640072529465094,1.359927470534908,历史1/1次成功; 当前距低点1.36%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
2,94.21303439723035,80.62058051954399,601699,潞安环能,bottom_area,2026-01-05,11.91,16.14,2025-12-31,11.74,1.448040885860306,2.0442930153321996,27.261462205700127,26.20817843866171,False,0.9322,0.8072,1,1,1,100.0,25.817815802717657,25.817815802717657,18.551959114139695,1.448040885860306,历史1/1次成功; 当前距低点1.45%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
3,88.38574277350082,75.65924542214569,000692,惠天热电,bottom_area,2026-01-05,3.46,4.77,2025-12-17,3.41,1.4662756598240416,6.744868035190615,28.511530398322844,27.46331236897274,False,0.5814,3.1787,3,5,3,60.0,36.0341608954005,59.042553191489375,18.533724340175958,1.4662756598240416,历史3/5次成功; 当前距低点1.47%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
4,88.33414449371597,79.12015209754605,600048,保利发展,bottom_area,2026-01-05,6.32,8.55,2025-12-31,6.08,3.947368421052635,4.934210526315787,28.888888888888893,26.081871345029246,False,3.6066,2.104,2,2,2,100.0,31.721247836269217,31.987577639751546,16.052631578947366,3.947368421052635,历史2/2次成功; 当前距低点3.95%; 最新日涨幅3.61%; 状态bottom_area; 底部未确认
5,86.88778318132385,77.33769379981423,688656,浩欧博,bottom_area,2026-01-05,156.99,209.43,2026-01-05,151.53,3.6032468818055885,6.909522866759057,27.64646898725111,25.039392637158,False,2.0741,2.1332,1,1,1,100.0,34.5865413458654,34.5865413458654,16.39675311819441,3.6032468818055885,历史1/1次成功; 当前距低点3.60%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
6,80.58289134834915,68.19990740001447,601566,九牧王,bottom_area,2026-01-05,13.13,18.68,2026-01-05,13.02,0.8448540706605315,1.6129032258064582,30.299785867237688,29.71092077087794,False,0.1526,4.0507,2,3,2,66.66666666666666,30.373699002439853,38.914728682170555,19.155145929339472,0.8448540706605315,历史2/3次成功; 当前距低点0.84%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
7,79.73305377144933,72.4830015497244,603072,天和磁材,bottom_area,2026-01-05,41.37,54.14,2025-12-17,39.49,4.760698911116727,6.330716637123322,27.05947543405984,23.5869966752863,False,1.6712,2.8937,1,1,1,100.0,22.674167027260935,22.674167027260935,15.239301088883275,4.760698911116727,历史1/1次成功; 当前距低点4.76%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
8,71.67878487940753,64.35372908080858,600325,华发股份,bottom_area,2026-01-05,4.34,5.74,2025-12-31,4.17,4.0767386091127085,4.556354916067155,27.351916376306622,24.39024390243903,False,2.8436,1.6033,2,4,2,50.0,28.917704890244938,32.553606237816766,15.923261390887292,4.0767386091127085,历史2/4次成功; 当前距低点4.08%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
9,70.23431127397906,59.87187190568706,600250,南京商旅,bottom_area,2026-01-05,11.44,16.08,2025-12-31,11.3,1.2389380530973344,2.6548672566371585,29.726368159203968,28.855721393034823,False,-0.6082,4.5469,2,7,2,28.57142857142857,38.937445980985316,53.93258426966293,18.761061946902664,1.2389380530973344,历史2/7次成功; 当前距低点1.24%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
10,69.92257908687344,62.01195179524045,300705,九典制药,bottom_area,2026-01-05,15.49,20.66,2025-12-30,14.98,3.4045393858477957,3.6715620827770286,27.49273959341723,25.024201355275892,False,3.4045,2.8077,1,2,1,50.0,41.42097631706138,41.42097631706138,16.595460614152206,3.4045393858477957,历史1/2次成功; 当前距低点3.40%; 最新日涨幅3.40%; 状态bottom_area; 底部未确认
11,67.68545046388058,60.392009679105115,600161,天坛生物,bottom_area,2026-01-05,16.66,22.08,2025-12-24,16.06,3.73599003735991,4.794520547945203,27.264492753623188,24.547101449275356,False,1.9584,0.5537,1,2,1,50.0,36.77455357142857,36.77455357142857,16.264009962640092,3.73599003735991,历史1/2次成功; 当前距低点3.74%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
