rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.96340068752873,79.4242006316209,601689,拓普集团,bottom_area,2021-12-14,50.48,2021-12-14,49.45,2.082912032355903,3.4984833164812876,27.343520423156036,False,-1.1746,1.4188,2,2,2,100.0,32.974408953722346,47.99107142857144,7.917087967644097,2.082912032355903,历史2/2次成功; 当前距低点2.08%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
2,79.41753831505284,75.24846338638709,605286,同力天启,bottom_area,2021-12-14,31.55,2021-12-13,30.88,2.16968911917099,7.124352331606215,31.056039294485377,False,-3.102,9.0878,2,2,2,100.0,21.802981602671757,30.46080191502094,7.830310880829011,2.16968911917099,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
3,71.52968710413623,70.92637149597545,600121,郑州煤电,bottom_area,2021-12-14,4.82,2021-11-29,4.61,4.555314533622559,6.29067245119306,27.287066246056774,False,-1.0267,1.2912,2,2,2,100.0,17.59402490663917,20.6581352833638,5.444685466377442,4.555314533622559,历史2/2次成功; 当前距低点4.56%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
