rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.23833400356482,85.56116616903545,603327,福蓉科技,bottom_area,2022-06-09,12.97,2022-06-08,12.69,2.206461780929875,3.703703703703709,31.107491856677534,False,0.3094,0.503,2,2,2,100.0,45.01020983632018,52.609776304888165,7.7935382190701255,2.206461780929875,历史2/2次成功; 当前距低点2.21%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
2,85.78920392040395,80.48175824175826,002663,普邦股份,bottom_area,2022-06-09,1.85,2022-05-31,1.82,1.6483516483516498,4.395604395604387,30.798479087452467,False,-1.5957,2.1089,1,1,1,100.0,66.45569620253163,66.45569620253163,8.35164835164835,1.6483516483516498,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
3,82.81229332582284,77.53999904972349,688202,美迪西,bottom_area,2022-06-09,276.89,2022-06-08,272.67,1.5476583415850553,9.307954670480798,30.04874294510005,True,-6.9027,4.024,2,2,2,100.0,17.304624024394695,23.795418261555337,8.452341658414946,1.5476583415850553,历史2/2次成功; 当前距低点1.55%; 最新日涨幅-6.90%; 状态bottom_area; 底部已确认
4,82.58198123374771,76.87528807025059,002795,永和智控,bottom_area,2022-06-09,8.15,2022-06-09,8.05,1.242236024844716,2.7329192546583707,29.939077458659703,False,-1.451,1.2961,1,1,1,100.0,25.632183908045985,25.632183908045985,8.757763975155285,1.242236024844716,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
5,79.60530219119379,72.9561354188435,603226,菲林格尔,bottom_area,2022-06-09,4.74,2022-06-09,4.72,0.42372881355933184,3.8135593220339112,27.49615975422427,False,-2.8689,0.5933,2,2,2,100.0,17.70019953633753,17.891373801916934,9.57627118644067,0.42372881355933184,历史2/2次成功; 当前距低点0.42%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
6,76.04340737846013,69.45859502803052,605077,华康股份,bottom_area,2022-06-09,20.2,2022-06-09,20.15,0.24813895781638073,2.9776674937965333,32.56358768406962,False,-2.6506,0.8673,1,1,1,100.0,13.410493827160492,13.410493827160492,9.75186104218362,0.24813895781638073,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
7,75.64268714710467,69.72230201878538,002802,洪汇新材,bottom_area,2022-06-09,13.92,2022-06-08,13.82,0.7235890014471754,6.078147612156294,30.726817042606513,False,-2.8611,1.3096,1,1,1,100.0,20.65637065637066,20.65637065637066,9.276410998552825,0.7235890014471754,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
8,74.41135233747758,67.95434645315417,605208,永茂泰,bottom_area,2022-06-09,12.65,2022-06-09,12.62,0.2377179080824179,3.0110935023771854,30.62122045079715,False,-4.0212,1.8969,1,1,1,100.0,15.410447761194026,15.410447761194026,9.762282091917584,0.2377179080824179,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
9,72.46399810493119,66.20125707566518,600960,渤海汽车,confirmed_rebound,2022-06-09,3.89,2022-06-08,3.88,0.25773195876289257,17.2680412371134,30.090090090090087,False,-9.7448,8.7334,1,1,1,100.0,16.445623342175058,16.445623342175058,9.742268041237107,0.25773195876289257,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-9.74%; 状态confirmed_rebound; 底部未确认
10,72.3483607787366,66.17036898271967,603333,尚纬股份,confirmed_rebound,2022-06-09,6.33,2022-06-09,6.31,0.31695721077655253,11.093502377179085,30.50660792951542,False,-9.7004,13.2909,1,1,1,100.0,17.005545286506468,17.005545286506468,9.683042789223448,0.31695721077655253,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-9.70%; 状态confirmed_rebound; 底部未确认
11,71.12655594405597,69.78454545454547,601515,衢州东峰,bottom_area,2022-06-09,4.42,2022-05-27,4.25,3.9999999999999982,8.470588235294125,28.571428571428577,True,-2.2124,0.6818,1,1,1,100.0,12.121212121212132,12.121212121212132,6.000000000000003,3.9999999999999982,历史1/1次成功; 当前距低点4.00%; 最新日涨幅-2.21%; 状态bottom_area; 底部已确认
12,56.27634474740051,51.629244843394886,605266,健之佳,bottom_area,2022-06-09,44.14,2022-06-09,43.93,0.4780332346915567,3.551104029137269,28.394458027709863,False,-1.9547,0.7754,1,2,1,50.0,12.038497948879776,12.038497948879776,9.521966765308445,0.4780332346915567,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
