rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.94677359813578,80.5860337299326,601689,拓普集团,bottom_area,2024-02-02,47.19,2024-02-02,45.88,2.855274629468167,9.590235396687007,30.358227079538548,False,-4.6089,1.3124,4,4,4,100.0,25.570214436129103,47.99107142857144,7.144725370531833,2.855274629468167,历史4/4次成功; 当前距低点2.86%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
72,72.45492002430902,69.52358028471318,300548,长芯博创,confirmed_rebound,2024-02-02,19.97,2024-02-02,19.42,2.8321318228630132,12.564366632337784,27.99406748238783,False,-6.1119,5.9648,1,1,1,100.0,26.026026026026024,26.026026026026024,7.167868177136988,2.8321318228630132,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-6.11%; 状态confirmed_rebound; 底部未确认
73,72.31398833564089,68.98992816062878,002848,高斯贝尔,confirmed_rebound,2024-02-02,7.7,2024-02-02,7.51,2.529960053262322,14.913448735019989,29.217719132893492,False,-5.4054,5.5905,1,1,1,100.0,19.45288753799392,19.45288753799392,7.4700399467376775,2.529960053262322,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-5.41%; 状态confirmed_rebound; 底部未确认
74,72.14782901718992,69.30232391136781,002466,天齐锂业,bottom_area,2024-02-02,44.18,2024-02-02,42.94,2.887750349324644,9.641360037261297,29.58346999016071,False,-5.0505,2.4473,1,1,1,100.0,15.303197353913998,15.303197353913998,7.1122496506753565,2.887750349324644,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
75,71.90584343942936,70.85906184400655,000663,永安林业,confirmed_rebound,2024-02-02,6.16,2024-02-02,5.91,4.230118443316413,12.690355329949238,27.03703703703703,False,-5.2308,3.133,2,2,2,100.0,33.67597792885999,50.39215686274511,5.769881556683588,4.230118443316413,历史2/2次成功; 当前距低点4.23%; 最新日涨幅-5.23%; 状态confirmed_rebound; 底部未确认
76,71.85839256140788,69.62644791395947,300672,国科微,confirmed_rebound,2024-02-02,43.58,2024-02-02,42.17,3.343609200853679,11.92791083708798,27.902205505214567,False,-5.956,2.9028,4,5,4,80.0,26.18213382745087,37.77477172810281,6.6563907991463225,3.343609200853679,历史4/5次成功; 当前距低点3.34%; 最新日涨幅-5.96%; 状态confirmed_rebound; 底部未确认
77,71.75107746813894,69.54596161214414,000691,亚太实业,confirmed_rebound,2024-02-02,3.69,2024-02-02,3.57,3.361344537815129,14.285714285714294,27.439024390243905,False,-4.4041,4.577,2,2,2,100.0,15.966812679369058,16.528925619834727,6.638655462184871,3.361344537815129,历史2/2次成功; 当前距低点3.36%; 最新日涨幅-4.40%; 状态confirmed_rebound; 底部未确认
78,71.69339327126328,70.88512502694238,002709,天赐材料,bottom_area,2024-02-02,17.54,2024-02-02,16.8,4.404761904761895,9.821428571428562,31.845841784989855,False,-4.2054,1.9628,2,2,2,100.0,25.74183962257791,29.287749287749286,5.595238095238106,4.404761904761895,历史2/2次成功; 当前距低点4.40%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
79,71.61118281750444,69.55714628297366,000702,正虹科技,confirmed_rebound,2024-02-02,4.47,2024-02-02,4.32,3.47222222222221,13.888888888888879,27.879799666110184,False,-6.875,4.1156,1,1,1,100.0,34.05275779376499,34.05275779376499,6.527777777777791,3.47222222222221,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-6.88%; 状态confirmed_rebound; 底部未确认
80,71.53442728047743,68.78310315430521,002862,实丰文化,confirmed_rebound,2024-02-02,11.55,2024-02-02,11.22,2.9411764705882355,12.121212121212116,27.612903225806445,False,-4.6243,6.3911,1,1,1,100.0,23.381642512077295,23.381642512077295,7.0588235294117645,2.9411764705882355,历史1/1次成功; 当前距低点2.94%; 最新日涨幅-4.62%; 状态confirmed_rebound; 底部未确认
81,71.11610981640248,70.45715797918706,002442,龙星科技,confirmed_rebound,2024-02-02,4.17,2024-02-02,3.99,4.511278195488715,11.779448621553879,27.056672760511873,False,-4.7945,3.7957,3,3,3,100.0,18.29501217688885,32.75434243176177,5.488721804511286,4.511278195488715,历史3/3次成功; 当前距低点4.51%; 最新日涨幅-4.79%; 状态confirmed_rebound; 底部未确认
82,71.05308929493643,69.07328185328186,300564,筑博设计,confirmed_rebound,2024-02-02,9.42,2024-02-02,9.1,3.51648351648352,14.395604395604403,28.120063191153243,False,-6.7327,3.611,2,2,2,100.0,15.327227262711132,19.006102877070617,6.48351648351648,3.51648351648352,历史2/2次成功; 当前距低点3.52%; 最新日涨幅-6.73%; 状态confirmed_rebound; 底部未确认
83,71.03578349945484,69.58013219823651,002652,扬子新材,confirmed_rebound,2024-02-02,2.39,2024-02-02,2.3,3.913043478260883,13.47826086956522,28.348909657320874,False,-6.2745,5.5353,2,2,2,100.0,22.913286713286713,23.426573426573423,6.0869565217391175,3.913043478260883,历史2/2次成功; 当前距低点3.91%; 最新日涨幅-6.27%; 状态confirmed_rebound; 底部未确认
84,70.98758449003321,70.69191488405428,002642,荣联科技,confirmed_rebound,2024-02-02,5.26,2024-02-02,5.02,4.780876494023909,14.741035856573712,27.665706051873208,False,-5.5655,4.0248,3,3,3,100.0,22.861899410907505,35.253456221198164,5.219123505976091,4.780876494023909,历史3/3次成功; 当前距低点4.78%; 最新日涨幅-5.57%; 状态confirmed_rebound; 底部未确认
85,70.96526900254975,68.95097097409308,002262,恩华药业,bottom_area,2024-02-02,21.36,2024-02-02,20.64,3.48837209302325,8.430232558139528,28.2336578581363,False,-1.7027,1.5382,1,1,1,100.0,10.561609388097231,10.561609388097231,6.5116279069767495,3.48837209302325,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
86,70.95457976653698,64.50416342412453,000668,荣丰控股,confirmed_rebound,2024-02-02,7.63,2024-02-02,7.63,0.0,14.4167758846658,31.99643493761141,False,-10.0236,4.2281,1,1,1,100.0,16.420233463035032,16.420233463035032,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态confirmed_rebound; 底部未确认
87,70.9525665125179,70.1250904452638,300411,金盾股份,confirmed_rebound,2024-02-02,5.0,2024-02-02,4.79,4.384133611691022,12.317327766179538,28.507462686567166,False,-4.2146,4.0593,2,2,2,100.0,31.617823010318947,33.550488599348526,5.615866388308978,4.384133611691022,历史2/2次成功; 当前距低点4.38%; 最新日涨幅-4.21%; 状态confirmed_rebound; 底部未确认
88,70.92478300242385,70.2372662301757,688023,安恒信息,confirmed_rebound,2024-02-02,60.99,2024-02-02,58.37,4.488607161212959,11.272914168237119,27.63451524919415,False,-5.6758,3.0798,2,2,2,100.0,33.50156213839389,39.261744966442954,5.511392838787041,4.488607161212959,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-5.68%; 状态confirmed_rebound; 底部未确认
89,70.89773847953639,67.5568525545207,002188,中天服务,confirmed_rebound,2024-02-02,4.57,2024-02-02,4.46,2.4663677130044914,14.79820627802691,30.637636080870916,False,-7.8629,5.3846,1,1,1,100.0,10.968660968660975,10.968660968660975,7.533632286995509,2.4663677130044914,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-7.86%; 状态confirmed_rebound; 底部未确认
90,70.80715507731679,69.1588103740999,300582,英飞特,confirmed_rebound,2024-02-02,7.72,2024-02-02,7.44,3.763440860215045,15.591397849462355,27.13026444662096,False,-6.5375,2.7714,1,1,1,100.0,35.48094373865699,35.48094373865699,6.236559139784956,3.763440860215045,历史1/1次成功; 当前距低点3.76%; 最新日涨幅-6.54%; 状态confirmed_rebound; 底部未确认
91,70.66435414838372,69.8835325555839,688207,格灵深瞳,confirmed_rebound,2024-02-02,12.53,2024-02-02,12.0,4.416666666666661,13.999999999999998,28.95204262877443,False,-5.5765,4.3536,3,3,3,100.0,14.051250298838012,19.96838777660695,5.58333333333334,4.416666666666661,历史3/3次成功; 当前距低点4.42%; 最新日涨幅-5.58%; 状态confirmed_rebound; 底部未确认
92,70.49336979049217,69.49252634047984,300746,汉嘉数智,confirmed_rebound,2024-02-02,7.36,2024-02-02,7.06,4.24929178470256,15.722379603399439,28.17904374364192,False,-7.7694,1.9845,2,2,2,100.0,26.564040911837,36.90896259703598,5.750708215297441,4.24929178470256,历史2/2次成功; 当前距低点4.25%; 最新日涨幅-7.77%; 状态confirmed_rebound; 底部未确认
93,70.44668122808653,68.64035606839202,600234,科新发展,confirmed_rebound,2024-02-02,5.7,2024-02-02,5.5,3.63636363636364,15.999999999999998,30.37974683544304,False,-6.25,2.3625,2,2,2,100.0,14.469167523124357,16.366906474820148,6.36363636363636,3.63636363636364,历史2/2次成功; 当前距低点3.64%; 最新日涨幅-6.25%; 状态confirmed_rebound; 底部未确认
94,70.42585273104478,68.62152703506044,688216,气派科技,confirmed_rebound,2024-02-02,16.81,2024-02-02,16.22,3.6374845869297157,14.24167694204687,28.671943711521546,False,-8.4921,3.4233,2,2,2,100.0,14.381676845484892,15.629025332760845,6.362515413070286,3.6374845869297157,历史2/2次成功; 当前距低点3.64%; 最新日涨幅-8.49%; 状态confirmed_rebound; 底部未确认
95,70.41020045709249,70.12836070955997,002657,中科金财,confirmed_rebound,2024-02-02,12.69,2024-02-02,12.11,4.789430222956235,14.533443435177537,28.806584362139926,False,-5.2278,4.633,2,2,2,100.0,36.60355708548481,56.540447504302946,5.210569777043766,4.789430222956235,历史2/2次成功; 当前距低点4.79%; 最新日涨幅-5.23%; 状态confirmed_rebound; 底部未确认
96,70.26430947198801,67.31569251802925,002729,好利科技,confirmed_rebound,2024-02-02,14.2,2024-02-02,13.82,2.749638205499269,14.109985528219966,29.309462915601024,False,-7.5521,2.8553,1,1,1,100.0,13.144449605202036,13.144449605202036,7.250361794500732,2.749638205499269,历史1/1次成功; 当前距低点2.75%; 最新日涨幅-7.55%; 状态confirmed_rebound; 底部未确认
97,70.22298863019176,68.13065136738624,002012,凯恩股份,confirmed_rebound,2024-02-02,3.94,2024-02-02,3.81,3.4120734908136456,13.648293963254593,29.963235294117652,False,-6.8558,5.7828,1,1,1,100.0,25.646123260437374,25.646123260437374,6.587926509186355,3.4120734908136456,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-6.86%; 状态confirmed_rebound; 底部未确认
98,70.16706499316602,67.67309836125139,601059,信达证券,confirmed_rebound,2024-02-02,14.3,2024-02-02,13.87,3.1002162941600684,10.598413842826249,29.984856133266025,False,-6.7797,7.714,1,1,1,100.0,19.363395225464192,19.363395225464192,6.899783705839932,3.1002162941600684,历史1/1次成功; 当前距低点3.10%; 最新日涨幅-6.78%; 状态confirmed_rebound; 底部未确认
99,70.10241521873488,69.20014141074918,688199,久日新材,confirmed_rebound,2024-02-02,17.87,2024-02-02,17.13,4.319906596614139,14.127262113251614,27.660472972972975,False,-6.0463,1.8604,2,2,2,100.0,25.857679844244164,37.135278514588855,5.680093403385862,4.319906596614139,历史2/2次成功; 当前距低点4.32%; 最新日涨幅-6.05%; 状态confirmed_rebound; 底部未确认
100,70.02745051372871,68.73184550884937,002805,丰元股份,confirmed_rebound,2024-02-02,10.61,2024-02-02,10.2,4.019607843137257,13.52941176470589,32.76203032300594,False,-4.843,4.297,4,5,4,80.0,29.658878447324323,50.09389671361502,5.980392156862744,4.019607843137257,历史4/5次成功; 当前距低点4.02%; 最新日涨幅-4.84%; 状态confirmed_rebound; 底部未确认
101,69.76209606925333,68.51881118881118,603022,新通联,confirmed_rebound,2024-02-02,7.44,2024-02-02,7.15,4.055944055944057,14.545454545454534,27.337398373983735,False,-6.2972,2.2922,2,2,2,100.0,18.958944281524914,26.099706744868023,5.944055944055944,4.055944055944057,历史2/2次成功; 当前距低点4.06%; 最新日涨幅-6.30%; 状态confirmed_rebound; 底部未确认
102,69.71854725507399,69.37168881101891,300647,超频三,confirmed_rebound,2024-02-02,4.2,2024-02-02,4.01,4.738154613466344,16.209476309226943,27.090909090909093,False,-6.25,3.2261,2,2,2,100.0,31.90688886947406,48.45360824742268,5.261845386533656,4.738154613466344,历史2/2次成功; 当前距低点4.74%; 最新日涨幅-6.25%; 状态confirmed_rebound; 底部未确认
103,69.54739728410787,68.5551516678625,688329,艾隆科技,confirmed_rebound,2024-02-02,15.96,2024-02-02,15.31,4.2455911169170495,14.108425865447408,30.05938784833257,False,-7.2093,3.8269,2,2,2,100.0,21.479029109856874,21.72890326374596,5.7544088830829505,4.2455911169170495,历史2/2次成功; 当前距低点4.25%; 最新日涨幅-7.21%; 状态confirmed_rebound; 底部未确认
104,69.54538799100801,68.03851665441528,688282,理工导航,confirmed_rebound,2024-02-02,20.77,2024-02-02,20.0,3.849999999999998,13.900000000000007,32.11133740665309,False,-3.6642,7.2751,2,2,2,100.0,13.852240077501396,17.645625152327572,6.150000000000003,3.849999999999998,历史2/2次成功; 当前距低点3.85%; 最新日涨幅-3.66%; 状态confirmed_rebound; 底部未确认
105,69.39673804891609,68.33388176949674,300520,科大国创,confirmed_rebound,2024-02-02,13.18,2024-02-02,12.65,4.189723320158097,14.545454545454545,31.137724550898206,False,-6.392,3.9518,2,2,2,100.0,19.604574943318287,23.65591397849461,5.810276679841904,4.189723320158097,历史2/2次成功; 当前距低点4.19%; 最新日涨幅-6.39%; 状态confirmed_rebound; 底部未确认
106,69.25685479718815,66.71531884132804,002105,信隆健康,confirmed_rebound,2024-02-02,4.41,2024-02-02,4.28,3.037383177570091,15.420560747663552,28.666666666666664,False,-7.1579,2.8537,1,1,1,100.0,13.443830570902401,13.443830570902401,6.96261682242991,3.037383177570091,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-7.16%; 状态confirmed_rebound; 底部未确认
107,69.20558587361721,68.54227354894994,300517,海波重科,confirmed_rebound,2024-02-02,8.37,2024-02-02,8.01,4.494382022471903,14.481897627965045,28.290062667860344,False,-7.1032,3.2384,2,2,2,100.0,24.459486882719794,36.88286544046467,5.505617977528098,4.494382022471903,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-7.10%; 状态confirmed_rebound; 底部未确认
108,69.14748764057295,67.92285621805412,300410,正业科技,confirmed_rebound,2024-02-02,5.38,2024-02-02,5.17,4.061895551257252,15.473887814313342,29.945799457994582,False,-6.4348,2.7219,2,2,2,100.0,15.827839112476608,20.34346103038308,5.938104448742748,4.061895551257252,历史2/2次成功; 当前距低点4.06%; 最新日涨幅-6.43%; 状态confirmed_rebound; 底部未确认
109,69.01475667865029,68.16272264558053,002855,捷荣技术,confirmed_rebound,2024-02-02,24.0,2024-02-02,23.0,4.3478260869565215,10.434782608695645,28.012519561815335,False,-3.6532,4.7825,2,2,2,100.0,20.62239851527635,21.093749999999993,5.6521739130434785,4.3478260869565215,历史2/2次成功; 当前距低点4.35%; 最新日涨幅-3.65%; 状态confirmed_rebound; 底部未确认
110,69.0059577323367,67.63611241755088,002174,游族网络,confirmed_rebound,2024-02-02,9.48,2024-02-02,9.12,3.947368421052645,12.609649122807024,28.526645768025084,False,-3.2653,5.9292,2,2,2,100.0,12.88232482554249,14.303030303030301,6.052631578947356,3.947368421052645,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-3.27%; 状态confirmed_rebound; 底部未确认
111,69.00188234638368,66.98130612826267,300449,汉邦高科,confirmed_rebound,2024-02-02,4.21,2024-02-02,4.07,3.4398034398034314,14.496314496314492,28.72154115586689,False,-6.6519,3.2646,1,1,1,100.0,19.80676328502416,19.80676328502416,6.560196560196569,3.4398034398034314,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-6.65%; 状态confirmed_rebound; 底部未确认
112,68.98552983959722,67.89914354291065,300675,建科院,confirmed_rebound,2024-02-02,11.75,2024-02-02,11.28,4.166666666666672,12.943262411347526,27.13178294573644,False,-5.4706,3.0679,2,2,2,100.0,16.98464270382078,18.698630136986296,5.833333333333329,4.166666666666672,历史2/2次成功; 当前距低点4.17%; 最新日涨幅-5.47%; 状态confirmed_rebound; 底部未确认
113,68.91209942832273,67.08919929077777,002460,赣锋锂业,bottom_area,2024-02-02,33.16,2024-02-02,32.01,3.5926273039675056,9.653233364573582,29.833406400701445,False,-4.2725,2.2699,1,1,1,100.0,12.045105074320862,12.045105074320862,6.407372696032495,3.5926273039675056,历史1/1次成功; 当前距低点3.59%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
114,68.86938920907134,66.84463471359723,600246,万通发展,confirmed_rebound,2024-02-02,4.82,2024-02-02,4.66,3.433476394849788,13.30472103004292,27.86377708978328,False,-6.9498,1.4314,1,1,1,100.0,18.99441340782122,18.99441340782122,6.566523605150213,3.433476394849788,历史1/1次成功; 当前距低点3.43%; 最新日涨幅-6.95%; 状态confirmed_rebound; 底部未确认
115,68.84613189361043,68.8277164510817,688011,新光光电,confirmed_rebound,2024-02-02,14.95,2024-02-02,14.24,4.985955056179769,14.606741573033707,29.435084241823585,False,-5.7377,1.1293,3,3,3,100.0,15.353193436406274,18.487394957983174,5.014044943820232,4.985955056179769,历史3/3次成功; 当前距低点4.99%; 最新日涨幅-5.74%; 状态confirmed_rebound; 底部未确认
116,68.83658178034814,66.55998692722376,688162,巨一科技,confirmed_rebound,2024-02-02,19.15,2024-02-02,18.55,3.2345013477088833,13.369272237196766,29.84114977307111,False,-7.0388,2.4367,1,1,1,100.0,15.024999999999993,15.024999999999993,6.765498652291117,3.2345013477088833,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-7.04%; 状态confirmed_rebound; 底部未确认
117,68.64879337748208,67.36824005413892,002413,雷科防务,confirmed_rebound,2024-02-02,3.63,2024-02-02,3.49,4.011461318051566,12.034383954154725,27.74327122153209,False,-4.2216,3.1976,1,1,1,100.0,28.894472361809044,28.894472361809044,5.988538681948435,4.011461318051566,历史1/1次成功; 当前距低点4.01%; 最新日涨幅-4.22%; 状态confirmed_rebound; 底部未确认
118,68.51512904096204,66.53033387755065,002765,蓝黛科技,confirmed_rebound,2024-02-02,4.19,2024-02-02,4.05,3.4567901234568046,15.061728395061738,28.571428571428577,False,-6.8889,5.0182,3,4,3,75.0,21.75707182275358,28.213879408418663,6.543209876543196,3.4567901234568046,历史3/4次成功; 当前距低点3.46%; 最新日涨幅-6.89%; 状态confirmed_rebound; 底部未确认
119,68.44613519656244,67.65350284074394,688171,纬德信息,confirmed_rebound,2024-02-02,14.51,2024-02-02,13.9,4.388489208633089,14.67625899280575,29.009193054136865,False,-6.9275,3.4667,2,2,2,100.0,18.383108797996737,20.508658008658003,5.611510791366911,4.388489208633089,历史2/2次成功; 当前距低点4.39%; 最新日涨幅-6.93%; 状态confirmed_rebound; 底部未确认
120,68.28948559118535,67.61335207048053,605277,新亚电子,confirmed_rebound,2024-02-02,11.2,2024-02-02,10.72,4.477611940298495,10.727611940298495,29.75098296199213,False,-2.9463,1.9529,1,1,1,100.0,25.711329539575807,25.711329539575807,5.522388059701506,4.477611940298495,历史1/1次成功; 当前距低点4.48%; 最新日涨幅-2.95%; 状态confirmed_rebound; 底部未确认
121,68.25965714661567,67.83976623611227,300579,数字认证,confirmed_rebound,2024-02-02,18.58,2024-02-02,17.75,4.676056338028159,12.732394366197191,27.58057935536516,False,-5.5894,1.3744,2,2,2,100.0,22.90954132697023,24.946808510638284,5.323943661971842,4.676056338028159,历史2/2次成功; 当前距低点4.68%; 最新日涨幅-5.59%; 状态confirmed_rebound; 底部未确认
122,68.15556805926636,67.18770497255946,603153,上海建科,confirmed_rebound,2024-02-02,17.91,2024-02-02,17.18,4.249126891734577,12.68917345750873,28.416666666666668,False,-2.0776,29.1469,1,1,1,100.0,20.622119815668214,20.622119815668214,5.750873108265423,4.249126891734577,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-2.08%; 状态confirmed_rebound; 底部未确认
123,68.0629134305709,67.16602280348758,002675,东诚药业,confirmed_rebound,2024-02-02,13.33,2024-02-02,12.78,4.303599374021915,11.971830985915503,30.73170731707317,False,-5.8616,1.4352,1,1,1,100.0,31.388329979879288,31.388329979879288,5.696400625978085,4.303599374021915,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-5.86%; 状态confirmed_rebound; 底部未确认
124,67.92628572765429,67.8307494608081,688328,深科达,confirmed_rebound,2024-02-02,21.3,2024-02-02,20.3,4.926108374384236,17.290640394088662,31.83344526527871,False,-8.3871,10.4358,2,2,2,100.0,25.92621803443088,29.170984455958543,5.073891625615764,4.926108374384236,历史2/2次成功; 当前距低点4.93%; 最新日涨幅-8.39%; 状态confirmed_rebound; 底部未确认
125,67.90959801739375,67.06755116055149,605289,罗曼股份,confirmed_rebound,2024-02-02,31.7,2024-02-02,30.38,4.344963791968402,13.166556945358801,30.954545454545457,False,-4.6043,7.5915,4,5,4,80.0,24.699293581932505,53.38199513381995,5.655036208031599,4.344963791968402,历史4/5次成功; 当前距低点4.34%; 最新日涨幅-4.60%; 状态confirmed_rebound; 底部未确认
126,67.8770164601657,67.36371868230371,603159,上海亚虹,confirmed_rebound,2024-02-02,12.73,2024-02-01,12.17,4.601479046836488,14.050944946589983,27.55952380952381,True,-3.0465,2.1565,1,1,1,100.0,26.909090909090917,26.909090909090917,5.398520953163512,4.601479046836488,历史1/1次成功; 当前距低点4.60%; 最新日涨幅-3.05%; 状态confirmed_rebound; 底部已确认
127,67.84686732550436,66.12005136957369,002633,申科股份,confirmed_rebound,2024-02-02,7.39,2024-02-02,7.13,3.646563814866757,15.568022440392712,31.11111111111111,False,-6.6919,4.1661,1,1,1,100.0,17.71084337349396,17.71084337349396,6.353436185133243,3.646563814866757,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-6.69%; 状态confirmed_rebound; 底部未确认
128,67.82835801050493,67.17237775895265,300739,明阳电路,confirmed_rebound,2024-02-02,10.24,2024-02-02,9.8,4.489795918367342,16.122448979591837,27.461139896373048,False,-7.8308,1.5895,2,2,2,100.0,17.038238993710692,20.239999999999995,5.510204081632658,4.489795918367342,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-7.83%; 状态confirmed_rebound; 底部未确认
129,67.75813553869133,65.5602174570381,605069,正和生态,confirmed_rebound,2024-02-02,6.95,2024-02-02,6.73,3.2689450222882575,15.601783060921246,30.04158004158003,False,-6.9612,8.326,3,4,3,75.0,14.238774773415749,18.036809815950903,6.731054977711742,3.2689450222882575,历史3/4次成功; 当前距低点3.27%; 最新日涨幅-6.96%; 状态confirmed_rebound; 底部未确认
130,67.60193787234041,66.53734042553191,300535,达威股份,confirmed_rebound,2024-02-02,12.0,2024-02-02,11.52,4.1666666666666705,15.017361111111116,28.756957328385912,False,-7.1207,5.9434,1,1,1,100.0,26.329787234042563,26.329787234042563,5.83333333333333,4.1666666666666705,历史1/1次成功; 当前距低点4.17%; 最新日涨幅-7.12%; 状态confirmed_rebound; 底部未确认
131,67.56707459347204,66.12498710865562,300334,津膜科技,confirmed_rebound,2024-02-02,5.64,2024-02-02,5.43,3.867403314917127,15.28545119705341,28.174603174603174,False,-7.6923,2.7506,1,1,1,100.0,20.444444444444457,20.444444444444457,6.1325966850828735,3.867403314917127,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-7.69%; 状态confirmed_rebound; 底部未确认
132,67.46711189885272,65.57510876083519,300478,杭州高新,confirmed_rebound,2024-02-02,9.15,2024-02-02,8.84,3.506787330316748,15.837104072398194,27.540983606557372,False,-7.0122,3.6094,1,1,1,100.0,13.067655236329937,13.067655236329937,6.493212669683253,3.506787330316748,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-7.01%; 状态confirmed_rebound; 底部未确认
133,67.34605546536297,65.94970109037037,605598,上海港湾,confirmed_rebound,2024-02-02,17.05,2024-02-02,16.41,3.900060938452167,13.77209018890921,32.24607762180016,False,-4.0518,6.3651,1,1,1,100.0,19.902365752910256,19.902365752910256,6.0999390615478335,3.900060938452167,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-4.05%; 状态confirmed_rebound; 底部未确认
134,67.27386285709949,66.38339836013017,300390,天华新能,confirmed_rebound,2024-02-02,18.19,2024-02-02,17.44,4.3004587155963305,11.410550458715587,32.27184466019417,False,-4.4141,2.6778,1,1,1,100.0,27.142173288654863,27.142173288654863,5.6995412844036695,4.3004587155963305,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-4.41%; 状态confirmed_rebound; 底部未确认
135,67.05242053519406,65.46244094488192,000593,德龙汇能,confirmed_rebound,2024-02-02,5.27,2024-02-02,5.08,3.7401574803149504,12.795275590551189,27.32474964234621,False,-5.8929,2.7484,1,1,1,100.0,15.322580645161285,15.322580645161285,6.25984251968505,3.7401574803149504,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-5.89%; 状态confirmed_rebound; 底部未确认
136,67.03076489956362,66.65392293245432,688109,品茗科技,confirmed_rebound,2024-02-02,19.81,2024-02-02,18.92,4.704016913319223,15.80338266384777,27.202770296267786,False,-5.0336,2.5959,1,1,1,100.0,33.54344889689329,33.54344889689329,5.295983086680778,4.704016913319223,历史1/1次成功; 当前距低点4.70%; 最新日涨幅-5.03%; 状态confirmed_rebound; 底部未确认
137,66.84847407889352,66.33004864515729,301396,宏景科技,confirmed_rebound,2024-02-02,18.68,2024-02-02,17.86,4.591265397536396,14.165733482642784,28.35940633774569,False,-6.5533,5.5858,2,2,2,100.0,13.753407266345539,14.060963618485728,5.408734602463605,4.591265397536396,历史2/2次成功; 当前距低点4.59%; 最新日涨幅-6.55%; 状态confirmed_rebound; 底部未确认
138,66.7395284887699,65.4402084087697,603186,华正新材,confirmed_rebound,2024-02-02,20.7,2024-02-02,19.91,3.9678553490708146,13.761928679055742,28.81658920271719,False,-6.4195,3.2636,1,1,1,100.0,17.994186046511643,17.994186046511643,6.032144650929186,3.9678553490708146,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-6.42%; 状态confirmed_rebound; 底部未确认
139,66.64655205312613,66.28528156120485,300648,星云股份,confirmed_rebound,2024-02-02,16.88,2024-02-02,16.12,4.7146401985111535,14.950372208436724,27.25631768953068,False,-7.4054,3.464,5,6,5,83.33333333333334,17.80283806708044,26.78362573099414,5.285359801488847,4.7146401985111535,历史5/6次成功; 当前距低点4.71%; 最新日涨幅-7.41%; 状态confirmed_rebound; 底部未确认
140,66.52082803735696,65.93560081122187,300550,和仁科技,confirmed_rebound,2024-02-02,10.14,2024-02-02,9.7,4.536082474226818,15.773195876288673,29.81186685962374,False,-7.6503,1.0977,1,1,1,100.0,27.62295081967214,27.62295081967214,5.463917525773182,4.536082474226818,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-7.65%; 状态confirmed_rebound; 底部未确认
141,66.4139225783078,66.29415630231,688004,博汇科技,confirmed_rebound,2024-02-02,18.82,2024-02-02,17.94,4.905239687848377,16.220735785953178,29.53652788688138,False,-6.3682,3.1153,2,2,2,100.0,17.409154788195142,21.87713310580205,5.094760312151624,4.905239687848377,历史2/2次成功; 当前距低点4.91%; 最新日涨幅-6.37%; 状态confirmed_rebound; 底部未确认
142,66.34476103374163,65.1262695391384,002290,禾盛新材,confirmed_rebound,2024-02-02,9.3,2024-02-02,8.94,4.026845637583906,13.646532438478756,27.257933279088686,False,-6.3444,1.9663,1,1,1,100.0,17.029449423815635,17.029449423815635,5.9731543624160945,4.026845637583906,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-6.34%; 状态confirmed_rebound; 底部未确认
