rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.90421432511245,81.85207933173417,300731,科创新源,bottom_area,2022-07-05,22.93,2022-07-05,22.64,1.2809187279151906,7.111307420494698,29.139280125195615,False,-3.2489,8.7543,2,2,2,100.0,46.41168834075698,53.7536092396535,13.71908127208481,1.2809187279151906,历史2/2次成功; 当前距低点1.28%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
2,88.65351920937762,79.28841509583368,300559,佳发教育,bottom_area,2022-07-05,9.44,2022-07-05,9.3,1.5053763440860084,4.193548387096761,29.65204236006051,False,-2.0747,1.9108,2,2,2,100.0,25.164909464246165,29.09783989834816,13.49462365591399,1.5053763440860084,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
3,74.89584850889158,69.67420614519482,002386,天原股份,bottom_area,2022-07-05,8.88,2022-07-05,8.57,3.61726954492416,7.234539089848299,28.464106844741238,False,1.8349,6.3627,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,11.38273045507584,3.61726954492416,历史2/3次成功; 当前距低点3.62%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
4,67.64169496278252,62.15693160813308,002339,积成电子,bottom_area,2022-07-05,5.57,2022-06-23,5.41,2.957486136783736,7.208872458410346,31.863979848866503,True,-0.713,1.7188,1,2,1,50.0,82.94930875576038,82.94930875576038,12.042513863216262,2.957486136783736,历史1/2次成功; 当前距低点2.96%; 最新日涨幅-0.71%; 状态bottom_area; 底部已确认
5,66.11698218292976,59.21908039125368,600382,广东明珠,bottom_area,2022-07-05,4.49,2022-06-28,4.42,1.5837104072398256,8.144796380090504,27.77777777777778,True,-0.883,0.3762,1,2,1,50.0,17.365269461077848,17.365269461077848,13.416289592760174,1.5837104072398256,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
6,59.48700699811975,52.38438654333366,002116,中国海诚,bottom_area,2022-07-05,8.95,2022-07-05,8.89,0.6749156355455423,3.0371203599550007,31.03180760279286,False,-2.2926,2.0959,1,2,1,50.0,18.51179673321235,18.51179673321235,14.325084364454458,0.6749156355455423,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
7,56.5871875,49.206250000000004,002355,兴民智通,bottom_area,2022-07-05,6.88,2022-07-05,6.88,0.0,3.197674418604648,27.27272727272728,False,-9.9476,13.4532,1,2,1,50.0,15.624999999999991,15.624999999999991,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
8,55.340783606384555,48.349108455718984,603069,海汽集团,bottom_area,2022-07-05,31.9,2022-07-05,31.82,0.2514142049025716,11.565053425518542,30.49366535605068,False,-9.7851,13.9073,1,3,1,33.33333333333333,21.284943599803825,21.284943599803825,14.748585795097426,0.2514142049025716,历史1/3次成功; 当前距低点0.25%; 最新日涨幅-9.79%; 状态bottom_area; 底部未确认
