rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.05075741842221,80.7512072693201,605333,沪光股份,bottom_area,2025-11-20,29.29,2025-11-20,28.82,1.6308119361554434,1.9777931991672457,27.733199598796393,False,0.7915,0.5821,1,1,1,100.0,28.76052948255115,28.76052948255115,18.369188063844557,1.6308119361554434,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
2,89.78678614590488,75.11100840336134,688588,凌志软件,bottom_area,2025-11-20,14.31,2025-11-20,14.28,0.21008403361345335,4.271708683473398,28.6,False,-2.8513,1.9501,1,1,1,100.0,43.33333333333334,43.33333333333334,19.78991596638655,0.21008403361345335,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
3,88.98708358982445,74.96848368461089,603809,豪能股份,bottom_area,2025-11-20,11.84,2025-11-20,11.77,0.5947323704333074,3.2285471537808053,30.764705882352946,False,-1.8242,2.0577,2,2,2,100.0,30.615448866660387,31.661442006269603,19.405267629566694,0.5947323704333074,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
4,87.9695699041189,73.55999077262543,300680,隆盛科技,bottom_area,2025-11-20,42.81,2025-11-20,42.73,0.18722209220689306,5.1486075356892185,27.32993197278912,False,-2.8591,3.6422,1,1,1,100.0,34.71428571428571,34.71428571428571,19.81277790779311,0.18722209220689306,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
5,86.47928704940392,72.91640437722586,688608,恒玄科技,bottom_area,2025-11-20,202.8,2025-11-20,201.51,0.64016674110467,4.352141332936336,30.031250000000004,False,-2.3451,2.2698,1,1,1,100.0,36.80636853195971,36.80636853195971,19.359833258895332,0.64016674110467,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
6,86.20010168197095,71.92120471409865,600104,上汽集团,bottom_area,2025-11-20,15.02,2025-11-20,15.01,0.06662225183211051,2.4650233177881478,27.24188075618032,False,-1.8301,0.507,1,1,1,100.0,24.425287356321842,24.425287356321842,19.933377748167892,0.06662225183211051,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
7,85.08816936490669,75.35397011072756,002062,宏润建设,bottom_area,2025-11-20,9.63,2025-11-18,9.32,3.326180257510735,7.081545064377684,27.751937984496124,False,0.0,2.1012,1,1,1,100.0,20.525059665871108,20.525059665871108,16.673819742489265,3.326180257510735,历史1/1次成功; 当前距低点3.33%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,83.91880604096748,70.47444951760833,002338,奥普光电,bottom_area,2025-11-20,50.05,2025-11-20,49.84,0.421348314606729,2.8290529695024005,29.15422885572138,False,-1.3015,1.4964,1,1,1,100.0,20.995288574793882,20.995288574793882,19.57865168539327,0.421348314606729,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
9,82.26655290102389,68.55546075085324,600403,大有能源,bottom_area,2025-11-20,8.31,2025-11-20,8.31,0.0,9.26594464500601,30.749999999999993,False,-9.9675,4.6362,1,1,1,100.0,27.98634812286689,27.98634812286689,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
10,69.636493694287,62.045093962415045,002678,珠江钢琴,bottom_area,2025-11-20,5.1,2025-11-03,4.92,3.658536585365848,7.113821138211375,29.613733905579405,True,0.7905,1.1137,1,2,1,50.0,35.5191256830601,35.5191256830601,16.341463414634152,3.658536585365848,历史1/2次成功; 当前距低点3.66%; 最新日涨幅0.79%; 状态bottom_area; 底部已确认
11,63.271884594232205,54.333197296986114,600693,东百集团,bottom_area,2025-11-20,8.68,2025-11-20,8.54,1.6393442622950887,7.611241217798599,29.421487603305792,False,-8.4388,17.2505,1,3,1,33.33333333333333,30.632090761750412,30.632090761750412,18.36065573770491,1.6393442622950887,历史1/3次成功; 当前距低点1.64%; 最新日涨幅-8.44%; 状态bottom_area; 底部未确认
12,60.348765217391275,51.10536082474225,300730,科创信息,bottom_area,2025-11-20,13.8,2025-11-19,13.68,0.8771929824561476,7.967836257309941,29.84615384615385,False,-4.3659,10.7699,1,2,1,50.0,24.329896907216508,24.329896907216508,19.122807017543852,0.8771929824561476,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
