rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.34576693907974,86.18323630361803,300649,杭州园林,bottom_area,2023-10-12,18.15,2023-10-12,17.76,2.195945945945929,2.195945945945929,31.692307692307686,False,0.7773,3.609,2,2,2,100.0,48.22576914179969,71.60305343511452,17.80405405405407,2.195945945945929,历史2/2次成功; 当前距低点2.20%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
2,97.5759889990787,83.36834212299229,601226,华电科工,bottom_area,2023-10-12,5.95,2023-09-25,5.87,1.3628620102214664,4.088586030664399,27.975460122699385,False,1.0187,0.3632,1,1,1,100.0,39.54659949622166,39.54659949622166,18.637137989778534,1.3628620102214664,历史1/1次成功; 当前距低点1.36%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
3,93.4028751978329,80.6910657576959,600004,白云机场,bottom_area,2023-10-12,10.88,2023-10-11,10.67,1.9681349578256873,1.9681349578256873,27.661016949152543,False,1.3979,0.5428,1,1,1,100.0,32.57211538461537,32.57211538461537,18.031865042174314,1.9681349578256873,历史1/1次成功; 当前距低点1.97%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
4,88.57344867678378,76.73482477674372,301313,凡拓数创,bottom_area,2023-10-12,28.39,2023-10-09,27.8,2.1223021582733805,10.215827338129497,30.93167701863354,False,-1.149,5.9286,3,4,3,75.0,39.831579019392564,52.43243243243245,17.87769784172662,2.1223021582733805,历史3/4次成功; 当前距低点2.12%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
5,85.81530552630501,76.42350170261068,300749,顶固集创,bottom_area,2023-10-12,9.13,2023-09-11,8.81,3.6322360953462,9.421112372304199,28.663967611336027,True,0.1096,2.0336,1,1,1,100.0,20.833333333333336,20.833333333333336,16.367763904653803,3.6322360953462,历史1/1次成功; 当前距低点3.63%; 最新日涨幅0.11%; 状态bottom_area; 底部已确认
6,84.94529021709062,76.92832184503754,000058,深赛格,bottom_area,2023-10-12,7.12,2023-09-22,6.81,4.552129221732754,7.635829662261387,27.16577540106952,True,0.565,1.967,1,1,1,100.0,34.82352941176472,34.82352941176472,15.447870778267248,4.552129221732754,历史1/1次成功; 当前距低点4.55%; 最新日涨幅0.56%; 状态bottom_area; 底部已确认
7,76.4986941363814,69.09593682219946,002534,西子洁能,bottom_area,2023-10-12,13.03,2023-09-22,12.48,4.407051282051273,7.2115384615384635,27.861271676300582,True,1.8765,0.4822,2,3,2,66.66666666666666,29.824446659191896,33.11594202898551,15.59294871794873,4.407051282051273,历史2/3次成功; 当前距低点4.41%; 最新日涨幅1.88%; 状态bottom_area; 底部已确认
8,73.72025824749248,63.15015065795644,002333,罗普斯金,bottom_area,2023-10-12,6.07,2023-10-11,5.98,1.5050167224080242,3.3444816053511586,27.16199756394641,False,-0.817,3.0237,1,2,1,50.0,46.728971962616825,46.728971962616825,18.494983277591977,1.5050167224080242,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
9,71.78718294732248,62.76037199635709,600322,津投城开,bottom_area,2023-10-12,2.35,2023-10-11,2.29,2.6200873362445436,3.9301310043668063,30.182926829268286,False,1.7316,3.9864,1,2,1,50.0,35.828877005347586,35.828877005347586,17.37991266375546,2.6200873362445436,历史1/2次成功; 当前距低点2.62%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
10,69.41217582533723,59.13410516560169,600408,安泰集团,bottom_area,2023-10-12,2.52,2023-10-12,2.49,1.2048192771084258,1.6064257028112285,27.192982456140342,False,-0.3953,2.564,1,2,1,50.0,21.457489878542503,21.457489878542503,18.795180722891576,1.2048192771084258,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
11,68.10454927846975,59.121521918941276,002069,獐子岛,bottom_area,2023-10-12,4.12,2023-09-14,4.03,2.233250620347391,6.699751861042174,28.79858657243816,False,0.9804,0.6199,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,17.76674937965261,2.233250620347391,历史1/3次成功; 当前距低点2.23%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
12,63.2911023414891,56.15534080298787,603226,菲林格尔,bottom_area,2023-10-12,5.43,2023-09-12,5.25,3.428571428571423,8.952380952380947,29.71887550200803,True,0.3697,0.6381,1,3,1,33.33333333333333,20.479302832244016,20.479302832244016,16.57142857142858,3.428571428571423,历史1/3次成功; 当前距低点3.43%; 最新日涨幅0.37%; 状态bottom_area; 底部已确认
