rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.29589896446844,87.89580616931177,601127,赛力斯,bottom_area,2025-11-25,124.85,2025-11-24,122.37,2.0266405164664456,3.914358094304153,28.854651162790695,False,0.2811,1.446,9,9,9,100.0,22.02444380029711,42.19143576826195,5.973359483533555,2.0266405164664456,历史9/9次成功; 当前距低点2.03%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
12,84.15054853543248,82.3158100184886,600319,亚星化学,bottom_area,2025-11-25,8.65,2025-11-25,8.41,2.8537455410225947,4.161712247324609,29.0295358649789,False,1.5258,5.7215,3,3,3,100.0,18.829837914086653,29.282868525896426,5.146254458977405,2.8537455410225947,历史3/3次成功; 当前距低点2.85%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
13,83.47801714289689,80.13462261064178,605333,沪光股份,bottom_area,2025-11-25,28.8,2025-11-24,28.27,1.874778917580478,2.9006013441811116,29.112337011033105,False,0.5236,0.4036,4,5,4,80.0,21.76945453078103,29.01840490797546,6.125221082419522,1.874778917580478,历史4/5次成功; 当前距低点1.87%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
14,83.0693322922411,80.50024907446672,603151,邦基科技,bottom_area,2025-11-25,18.6,2025-11-21,18.17,2.366538249862409,3.5773252614199147,32.62884686688913,False,0.3778,1.865,1,1,1,100.0,36.42987249544626,36.42987249544626,5.633461750137592,2.366538249862409,历史1/1次成功; 当前距低点2.37%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
15,82.9973807911306,81.29855203173521,603178,圣龙股份,bottom_area,2025-11-25,18.3,2025-11-24,17.78,2.92463442069741,3.712035995500563,27.694184627897517,False,0.882,1.3062,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,5.0753655793025905,2.92463442069741,历史6/7次成功; 当前距低点2.92%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
16,82.88635142774527,82.84819765251056,002326,永太科技,bottom_area,2025-11-25,24.32,2025-11-25,23.39,3.9760581445061978,6.113723813595552,29.12121212121212,False,2.0562,13.7873,4,4,4,100.0,18.782850655831698,29.837587006960554,4.023941855493803,3.9760581445061978,历史4/4次成功; 当前距低点3.98%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
17,82.51585789875115,79.60056875980423,688050,爱博医疗,bottom_area,2025-11-25,60.9,2025-11-21,59.63,2.1298004360221294,3.2701660238135095,28.86794703566742,False,0.3791,0.9405,2,2,2,100.0,12.024267494272554,12.90770757525636,5.870199563977871,2.1298004360221294,历史2/2次成功; 当前距低点2.13%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
18,82.33373988531777,78.16429263568753,301177,迪阿股份,bottom_area,2025-11-25,30.43,2025-11-21,30.04,1.2982689747004015,4.926764314247671,27.211049188272362,False,0.5286,0.3644,1,1,1,100.0,10.776053215077603,10.776053215077603,6.7017310252995985,1.2982689747004015,历史1/1次成功; 当前距低点1.30%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
19,81.6372242348518,80.81233191088724,002664,信质集团,bottom_area,2025-11-25,22.65,2025-11-24,21.89,3.471904979442659,5.984467793513014,30.727848101265824,False,0.6219,2.3394,2,2,2,100.0,34.990727225895085,52.526315789473685,4.528095020557341,3.471904979442659,历史2/2次成功; 当前距低点3.47%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
20,81.41191474154455,82.08249232819496,002160,常铝股份,bottom_area,2025-11-25,5.19,2025-11-24,4.97,4.426559356136834,4.828973843058355,28.386167146974074,False,2.7723,7.0501,3,3,3,100.0,36.855094947241525,40.066225165562926,3.573440643863166,4.426559356136834,历史3/3次成功; 当前距低点4.43%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
21,81.16620480424619,82.74074096044937,300584,海辰药业,bottom_area,2025-11-25,55.45,2025-11-24,52.81,4.999053209619391,7.157735277409584,28.05177111716621,True,1.5568,8.9619,6,6,6,100.0,21.55151762570742,54.23197492163009,3.000946790380609,4.999053209619391,历史6/6次成功; 当前距低点5.00%; 最新日涨幅1.56%; 状态bottom_area; 底部已确认
22,80.82245758657625,82.03888416040762,300769,德方纳米,bottom_area,2025-11-25,46.94,2025-11-24,44.8,4.776785714285716,7.1428571428571495,27.107061503416862,True,2.9386,10.1149,8,8,8,100.0,15.053524671930399,41.300000000000004,3.2232142857142843,4.776785714285716,历史8/8次成功; 当前距低点4.78%; 最新日涨幅2.94%; 状态bottom_area; 底部已确认
23,80.74018931044127,78.83237386975763,603197,保隆科技,bottom_area,2025-11-25,35.04,2025-11-21,34.1,2.7565982404692013,3.988269794721406,27.431368376250266,False,0.4299,1.1069,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,5.243401759530799,2.7565982404692013,历史5/6次成功; 当前距低点2.76%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
24,80.65521036715663,80.22351432594077,688310,迈得医疗,bottom_area,2025-11-25,15.61,2025-11-21,15.05,3.720930232558131,6.245847176079731,29.804104477611943,False,0.8398,1.8172,3,3,3,100.0,18.210942237490904,23.648648648648653,4.279069767441869,3.720930232558131,历史3/3次成功; 当前距低点3.72%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
25,80.37294511703215,80.35752880455166,002136,安纳达,bottom_area,2025-11-25,12.51,2025-11-24,12.03,3.9900249376558645,6.733167082294268,30.381944444444454,False,3.6454,9.2631,3,3,3,100.0,22.230030443048534,42.29299363057326,4.009975062344136,3.9900249376558645,历史3/3次成功; 当前距低点3.99%; 最新日涨幅3.65%; 状态bottom_area; 底部未确认
26,80.37028979982333,81.35495493706904,000753,漳州发展,bottom_area,2025-11-25,8.13,2025-11-24,7.77,4.633204633204649,5.534105534105531,31.360424028268557,False,2.7813,5.0852,4,4,4,100.0,18.8100080686862,43.344709897610926,3.366795366795351,4.633204633204649,历史4/4次成功; 当前距低点4.63%; 最新日涨幅2.78%; 状态bottom_area; 底部未确认
27,79.613073702889,79.95231205684281,002451,摩恩电气,bottom_area,2025-11-25,10.37,2025-11-24,9.95,4.221105527638191,6.231155778894483,28.571428571428577,False,3.493,12.5424,3,3,3,100.0,22.884046558375747,35.29411764705884,3.7788944723618094,4.221105527638191,历史3/3次成功; 当前距低点4.22%; 最新日涨幅3.49%; 状态bottom_area; 底部未确认
28,79.29198095013017,78.2070279610748,603173,福斯达,bottom_area,2025-11-25,38.06,2025-11-24,36.85,3.2835820895522407,4.640434192673001,32.86573146292585,False,1.1158,2.8605,1,1,1,100.0,35.34190927555856,35.34190927555856,4.71641791044776,3.2835820895522407,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
29,78.76358527396867,77.88814823594484,600550,保变电气,bottom_area,2025-11-25,9.68,2025-11-24,9.36,3.4188034188034218,5.235042735042738,28.000000000000004,False,0.7284,4.7066,1,1,1,100.0,35.285053929121716,35.285053929121716,4.581196581196578,3.4188034188034218,历史1/1次成功; 当前距低点3.42%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
30,78.75045754876172,78.44860219501777,603127,昭衍新药,bottom_area,2025-11-25,27.86,2025-11-21,26.84,3.800298062593143,5.923994038748137,29.33122696155871,False,0.6867,1.8419,2,2,2,100.0,26.307966546936147,41.08695652173912,4.199701937406857,3.800298062593143,历史2/2次成功; 当前距低点3.80%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
31,78.32990645482886,78.66398867175965,002338,奥普光电,bottom_area,2025-11-25,50.86,2025-11-21,48.8,4.221311475409841,5.389344262295088,30.632551528073915,False,1.3955,1.9657,3,3,3,100.0,15.960101267172554,20.995288574793882,3.778688524590159,4.221311475409841,历史3/3次成功; 当前距低点4.22%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
32,77.31429112907274,76.3039481032127,003038,鑫铂股份,bottom_area,2025-11-25,15.89,2025-11-24,15.38,3.3159947984395304,3.641092327698301,28.76331635016211,False,1.2747,1.7065,1,1,1,100.0,25.507614213197975,25.507614213197975,4.68400520156047,3.3159947984395304,历史1/1次成功; 当前距低点3.32%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
33,77.23843789700689,75.10256330783534,603938,三孚股份,confirmed_rebound,2025-11-25,17.75,2025-11-21,17.31,2.5418833044483033,8.08781051415368,27.45180217937972,False,0.5096,2.867,1,1,1,100.0,19.774501300954046,19.774501300954046,5.4581166955516975,2.5418833044483033,历史1/1次成功; 当前距低点2.54%; 最新日涨幅0.51%; 状态confirmed_rebound; 底部未确认
34,77.0531526570421,75.9812315862998,688249,晶合集成,bottom_area,2025-11-25,28.41,2025-11-24,27.51,3.2715376226826556,5.634314794620128,27.02917771883289,False,-0.2458,1.9791,2,2,2,100.0,29.0340718603025,34.69735720375107,4.728462377317345,3.2715376226826556,历史2/2次成功; 当前距低点3.27%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
35,76.12957718118078,74.34826493295412,301150,中一科技,bottom_area,2025-11-25,44.91,2025-11-24,43.7,2.7688787185354546,5.194508009153308,31.50470219435736,False,2.2774,6.5943,1,1,1,100.0,8.286604361370706,8.286604361370706,5.231121281464546,2.7688787185354546,历史1/1次成功; 当前距低点2.77%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
36,75.86955172576641,76.11830435437548,301038,深水规院,bottom_area,2025-11-25,24.48,2025-11-21,23.5,4.170212765957448,4.893617021276589,27.803379416282638,False,-0.0408,1.3889,3,3,3,100.0,24.12037344493796,39.102564102564095,3.8297872340425525,4.170212765957448,历史3/3次成功; 当前距低点4.17%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
37,75.37175097788386,74.47609080093147,601279,英利汽车,bottom_area,2025-11-25,4.59,2025-11-25,4.44,3.378378378378366,5.63063063063063,30.18867924528302,False,-3.9749,5.8839,3,3,3,100.0,15.79996507330186,28.125000000000007,4.621621621621634,3.378378378378366,历史3/3次成功; 当前距低点3.38%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
38,75.1197534988157,75.20404125425402,600506,统一股份,bottom_area,2025-11-25,26.41,2025-11-24,25.38,4.058313632781722,6.343577620173363,30.46575342465754,False,0.2277,15.6684,1,1,1,100.0,28.69352869352869,28.69352869352869,3.941686367218278,4.058313632781722,历史1/1次成功; 当前距低点4.06%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
39,75.08855928588785,74.71644749021004,688766,普冉股份,bottom_area,2025-11-25,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,4.258333333333337,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
40,74.79531073973612,75.65999641302787,601011,宝泰隆,bottom_area,2025-11-25,3.64,2025-11-24,3.48,4.5977011494252915,5.172413793103453,28.395061728395067,False,1.9608,3.7907,4,5,4,80.0,31.090080826438378,34.951456310679596,3.4022988505747085,4.5977011494252915,历史4/5次成功; 当前距低点4.60%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
41,74.5735347361788,73.86972462883222,603366,日出东方,bottom_area,2025-11-25,9.74,2025-11-24,9.41,3.506907545164719,4.463336875664186,29.776119402985074,False,0.4124,5.4524,3,4,3,75.0,18.927278665633175,25.15964240102172,4.493092454835281,3.506907545164719,历史3/4次成功; 当前距低点3.51%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
42,74.36610447718304,74.95013147569497,301338,凯格精机,confirmed_rebound,2025-11-25,58.52,2025-11-24,56.05,4.4067796610169605,8.117752007136493,28.002569043031468,True,2.1648,3.4022,2,2,2,100.0,15.954780122653972,16.035634743875285,3.59322033898304,4.4067796610169605,历史2/2次成功; 当前距低点4.41%; 最新日涨幅2.16%; 状态confirmed_rebound; 底部已确认
43,73.64856463591696,74.40552255322139,600280,中央商场,bottom_area,2025-11-25,3.46,2025-11-24,3.31,4.531722054380662,5.740181268882173,30.16877637130802,False,0.8746,6.1649,2,2,2,100.0,13.536821705426364,15.406976744186055,3.468277945619338,4.531722054380662,历史2/2次成功; 当前距低点4.53%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
44,73.31286632933823,72.69999753293159,688337,普源精电,bottom_area,2025-11-25,37.2,2025-11-21,35.92,3.563474387527843,5.066815144766148,28.159999999999997,False,0.6766,0.9438,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,4.436525612472157,3.563474387527843,历史4/6次成功; 当前距低点3.56%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
45,73.30321454707817,72.26863202545067,002321,华英农业,bottom_area,2025-11-25,2.85,2025-11-25,2.76,3.2608695652174022,6.521739130434789,28.497409326424872,False,-2.3973,5.8951,1,1,1,100.0,25.609756097560986,25.609756097560986,4.739130434782598,3.2608695652174022,历史1/1次成功; 当前距低点3.26%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
46,73.29802730692596,74.50532248466793,600333,长春燃气,bottom_area,2025-11-25,6.27,2025-11-24,5.98,4.849498327759183,5.183946488294308,27.51515151515151,False,2.7869,4.4276,2,2,2,100.0,17.96870253741318,19.69026548672568,3.150501672240817,4.849498327759183,历史2/2次成功; 当前距低点4.85%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
47,73.21385158455972,73.30407198084383,301291,明阳电气,bottom_area,2025-11-25,42.25,2025-11-24,40.6,4.064039408866991,4.926108374384236,27.0440251572327,False,3.2502,4.3868,1,1,1,100.0,18.54882705946537,18.54882705946537,3.9359605911330093,4.064039408866991,历史1/1次成功; 当前距低点4.06%; 最新日涨幅3.25%; 状态bottom_area; 底部未确认
48,73.15174494966645,73.30945267980115,688665,四方光电,bottom_area,2025-11-25,47.6,2025-11-21,45.72,4.111986001749787,5.380577427821525,27.715415019762844,False,0.7834,0.8808,1,1,1,100.0,19.16548797736917,19.16548797736917,3.888013998250213,4.111986001749787,历史1/1次成功; 当前距低点4.11%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
49,72.93674713988236,69.03638633026299,600939,重庆建工,bottom_area,2025-11-25,3.54,2025-11-21,3.5,1.142857142857144,4.571428571428576,27.23492723492723,False,-0.2817,1.2776,2,3,2,66.66666666666666,21.158247039304307,31.277533039647576,6.857142857142856,1.142857142857144,历史2/3次成功; 当前距低点1.14%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
50,70.63684977067386,71.58365948126064,300680,隆盛科技,bottom_area,2025-11-25,43.73,2025-11-21,41.77,4.69236293990901,6.27244433804165,28.9625850340136,False,1.0865,4.4697,3,4,3,75.0,21.167994538995604,34.71428571428571,3.3076370600909897,4.69236293990901,历史3/4次成功; 当前距低点4.69%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
51,70.53844045270675,71.57868095059284,688411,海博思创,confirmed_rebound,2025-11-25,299.46,2025-11-24,285.85,4.761238411754401,8.623403883155492,32.90063613530198,True,0.8283,10.8635,1,1,1,100.0,18.84034693221972,18.84034693221972,3.238761588245599,4.761238411754401,历史1/1次成功; 当前距低点4.76%; 最新日涨幅0.83%; 状态confirmed_rebound; 底部已确认
52,70.15027347065832,69.48732249594067,002017,东信和平,bottom_area,2025-11-25,21.55,2025-11-24,20.82,3.506243996157543,4.514889529298757,27.88361621059924,False,0.9368,2.1304,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,4.493756003842457,3.506243996157543,历史2/3次成功; 当前距低点3.51%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
53,69.95913521100793,71.30159300950827,605318,法狮龙,bottom_area,2025-11-25,54.09,2025-11-21,51.52,4.988354037267081,7.725155279503099,29.8474945533769,True,3.0482,2.2851,1,1,1,100.0,9.919571045576399,9.919571045576399,3.011645962732919,4.988354037267081,历史1/1次成功; 当前距低点4.99%; 最新日涨幅3.05%; 状态bottom_area; 底部已确认
54,66.62589108688503,65.84411854328008,002706,良信股份,bottom_area,2025-11-25,9.77,2025-11-24,9.45,3.386243386243389,4.550264550264567,27.083333333333343,False,-0.3061,2.5125,4,6,4,66.66666666666666,14.828423641120084,19.37406855439642,4.613756613756611,3.386243386243389,历史4/6次成功; 当前距低点3.39%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
55,66.31854165306687,63.200858550316674,600104,上汽集团,bottom_area,2025-11-25,14.92,2025-11-21,14.7,1.4965986394557869,2.040816326530617,28.74454677653902,False,0.879,0.357,1,2,1,50.0,24.425287356321842,24.425287356321842,6.5034013605442125,1.4965986394557869,历史1/2次成功; 当前距低点1.50%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
56,64.54543951822232,65.20540409344892,603767,中马传动,bottom_area,2025-11-25,23.08,2025-11-21,22.08,4.528985507246378,5.253623188405799,27.725040916530286,False,0.9624,1.527,2,3,2,66.66666666666666,19.59583001776342,29.881925522252505,3.4710144927536226,4.528985507246378,历史2/3次成功; 当前距低点4.53%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
57,53.23114713075281,54.09300635144672,002468,申通快递,bottom_area,2025-11-25,14.31,2025-11-21,13.65,4.835164835164836,5.787545787545781,31.988041853512705,False,1.2739,0.8373,1,2,1,50.0,16.382699868938413,16.382699868938413,3.1648351648351642,4.835164835164836,历史1/2次成功; 当前距低点4.84%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
