rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.26747595183471,83.55431747641644,605266,健之佳,bottom_area,2024-06-06,37.03,2024-06-06,36.61,1.1472275334608077,7.620868615132475,31.570093457943926,False,-3.918,0.5437,5,5,5,100.0,20.591377702726223,33.154615273148806,6.852772466539192,1.1472275334608077,历史5/5次成功; 当前距低点1.15%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
12,85.09800795966918,80.67317687955247,000995,皇台酒业,confirmed_rebound,2024-06-06,8.27,2024-06-06,8.17,1.2239902080783311,11.260709914320685,29.93138936535163,False,-8.9207,4.4309,6,6,6,100.0,16.257390075113197,24.697644812221508,6.77600979192167,1.2239902080783311,历史6/6次成功; 当前距低点1.22%; 最新日涨幅-8.92%; 状态confirmed_rebound; 底部未确认
13,85.03654157548418,80.47707709537792,688021,奥福科技,confirmed_rebound,2024-06-06,8.91,2024-06-06,8.81,1.1350737797956827,10.556186152099881,27.37015663643858,False,-7.9545,2.5416,4,4,4,100.0,14.113146845763836,24.96392496392497,6.8649262202043175,1.1350737797956827,历史4/4次成功; 当前距低点1.14%; 最新日涨幅-7.95%; 状态confirmed_rebound; 底部未确认
14,84.91957004156214,81.19994515658122,002795,永和智控,confirmed_rebound,2024-06-06,3.65,2024-06-06,3.59,1.6713091922005585,9.749303621169918,29.330708661417326,False,-5.9278,3.5244,4,4,4,100.0,24.57274255268006,31.302270011947446,6.3286908077994415,1.6713091922005585,历史4/4次成功; 当前距低点1.67%; 最新日涨幅-5.93%; 状态confirmed_rebound; 底部未确认
15,84.51066043062657,80.24992215640572,001266,宏英智能,confirmed_rebound,2024-06-06,17.78,2024-06-06,17.55,1.3105413105413128,11.45299145299144,28.832116788321166,False,-8.7269,7.7045,4,4,4,100.0,15.042776045375817,23.285351397121083,6.689458689458687,1.3105413105413128,历史4/4次成功; 当前距低点1.31%; 最新日涨幅-8.73%; 状态confirmed_rebound; 底部未确认
16,84.28591906652933,81.12626455238386,600322,津投城开,bottom_area,2024-06-06,1.52,2024-06-06,1.49,2.0134228187919483,7.382550335570476,28.01932367149758,False,-3.7975,2.8861,4,4,4,100.0,18.15520741521231,35.828877005347586,5.986577181208052,2.0134228187919483,历史4/4次成功; 当前距低点2.01%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
17,84.18226411679633,79.23036622757301,002761,浙江建投,bottom_area,2024-06-06,8.32,2024-06-06,8.25,0.8484848484848518,4.4848484848484755,28.26086956521739,False,-2.8037,2.9987,6,6,6,100.0,23.305976785583134,43.73730534867976,7.151515151515148,0.8484848484848518,历史6/6次成功; 当前距低点0.85%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
18,84.15560712947504,78.62816451924178,002805,丰元股份,bottom_area,2024-06-06,10.72,2024-06-06,10.67,0.4686035613870732,7.7788191190253055,30.306988896146315,False,-6.2117,3.5029,5,5,5,100.0,25.626777630130704,50.09389671361502,7.531396438612926,0.4686035613870732,历史5/5次成功; 当前距低点0.47%; 最新日涨幅-6.21%; 状态bottom_area; 底部未确认
19,83.86908611310538,80.18831117397221,300651,金陵体育,confirmed_rebound,2024-06-06,12.2,2024-06-06,12.0,1.6666666666666607,8.416666666666666,28.99408284023668,False,-5.4264,3.7535,4,4,4,100.0,19.076941795549395,25.720461095100855,6.333333333333339,1.6666666666666607,历史4/4次成功; 当前距低点1.67%; 最新日涨幅-5.43%; 状态confirmed_rebound; 底部未确认
20,83.76422771745793,80.01127256211787,300752,隆利科技,confirmed_rebound,2024-06-06,12.57,2024-06-06,12.37,1.616814874696856,10.024252223120456,31.086350974930365,False,-4.9887,5.0157,4,4,4,100.0,17.51403481949826,21.807655194596325,6.383185125303144,1.616814874696856,历史4/4次成功; 当前距低点1.62%; 最新日涨幅-4.99%; 状态confirmed_rebound; 底部未确认
21,83.7428440791093,79.85323896348494,002862,实丰文化,bottom_area,2024-06-06,12.63,2024-06-06,12.44,1.5273311897106214,7.315112540192928,27.505827505827508,False,-4.5351,4.3943,3,3,3,100.0,22.019107935619076,29.78505629477994,6.472668810289378,1.5273311897106214,历史3/3次成功; 当前距低点1.53%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
22,83.61968566576223,79.09107316685599,688129,东来技术,bottom_area,2024-06-06,11.89,2024-06-06,11.76,1.105442176870755,7.993197278911561,27.40740740740741,False,-5.4097,0.9154,2,2,2,100.0,29.416566290974792,32.881355932203384,6.8945578231292455,1.105442176870755,历史2/2次成功; 当前距低点1.11%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
23,82.73474669865811,78.51635235727363,300665,飞鹿股份,confirmed_rebound,2024-06-06,4.75,2024-06-06,4.69,1.2793176972281364,11.727078891257992,28.067484662576675,False,-8.6538,7.0374,3,3,3,100.0,22.006433908353674,23.50486787204451,6.720682302771863,1.2793176972281364,历史3/3次成功; 当前距低点1.28%; 最新日涨幅-8.65%; 状态confirmed_rebound; 底部未确认
24,82.35542577623639,77.92629641222739,688296,和达科技,confirmed_rebound,2024-06-06,8.98,2024-06-06,8.88,1.1261261261261222,12.950450450450433,30.298273155416005,False,-8.8325,4.5266,3,3,3,100.0,16.956257955886723,25.535420098846778,6.873873873873879,1.1261261261261222,历史3/3次成功; 当前距低点1.13%; 最新日涨幅-8.83%; 状态confirmed_rebound; 底部未确认
25,82.23989610389613,79.35428571428572,002687,乔治白,bottom_area,2024-06-06,4.29,2024-06-06,4.2,2.1428571428571392,4.523809523809512,28.2051282051282,False,-1.6055,3.0635,1,1,1,100.0,64.00000000000001,64.00000000000001,5.857142857142861,2.1428571428571392,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
26,82.12504354527938,77.77333333333334,002491,通鼎互联,confirmed_rebound,2024-06-06,3.46,2024-06-06,3.42,1.1695906432748548,8.479532163742691,29.48453608247422,False,-5.7221,1.6523,1,1,1,100.0,52.39520958083833,52.39520958083833,6.830409356725145,1.1695906432748548,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-5.72%; 状态confirmed_rebound; 底部未确认
27,81.87825324458282,79.31923275186683,603333,尚纬股份,confirmed_rebound,2024-06-06,3.05,2024-06-06,2.98,2.3489932885905986,9.060402684563758,28.70813397129186,False,-6.1538,3.4128,4,4,4,100.0,22.768480913190327,47.19626168224298,5.651006711409401,2.3489932885905986,历史4/4次成功; 当前距低点2.35%; 最新日涨幅-6.15%; 状态confirmed_rebound; 底部未确认
28,81.85070311926602,77.13825688073393,300720,海川智能,confirmed_rebound,2024-06-06,14.3,2024-06-06,14.17,0.9174311926605561,13.620324629498953,27.146529562982003,False,-9.6081,4.3866,3,3,3,100.0,57.75229601757511,75.69193742478939,7.082568807339444,0.9174311926605561,历史3/3次成功; 当前距低点0.92%; 最新日涨幅-9.61%; 状态confirmed_rebound; 底部未确认
29,81.73847763885394,76.80115681189118,688159,有方科技,confirmed_rebound,2024-06-06,31.77,2024-06-06,31.53,0.7611798287345335,9.705042816365374,31.15720524017467,False,-5.4183,3.3768,4,4,4,100.0,29.60562807207472,61.150808574652125,7.238820171265467,0.7611798287345335,历史4/4次成功; 当前距低点0.76%; 最新日涨幅-5.42%; 状态confirmed_rebound; 底部未确认
30,81.72535303235803,78.33163967611334,600201,生物股份,bottom_area,2024-06-06,7.94,2024-06-06,7.8,1.7948717948718023,3.076923076923068,28.767123287671232,False,0.5063,2.3552,1,1,1,100.0,17.76315789473684,17.76315789473684,6.205128205128198,1.7948717948718023,历史1/1次成功; 当前距低点1.79%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
31,81.5774230709005,78.79307869493233,002798,帝欧水华,confirmed_rebound,2024-06-06,3.26,2024-06-06,3.19,2.194357366771155,10.971786833855802,30.802603036876363,False,-7.6487,3.8768,4,4,4,100.0,18.0441585546804,29.776674937965264,5.805642633228845,2.194357366771155,历史4/4次成功; 当前距低点2.19%; 最新日涨幅-7.65%; 状态confirmed_rebound; 底部未确认
32,81.3879710145017,78.78550778945646,300485,赛升药业,confirmed_rebound,2024-06-06,6.2,2024-06-06,6.06,2.31023102310232,11.05610561056107,29.20560747663552,False,-7.6006,2.8261,4,4,4,100.0,19.423841516826613,34.915773353751916,5.68976897689768,2.31023102310232,历史4/4次成功; 当前距低点2.31%; 最新日涨幅-7.60%; 状态confirmed_rebound; 底部未确认
33,81.3584122864186,77.35890430856104,000663,永安林业,confirmed_rebound,2024-06-06,4.41,2024-06-06,4.35,1.3793103448275978,11.034482758620701,27.86069651741294,False,-7.5472,3.5629,2,2,2,100.0,33.67597792885999,50.39215686274511,6.620689655172403,1.3793103448275978,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-7.55%; 状态confirmed_rebound; 底部未确认
34,81.22713705213503,77.09047949477906,300554,三超新材,confirmed_rebound,2024-06-06,23.69,2024-06-06,23.39,1.2825994014536157,9.362975630611363,27.808641975308635,False,-4.3601,15.2597,3,3,3,100.0,14.380678118781184,21.15606936416185,6.7174005985463845,1.2825994014536157,历史3/3次成功; 当前距低点1.28%; 最新日涨幅-4.36%; 状态confirmed_rebound; 底部未确认
35,81.05958766130969,76.04305429848233,603326,我乐家居,bottom_area,2024-06-06,5.93,2024-06-06,5.89,0.6791171477079803,6.791171477079802,27.552275522755238,False,-4.8154,2.1887,4,4,4,100.0,14.30882470568014,20.141843971631218,7.320882852292019,0.6791171477079803,历史4/4次成功; 当前距低点0.68%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
36,81.01649464007983,75.01527281488872,600202,哈空调,confirmed_rebound,2024-06-06,3.45,2024-06-06,3.45,0.0,11.014492753623186,32.4853228962818,False,-9.9217,4.3989,4,4,4,100.0,22.931574273595245,41.50485436893204,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态confirmed_rebound; 底部未确认
37,80.99905883615963,76.81432738127775,001322,箭牌家居,bottom_area,2024-06-06,8.15,2024-06-06,8.05,1.242236024844716,6.211180124223602,28.634751773049633,False,-4.0047,2.8411,2,2,2,100.0,18.85282536518115,26.897069872276486,6.757763975155284,1.242236024844716,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
38,80.62796241189042,76.35735629017448,603217,元利科技,bottom_area,2024-06-06,14.69,2024-06-06,14.52,1.1707988980716248,6.404958677685949,29.37743190661478,False,-3.8613,1.2146,2,2,2,100.0,15.520310633213857,19.81481481481482,6.829201101928375,1.1707988980716248,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
39,80.38398747908313,76.70829930665131,002278,神开股份,bottom_area,2024-06-06,3.89,2024-06-06,3.83,1.5665796344647531,7.049608355091373,30.990990990990987,False,-6.7146,10.0901,2,2,2,100.0,22.258606845327712,33.74485596707818,6.433420365535247,1.5665796344647531,历史2/2次成功; 当前距低点1.57%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
40,80.16780078964277,78.30971066093443,300649,杭州园林,confirmed_rebound,2024-06-06,9.98,2024-06-06,9.71,2.780638516992786,9.98970133882594,28.968544257498163,False,-5.9378,4.7604,3,3,3,100.0,39.29874451439769,71.60305343511452,5.219361483007214,2.780638516992786,历史3/3次成功; 当前距低点2.78%; 最新日涨幅-5.94%; 状态confirmed_rebound; 底部未确认
41,80.16432327769411,79.08345599754543,300538,同益股份,confirmed_rebound,2024-06-06,13.17,2024-06-06,12.75,3.294117647058823,9.33333333333333,27.966101694915253,False,-1.7897,10.0325,5,5,5,100.0,22.871205552900758,33.419913419913414,4.7058823529411775,3.294117647058823,历史5/5次成功; 当前距低点3.29%; 最新日涨幅-1.79%; 状态confirmed_rebound; 底部未确认
42,80.05953497071256,76.12339827920256,605177,东亚药业,bottom_area,2024-06-06,21.32,2024-06-06,21.03,1.3789824060865388,7.465525439847838,28.590831918505938,False,-5.6637,1.7577,2,2,2,100.0,16.81439873698852,21.452513966480446,6.621017593913462,1.3789824060865388,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
43,79.75400661059153,75.91276695411477,002162,悦心健康,confirmed_rebound,2024-06-06,2.83,2024-06-06,2.79,1.4336917562724028,9.318996415770602,28.64450127877238,False,-4.3919,1.656,1,1,1,100.0,43.23432343234324,43.23432343234324,6.5663082437275975,1.4336917562724028,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-4.39%; 状态confirmed_rebound; 底部未确认
44,79.70398708601157,75.86365731460553,002853,皮阿诺,confirmed_rebound,2024-06-06,7.08,2024-06-06,6.98,1.4326647564469863,9.742120343839538,28.848114169215084,False,-6.2252,3.5285,3,3,3,100.0,9.624370748949842,10.012836970474972,6.567335243553014,1.4326647564469863,历史3/3次成功; 当前距低点1.43%; 最新日涨幅-6.23%; 状态confirmed_rebound; 底部未确认
45,79.60647029531302,75.29673643428627,300611,美力科技,confirmed_rebound,2024-06-06,7.31,2024-06-06,7.23,1.1065006915629207,9.958506224066387,30.279652844744447,False,-7.1156,5.6648,1,1,1,100.0,35.911602209944746,35.911602209944746,6.893499308437079,1.1065006915629207,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-7.12%; 状态confirmed_rebound; 底部未确认
46,79.40746643337998,76.84371209270844,000813,德展健康,confirmed_rebound,2024-06-06,2.23,2024-06-06,2.18,2.293577981651368,8.256880733944941,29.677419354838708,False,-5.1064,1.5415,3,3,3,100.0,25.446612316524458,39.9103139013453,5.706422018348632,2.293577981651368,历史3/3次成功; 当前距低点2.29%; 最新日涨幅-5.11%; 状态confirmed_rebound; 底部未确认
47,79.39537509211505,74.50937866587046,603196,璞源材料,confirmed_rebound,2024-06-06,7.21,2024-06-06,7.16,0.6983240223463663,11.033519553072626,30.214424951267056,False,-8.8496,1.7707,4,4,4,100.0,16.513749660323555,22.85714285714286,7.301675977653634,0.6983240223463663,历史4/4次成功; 当前距低点0.70%; 最新日涨幅-8.85%; 状态confirmed_rebound; 底部未确认
48,79.3582797047156,76.20899898476468,300727,润禾材料,bottom_area,2024-06-06,22.05,2024-06-06,21.64,1.8946395563770801,7.94824399260628,28.651500164853278,False,-2.8634,3.9878,5,6,5,83.33333333333334,16.15830021489825,26.812499999999993,6.105360443622921,1.8946395563770801,历史5/6次成功; 当前距低点1.89%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
49,79.25507402952948,74.81086427086427,300564,筑博设计,confirmed_rebound,2024-06-06,8.08,2024-06-06,8.0,1.0000000000000009,12.00000000000001,30.37423846823325,False,-8.0774,2.5751,2,2,2,100.0,15.327227262711132,19.006102877070617,6.999999999999999,1.0000000000000009,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-8.08%; 状态confirmed_rebound; 底部未确认
50,79.24933717171717,75.61959653789806,002397,梦洁股份,confirmed_rebound,2024-06-06,1.95,2024-06-06,1.92,1.5625000000000013,11.979166666666666,29.67032967032967,False,-8.4507,4.9786,2,2,2,100.0,26.570411494075607,42.36641221374045,6.437499999999999,1.5625000000000013,历史2/2次成功; 当前距低点1.56%; 最新日涨幅-8.45%; 状态confirmed_rebound; 底部未确认
51,79.2027356226604,76.46069683945247,002631,德尔未来,confirmed_rebound,2024-06-06,3.77,2024-06-06,3.69,2.168021680216804,10.569105691056913,27.075098814229243,False,-6.6832,1.4756,2,2,2,100.0,38.51497994810097,47.77070063694268,5.831978319783196,2.168021680216804,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-6.68%; 状态confirmed_rebound; 底部未确认
52,79.18351652934221,76.40514752831267,002495,佳隆股份,confirmed_rebound,2024-06-06,1.43,2024-06-06,1.4,2.142857142857145,12.85714285714287,32.038834951456316,False,-8.3333,6.236,3,3,3,100.0,21.24119254853199,38.07339449541283,5.857142857142855,2.142857142857145,历史3/3次成功; 当前距低点2.14%; 最新日涨幅-8.33%; 状态confirmed_rebound; 底部未确认
53,78.9851223158991,73.58542303667095,688356,键凯科技,bottom_area,2024-06-06,62.84,2024-06-06,62.64,0.31928480204342724,4.885057471264371,27.717516732056307,False,-3.3231,0.8402,3,3,3,100.0,13.351571964139552,15.625,7.680715197956572,0.31928480204342724,历史3/3次成功; 当前距低点0.32%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
54,78.89077562471266,75.29978027786905,002842,翔鹭钨业,confirmed_rebound,2024-06-06,5.15,2024-06-06,5.07,1.577909270216964,10.059171597633132,29.87551867219917,False,-6.1931,5.5747,2,2,2,100.0,25.039857064321065,29.70588235294118,6.4220907297830365,1.577909270216964,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-6.19%; 状态confirmed_rebound; 底部未确认
55,78.86926544850463,74.99555954492358,688315,诺禾致源,confirmed_rebound,2024-06-06,11.74,2024-06-06,11.58,1.381692573402419,8.462867012089815,29.775621588841716,False,-7.5591,1.5018,3,4,3,75.0,41.83235813054352,86.2826357231662,6.61830742659758,1.381692573402419,历史3/4次成功; 当前距低点1.38%; 最新日涨幅-7.56%; 状态confirmed_rebound; 底部未确认
56,78.83141437575206,75.88282461912327,300486,东杰智能,confirmed_rebound,2024-06-06,4.55,2024-06-06,4.46,2.0179372197309386,17.713004484304935,28.980891719745227,False,-13.6622,9.5621,3,3,3,100.0,16.90172838768716,19.09547738693468,5.982062780269062,2.0179372197309386,历史3/3次成功; 当前距低点2.02%; 最新日涨幅-13.66%; 状态confirmed_rebound; 底部未确认
57,78.71747769868675,76.5541562678345,002225,濮耐股份,bottom_area,2024-06-06,4.02,2024-06-06,3.92,2.5510204081632564,7.39795918367347,27.001862197392928,False,-3.3654,4.8343,3,3,3,100.0,16.830552679821142,29.457364341085263,5.448979591836744,2.5510204081632564,历史3/3次成功; 当前距低点2.55%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
58,78.50557173579114,74.98258064516132,600173,卧龙新能,bottom_area,2024-06-06,3.78,2024-06-06,3.72,1.612903225806441,5.376344086021498,29.545454545454547,False,-2.3256,1.1286,1,1,1,100.0,20.000000000000004,20.000000000000004,6.38709677419356,1.612903225806441,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
59,78.43550504990623,75.57173407445327,002303,美盈森,bottom_area,2024-06-06,2.47,2024-06-06,2.42,2.06611570247935,7.438016528925627,30.65902578796562,False,-3.5156,2.7817,1,1,1,100.0,38.93805309734515,38.93805309734515,5.93388429752065,2.06611570247935,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
60,78.39769332841576,76.20953996184016,600310,广西能源,confirmed_rebound,2024-06-06,3.65,2024-06-04,3.56,2.5280898876404456,10.674157303370784,30.19607843137254,True,-1.3514,4.4161,2,2,2,100.0,22.169811320754725,34.33962264150944,5.471910112359554,2.5280898876404456,历史2/2次成功; 当前距低点2.53%; 最新日涨幅-1.35%; 状态confirmed_rebound; 底部已确认
61,78.30150075585256,74.60730371078202,603017,中衡设计,confirmed_rebound,2024-06-06,8.87,2024-06-06,8.74,1.4874141876430091,8.352402745995429,30.52464228934817,False,-5.7386,5.605,1,1,1,100.0,36.87423687423689,36.87423687423689,6.512585812356991,1.4874141876430091,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-5.74%; 状态confirmed_rebound; 底部未确认
62,78.15194050425275,72.6281392872592,688023,安恒信息,confirmed_rebound,2024-06-06,42.19,2024-06-06,42.11,0.18997862740441296,8.216575635241037,28.359986389928547,False,-6.8653,3.2525,2,2,2,100.0,33.50156213839389,39.261744966442954,7.810021372595586,0.18997862740441296,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-6.87%; 状态confirmed_rebound; 底部未确认
63,78.12545810934834,74.7456545971303,603226,菲林格尔,confirmed_rebound,2024-06-06,2.99,2024-06-06,2.94,1.7006802721088528,10.544217687074832,31.46853146853147,False,-7.1429,1.9656,6,7,6,85.71428571428571,21.184669218716827,46.687697160883296,6.299319727891148,1.7006802721088528,历史6/7次成功; 当前距低点1.70%; 最新日涨幅-7.14%; 状态confirmed_rebound; 底部未确认
64,78.03137206407648,75.81949506518242,002343,慈文传媒,confirmed_rebound,2024-06-06,5.32,2024-06-06,5.19,2.5048169556840056,11.56069364161849,29.098360655737704,False,-6.6667,7.0335,3,3,3,100.0,22.529450129795343,40.33149171270718,5.495183044315994,2.5048169556840056,历史3/3次成功; 当前距低点2.50%; 最新日涨幅-6.67%; 状态confirmed_rebound; 底部未确认
65,77.41927705898968,75.78894887923255,001330,博纳影业,bottom_area,2024-06-06,5.69,2024-06-06,5.53,2.8933092224231487,6.509945750452069,27.61780104712041,False,-2.735,1.8512,2,2,2,100.0,23.363945733103954,35.637149028077765,5.106690777576851,2.8933092224231487,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
66,77.24363233489717,72.81235294117648,000420,吉林化纤,bottom_area,2024-06-06,3.26,2024-06-06,3.23,0.9287925696594366,5.26315789473684,29.321663019693663,False,-3.5503,2.7404,1,1,1,100.0,53.9249146757679,53.9249146757679,7.071207430340563,0.9287925696594366,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
67,77.2245116577743,75.35725230853623,300464,星徽股份,bottom_area,2024-06-06,3.39,2024-06-06,3.3,2.7272727272727364,7.27272727272728,30.672268907563026,False,-1.7391,5.0357,2,2,2,100.0,19.007710358699292,23.68421052631579,5.272727272727264,2.7272727272727364,历史2/2次成功; 当前距低点2.73%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
68,77.21280164159243,74.07952853149884,600149,廊坊发展,bottom_area,2024-06-06,3.31,2024-06-06,3.25,1.8461538461538478,7.6923076923076925,30.851063829787233,False,-4.611,3.1962,2,2,2,100.0,11.552469358761346,12.401574803149604,6.153846153846152,1.8461538461538478,历史2/2次成功; 当前距低点1.85%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
69,77.17318819969047,73.24802423436935,002524,光正眼科,confirmed_rebound,2024-06-06,3.15,2024-06-06,3.11,1.2861736334405156,12.218649517684899,31.34657836644592,False,-8.6957,4.2194,2,2,2,100.0,10.432796336632958,10.940499040307108,6.713826366559485,1.2861736334405156,历史2/2次成功; 当前距低点1.29%; 最新日涨幅-8.70%; 状态confirmed_rebound; 底部未确认
70,76.90257878925492,74.12967359274803,002562,兄弟科技,confirmed_rebound,2024-06-06,2.93,2024-06-06,2.87,2.0905923344947754,8.710801393728222,28.428927680798,False,-5.4839,2.3965,2,2,2,100.0,25.033462986000675,33.466135458167344,5.909407665505224,2.0905923344947754,历史2/2次成功; 当前距低点2.09%; 最新日涨幅-5.48%; 状态confirmed_rebound; 底部未确认
71,76.82451747472747,72.09067882649298,605198,安德利,bottom_area,2024-06-06,29.02,2024-06-06,28.82,0.6939625260235923,5.621096460791121,28.62803368003963,False,-4.2244,0.5825,1,1,1,100.0,43.241469816272954,43.241469816272954,7.306037473976408,0.6939625260235923,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-4.22%; 状态bottom_area; 底部未确认
