rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.18761580114796,81.08700736772873,300584,海辰药业,bottom_area,2024-04-16,14.37,2024-04-16,14.2,1.1971830985915488,9.647887323943669,28.96448224112056,False,-7.8255,3.2074,2,2,2,100.0,41.271961465147655,54.23197492163009,13.802816901408452,1.1971830985915488,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-7.83%; 状态bottom_area; 底部未确认
12,84.32108660924465,75.37331758343501,688114,华大智造,bottom_area,2024-04-16,53.6,2024-04-15,52.82,1.476713366149188,4.770920106020453,29.033991670025532,False,-1.4525,0.7059,1,1,1,100.0,20.431312141156706,20.431312141156706,13.523286633850812,1.476713366149188,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
13,84.27965876440817,73.90502497502499,688232,新点软件,bottom_area,2024-04-16,20.11,2024-04-16,20.02,0.4495504495504488,5.494505494505502,29.803646563814866,False,-4.5109,2.6182,1,1,1,100.0,51.87398153177622,51.87398153177622,14.550449550449551,0.4495504495504488,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-4.51%; 状态bottom_area; 底部未确认
14,84.26729292555707,73.37968003661459,688328,深科达,bottom_area,2024-04-16,13.22,2024-04-16,13.21,0.07570022710067968,13.171839515518533,31.83694530443756,False,-11.8667,6.8628,2,2,2,100.0,25.92621803443088,29.170984455958543,14.92429977289932,0.07570022710067968,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-11.87%; 状态bottom_area; 底部未确认
15,84.07506900789981,74.64441004914593,002215,诺普信,bottom_area,2024-04-16,7.27,2024-04-16,7.19,1.1126564673157047,6.397774687065367,28.386454183266924,False,-4.8429,5.0291,1,1,1,100.0,22.264875239923228,22.264875239923228,13.887343532684296,1.1126564673157047,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
16,83.90041762413792,72.95688489055472,300752,隆利科技,bottom_area,2024-04-16,9.4,2024-04-16,9.4,0.0,10.851063829787229,27.636643571978443,False,-11.4043,4.7187,3,3,3,100.0,18.316585433089873,21.807655194596325,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-11.40%; 状态bottom_area; 底部未确认
17,83.88847434924938,73.28479747939171,603230,内蒙新华,bottom_area,2024-04-16,12.15,2024-04-16,12.12,0.24752475247525693,5.528052805280527,27.207207207207208,False,-4.3307,9.3887,2,2,2,100.0,27.522332876533863,31.521142229544196,14.752475247524742,0.24752475247525693,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
18,83.76080519739908,73.02483742119072,300561,汇金科技,bottom_area,2024-04-16,7.21,2024-04-16,7.2,0.13888888888888593,12.499999999999991,27.272727272727277,False,-11.8582,3.6032,2,2,2,100.0,24.79303273041607,27.62128325508607,14.861111111111114,0.13888888888888593,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-11.86%; 状态bottom_area; 底部未确认
19,83.69938415388754,72.78207317729351,000070,特发信息,bottom_area,2024-04-16,6.81,2024-04-16,6.81,0.0,12.334801762114548,27.936507936507937,False,-10.0396,5.6116,2,2,2,100.0,34.04340417899739,50.60532687651331,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
20,83.5475,72.65,600052,东望时代,bottom_area,2024-04-16,3.38,2024-04-16,3.38,0.0,9.467455621301783,27.311827956989255,False,-10.1064,1.3873,1,1,1,100.0,56.0655737704918,56.0655737704918,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.11%; 状态bottom_area; 底部未确认
21,83.44426857863516,72.97789764585467,300725,药石科技,bottom_area,2024-04-16,29.4,2024-04-16,29.31,0.3070624360286587,9.757761856021846,27.053260328521656,False,-7.489,3.8119,1,1,1,100.0,43.26881720430109,43.26881720430109,14.69293756397134,0.3070624360286587,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-7.49%; 状态bottom_area; 底部未确认
22,83.21916659128395,74.8837747027746,688280,精进电动,bottom_area,2024-04-16,3.89,2024-04-16,3.82,1.8324607329843006,14.39790575916231,28.864059590316575,False,-10.1617,1.4351,1,1,1,100.0,32.37518910741301,32.37518910741301,13.167539267015698,1.8324607329843006,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-10.16%; 状态bottom_area; 底部未确认
23,83.14146846740849,72.29692910209434,600421,退市华嵘,bottom_area,2024-04-16,6.12,2024-04-16,6.12,0.0,0.0,31.848552338530066,False,-10.0,0.3355,2,2,2,100.0,31.435102699431873,44.900662251655625,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
24,83.03702021039123,72.62517086831357,002772,众兴菌业,bottom_area,2024-04-16,6.48,2024-04-16,6.46,0.30959752321982137,6.037151702786373,27.82122905027932,False,-5.814,2.5448,2,2,2,100.0,24.736845275563287,32.175502742230364,14.690402476780179,0.30959752321982137,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-5.81%; 状态bottom_area; 底部未确认
25,82.94186967196698,72.7743524829601,000735,罗牛山,bottom_area,2024-04-16,4.18,2024-04-16,4.16,0.48076923076922046,6.730769230769236,27.017543859649123,False,-6.278,2.1231,1,1,1,100.0,44.303797468354425,44.303797468354425,14.519230769230779,0.48076923076922046,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.28%; 状态bottom_area; 底部未确认
26,82.7911508035103,73.79908385944572,300471,厚普股份,bottom_area,2024-04-16,8.4,2024-04-16,8.29,1.3268998793727529,12.786489746682758,27.34443470639791,False,-10.6383,2.9141,1,1,1,100.0,20.346320346320343,20.346320346320343,13.673100120627247,1.3268998793727529,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-10.64%; 状态bottom_area; 底部未确认
27,82.57575430491829,73.40338461360139,688286,敏芯股份,bottom_area,2024-04-16,30.05,2024-04-16,29.7,1.1784511784511833,10.505050505050509,29.116945107398568,False,-8.9394,2.5711,3,4,3,75.0,20.56587795951654,25.016501650165008,13.821548821548815,1.1784511784511833,历史3/4次成功; 当前距低点1.18%; 最新日涨幅-8.94%; 状态bottom_area; 底部未确认
28,82.50062464846482,71.797110226954,001359,平安电工,bottom_area,2024-04-16,23.37,2024-04-16,23.36,0.042808219178088885,9.160958904109592,29.849849849849846,False,-9.9422,31.4214,1,1,1,100.0,33.681252509032504,33.681252509032504,14.95719178082191,0.042808219178088885,历史1/1次成功; 当前距低点0.04%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
29,82.3949295204231,71.64776480036792,603268,松发股份,bottom_area,2024-04-16,13.66,2024-04-16,13.66,0.0,3.1478770131771574,27.609962904080554,False,-10.0132,1.3171,2,2,2,100.0,27.94497204498886,37.532133676092535,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
30,81.90445055574132,71.93791835083051,300567,精测电子,bottom_area,2024-04-16,56.3,2024-04-16,56.0,0.5357142857142806,7.732142857142854,28.19592255417361,False,-6.3695,2.0634,2,2,2,100.0,23.81369313042512,29.212752114508785,14.464285714285719,0.5357142857142806,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
31,81.80465205207278,71.5385464444811,300582,英飞特,bottom_area,2024-04-16,6.62,2024-04-16,6.6,0.30303030303031003,12.42424242424243,28.802588996763756,False,-11.6155,4.0423,1,1,1,100.0,35.48094373865699,35.48094373865699,14.696969696969688,0.30303030303031003,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-11.62%; 状态bottom_area; 底部未确认
32,81.75568379790941,71.09189895470384,000042,中洲控股,bottom_area,2024-04-16,3.51,2024-04-16,3.51,0.0,10.256410256410266,31.844660194174768,False,-10.0,2.6022,2,2,2,100.0,24.956445993031362,28.57142857142858,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
33,81.54845519150557,73.47945015150395,605277,新亚电子,bottom_area,2024-04-16,12.84,2024-04-16,12.6,1.9047619047619067,9.444444444444441,29.805013927576603,False,-8.0888,4.8646,1,1,1,100.0,25.711329539575807,25.711329539575807,13.095238095238093,1.9047619047619067,历史1/1次成功; 当前距低点1.90%; 最新日涨幅-8.09%; 状态bottom_area; 底部未确认
34,81.318652027972,70.71187132867132,002652,扬子新材,bottom_area,2024-04-16,2.01,2024-04-16,2.01,0.0,7.9601990049751326,28.469750889679723,False,-9.8655,2.0816,2,2,2,100.0,22.913286713286713,23.426573426573423,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.87%; 状态bottom_area; 底部未确认
35,81.21891101781277,71.16278814494275,688337,普源精电,bottom_area,2024-04-16,27.22,2024-04-16,27.11,0.4057543341940223,8.115086683880484,29.364252214695156,False,-5.3876,2.5543,3,4,3,75.0,38.886602295188766,54.46153846153845,14.594245665805976,0.4057543341940223,历史3/4次成功; 当前距低点0.41%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
36,81.20796875,70.61562500000001,002446,盛路通信,bottom_area,2024-04-16,5.72,2024-04-16,5.72,0.0,10.314685314685313,30.83434099153567,False,-9.9213,7.1729,1,1,1,100.0,39.0625,39.0625,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
37,81.14734570724839,73.30383532723434,002638,勤上股份,bottom_area,2024-04-16,2.0,2024-04-15,1.96,2.040816326530614,11.224489795918377,29.496402877697836,True,-5.2133,2.0759,1,1,1,100.0,17.241379310344833,17.241379310344833,12.959183673469385,2.040816326530614,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-5.21%; 状态bottom_area; 底部已确认
38,81.03511384683894,71.60687526966625,301555,惠柏新材,bottom_area,2024-04-16,25.8,2024-04-16,25.58,0.8600469116497358,14.151681000781865,28.86540600667409,False,-13.9139,10.488,2,2,2,100.0,26.009581872191667,30.3952321204517,14.139953088350262,0.8600469116497358,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-13.91%; 状态bottom_area; 底部未确认
39,80.77667230769231,70.24058461538462,603177,德创环保,bottom_area,2024-04-16,6.97,2024-04-16,6.97,0.0,8.464849354375895,27.01570680628273,False,-9.9483,0.9283,1,1,1,100.0,37.04615384615384,37.04615384615384,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
40,80.72879581308895,70.56338062136473,002197,证通电子,bottom_area,2024-04-16,7.24,2024-04-16,7.22,0.2770083102493139,10.387811634349031,30.842911877394634,False,-9.613,4.2206,1,1,1,100.0,29.919137466307287,29.919137466307287,14.722991689750685,0.2770083102493139,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-9.61%; 状态bottom_area; 底部未确认
41,80.70201867815503,70.44280313089665,300551,古鳌科技,bottom_area,2024-04-16,9.86,2024-04-16,9.84,0.2032520325203209,14.73577235772357,31.428571428571427,False,-12.0428,5.4172,1,1,1,100.0,28.36676217765042,28.36676217765042,14.796747967479678,0.2032520325203209,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-12.04%; 状态bottom_area; 底部未确认
42,80.69693492844364,70.17124776386405,603030,全筑股份,bottom_area,2024-04-16,1.99,2024-04-16,1.99,0.0,7.035175879396981,30.175438596491233,False,-4.7847,1.7839,4,5,4,80.0,30.006708407871198,50.5813953488372,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
43,80.61091858037577,70.0964509394572,300520,科大国创,bottom_area,2024-04-16,14.07,2024-04-16,14.07,0.0,8.24449182658138,29.22535211267605,False,-8.577,3.3727,2,2,2,100.0,19.604574943318287,23.65591397849461,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-8.58%; 状态bottom_area; 底部未确认
44,80.59867159536773,70.08580138727629,300409,道氏技术,bottom_area,2024-04-16,9.14,2024-04-16,9.14,0.0,9.956236323851204,29.475308641975307,False,-8.9641,6.6582,3,4,3,75.0,40.380652619765016,50.03460207612457,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-8.96%; 状态bottom_area; 底部未确认
45,80.5952458905072,70.41421070516341,300706,阿石创,bottom_area,2024-04-16,15.89,2024-04-16,15.85,0.2523659305993749,12.87066246056783,28.923766816143505,False,-10.6802,3.8224,1,1,1,100.0,28.81508078994613,28.81508078994613,14.747634069400625,0.2523659305993749,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-10.68%; 状态bottom_area; 底部未确认
46,80.45783333333333,69.96333333333334,600255,鑫科材料,bottom_area,2024-04-16,1.72,2024-04-16,1.72,0.0,9.883720930232553,27.426160337552748,False,-9.9476,3.4004,1,1,1,100.0,35.55555555555555,35.55555555555555,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
47,80.34964697189149,69.86925823642738,688171,纬德信息,bottom_area,2024-04-16,12.5,2024-04-16,12.5,0.0,12.560000000000002,27.787406123627957,False,-12.4036,2.5926,2,2,2,100.0,18.383108797996737,20.508658008658003,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-12.40%; 状态bottom_area; 底部未确认
48,80.25512739120543,70.51793829900207,300553,集智股份,bottom_area,2024-04-16,23.45,2024-04-16,23.32,0.557461406518006,11.406518010291595,29.118541033434646,False,-9.4944,4.7329,2,2,2,100.0,16.445969386360883,17.361392148927557,14.442538593481993,0.557461406518006,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-9.49%; 状态bottom_area; 底部未确认
49,79.9807361579214,69.60189845330194,301367,瑞迈特,bottom_area,2024-04-16,73.06,2024-04-16,73.03,0.04107900862659337,8.024099685060932,28.387919199843108,False,-7.7176,2.7133,3,4,3,75.0,26.024508564357845,32.411969715178486,14.958920991373406,0.04107900862659337,历史3/4次成功; 当前距低点0.04%; 最新日涨幅-7.72%; 状态bottom_area; 底部未确认
50,79.83049107139558,69.54046968457848,603212,赛伍技术,bottom_area,2024-04-16,10.6,2024-04-16,10.59,0.09442870632672132,8.970727101038708,28.734858681022878,False,-8.1456,2.7507,3,4,3,75.0,26.348210403244153,32.01038575667657,14.905571293673278,0.09442870632672132,历史3/4次成功; 当前距低点0.09%; 最新日涨幅-8.15%; 状态bottom_area; 底部未确认
51,79.65851748963287,70.53274033286675,002173,创新医疗,bottom_area,2024-04-16,7.3,2024-04-16,7.23,0.9681881051175573,7.1922544951590535,31.077216396568158,False,-5.6848,3.8132,2,2,2,100.0,21.560264583520393,24.903474903474905,14.031811894882443,0.9681881051175573,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
52,79.57155477697407,69.60446037238424,002632,道明光学,bottom_area,2024-04-16,6.32,2024-04-16,6.3,0.31746031746032477,8.571428571428573,29.054054054054063,False,-9.0647,5.2687,1,1,1,100.0,25.259515570934255,25.259515570934255,14.682539682539675,0.31746031746032477,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-9.06%; 状态bottom_area; 底部未确认
53,79.09992427523899,69.6344639917292,301520,万邦医药,bottom_area,2024-04-16,41.26,2024-04-16,40.99,0.6586972432300464,10.026835813613074,27.80908770693906,False,-8.5144,4.1974,1,1,1,100.0,29.60372960372961,29.60372960372961,14.341302756769952,0.6586972432300464,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-8.51%; 状态bottom_area; 底部未确认
54,79.0080477484732,68.94282370398736,688307,中润光学,bottom_area,2024-04-16,16.1,2024-04-16,16.07,0.18668326073429456,12.881144990665838,27.087114337568053,False,-12.1179,2.1174,1,1,1,100.0,20.099255583126556,20.099255583126556,14.813316739265705,0.18668326073429456,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-12.12%; 状态bottom_area; 底部未确认
55,78.92301880759612,68.91760428426407,300745,欣锐科技,bottom_area,2024-04-16,13.38,2024-04-16,13.35,0.22471910112360402,10.112359550561795,31.291816778178077,False,-9.3496,6.6455,3,4,3,75.0,24.596579757128456,36.150000000000006,14.775280898876394,0.22471910112360402,历史3/4次成功; 当前距低点0.22%; 最新日涨幅-9.35%; 状态bottom_area; 底部未确认
56,78.85325523200021,68.69520661087697,688215,瑞晟智能,bottom_area,2024-04-16,20.2,2024-04-16,20.18,0.09910802775024566,14.866204162537166,29.391182645206438,False,-12.8935,2.4252,1,1,1,100.0,17.69447803305119,17.69447803305119,14.900891972249756,0.09910802775024566,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-12.89%; 状态bottom_area; 底部未确认
57,78.76104918032786,68.48786885245902,300550,和仁科技,bottom_area,2024-04-16,9.0,2024-04-16,9.0,0.0,13.666666666666671,27.30210016155089,False,-11.6781,1.1731,1,1,1,100.0,27.62295081967214,27.62295081967214,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-11.68%; 状态bottom_area; 底部未确认
58,78.74144862484124,72.57015610966731,301313,凡拓数创,bottom_area,2024-04-16,20.52,2024-04-16,19.9,3.1155778894472417,10.75376884422111,29.156283374866504,False,-7.9408,7.6119,3,4,3,75.0,39.831579019392564,52.43243243243245,11.884422110552757,3.1155778894472417,历史3/4次成功; 当前距低点3.12%; 最新日涨幅-7.94%; 状态bottom_area; 底部未确认
59,78.61275728987994,68.3589193825043,002682,龙洲股份,bottom_area,2024-04-16,3.85,2024-04-16,3.85,0.0,9.350649350649347,30.630630630630627,False,-10.0467,8.2311,1,1,1,100.0,26.929674099485425,26.929674099485425,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
60,78.4844414893617,68.24734042553192,300535,达威股份,bottom_area,2024-04-16,10.01,2024-04-16,10.01,0.0,14.385614385614382,28.754448398576514,False,-14.0034,5.9459,1,1,1,100.0,26.329787234042563,26.329787234042563,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-14.00%; 状态bottom_area; 底部未确认
61,78.27593908242267,68.45424330401984,300700,岱勒新材,bottom_area,2024-04-16,9.89,2024-04-16,9.86,0.30425963488844965,8.92494929006086,29.369627507163333,False,-8.4259,3.2193,1,1,1,100.0,18.913738019169323,18.913738019169323,14.69574036511155,0.30425963488844965,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-8.43%; 状态bottom_area; 底部未确认
62,78.2455592375042,68.45661626779611,301393,昊帆生物,bottom_area,2024-04-16,36.83,2024-04-16,36.71,0.3268864069735697,8.96213565785889,31.38317757009346,False,-6.7123,6.3037,1,1,1,100.0,19.203856320945413,19.203856320945413,14.673113593026429,0.3268864069735697,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
63,77.79910476073645,68.20099113731666,300538,同益股份,bottom_area,2024-04-16,11.6,2024-04-16,11.55,0.4329004329004236,10.909090909090907,29.097605893185996,False,-9.9379,6.534,3,4,3,75.0,23.295721098546444,30.150753768844226,14.567099567099575,0.4329004329004236,历史3/4次成功; 当前距低点0.43%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
64,77.66669137466307,67.53625336927225,600241,时代万恒,bottom_area,2024-04-16,5.84,2024-04-16,5.84,0.0,8.904109589041104,28.34355828220859,False,-10.0154,1.8025,1,1,1,100.0,22.50673854447439,22.50673854447439,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
65,77.6229555555319,69.8980011692177,301366,一博科技,confirmed_rebound,2024-04-16,23.96,2024-04-16,23.52,1.8707482993197335,16.49659863945578,30.578512396694222,False,-12.4909,7.7271,1,1,1,100.0,16.254340277777782,16.254340277777782,13.129251700680268,1.8707482993197335,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-12.49%; 状态confirmed_rebound; 底部未确认
66,77.62185709125933,67.49726703587768,301390,经纬股份,bottom_area,2024-04-16,27.69,2024-04-16,27.69,0.0,8.197905381003972,27.09320695102685,False,-7.5768,5.042,1,1,1,100.0,22.29713460149289,22.29713460149289,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.58%; 状态bottom_area; 底部未确认
67,77.62137722901416,67.8338376743997,603138,海量数据,bottom_area,2024-04-16,11.29,2024-04-16,11.26,0.26642984014209026,10.657193605683846,31.34146341463414,False,-7.459,2.4938,1,1,1,100.0,15.114503816793897,15.114503816793897,14.733570159857909,0.26642984014209026,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-7.46%; 状态bottom_area; 底部未确认
68,77.59879989935946,67.87163700295467,301338,凯格精机,bottom_area,2024-04-16,22.52,2024-04-16,22.45,0.3118040089086872,12.605790645879742,29.82181931853704,False,-11.8246,7.5727,1,1,1,100.0,15.873925501432662,15.873925501432662,14.688195991091312,0.3118040089086872,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-11.82%; 状态bottom_area; 底部未确认
69,77.47985830083034,69.50927563214977,603050,科林电气,bottom_area,2024-04-16,24.95,2024-04-16,24.54,1.6707416462917692,8.231458842705786,27.738515901060072,False,-4.771,5.835,2,3,2,66.66666666666666,40.386558704453435,41.09311740890686,13.329258353708228,1.6707416462917692,历史2/3次成功; 当前距低点1.67%; 最新日涨幅-4.77%; 状态bottom_area; 底部未确认
70,77.28871597933232,68.5863605541785,002256,兆新股份,bottom_area,2024-04-16,1.86,2024-04-16,1.84,1.0869565217391313,8.152173913043473,30.82706766917293,False,-7.4627,2.3717,3,5,3,60.0,26.04635174055759,31.775700934579426,13.913043478260867,1.0869565217391313,历史3/5次成功; 当前距低点1.09%; 最新日涨幅-7.46%; 状态bottom_area; 底部未确认
71,77.24120609981514,67.1662661737523,002072,凯瑞德,bottom_area,2024-04-16,3.32,2024-04-16,3.32,0.0,5.120481927710855,27.032967032967033,False,-10.0271,0.76,1,1,1,100.0,20.51756007393714,20.51756007393714,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
72,77.22556666666667,67.15266666666668,300334,津膜科技,bottom_area,2024-04-16,4.7,2024-04-16,4.7,0.0,14.680851063829776,29.21686746987951,False,-11.1531,3.4047,1,1,1,100.0,20.444444444444457,20.444444444444457,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-11.15%; 状态bottom_area; 底部未确认
73,77.07221484925337,67.01931726022033,002494,华斯股份,bottom_area,2024-04-16,3.16,2024-04-16,3.16,0.0,8.86075949367088,27.188940092165893,False,-9.9715,2.0135,3,4,3,75.0,23.894178818388866,35.67251461988303,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
74,77.06042659621454,67.40914850821322,300464,星徽股份,confirmed_rebound,2024-04-16,3.15,2024-04-16,3.14,0.31847133757961105,18.789808917197448,32.32758620689655,False,-13.9344,3.0795,1,1,1,100.0,23.68421052631579,23.68421052631579,14.681528662420387,0.31847133757961105,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-13.93%; 状态confirmed_rebound; 底部未确认
