rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.99024800936853,80.94945720255387,603809,豪能股份,bottom_area,2025-11-14,12.43,2025-11-13,12.28,1.2214983713355079,2.6872964169381115,27.764705882352946,False,-0.9562,0.9437,2,2,2,100.0,30.615448866660387,31.661442006269603,18.778501628664493,1.2214983713355079,历史2/2次成功; 当前距低点1.22%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
2,92.87436194642184,81.65368104947053,002790,瑞尔特,bottom_area,2025-11-14,9.14,2025-11-12,8.88,2.9279279279279256,3.378378378378366,32.829046898638424,False,1.1062,6.0195,1,1,1,100.0,49.512670565302145,49.512670565302145,17.072072072072075,2.9279279279279256,历史1/1次成功; 当前距低点2.93%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
3,91.92281974328046,78.56549569049898,603151,邦基科技,bottom_area,2025-11-14,19.81,2025-11-13,19.54,1.381780962128964,4.298874104401228,27.549128661475713,False,-0.4523,2.242,1,1,1,100.0,36.42987249544626,36.42987249544626,18.618219037871036,1.381780962128964,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
4,84.92752293577982,70.77293577981652,603759,海天股份,bottom_area,2025-11-14,11.33,2025-11-14,11.33,0.0,3.6187113857016784,31.20825743776563,False,-3.4923,7.2611,1,1,1,100.0,39.90825688073395,39.90825688073395,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
5,84.32842143172194,73.92086606753871,300235,方直科技,bottom_area,2025-11-14,14.12,2025-11-14,13.74,2.7656477438136755,4.876273653566229,27.224576271186436,False,-1.6028,11.551,1,1,1,100.0,28.422273781902568,28.422273781902568,17.234352256186327,2.7656477438136755,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
6,80.53541461423873,72.27353317378254,603173,福斯达,bottom_area,2025-11-14,40.31,2025-11-05,38.74,4.052658750645328,6.143520908621568,29.422481326288942,False,-0.2228,4.4661,1,1,1,100.0,35.34190927555856,35.34190927555856,15.947341249354674,4.052658750645328,历史1/1次成功; 当前距低点4.05%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
7,68.6997752339828,59.11573251615558,000661,长春高新,bottom_area,2025-11-14,104.55,2025-11-13,102.75,1.7518248175182456,3.5523114355231202,27.52345348099034,False,0.0862,2.7044,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,18.248175182481756,1.7518248175182456,历史1/3次成功; 当前距低点1.75%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
8,64.40541478593133,54.4258227490827,002123,梦网科技,bottom_area,2025-11-14,11.9,2025-11-13,11.81,0.7620660457239614,2.032176121930569,31.93083573487032,False,-0.7506,1.3931,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,19.23793395427604,0.7620660457239614,历史1/3次成功; 当前距低点0.76%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
9,58.18614840989399,48.48845700824499,002338,奥普光电,bottom_area,2025-11-14,50.34,2025-11-14,50.34,0.0,2.0063567739372226,28.44349680170575,False,-1.9478,1.0607,1,3,1,33.33333333333333,20.995288574793882,20.995288574793882,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
10,57.30590682171219,48.038760948189456,001209,洪兴股份,bottom_area,2025-11-14,21.72,2025-11-13,21.65,0.3233256351039274,6.6974595842956255,29.821717990275538,False,-3.3378,11.9185,1,4,1,25.0,21.88679245283018,21.88679245283018,19.676674364896073,0.3233256351039274,历史1/4次成功; 当前距低点0.32%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
11,57.12480448023697,50.48896016485601,300563,神宇股份,bottom_area,2025-11-14,37.86,2025-10-23,36.68,3.2170119956379493,6.27044711014176,28.776699029126213,False,-1.2262,2.8071,1,4,1,25.0,20.477137176938378,20.477137176938378,16.78298800436205,3.2170119956379493,历史1/4次成功; 当前距低点3.22%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
