rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.34859741392015,84.95004912084399,603356,华菱精工,bottom_area,2023-03-31,12.26,2023-03-31,12.09,1.4061207609594701,2.0678246484698097,28.672566371681413,False,0.4095,2.8304,2,2,2,100.0,31.91400245070737,38.38297872340427,18.593879239040533,1.4061207609594701,历史2/2次成功; 当前距低点1.41%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
2,95.77329584567383,82.14225851872715,002708,光洋股份,bottom_area,2023-03-31,6.46,2023-03-20,6.36,1.5723270440251518,6.132075471698108,31.759656652360512,False,0.78,1.4184,1,1,1,100.0,35.522388059701484,35.522388059701484,18.42767295597485,1.5723270440251518,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
3,90.22077125714019,78.04360265536569,603315,福鞍股份,bottom_area,2023-03-31,14.51,2023-03-31,14.22,2.039381153305198,2.67229254571026,28.398791540785496,False,-0.0689,0.8895,1,1,1,100.0,41.68490153172865,41.68490153172865,17.960618846694803,2.039381153305198,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
4,74.5208515862065,63.939492444423486,002347,泰尔股份,bottom_area,2023-03-31,5.1,2023-03-20,5.02,1.5936254980079698,6.175298804780887,29.09604519774012,False,0.5917,1.3135,1,2,1,50.0,29.585798816568047,29.585798816568047,18.406374501992033,1.5936254980079698,历史1/2次成功; 当前距低点1.59%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
5,69.75780882474051,63.174596282264,600418,江淮汽车,bottom_area,2023-03-31,13.55,2023-03-20,12.96,4.552469135802468,10.339506172839505,27.55729457797652,True,-1.4545,3.5541,2,3,2,66.66666666666666,22.244942178639526,24.365079365079367,15.447530864197534,4.552469135802468,历史2/3次成功; 当前距低点4.55%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
6,68.96636652088065,58.18225290060417,300699,光威复材,bottom_area,2023-03-31,51.06,2023-03-30,50.72,0.6703470031545808,2.917981072555213,30.767130767130773,False,-1.1614,2.2464,1,2,1,50.0,49.6271186440678,49.6271186440678,19.32965299684542,0.6703470031545808,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
7,68.49026381450612,60.700089466089445,002660,茂硕电源,bottom_area,2023-03-31,9.21,2023-03-20,8.91,3.367003367003375,7.519640852974185,28.31858407079646,True,1.3201,1.7842,1,2,1,50.0,24.71428571428572,24.71428571428572,16.632996632996626,3.367003367003375,历史1/2次成功; 当前距低点3.37%; 最新日涨幅1.32%; 状态bottom_area; 底部已确认
8,68.12456224173474,62.176850186487556,300393,中来股份,bottom_area,2023-03-31,14.97,2023-03-20,14.26,4.978962131837314,7.8541374474053365,27.61421319796954,True,-0.6636,2.3393,2,3,2,66.66666666666666,22.108694518333078,23.89610389610389,15.021037868162686,4.978962131837314,历史2/3次成功; 当前距低点4.98%; 最新日涨幅-0.66%; 状态bottom_area; 底部已确认
9,68.06597335697163,58.81966681326601,688357,建龙微纳,bottom_area,2023-03-31,94.06,2023-03-30,92.23,1.9841700097582113,4.065922151143879,27.108195684817826,False,0.9336,1.2152,1,3,1,33.33333333333333,26.291618828932272,26.291618828932272,18.015829990241787,1.9841700097582113,历史1/3次成功; 当前距低点1.98%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
10,61.66857410476445,51.96890136931669,002192,融捷股份,bottom_area,2023-03-31,75.77,2023-03-31,75.31,0.61080865754879,3.9436993759128915,28.4669452887538,False,-3.1941,4.5329,1,2,1,50.0,25.707231766279197,25.707231766279197,19.389191342451213,0.61080865754879,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
11,60.829311783214834,55.40637471439449,000887,中鼎股份,bottom_area,2023-03-31,12.71,2023-03-20,12.12,4.8679867986798815,6.600660066006607,28.45336481700119,False,0.2366,0.8916,1,2,1,50.0,23.84615384615385,23.84615384615385,15.132013201320119,4.8679867986798815,历史1/2次成功; 当前距低点4.87%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
