rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,100.03379024589422,86.02360338291687,002779,中坚科技,bottom_area,2025-06-05,97.75,2025-06-05,96.1,1.7169614984391317,4.058272632674304,29.48859050553966,False,-0.1532,4.5287,4,4,4,100.0,30.635890319129533,38.253119429590015,18.28303850156087,1.7169614984391317,历史4/4次成功; 当前距低点1.72%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
2,94.23068513173047,80.65964943032428,688682,霍莱沃,bottom_area,2025-06-05,28.41,2025-06-05,28.0,1.4642857142857149,3.9285714285714333,31.37254901960784,False,0.602,1.9289,1,1,1,100.0,26.22699386503069,26.22699386503069,18.535714285714285,1.4642857142857149,历史1/1次成功; 当前距低点1.46%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
3,92.43804806281496,79.46639130434782,688305,科德数控,bottom_area,2025-06-05,55.65,2025-06-05,54.72,1.6995614035087714,1.8640350877193042,32.26046051002724,False,1.0716,0.7882,1,1,1,100.0,22.69565217391304,22.69565217391304,18.30043859649123,1.6995614035087714,历史1/1次成功; 当前距低点1.70%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
4,91.95121432065635,80.26913470166006,002304,洋河股份,bottom_area,2025-06-05,66.65,2025-05-29,65.0,2.538461538461547,2.923076923076932,31.57894736842105,False,0.2406,0.2742,2,2,2,100.0,20.62810220081931,20.781426953567394,17.461538461538453,2.538461538461547,历史2/2次成功; 当前距低点2.54%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
5,90.63795043052681,79.16750608272507,002889,东方嘉盛,bottom_area,2025-06-05,14.77,2025-06-05,14.4,2.569444444444439,2.7083333333333246,32.92966930600838,False,1.0951,2.0116,1,1,1,100.0,31.751824817518237,31.751824817518237,17.430555555555564,2.569444444444439,历史1/1次成功; 当前距低点2.57%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
6,89.83304625967897,76.37739046633234,000096,广聚能源,bottom_area,2025-06-05,13.85,2025-06-05,13.7,1.0948905109489078,2.9927007299270088,28.645833333333336,False,-1.8427,4.1216,1,1,1,100.0,21.149144254278735,21.149144254278735,18.905109489051096,1.0948905109489078,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
7,89.47309827759409,78.06217485798629,688448,磁谷科技,bottom_area,2025-06-05,29.43,2025-06-03,28.71,2.5078369905956075,2.7168234064785706,27.113480578827115,False,0.478,3.3396,1,1,1,100.0,25.053995680345576,25.053995680345576,17.492163009404393,2.5078369905956075,历史1/1次成功; 当前距低点2.51%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
8,87.87721664525705,77.83193036863767,688543,国科军工,bottom_area,2025-06-05,44.97,2025-06-04,43.52,3.3318014705882257,3.6534926470588145,31.604589030331603,False,0.4692,2.9893,1,1,1,100.0,33.916331836445266,33.916331836445266,16.668198529411775,3.3318014705882257,历史1/1次成功; 当前距低点3.33%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
9,87.56270373160356,75.29943864878291,002040,南京港,bottom_area,2025-06-05,10.07,2025-06-03,9.9,1.7171717171717165,6.868686868686866,31.72413793103448,False,-4.0952,8.3082,1,1,1,100.0,33.196721311475414,33.196721311475414,18.282828282828284,1.7171717171717165,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
10,85.31435955723528,76.81653083375149,000811,冰轮环境,bottom_area,2025-06-05,9.6,2025-06-03,9.21,4.234527687296404,6.297502714440806,28.54926299456943,False,2.7837,3.201,4,5,4,80.0,32.856204090254195,47.451868629671566,15.765472312703599,4.234527687296404,历史4/5次成功; 当前距低点4.23%; 最新日涨幅2.78%; 状态bottom_area; 底部未确认
11,85.16860008229035,71.42433090186304,605377,华旺科技,bottom_area,2025-06-05,8.72,2025-06-05,8.69,0.34522439585732034,1.4959723820483404,28.062913907284777,False,-0.7964,0.569,1,1,1,100.0,25.16904583020285,25.16904583020285,19.654775604142678,0.34522439585732034,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
