rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.54412842612683,85.61295266397792,300626,华瑞股份,bottom_area,2026-06-02,34.23,2026-06-02,33.65,1.723625557206533,4.903417533432388,28.0982905982906,False,0.5286,7.002,1,1,1,100.0,60.05625879043601,60.05625879043601,18.27637444279347,1.723625557206533,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
2,96.98636982448518,82.33266597249911,300592,华凯易佰,bottom_area,2026-06-02,11.99,2026-05-28,11.87,1.010951979780969,7.41364785172705,27.17791411042946,True,-2.5203,2.6306,1,1,1,100.0,39.40362087326942,39.40362087326942,18.98904802021903,1.010951979780969,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
3,94.373142991473,83.09928785569366,301696,三瑞智能,bottom_area,2026-06-02,123.11,2026-06-02,119.51,3.012300225922512,5.313362898502212,29.28402366863905,False,0.9098,15.5083,1,1,1,100.0,47.76899966618449,47.76899966618449,16.98769977407749,3.012300225922512,历史1/1次成功; 当前距低点3.01%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
4,94.04588178320964,83.65665718335269,688228,开普云,bottom_area,2026-06-02,89.38,2026-06-02,86.3,3.568945538818075,6.01390498261877,28.97119341563786,False,-0.6889,2.6085,3,3,3,100.0,44.77924687096383,77.58669034489205,16.43105446118193,3.568945538818075,历史3/3次成功; 当前距低点3.57%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
5,93.3659211694443,81.67757809694976,300631,久吾高科,bottom_area,2026-06-02,24.36,2026-06-02,23.73,2.654867256637164,4.930467762326161,27.16390423572744,False,-1.0962,1.9956,2,2,2,100.0,42.80225299870349,50.86505190311419,17.34513274336284,2.654867256637164,历史2/2次成功; 当前距低点2.65%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
6,93.02648524838483,82.68150121065375,688667,菱电电控,bottom_area,2026-06-02,116.05,2026-06-02,112.1,3.523639607493313,7.136485280999108,31.17632612966602,False,0.3025,3.3069,1,1,1,100.0,71.22137404580155,71.22137404580155,16.47636039250669,3.523639607493313,历史1/1次成功; 当前距低点3.52%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
7,92.86517199118681,79.71078115682766,688512,慧智微,bottom_area,2026-06-02,13.21,2026-06-02,13.0,1.615384615384622,4.384615384615387,27.33370598099497,False,-1.1967,5.3466,1,1,1,100.0,39.79328165374677,39.79328165374677,18.38461538461538,1.615384615384622,历史1/1次成功; 当前距低点1.62%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
8,92.65802186630248,79.99154636600554,002987,京北方,bottom_area,2026-06-02,11.62,2026-06-01,11.4,1.929824561403499,4.824561403508763,28.70544090056285,False,-1.7751,0.8514,2,2,2,100.0,27.38926617668102,28.88432580424366,18.0701754385965,1.929824561403499,历史2/2次成功; 当前距低点1.93%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
9,92.63008676387841,80.26981452695831,002248,华东数控,bottom_area,2026-06-02,10.04,2026-06-02,9.83,2.136317395727356,4.679552390640886,30.0355871886121,False,-1.8573,2.9673,1,1,1,100.0,47.36000000000001,47.36000000000001,17.86368260427265,2.136317395727356,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
10,92.39133141945433,80.28312521924485,688596,正帆科技,bottom_area,2026-06-02,38.47,2026-06-02,37.61,2.28662589736772,4.653017814411061,27.63132576486435,False,0.9711,4.3526,1,1,1,100.0,26.27450980392157,26.27450980392157,17.71337410263228,2.28662589736772,历史1/1次成功; 当前距低点2.29%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
11,91.11225862039034,78.55603969893744,603123,翠微股份,bottom_area,2026-06-02,9.86,2026-06-02,9.68,1.859504132231402,5.888429752066119,27.70724421209859,False,-4.0856,2.8028,1,1,1,100.0,45.93749999999999,45.93749999999999,18.1404958677686,1.859504132231402,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
12,89.72873593917257,76.63580877270442,300164,通源石油,bottom_area,2026-06-02,9.81,2026-06-02,9.68,1.342975206611579,7.334710743801661,31.49327671620666,False,-2.8713,9.657,3,4,3,75.0,25.04268722296696,28.79952690715554,18.65702479338842,1.342975206611579,历史3/4次成功; 当前距低点1.34%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
13,89.50588440886435,78.86662240587565,300984,金沃股份,bottom_area,2026-06-02,56.1,2026-06-02,54.44,3.049228508449676,5.014695077149162,29.11458333333333,False,-0.2844,2.5756,1,1,1,100.0,47.80918727915194,47.80918727915194,16.95077149155033,3.049228508449676,历史1/1次成功; 当前距低点3.05%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
14,89.08023981984506,78.59089105415005,600130,波导股份,bottom_area,2026-06-02,4.96,2026-06-01,4.81,3.118503118503126,6.02910602910603,29.88338192419826,False,-1.3917,4.1106,2,2,2,100.0,30.26664587556526,32.23140495867769,16.88149688149688,3.118503118503126,历史2/2次成功; 当前距低点3.12%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
15,88.46622089713982,76.18297474829568,002470,金正大,bottom_area,2026-06-02,2.27,2026-06-02,2.23,1.793721973094172,4.48430493273543,29.65299684542587,False,-2.1552,2.4869,1,1,1,100.0,22.38805970149252,22.38805970149252,18.20627802690583,1.793721973094172,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
16,88.38657231097127,79.78055248923353,688170,德龙激光,bottom_area,2026-06-02,71.4,2026-06-02,68.41,4.370706037129088,7.732787604151449,28.47882906429692,False,1.9126,7.9109,1,1,1,100.0,41.82021217197096,41.82021217197096,15.62929396287091,4.370706037129088,历史1/1次成功; 当前距低点4.37%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
17,88.14156826703919,75.84882729211088,600507,方大特钢,bottom_area,2026-06-02,4.64,2026-05-29,4.56,1.754385964912282,8.114035087719301,29.84615384615385,True,-4.1322,1.463,1,1,1,100.0,21.2686567164179,21.2686567164179,18.24561403508772,1.754385964912282,历史1/1次成功; 当前距低点1.75%; 最新日涨幅-4.13%; 状态bottom_area; 底部已确认
18,87.51772053363942,79.0501093074603,605218,伟时电子,bottom_area,2026-06-02,16.58,2026-06-01,15.88,4.408060453400488,9.886649874055406,29.01206973625391,False,0.3025,2.0916,1,1,1,100.0,38.22016460905349,38.22016460905349,15.59193954659951,4.408060453400488,历史1/1次成功; 当前距低点4.41%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
19,87.0397928315587,78.26394743765381,603799,华友钴业,bottom_area,2026-06-02,53.58,2026-06-02,51.44,4.160186625194402,4.840590979782275,27.39590684544812,False,0.187,3.2241,1,1,1,100.0,31.82316404822798,31.82316404822798,15.8398133748056,4.160186625194402,历史1/1次成功; 当前距低点4.16%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
20,86.85544736190938,75.24200713084429,688778,厦钨新能,bottom_area,2026-06-02,60.72,2026-06-02,59.46,2.119071644803225,4.08678102926337,31.49769585253456,False,-0.6707,1.1448,1,1,1,100.0,20.17777777777777,20.17777777777777,17.88092835519678,2.119071644803225,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
21,86.29347145964987,75.50678752719362,600067,冠城新材,bottom_area,2026-06-02,3.08,2026-05-29,3.0,2.666666666666669,5.666666666666664,28.57142857142858,False,-1.9108,1.7441,1,1,1,100.0,26.39593908629443,26.39593908629443,17.33333333333333,2.666666666666669,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
22,86.24929763991034,74.42953210347763,301678,新恒汇,bottom_area,2026-06-02,50.2,2026-06-02,49.26,1.908241981323599,8.384084449857902,30.61971830985916,False,-6.1156,7.7155,1,1,1,100.0,24.17871222076216,24.17871222076216,18.0917580186764,1.908241981323599,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-6.12%; 状态bottom_area; 底部未确认
23,86.23202352889047,76.22720311946118,601002,晋亿实业,bottom_area,2026-06-02,5.12,2026-05-28,4.96,3.225806451612906,8.66935483870967,27.16593245227606,False,-0.7752,1.4407,1,1,1,100.0,35.16483516483515,35.16483516483515,16.7741935483871,3.225806451612906,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
24,86.02381792776193,75.06621519840704,603520,司太立,bottom_area,2026-06-02,10.18,2026-06-02,9.93,2.517623363544814,3.826787512588125,30.89770354906054,False,-0.6829,4.6395,1,1,1,100.0,22.72228320526894,22.72228320526894,17.48237663645519,2.517623363544814,历史1/1次成功; 当前距低点2.52%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
25,85.81829220965822,75.40608693507036,688123,聚辰股份,bottom_area,2026-06-02,127.2,2026-06-02,123.62,2.895971525643098,6.058890147225375,29.96033994334277,False,-0.3681,5.1963,1,1,1,100.0,27.8622764499415,27.8622764499415,17.1040284743569,2.895971525643098,历史1/1次成功; 当前距低点2.90%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
26,85.51660073013123,77.87969134206259,688283,坤恒顺维,bottom_area,2026-06-02,37.12,2026-06-02,35.4,4.858757062146889,6.553672316384182,29.15749449669802,False,0.0539,1.6899,1,1,1,100.0,35.87378640776697,35.87378640776697,15.14124293785311,4.858757062146889,历史1/1次成功; 当前距低点4.86%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
27,85.37592292972701,75.06151223127956,688793,倍轻松,bottom_area,2026-06-02,18.63,2026-05-29,18.1,2.928176795580097,10.82872928176794,29.65410027205596,True,-3.3212,3.0999,1,1,1,100.0,27.31321128154379,27.31321128154379,17.0718232044199,2.928176795580097,历史1/1次成功; 当前距低点2.93%; 最新日涨幅-3.32%; 状态bottom_area; 底部已确认
28,85.33401930043556,76.94800177833896,688502,茂莱光学,bottom_area,2026-06-02,436.05,2026-06-02,418.01,4.315686227602216,4.767828520848785,31.05558304469734,False,0.7067,2.3817,1,1,1,100.0,26.10970464135021,26.10970464135021,15.68431377239778,4.315686227602216,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
29,84.99195178639522,74.39717136205996,000912,泸天化,bottom_area,2026-06-02,3.82,2026-05-27,3.72,2.688172043010743,5.107526881720428,31.49171270718231,False,-1.7995,1.4357,1,1,1,100.0,20.61855670103093,20.61855670103093,17.31182795698926,2.688172043010743,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
30,84.8500033898305,76.79672518159806,600103,青山纸业,bottom_area,2026-06-02,3.7,2026-06-02,3.54,4.51977401129944,4.802259887005648,30.58823529411764,False,0.271,3.8998,1,1,1,100.0,27.08333333333333,27.08333333333333,15.48022598870056,4.51977401129944,历史1/1次成功; 当前距低点4.52%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
31,84.7925621710404,75.3147508305648,300004,南风股份,bottom_area,2026-06-02,13.35,2026-06-02,12.9,3.48837209302325,5.736434108527133,28.6504424778761,False,-1.476,4.2613,1,1,1,100.0,32.55813953488373,32.55813953488373,16.51162790697675,3.48837209302325,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
