rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.54412842612683,85.61295266397792,300626,华瑞股份,bottom_area,2026-06-02,34.23,2026-06-02,33.65,1.723625557206533,4.903417533432388,28.0982905982906,False,0.5286,7.002,1,1,1,100.0,60.05625879043601,60.05625879043601,18.27637444279347,1.723625557206533,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
32,84.59652266341317,74.2798735581189,300355,蒙草生态,bottom_area,2026-06-02,3.24,2026-05-27,3.15,2.857142857142867,6.349206349206354,28.08219178082192,False,-0.9174,1.2628,1,1,1,100.0,21.46739130434781,21.46739130434781,17.14285714285714,2.857142857142867,历史1/1次成功; 当前距低点2.86%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
33,84.53411864755138,76.31745802118314,300292,吴通控股,bottom_area,2026-06-02,5.48,2026-05-28,5.25,4.380952380952388,6.285714285714287,28.08219178082191,False,2.2388,10.142,1,1,1,100.0,23.29113924050633,23.29113924050633,15.61904761904761,4.380952380952388,历史1/1次成功; 当前距低点4.38%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
34,83.89770128347062,74.03383045980979,301513,尚水智能,bottom_area,2026-06-02,67.55,2026-06-02,65.5,3.129770992366407,5.328244274809153,28.78886714503153,False,-2.7918,10.9741,1,1,1,100.0,22.53164556962025,22.53164556962025,16.87022900763359,3.129770992366407,历史1/1次成功; 当前距低点3.13%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
35,83.35322665341357,70.97673584800197,603178,圣龙股份,bottom_area,2026-06-02,17.17,2026-06-02,16.97,1.178550383028891,7.248084855627582,29.29166666666667,False,-3.3221,4.1701,2,3,2,66.66666666666666,38.11517560359172,47.51869476546566,18.82144961697111,1.178550383028891,历史2/3次成功; 当前距低点1.18%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
36,83.1733552522746,69.827326007326,002320,海峡股份,bottom_area,2026-06-02,7.44,2026-05-28,7.41,0.4048582995951451,4.858299595141693,32.63636363636363,False,-3.125,0.7647,1,1,1,100.0,26.1111111111111,26.1111111111111,19.59514170040486,0.4048582995951451,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
37,83.14723420004671,75.06027636464664,301068,大地海洋,bottom_area,2026-06-02,29.33,2026-06-01,28.1,4.377224199288245,8.89679715302491,28.86075949367088,True,-2.5258,1.3045,1,1,1,100.0,29.77902490354261,29.77902490354261,15.62277580071176,4.377224199288245,历史1/1次成功; 当前距低点4.38%; 最新日涨幅-2.53%; 状态bottom_area; 底部已确认
38,83.14067532364726,70.2174888230885,300251,光线传媒,bottom_area,2026-06-02,12.41,2026-06-02,12.32,0.7305194805194793,4.626623376623379,28.45528455284552,False,-3.7984,1.6589,1,1,1,100.0,31.06017191977078,31.06017191977078,19.26948051948052,0.7305194805194793,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
39,82.84396123876162,70.70381982781247,003038,鑫铂股份,bottom_area,2026-06-02,12.44,2026-06-01,12.28,1.302931596091206,4.96742671009773,28.85283893395134,False,-2.3548,2.2356,2,3,2,66.66666666666666,27.52188350496187,29.53615279672577,18.69706840390879,1.302931596091206,历史2/3次成功; 当前距低点1.30%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
40,82.61073968370965,69.2833227399778,600808,马钢股份,bottom_area,2026-06-02,2.88,2026-06-02,2.87,0.3484320557491214,4.181184668989551,31.66666666666666,False,-3.3557,0.9909,1,1,1,100.0,22.69230769230769,22.69230769230769,19.65156794425088,0.3484320557491214,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
41,82.24934686472348,75.3039926588124,002902,铭普光磁,just_rebound,2026-06-02,32.05,2026-06-02,30.48,5.150918635170592,6.955380577427825,29.16569834998838,False,1.3599,10.7518,1,1,1,100.0,36.84210526315789,36.84210526315789,14.84908136482941,5.150918635170592,历史1/1次成功; 当前距低点5.15%; 最新日涨幅1.36%; 状态just_rebound; 底部未确认
42,82.1082706010186,74.00165647445588,301326,捷邦科技,bottom_area,2026-06-02,141.31,2026-06-02,135.5,4.287822878228784,5.535055350553505,29.47116385592338,False,-0.3456,2.2763,1,1,1,100.0,32.49829196082898,32.49829196082898,15.71217712177122,4.287822878228784,历史1/1次成功; 当前距低点4.29%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
43,81.03805572930587,71.73759026687597,300052,中青宝,bottom_area,2026-06-02,11.57,2026-06-02,11.2,3.303571428571438,8.303571428571441,29.02408111533587,False,-4.3802,7.7486,1,1,1,100.0,21.92307692307692,21.92307692307692,16.69642857142856,3.303571428571438,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
44,80.82069292053764,72.3931608245491,002519,银河电子,bottom_area,2026-06-02,6.58,2026-06-02,6.33,3.949447077409163,5.6872037914692,30.51591657519209,False,-1.2012,3.1491,1,1,1,100.0,20.88772845953002,20.88772845953002,16.05055292259084,3.949447077409163,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
45,79.87002254239457,67.96218509819488,300049,福瑞医科,bottom_area,2026-06-02,43.49,2026-06-02,43.0,1.139534883720935,6.30232558139535,28.98431048720066,False,-4.0168,2.9648,2,3,2,66.66666666666666,21.56630314525051,22.22222222222222,18.86046511627907,1.139534883720935,历史2/3次成功; 当前距低点1.14%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
46,79.58165045302171,73.81449381025828,301408,华人健康,just_rebound,2026-06-02,17.33,2026-05-27,16.37,5.864386072083062,13.01160659743432,28.98047722342733,True,-5.3005,7.2775,2,2,2,100.0,41.90895383529563,63.06849315068494,14.13561392791694,5.864386072083062,历史2/2次成功; 当前距低点5.86%; 最新日涨幅-5.30%; 状态just_rebound; 底部已确认
47,79.56482857192873,72.68778102577733,300411,金盾股份,just_rebound,2026-06-02,8.35,2026-05-28,7.95,5.031446540880497,6.918238993710689,29.27046263345196,False,0.6024,2.3113,1,1,1,100.0,21.73038229376258,21.73038229376258,14.96855345911951,5.031446540880497,历史1/1次成功; 当前距低点5.03%; 最新日涨幅0.60%; 状态just_rebound; 底部未确认
48,79.2586002075453,72.82458359836899,605089,味知香,just_rebound,2026-06-02,22.66,2026-05-27,21.51,5.346350534635047,8.647140864714082,30.79150579150578,True,-2.7885,1.0052,1,1,1,100.0,38.50267379679143,38.50267379679143,14.65364946536495,5.346350534635047,历史1/1次成功; 当前距低点5.35%; 最新日涨幅-2.79%; 状态just_rebound; 底部已确认
49,79.19912431470597,73.62172119395203,300042,朗科科技,just_rebound,2026-06-02,58.08,2026-06-02,54.8,5.985401459854018,6.843065693430657,28.88658188424605,False,1.5917,9.1735,1,1,1,100.0,35.10416666666668,35.10416666666668,14.01459854014598,5.985401459854018,历史1/1次成功; 当前距低点5.99%; 最新日涨幅1.59%; 状态just_rebound; 底部未确认
50,76.71967095158234,72.01014659613867,688226,威腾电气,just_rebound,2026-06-02,47.4,2026-06-02,44.5,6.516853932584267,7.303370786516854,28.74299439551642,False,1.4121,3.7044,1,1,1,100.0,31.09305760709011,31.09305760709011,13.48314606741573,6.516853932584267,历史1/1次成功; 当前距低点6.52%; 最新日涨幅1.41%; 状态just_rebound; 底部未确认
51,75.29880757647784,64.60180579811386,603790,雅运股份,bottom_area,2026-06-02,24.93,2026-06-02,24.54,1.589242053789734,5.134474327628368,27.71723122238587,False,-1.5014,1.5097,1,2,1,50.0,63.59797297297298,63.59797297297298,18.41075794621026,1.589242053789734,历史1/2次成功; 当前距低点1.59%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
52,75.23956439461375,69.85011397614943,002370,亚太药业,just_rebound,2026-06-02,5.91,2026-05-27,5.58,5.913978494623657,11.11111111111111,28.0,True,-0.8389,2.3651,1,1,1,100.0,27.48091603053434,27.48091603053434,14.08602150537634,5.913978494623657,历史1/1次成功; 当前距低点5.91%; 最新日涨幅-0.84%; 状态just_rebound; 底部已确认
53,74.82273675807836,63.55486699108157,000710,贝瑞基因,bottom_area,2026-06-02,8.72,2026-05-28,8.63,1.042873696407878,4.866743916570103,28.61869313482216,False,-2.8953,1.8174,1,2,1,50.0,39.58742632612967,39.58742632612967,18.95712630359212,1.042873696407878,历史1/2次成功; 当前距低点1.04%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
54,74.73317578103193,66.81442867840602,300895,铜牛信息,bottom_area,2026-06-02,59.4,2026-06-02,57.2,3.84615384615384,5.559440559440558,30.23539456031222,False,-1.0,4.4158,2,3,2,66.66666666666666,28.87902298642795,35.27357392316647,16.15384615384616,3.84615384615384,历史2/3次成功; 当前距低点3.85%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
55,74.64525099849098,63.48215012554515,688556,高测股份,bottom_area,2026-06-02,10.93,2026-06-02,10.81,1.110083256244211,6.105457909343202,31.58227848101266,False,-3.9543,5.6705,1,2,1,50.0,67.0,67.0,18.88991674375579,1.110083256244211,历史1/2次成功; 当前距低点1.11%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
56,73.07450632453678,62.58270063058566,000566,海南海药,bottom_area,2026-06-02,4.08,2026-05-27,4.02,1.492537313432848,4.72636815920399,27.82764811490127,False,-2.3923,1.5269,1,2,1,50.0,38.29787234042554,38.29787234042554,18.50746268656715,1.492537313432848,历史1/2次成功; 当前距低点1.49%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
57,71.82003812237261,60.87284432605723,688552,航天南湖,bottom_area,2026-06-02,29.46,2026-06-02,29.19,0.9249743062692687,7.810894141829385,31.30148270181219,False,-5.5466,2.9259,2,3,2,66.66666666666666,21.41163648786761,21.80036742192286,19.07502569373073,0.9249743062692687,历史2/3次成功; 当前距低点0.92%; 最新日涨幅-5.55%; 状态bottom_area; 底部未确认
58,71.17218028464859,62.51089552238807,002759,天际股份,bottom_area,2026-06-02,27.57,2026-06-02,26.8,2.873134328358208,6.64179104477611,32.32323232323233,False,-2.717,6.1893,1,2,1,50.0,72.99787384833452,72.99787384833452,17.1268656716418,2.873134328358208,历史1/2次成功; 当前距低点2.87%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
59,70.19522259743076,63.73099230111205,002413,雷科防务,bottom_area,2026-06-02,10.49,2026-06-02,10.02,4.690618762475056,5.18962075848303,29.73352033660589,False,0.0,4.4357,1,2,1,50.0,51.17493472584857,51.17493472584857,15.30938123752494,4.690618762475056,历史1/2次成功; 当前距低点4.69%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
60,69.05173241720685,59.72954977366338,600770,综艺股份,bottom_area,2026-06-02,6.01,2026-06-02,5.89,2.037351443123941,4.753820033955862,31.67053364269141,False,-2.2764,2.6733,1,2,1,50.0,27.72861356932153,27.72861356932153,17.96264855687606,2.037351443123941,历史1/2次成功; 当前距低点2.04%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
61,68.92190976214974,59.40576923076924,301636,泽润新能,bottom_area,2026-06-02,50.84,2026-06-02,49.92,1.842948717948721,5.949519230769228,28.27586206896551,False,-2.8659,2.9397,1,2,1,50.0,24.28571428571427,24.28571428571427,18.15705128205128,1.842948717948721,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
62,67.84589961937681,59.60464511608181,002769,普路通,bottom_area,2026-06-02,7.84,2026-05-28,7.62,2.887139107611545,7.086614173228346,30.66424021838035,True,-3.3292,2.343,1,2,1,50.0,35.51912568306011,35.51912568306011,17.11286089238846,2.887139107611545,历史1/2次成功; 当前距低点2.89%; 最新日涨幅-3.33%; 状态bottom_area; 底部已确认
63,67.72190445012785,59.24621118012421,002300,太阳电缆,bottom_area,2026-06-02,8.5,2026-06-02,8.28,2.657004830917882,4.95169082125604,29.41176470588236,False,-2.1864,2.8876,1,3,1,33.33333333333333,75.7716049382716,75.7716049382716,17.34299516908212,2.657004830917882,历史1/3次成功; 当前距低点2.66%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
64,67.38603233688725,60.26639083551957,301387,光大同创,bottom_area,2026-06-02,91.64,2026-06-02,88.23,3.864898560580297,5.610336620197215,27.37076061903194,False,0.3175,8.1013,1,2,1,50.0,24.14330218068536,24.14330218068536,16.13510143941971,3.864898560580297,历史1/2次成功; 当前距低点3.86%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
65,66.85051262123346,57.78603633360859,688223,晶科能源,bottom_area,2026-06-02,5.61,2026-06-02,5.5,2.000000000000006,6.181818181818179,29.757343550447,False,-3.1088,1.4161,1,2,1,50.0,27.16763005780348,27.16763005780348,17.99999999999999,2.000000000000006,历史1/2次成功; 当前距低点2.00%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
66,66.15072041521178,58.11810506584099,301611,珂玛科技,bottom_area,2026-06-02,89.37,2026-06-02,86.86,2.88970757540871,4.513009440478934,32.6144297905353,False,-0.0224,5.6975,1,2,1,50.0,26.52795838751626,26.52795838751626,17.11029242459129,2.88970757540871,历史1/2次成功; 当前距低点2.89%; 最新日涨幅-0.02%; 状态bottom_area; 底部未确认
67,65.96360990939291,57.19012484755248,603360,百傲化学,bottom_area,2026-06-02,19.36,2026-06-02,18.95,2.16358839050132,8.073878627968343,32.29724901750625,False,-4.9116,2.9927,1,2,1,50.0,25.39614561027837,25.39614561027837,17.83641160949868,2.16358839050132,历史1/2次成功; 当前距低点2.16%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
68,64.13993283791689,54.03899789193311,688656,浩欧博,bottom_area,2026-06-02,107.64,2026-06-02,107.0,0.5981308411214958,3.887850467289717,27.59017391892807,False,-3.123,0.5585,1,2,1,50.0,34.5865413458654,34.5865413458654,19.4018691588785,0.5981308411214958,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
69,63.84818133100529,55.25378439998217,603109,神驰机电,bottom_area,2026-06-02,19.3,2026-06-01,18.91,2.06240084611317,3.754627181385515,27.82442748091603,False,-0.924,0.9355,1,3,1,33.33333333333333,23.32912988650693,23.32912988650693,17.93759915388683,2.06240084611317,历史1/3次成功; 当前距低点2.06%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
70,63.75873037067591,54.04406162464988,000813,德展健康,bottom_area,2026-06-02,3.26,2026-05-28,3.23,0.9287925696594366,8.359133126934985,28.22222222222222,True,-4.3988,1.8821,1,2,1,50.0,28.31541218637993,28.31541218637993,19.07120743034056,0.9287925696594366,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-4.40%; 状态bottom_area; 底部已确认
71,62.2298972627905,52.66795776144617,600620,天宸股份,bottom_area,2026-06-02,4.77,2026-06-01,4.73,0.8456659619450135,6.76532769556024,27.67584097859326,False,-3.6364,1.1356,1,2,1,50.0,29.38271604938273,29.38271604938273,19.15433403805499,0.8456659619450135,历史1/2次成功; 当前距低点0.85%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
72,62.08569757288386,56.08250035209612,688221,前沿生物,bottom_area,2026-06-02,19.17,2026-06-02,18.36,4.411764705882366,5.718954248366017,28.02822422579381,False,-1.793,3.1542,1,2,1,50.0,28.91061452513967,28.91061452513967,15.58823529411764,4.411764705882366,历史1/2次成功; 当前距低点4.41%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
73,61.08797407041442,53.24859725266149,688682,霍莱沃,bottom_area,2026-06-02,39.6,2026-06-02,38.65,2.45795601552394,6.856403622250967,27.93212754055567,False,-3.5793,2.0529,1,3,1,33.33333333333333,26.22699386503069,26.22699386503069,17.54204398447606,2.45795601552394,历史1/3次成功; 当前距低点2.46%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
