rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.96972264159606,78.26527024783758,300677,英科医疗,bottom_area,2021-06-11,100.6,2021-06-11,99.02,1.5956372450010081,3.352858008483142,32.57983250493635,False,0.4995,6.044,1,1,1,100.0,14.964103045375621,14.964103045375621,6.404362754998992,1.5956372450010081,历史1/1次成功; 当前距低点1.60%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
2,78.13478338514423,74.66977044215437,605268,王力安防,confirmed_rebound,2021-06-11,14.24,2021-05-20,14.01,1.6416845110635292,8.279800142755175,29.349470499243562,True,-0.0702,3.075,1,1,1,100.0,19.692532942898985,19.692532942898985,6.358315488936471,1.6416845110635292,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-0.07%; 状态confirmed_rebound; 底部已确认
3,72.08803314479069,66.91658179806683,603233,大参林,bottom_area,2021-06-11,53.57,2021-06-11,53.5,0.13084112149532762,6.242990654205614,30.138417341342382,False,-5.8027,1.1581,1,1,1,100.0,8.520965349871906,8.520965349871906,7.869158878504673,0.13084112149532762,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-5.80%; 状态bottom_area; 底部未确认
4,70.30820092980207,69.74519967923014,300696,爱乐达,confirmed_rebound,2021-06-11,38.75,2021-06-04,37.41,3.581929965249943,9.035017375033421,29.38844847112118,True,-2.8822,1.2277,1,1,1,100.0,17.0,17.0,4.418070034750057,3.581929965249943,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-2.88%; 状态confirmed_rebound; 底部已确认
5,64.9188338768156,65.3566849838729,688316,青云科技,confirmed_rebound,2021-06-11,79.41,2021-06-08,76.1,4.34954007884363,13.77135348226019,28.336001506733215,True,-6.2124,12.1798,1,1,1,100.0,13.030303030303022,13.030303030303022,3.6504599211563704,4.34954007884363,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-6.21%; 状态confirmed_rebound; 底部已确认
