rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.0910344533832,84.58011681319569,000811,冰轮环境,bottom_area,2024-07-24,8.21,2024-07-24,8.12,1.1083743842364733,2.339901477832528,31.64983164983166,False,-0.1217,1.1253,3,3,3,100.0,32.0817763938432,47.451868629671566,8.891625615763527,1.1083743842364733,历史3/3次成功; 当前距低点1.11%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
39,76.2599969439518,70.6535637168616,603317,天味食品,bottom_area,2024-07-24,10.17,2024-07-24,10.07,0.9930486593843062,3.5749751737835096,31.262798634812288,False,-1.834,0.3453,2,2,2,100.0,12.299541184181786,14.347826086956525,9.006951340615695,0.9930486593843062,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
40,75.6094274718047,69.10643435163665,000090,天健集团,bottom_area,2024-07-24,3.56,2024-07-24,3.55,0.28169014084507693,2.8169014084507067,28.57142857142857,False,-2.9973,0.9274,1,1,1,100.0,11.928429423459237,11.928429423459237,9.718309859154923,0.28169014084507693,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
41,75.49907201399738,68.8531473598889,002706,良信股份,bottom_area,2024-07-24,6.04,2024-07-24,6.03,0.16583747927031153,1.9900497512437827,31.86440677966101,False,-1.6287,0.9367,3,4,3,75.0,13.31320867002797,14.727153188691638,9.83416252072969,0.16583747927031153,历史3/4次成功; 当前距低点0.17%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
42,75.38556442517975,68.94668224299068,603220,中贝通信,bottom_area,2024-07-24,19.06,2024-07-24,19.0,0.3157894736842038,3.8421052631578965,29.52522255192879,False,-2.7055,2.047,1,1,1,100.0,11.487538940809966,11.487538940809966,9.684210526315796,0.3157894736842038,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
43,75.24478260869566,68.40434782608696,000629,钒钛股份,bottom_area,2024-07-24,2.26,2024-07-24,2.26,0.0,3.539823008849561,31.51515151515152,False,-3.0043,0.6367,1,1,1,100.0,27.173913043478265,27.173913043478265,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
44,74.87218798112353,72.50831880390173,600062,华润双鹤,confirmed_rebound,2024-07-24,17.76,2024-07-17,17.19,3.315881326352532,10.413030831878995,28.76087857438872,True,-0.3926,0.7796,2,2,2,100.0,11.927571118201655,13.741034352585885,6.684118673647468,3.315881326352532,历史2/2次成功; 当前距低点3.32%; 最新日涨幅-0.39%; 状态confirmed_rebound; 底部已确认
45,74.66730237517466,68.59628114265837,000726,鲁泰A,bottom_area,2024-07-24,5.48,2024-07-23,5.45,0.5504587155963349,3.6697247706422047,27.81456953642384,False,-0.1821,0.5719,1,1,1,100.0,12.480252764612954,12.480252764612954,9.449541284403667,0.5504587155963349,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
46,73.9688151815568,68.09608547528998,002601,龙佰集团,bottom_area,2024-07-24,16.79,2024-07-24,16.68,0.6594724220623467,2.6378896882494085,28.10344827586207,False,-1.5249,0.6936,1,1,1,100.0,11.127325793506023,11.127325793506023,9.340527577937655,0.6594724220623467,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
47,73.91698178951222,68.12096957450052,000786,北新建材,bottom_area,2024-07-24,26.75,2024-07-24,26.56,0.7153614457831373,2.7861445783132606,27.232876712328768,False,-1.3279,0.4395,1,1,1,100.0,11.946202531645568,11.946202531645568,9.284638554216864,0.7153614457831373,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
48,73.66733695192549,68.08312198120665,002171,楚江新材,bottom_area,2024-07-24,5.84,2024-07-24,5.79,0.8635578583765081,2.763385146804838,28.694581280788167,False,-0.8489,0.9435,1,1,1,100.0,13.559322033898319,13.559322033898319,9.136442141623492,0.8635578583765081,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
49,73.62740976421199,68.00699680511183,600997,开滦股份,bottom_area,2024-07-24,6.05,2024-07-24,6.0,0.8333333333333304,2.0000000000000018,29.411764705882355,False,-0.165,0.3492,1,1,1,100.0,12.77955271565495,12.77955271565495,9.16666666666667,0.8333333333333304,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
50,73.33277297218584,67.85460317460318,002060,广东建工,bottom_area,2024-07-24,3.27,2024-07-09,3.24,0.9259259259259198,6.48148148148148,27.67857142857143,False,-1.506,0.7883,1,1,1,100.0,13.095238095238093,13.095238095238093,9.07407407407408,0.9259259259259198,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
51,73.09052132773245,67.60079253775379,603036,如通股份,bottom_area,2024-07-24,8.94,2024-07-24,8.86,0.9029345372460504,2.8216704288939054,30.78125000000001,False,-0.9967,0.8499,1,1,1,100.0,11.448834853090181,11.448834853090181,9.09706546275395,0.9029345372460504,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
52,70.9159189629847,64.64710844691975,002346,柘中股份,bottom_area,2024-07-24,6.93,2024-07-24,6.92,0.14450867052022812,2.6011560693641576,29.888551165146904,False,-2.3944,0.2498,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,9.855491329479772,0.14450867052022812,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
53,70.8501738635637,67.47635606053686,000697,炼石航空,bottom_area,2024-07-24,5.46,2024-07-18,5.33,2.4390243902439006,7.129455909943713,30.144167758846656,True,-1.087,0.9743,2,3,2,66.66666666666666,19.465940879711173,27.861771058315338,7.5609756097561,2.4390243902439006,历史2/3次成功; 当前距低点2.44%; 最新日涨幅-1.09%; 状态bottom_area; 底部已确认
54,70.47843571347721,69.5286412769355,002603,以岭药业,confirmed_rebound,2024-07-24,15.08,2024-07-09,14.46,4.287690179806357,10.995850622406637,27.988047808764932,True,-1.6949,0.5133,3,4,3,75.0,28.653628424161244,39.661898569570866,5.712309820193644,4.287690179806357,历史3/4次成功; 当前距低点4.29%; 最新日涨幅-1.69%; 状态confirmed_rebound; 底部已确认
55,69.01053871429626,62.871413066236606,002043,兔宝宝,bottom_area,2024-07-24,8.92,2024-07-24,8.91,0.1122334455667765,2.1324354657687934,31.461538461538463,False,-1.7621,1.0549,2,3,2,66.66666666666666,15.218487394957986,15.96638655462185,9.887766554433224,0.1122334455667765,历史2/3次成功; 当前距低点0.11%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
56,68.59759284122603,62.71462775937333,002044,美年健康,bottom_area,2024-07-24,3.39,2024-07-24,3.38,0.2958579881656873,2.3668639053254457,30.87934560327198,False,-1.7391,0.6892,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,9.704142011834312,0.2958579881656873,历史2/3次成功; 当前距低点0.30%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
57,67.06438206490483,64.1424352864653,688169,石头科技,bottom_area,2024-07-24,307.02,2024-07-24,299.06,2.6616732428275194,6.607369758576871,29.290206648697215,False,-4.2567,2.1237,2,3,2,66.66666666666666,23.679481792717084,29.71190476190475,7.338326757172481,2.6616732428275194,历史2/3次成功; 当前距低点2.66%; 最新日涨幅-4.26%; 状态bottom_area; 底部未确认
58,65.1406551724138,59.40500000000001,600058,五矿发展,bottom_area,2024-07-24,6.09,2024-07-24,6.08,0.1644736842105228,1.9736842105263175,31.06575963718821,False,-1.9324,0.3548,1,2,1,50.0,99.54954954954954,99.54954954954954,9.835526315789478,0.1644736842105228,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
59,62.58798935834427,58.56186138792445,002511,中顺洁柔,bottom_area,2024-07-24,6.72,2024-07-09,6.62,1.5105740181268827,7.552870090634441,27.012127894156563,True,-1.7544,0.4374,1,2,1,50.0,12.93532338308459,12.93532338308459,8.489425981873119,1.5105740181268827,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
60,62.06994061658586,56.63408023672193,002833,弘亚数控,bottom_area,2024-07-24,15.68,2024-07-24,15.65,0.1916932907348202,2.044728434504794,30.32056990204809,False,-1.5075,1.215,1,2,1,50.0,35.43624161073825,35.43624161073825,9.80830670926518,0.1916932907348202,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
61,57.43681008394024,52.451635017019726,603320,迪贝电气,bottom_area,2024-07-24,12.71,2024-07-24,12.68,0.2365930599369175,4.889589905362784,30.32967032967033,False,-3.566,4.269,1,2,1,50.0,23.71541501976285,23.71541501976285,9.763406940063083,0.2365930599369175,历史1/2次成功; 当前距低点0.24%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
62,57.099635737189125,52.8856897394399,605123,派克新材,bottom_area,2024-07-24,47.54,2024-07-09,47.08,0.9770603228547172,7.795242141036537,31.649245063879206,True,-1.2669,0.5929,1,2,1,50.0,15.71713589004656,15.71713589004656,9.022939677145283,0.9770603228547172,历史1/2次成功; 当前距低点0.98%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
63,56.94057914548849,51.99581920903956,002643,万润股份,bottom_area,2024-07-24,8.57,2024-07-24,8.55,0.23391812865496572,3.391812865497066,29.74527526705012,False,-2.7242,0.9919,1,2,1,50.0,11.016949152542377,11.016949152542377,9.766081871345035,0.23391812865496572,历史1/2次成功; 当前距低点0.23%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
64,55.859049569888406,50.97175752485791,603128,华贸物流,bottom_area,2024-07-24,5.1,2024-07-24,5.09,0.1964636542239644,3.5363457760314283,29.69613259668509,False,-3.4091,1.4386,1,2,1,50.0,15.267175572519085,15.267175572519085,9.803536345776036,0.1964636542239644,历史1/2次成功; 当前距低点0.20%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
65,55.138292711564176,50.79565867938848,601636,旗滨集团,bottom_area,2024-07-24,5.79,2024-07-24,5.75,0.6956521739130441,1.913043478260875,32.82710280373832,False,-1.3629,0.9141,1,2,1,50.0,10.224438902743147,10.224438902743147,9.304347826086957,0.6956521739130441,历史1/2次成功; 当前距低点0.70%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
66,53.12085588620777,48.569804060063824,002605,姚记科技,bottom_area,2024-07-24,16.67,2024-07-24,16.62,0.3008423586040957,2.8880866425992804,28.88318356867779,False,-2.1714,1.5182,1,3,1,33.33333333333333,12.862318840579725,12.862318840579725,9.699157641395905,0.3008423586040957,历史1/3次成功; 当前距低点0.30%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
67,52.761186061812836,48.108897110470615,002853,皮阿诺,bottom_area,2024-07-24,6.37,2024-07-18,6.36,0.15723270440251236,5.18867924528302,31.019522776572668,False,-2.7481,2.1129,1,4,1,25.0,10.012836970474972,10.012836970474972,9.842767295597488,0.15723270440251236,历史1/4次成功; 当前距低点0.16%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
