rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.34229980751162,85.25028607586987,002481,双塔食品,bottom_area,2024-07-04,3.9,2024-06-28,3.84,1.5625000000000013,7.552083333333334,27.819548872180455,True,-2.9851,1.0519,3,3,3,100.0,32.057989655214385,54.6583850931677,6.437499999999999,1.5625000000000013,历史3/3次成功; 当前距低点1.56%; 最新日涨幅-2.99%; 状态bottom_area; 底部已确认
12,84.34848168269508,78.34740393451918,688156,路德科技,bottom_area,2024-07-04,12.22,2024-07-04,12.2,0.1639344262295193,5.245901639344267,31.65266106442578,False,-4.3818,1.2699,5,5,5,100.0,20.38265820603483,44.22535211267606,7.836065573770481,0.1639344262295193,历史5/5次成功; 当前距低点0.16%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
13,84.23073815742208,78.82401589699218,002317,众生药业,bottom_area,2024-07-04,10.94,2024-07-04,10.88,0.5514705882352824,4.1360294117646985,30.12202954399486,False,-3.0142,1.3804,4,4,4,100.0,27.695531388003374,58.31999999999999,7.448529411764718,0.5514705882352824,历史4/4次成功; 当前距低点0.55%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
14,83.88090177833745,77.67531676030391,688111,金山办公,bottom_area,2024-07-04,191.42,2024-07-04,191.41,0.005224387440567841,4.268324538947817,30.0606547793043,False,-3.3964,0.8234,4,4,4,100.0,14.823808406819378,27.68058076225045,7.994775612559432,0.005224387440567841,历史4/4次成功; 当前距低点0.01%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
15,83.82472896034002,78.60823494313031,688185,康希诺,bottom_area,2024-07-04,39.65,2024-07-04,39.39,0.6600660066006551,4.061944656004066,28.692976104272265,False,-2.6516,0.9424,8,8,8,100.0,17.651534613869938,36.75601999091322,7.339933993399344,0.6600660066006551,历史8/8次成功; 当前距低点0.66%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
16,83.442461905302,77.78905981192807,300446,航天智造,bottom_area,2024-07-04,11.36,2024-07-04,11.32,0.3533568904593564,4.240282685512371,27.38935214881334,False,-2.7397,2.815,3,3,3,100.0,26.154373775136584,51.92697768762679,7.646643109540643,0.3533568904593564,历史3/3次成功; 当前距低点0.35%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
17,83.3635017466301,78.58331832762265,601388,怡球资源,bottom_area,2024-07-04,2.17,2024-06-26,2.15,0.9302325581395358,5.116279069767436,27.609427609427616,False,-2.6906,0.8868,4,4,4,100.0,20.829293334305355,35.632183908045974,7.0697674418604635,0.9302325581395358,历史4/4次成功; 当前距低点0.93%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
18,83.22487242144847,79.89840395633618,605169,洪通燃气,bottom_area,2024-07-04,7.59,2024-06-25,7.45,1.879194630872479,7.516778523489928,28.97998093422307,True,-3.6802,1.2716,3,3,3,100.0,17.381546853362593,26.09375,6.120805369127521,1.879194630872479,历史3/3次成功; 当前距低点1.88%; 最新日涨幅-3.68%; 状态bottom_area; 底部已确认
19,83.06085027484383,78.75221827211418,002145,钛能化学,bottom_area,2024-07-04,3.29,2024-07-01,3.25,1.2307692307692317,5.230769230769228,31.72268907563025,False,-3.2353,0.7913,3,3,3,100.0,12.46436622724744,16.649537512846855,6.769230769230769,1.2307692307692317,历史3/3次成功; 当前距低点1.23%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
20,82.73092762547493,76.86014894436774,603060,国检集团,bottom_area,2024-07-04,5.75,2024-07-04,5.74,0.17421602787456072,3.1358885017421554,28.339575530586764,False,-2.5424,0.2185,3,3,3,100.0,18.964309074848,36.2098138747885,7.82578397212544,0.17421602787456072,历史3/3次成功; 当前距低点0.17%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
21,82.49737449263806,78.1387318087318,001218,丽臣实业,bottom_area,2024-07-04,14.6,2024-06-24,14.43,1.1781011781011776,6.1677061677061715,27.121212121212125,False,-3.1188,1.3204,2,2,2,100.0,25.18711018711019,29.999999999999993,6.821898821898823,1.1781011781011776,历史2/2次成功; 当前距低点1.18%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
22,82.24040132393168,78.91871914742292,001201,东瑞股份,bottom_area,2024-07-04,16.46,2024-07-03,16.16,1.8564356435643607,6.311881188118809,31.380042462845015,False,-3.1195,2.6898,3,3,3,100.0,21.028991477148743,33.37921541637991,6.14356435643564,1.8564356435643607,历史3/3次成功; 当前距低点1.86%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
23,82.20300262609831,77.48855773196257,603368,柳药集团,bottom_area,2024-07-04,17.37,2024-07-04,17.21,0.9296920395119125,2.9633933759442064,28.58921161825726,False,-1.5306,1.2344,3,3,3,100.0,31.603524634675978,42.85714285714285,7.070307960488087,0.9296920395119125,历史3/3次成功; 当前距低点0.93%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
24,82.12111492207761,77.99742497554445,000862,银星能源,bottom_area,2024-07-04,4.6,2024-07-04,4.54,1.3215859030836918,4.625550660792951,29.062500000000004,False,-2.5424,1.7743,1,1,1,100.0,32.63785394932937,32.63785394932937,6.678414096916309,1.3215859030836918,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
25,82.0665558896121,78.23993315018882,600223,福瑞达,bottom_area,2024-07-04,6.69,2024-07-04,6.59,1.5174506828528156,6.221547799696512,29.81895633652823,False,-4.4286,1.2523,2,2,2,100.0,29.890971543512023,47.49216300940439,6.482549317147185,1.5174506828528156,历史2/2次成功; 当前距低点1.52%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
26,82.03588802585725,76.14041738896621,688102,斯瑞新材,bottom_area,2024-07-04,8.09,2024-07-04,8.08,0.12376237623762112,4.7029702970297125,30.881094952951237,False,-3.3453,1.2396,3,3,3,100.0,24.691374230042936,37.1943371943372,7.876237623762379,0.12376237623762112,历史3/3次成功; 当前距低点0.12%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
27,81.95381031093122,77.21085762806442,002761,浙江建投,confirmed_rebound,2024-07-04,7.84,2024-07-01,7.77,0.9009009009009046,8.622908622908621,32.434782608695656,False,-2.7295,1.4011,6,6,6,100.0,23.305976785583134,43.73730534867976,7.099099099099096,0.9009009009009046,历史6/6次成功; 当前距低点0.90%; 最新日涨幅-2.73%; 状态confirmed_rebound; 底部未确认
28,81.81730983455957,75.8653203618884,601012,隆基绿能,bottom_area,2024-07-04,13.46,2024-07-04,13.45,0.07434944237919378,3.4200743494423853,32.27593152064451,False,-2.8159,1.122,3,3,3,100.0,12.391597260822351,14.403553299492398,7.925650557620806,0.07434944237919378,历史3/3次成功; 当前距低点0.07%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
29,81.55166756285831,79.05143609564715,000717,中南股份,bottom_area,2024-07-04,1.72,2024-06-24,1.68,2.380952380952383,7.738095238095245,29.411764705882355,True,-3.9106,0.5603,2,2,2,100.0,35.64520174311065,56.020942408376975,5.619047619047617,2.380952380952383,历史2/2次成功; 当前距低点2.38%; 最新日涨幅-3.91%; 状态bottom_area; 底部已确认
30,81.45030093675497,76.4482928300397,688286,敏芯股份,bottom_area,2024-07-04,41.4,2024-07-04,41.11,0.7054244709316447,5.813670639747022,29.84641638225256,False,-4.3659,2.1703,5,5,5,100.0,16.81000335356905,25.016501650165008,7.294575529068356,0.7054244709316447,历史5/5次成功; 当前距低点0.71%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
31,81.36594038594276,78.53428177544774,002555,三七互娱,bottom_area,2024-07-04,12.78,2024-06-25,12.51,2.158273381294961,6.7146282973621085,28.391528334287347,False,-2.4427,1.2554,3,3,3,100.0,12.447016584947619,16.78160919540231,5.84172661870504,2.158273381294961,历史3/3次成功; 当前距低点2.16%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
32,81.20060326393107,75.44177065629954,002810,山东赫达,bottom_area,2024-07-04,11.35,2024-07-04,11.33,0.17652250661959024,4.148278905560464,32.75964391691395,False,-3.4043,0.852,3,3,3,100.0,21.58194608275378,46.13526570048308,7.82347749338041,0.17652250661959024,历史3/3次成功; 当前距低点0.18%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
33,81.02802225640033,75.36075444786428,301332,德尔玛,bottom_area,2024-07-04,8.67,2024-07-04,8.65,0.23121387283236502,3.468208092485537,31.458003169572102,False,-2.6936,0.952,1,1,1,100.0,44.935064935064936,44.935064935064936,7.768786127167634,0.23121387283236502,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
34,81.01069997632011,75.71780487804875,002687,乔治白,bottom_area,2024-07-04,4.12,2024-06-24,4.1,0.48780487804879175,4.390243902439039,29.914529914529915,False,-1.9048,1.1134,1,1,1,100.0,64.00000000000001,64.00000000000001,7.512195121951208,0.48780487804879175,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
35,80.9673454110092,80.23377942767051,000722,湖南发展,confirmed_rebound,2024-07-04,9.1,2024-06-26,8.79,3.526734926052338,9.101251422070543,29.454253611556997,True,-2.5696,1.3643,4,4,4,100.0,22.71362934983783,36.6412213740458,4.473265073947662,3.526734926052338,历史4/4次成功; 当前距低点3.53%; 最新日涨幅-2.57%; 状态confirmed_rebound; 底部已确认
36,80.9536172459149,77.19512759279475,002345,潮宏基,bottom_area,2024-07-04,4.65,2024-07-04,4.58,1.5283842794759888,4.803493449781654,30.28919330289194,False,-2.5157,0.7751,1,1,1,100.0,30.859375,30.859375,6.471615720524011,1.5283842794759888,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
37,80.76903552353455,76.83670002129021,001308,康冠科技,bottom_area,2024-07-04,21.65,2024-06-24,21.35,1.4051522248243427,6.557377049180321,28.66688940862011,False,-2.4775,2.2456,1,1,1,100.0,27.421758569299566,27.421758569299566,6.594847775175658,1.4051522248243427,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
38,80.71050712992972,78.60108503941508,002392,北京利尔,confirmed_rebound,2024-07-04,3.13,2024-06-24,3.05,2.6229508196721336,8.852459016393443,27.55344418052257,True,-2.4922,0.9814,3,3,3,100.0,19.523725313266397,28.838951310861425,5.377049180327867,2.6229508196721336,历史3/3次成功; 当前距低点2.62%; 最新日涨幅-2.49%; 状态confirmed_rebound; 底部已确认
39,80.54105904273524,75.85230868304862,300769,德方纳米,confirmed_rebound,2024-07-04,27.45,2024-06-26,27.21,0.8820286659316371,10.694597574421168,27.323717948717942,True,-3.1746,2.5298,6,6,6,100.0,16.792118502004005,41.300000000000004,7.117971334068363,0.8820286659316371,历史6/6次成功; 当前距低点0.88%; 最新日涨幅-3.17%; 状态confirmed_rebound; 底部已确认
40,80.46361732797824,75.03562583137352,002167,东方锆业,bottom_area,2024-07-04,5.43,2024-07-04,5.41,0.3696857670979588,4.990757855822543,27.479892761394098,False,-3.3808,2.0519,3,3,3,100.0,21.766179464284228,41.1650485436893,7.630314232902041,0.3696857670979588,历史3/3次成功; 当前距低点0.37%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
41,80.38829571025809,75.35505638832075,605178,时空科技,bottom_area,2024-07-04,12.6,2024-07-04,12.52,0.6389776357827481,7.268370607028755,31.359649122807014,False,-6.1802,9.0687,4,4,4,100.0,10.117878483362354,11.97247706422018,7.361022364217253,0.6389776357827481,历史4/4次成功; 当前距低点0.64%; 最新日涨幅-6.18%; 状态bottom_area; 底部未确认
42,80.36472551317,75.65178054636658,000723,美锦能源,bottom_area,2024-07-04,4.7,2024-06-24,4.66,0.858369098712447,6.223175965665237,27.187500000000004,False,-2.4896,0.4747,3,3,3,100.0,20.85409726575785,30.434782608695667,7.141630901287553,0.858369098712447,历史3/3次成功; 当前距低点0.86%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
43,80.28793870084516,74.90346103381125,002326,永太科技,bottom_area,2024-07-04,7.69,2024-06-26,7.66,0.3916449086161912,6.2663185378590125,27.393364928909957,False,-3.2704,0.827,3,3,3,100.0,21.32479260997945,29.837587006960554,7.6083550913838085,0.3916449086161912,历史3/3次成功; 当前距低点0.39%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
44,80.21574909095345,74.27384175088282,605337,李子园,bottom_area,2024-07-04,9.62,2024-07-04,9.62,0.0,4.469854469854486,27.065959059893864,False,-4.2786,0.5574,3,3,3,100.0,25.39699866066034,37.98882681564246,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
45,80.18129592205624,80.19628588203418,300409,道氏技术,confirmed_rebound,2024-07-04,8.56,2024-06-25,8.23,4.009720534629405,8.74848116646414,30.60708263069139,True,-2.8377,1.2554,5,5,5,100.0,28.432519897791487,50.03460207612457,3.990279465370595,4.009720534629405,历史5/5次成功; 当前距低点4.01%; 最新日涨幅-2.84%; 状态confirmed_rebound; 底部已确认
46,80.1337395885496,74.38995735821055,605567,春雪食品,bottom_area,2024-07-04,7.46,2024-07-04,7.45,0.13422818791946023,4.6979865771812035,27.529182879377423,False,-4.2362,2.2251,2,2,2,100.0,32.07525605734906,36.46616541353383,7.865771812080539,0.13422818791946023,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
47,80.01068581832436,74.7504677195418,002803,吉宏股份,bottom_area,2024-07-04,10.8,2024-07-04,10.75,0.46511627906977404,3.8139534883720945,27.11864406779661,False,-2.965,1.7282,2,2,2,100.0,27.854477611940297,41.25000000000001,7.5348837209302255,0.46511627906977404,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
48,80.00717693783871,75.85694873933409,600295,鄂尔多斯,bottom_area,2024-07-04,9.87,2024-06-27,9.75,1.2307692307692228,4.5128205128205074,27.61692650334076,False,-0.9036,0.202,1,1,1,100.0,20.016680567139286,20.016680567139286,6.769230769230777,1.2307692307692228,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
49,79.89196089242638,74.6587388190172,002129,TCL中环,bottom_area,2024-07-04,8.4,2024-07-04,8.36,0.4784688995215422,4.545454545454556,29.865771812080546,False,-3.7801,1.4317,3,3,3,100.0,21.073375859818903,31.12759643916912,7.521531100478458,0.4784688995215422,历史3/3次成功; 当前距低点0.48%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
50,79.87882942776329,74.33469973890341,002015,协鑫能科,bottom_area,2024-07-04,7.68,2024-07-04,7.66,0.26109660574411975,4.569190600522188,28.007518796992482,False,-3.7594,0.7421,1,1,1,100.0,65.95380667236954,65.95380667236954,7.73890339425588,0.26109660574411975,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
51,79.58272621699847,77.60967557270124,600186,莲花控股,bottom_area,2024-07-04,3.43,2024-06-24,3.34,2.694610778443123,7.4850299401197615,27.074235807860266,True,-3.1073,1.4012,2,2,2,100.0,31.7386459545783,53.49544072948328,5.305389221556878,2.694610778443123,历史2/2次成功; 当前距低点2.69%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
52,79.5818090270564,76.33935399153945,000597,东北制药,bottom_area,2024-07-04,3.88,2024-06-24,3.81,1.8372703412073448,5.511811023622035,27.290076335877867,False,-1.7722,0.5363,2,2,2,100.0,13.378120266087073,16.59751037344398,6.162729658792656,1.8372703412073448,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
53,79.30319064579373,74.78670288901547,600933,爱柯迪,bottom_area,2024-07-04,13.79,2024-07-04,13.66,0.9516837481698317,4.245973645680821,31.90428713858424,False,-1.4296,1.0356,3,3,3,100.0,17.34699911205744,24.722838137472287,7.048316251830168,0.9516837481698317,历史3/3次成功; 当前距低点0.95%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
54,79.17511179260545,73.49852368659798,300601,康泰生物,bottom_area,2024-07-04,15.04,2024-07-04,15.02,0.13315579227696123,4.327563249001335,30.687586525149985,False,-3.466,0.9308,3,3,3,100.0,10.602789747255038,11.580726965342352,7.866844207723039,0.13315579227696123,历史3/3次成功; 当前距低点0.13%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
55,79.003706732554,73.93831912405517,002219,新里程,bottom_area,2024-07-04,1.81,2024-07-04,1.8,0.555555555555556,5.555555555555548,31.034482758620683,False,-4.7368,0.7857,2,2,2,100.0,34.81175156302061,45.685279187817265,7.444444444444444,0.555555555555556,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
56,78.3247173658786,73.09049483269825,601908,京运通,bottom_area,2024-07-04,2.48,2024-07-04,2.47,0.40485829959513303,5.263157894736838,29.42857142857142,False,-4.2471,0.858,2,2,2,100.0,28.406299762231964,40.33898305084744,7.595141700404867,0.40485829959513303,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-4.25%; 状态bottom_area; 底部未确认
57,77.98194789601061,76.31887976968612,000404,长虹华意,bottom_area,2024-07-04,5.36,2024-06-28,5.21,2.879078694817665,6.525911708253357,30.067114093959734,False,-2.011,1.5569,2,2,2,100.0,26.03859781650749,40.139211136890964,5.1209213051823355,2.879078694817665,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
58,77.79744416929329,73.05048147421776,002254,泰和新材,bottom_area,2024-07-04,8.31,2024-07-04,8.25,0.7272727272727333,6.0606060606060606,29.184549356223176,False,-4.811,1.7503,2,2,2,100.0,32.14335103440648,38.58695652173914,7.272727272727267,0.7272727272727333,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
59,77.68970390785563,73.67716317918824,002624,完美世界,confirmed_rebound,2024-07-04,7.33,2024-06-25,7.24,1.2430939226519317,8.011049723756907,29.503407984420637,True,-3.1704,1.0113,1,1,1,100.0,19.685039370078737,19.685039370078737,6.756906077348068,1.2430939226519317,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-3.17%; 状态confirmed_rebound; 底部已确认
60,77.61120325132235,76.55049927995539,688333,铂力特,bottom_area,2024-07-04,47.17,2024-07-03,45.67,3.284431793299759,6.1966279833588755,27.009749081029245,False,0.5543,1.0081,2,2,2,100.0,9.779590154187225,11.008064516129037,4.715568206700241,3.284431793299759,历史2/2次成功; 当前距低点3.28%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
61,77.2518520780298,71.95458222125059,002366,融发核电,bottom_area,2024-07-04,3.26,2024-07-04,3.25,0.30769230769230116,4.615384615384613,28.88402625820569,False,-2.9762,0.975,5,6,5,83.33333333333334,13.670899728256478,25.0,7.6923076923077,0.30769230769230116,历史5/6次成功; 当前距低点0.31%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
62,77.12541278022839,71.95901842744543,600129,太极集团,bottom_area,2024-07-04,27.89,2024-07-04,27.78,0.3959683225341952,4.3556515478761595,28.086979031840542,False,-3.4614,1.6589,2,2,2,100.0,22.21411937001825,29.540598290598297,7.604031677465805,0.3959683225341952,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
63,77.11529017693705,73.67327477925048,002792,通宇通讯,confirmed_rebound,2024-07-04,10.0,2024-06-25,9.84,1.6260162601626031,8.231707317073175,32.417582417582416,True,-2.629,2.268,1,1,1,100.0,14.14296694850115,14.14296694850115,6.373983739837397,1.6260162601626031,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-2.63%; 状态confirmed_rebound; 底部已确认
64,77.02635630487124,72.02423370060916,603308,应流股份,bottom_area,2024-07-04,11.83,2024-07-04,11.77,0.5097706032285514,3.1435853865760492,29.096385542168683,False,-1.4167,0.5814,2,2,2,100.0,13.744681053603557,14.186046511627906,7.490229396771449,0.5097706032285514,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
65,77.00010673416656,76.56260612772243,002602,世纪华通,confirmed_rebound,2024-07-04,3.36,2024-06-25,3.24,3.703703703703693,8.64197530864197,32.35908141962421,True,-2.0408,0.701,3,3,3,100.0,21.812099850359413,36.8279569892473,4.296296296296307,3.703703703703693,历史3/3次成功; 当前距低点3.70%; 最新日涨幅-2.04%; 状态confirmed_rebound; 底部已确认
66,76.95815417845748,72.73840405725042,688186,广大特材,bottom_area,2024-07-04,9.46,2024-06-25,9.36,1.0683760683760837,5.982905982905988,27.944572748267905,False,-3.173,1.0062,1,1,1,100.0,11.474739210472489,11.474739210472489,6.931623931623916,1.0683760683760837,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
67,76.90127775367817,71.64552908707181,603190,亚通精工,bottom_area,2024-07-04,21.92,2024-07-04,21.85,0.32036613272311343,4.347826086956518,28.03030303030302,False,-2.5778,2.6928,2,2,2,100.0,9.386902525164045,9.45010183299389,7.679633867276888,0.32036613272311343,历史2/2次成功; 当前距低点0.32%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
68,76.83247884969511,72.0362582972583,603217,元利科技,bottom_area,2024-07-04,13.95,2024-06-24,13.86,0.6493506493506483,4.9783549783549885,32.5875486381323,False,-2.9903,0.4589,2,2,2,100.0,15.520310633213857,19.81481481481482,7.350649350649352,0.6493506493506483,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
69,76.64015343634243,71.4525382138016,600345,长江通信,bottom_area,2024-07-04,16.87,2024-07-04,16.81,0.356930398572292,4.461629982153481,31.63887759251729,False,-1.5753,4.7128,1,1,1,100.0,25.46419098143237,25.46419098143237,7.643069601427708,0.356930398572292,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
70,76.52278046745057,71.64618978927292,605123,派克新材,bottom_area,2024-07-04,50.54,2024-07-04,50.25,0.5771144278606948,3.6815920398009983,27.04703832752613,False,-2.0732,0.6889,2,2,2,100.0,12.537691853738242,15.71713589004656,7.422885572139306,0.5771144278606948,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
71,76.47964404583307,71.67508942315382,002541,鸿路钢构,bottom_area,2024-07-04,16.04,2024-07-04,15.94,0.6273525721455435,3.51317440401506,27.181361352215628,False,-2.3143,1.0144,2,2,2,100.0,13.308888643256175,13.438735177865608,7.3726474278544565,0.6273525721455435,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
72,76.2183016815883,73.50128853305603,688200,华峰测控,bottom_area,2024-07-04,87.0,2024-07-03,85.2,2.1126760563380245,5.845070422535216,27.674023769100163,False,-1.3605,0.5888,1,1,1,100.0,18.16231151347698,18.16231151347698,5.887323943661976,2.1126760563380245,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
