rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.3964087706754,90.83719175761787,000619,海螺新材,bottom_area,2025-11-24,6.28,2025-11-21,6.19,1.4539579967689797,6.1389337641357,27.85547785547785,False,1.454,4.0011,4,4,4,100.0,30.81836553898465,43.133047210300425,6.54604200323102,1.4539579967689797,历史4/4次成功; 当前距低点1.45%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
2,93.85364378690194,89.7860744778106,688008,澜起科技,bottom_area,2025-11-24,113.9,2025-11-24,112.0,1.6964285714285765,3.526785714285717,29.506545820745217,False,0.0,1.724,4,4,4,100.0,28.13941731541803,62.20095693779905,6.3035714285714235,1.6964285714285765,历史4/4次成功; 当前距低点1.70%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,93.45392197595854,89.45647800142945,002337,赛象科技,bottom_area,2025-11-24,5.89,2025-11-21,5.79,1.7271157167530162,5.1813471502590644,29.47624847746651,False,1.0292,1.9003,4,4,4,100.0,26.74355825605545,60.465116279069754,6.2728842832469835,1.7271157167530162,历史4/4次成功; 当前距低点1.73%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
4,92.6691452708242,88.50502753946257,002160,常铝股份,bottom_area,2025-11-24,5.05,2025-11-24,4.97,1.6096579476861181,3.8229376257545358,28.386167146974074,False,0.3976,6.0273,3,3,3,100.0,36.855094947241525,40.066225165562926,6.3903420523138825,1.6096579476861181,历史3/3次成功; 当前距低点1.61%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
5,92.48073494744763,88.54792678711023,601127,赛力斯,bottom_area,2025-11-24,124.5,2025-11-24,122.37,1.7406227016425555,2.5578164582822547,28.854651162790695,False,0.8914,1.6106,9,9,9,100.0,22.02444380029711,42.19143576826195,6.259377298357445,1.7406227016425555,历史9/9次成功; 当前距低点1.74%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
6,91.60272596396149,87.81055339266753,000753,漳州发展,bottom_area,2025-11-24,7.91,2025-11-24,7.77,1.8018018018018092,5.534105534105531,31.360424028268557,False,0.0,5.8178,4,4,4,100.0,18.8100080686862,43.344709897610926,6.198198198198191,1.8018018018018092,历史4/4次成功; 当前距低点1.80%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,90.30002464127956,87.97266850035916,002678,珠江钢琴,bottom_area,2025-11-24,5.05,2025-11-03,4.92,2.6422764227642253,7.113821138211375,29.613733905579405,True,1.2024,1.0637,4,4,4,100.0,20.79063841000859,35.5191256830601,5.357723577235775,2.6422764227642253,历史4/4次成功; 当前距低点2.64%; 最新日涨幅1.20%; 状态bottom_area; 底部已确认
8,88.81853609030182,85.87351703234864,601126,四方股份,bottom_area,2025-11-24,25.03,2025-11-24,24.48,2.2467320261437935,3.3496732026143805,27.893961708394706,False,1.8308,3.0831,3,3,3,100.0,30.516484150303725,46.85534591194968,5.7532679738562065,2.2467320261437935,历史3/3次成功; 当前距低点2.25%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
9,87.45933950138573,84.10653418844782,002805,丰元股份,bottom_area,2025-11-24,17.62,2025-11-24,17.28,1.9675925925925917,7.349537037037034,27.547169811320753,False,-2.8666,8.6786,6,6,6,100.0,23.401318814832994,50.09389671361502,6.032407407407408,1.9675925925925917,历史6/6次成功; 当前距低点1.97%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
10,87.31658556044354,85.43860451831164,002636,金安国纪,bottom_area,2025-11-24,14.34,2025-11-24,13.94,2.8694404591104763,3.8020086083213855,28.292181069958854,False,1.4862,2.7318,3,3,3,100.0,35.811444973567276,69.0,5.130559540889524,2.8694404591104763,历史3/3次成功; 当前距低点2.87%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
11,87.21358774144376,82.82850818116839,002326,永太科技,bottom_area,2025-11-24,23.83,2025-11-24,23.52,1.3180272108843483,6.122448979591842,28.72727272727273,False,-5.3614,12.8885,4,4,4,100.0,18.782850655831698,29.837587006960554,6.681972789115652,1.3180272108843483,历史4/4次成功; 当前距低点1.32%; 最新日涨幅-5.36%; 状态bottom_area; 底部未确认
12,86.82989198858984,83.43299270475532,000063,中兴通讯,bottom_area,2025-11-24,38.65,2025-11-24,37.92,1.9251054852320593,3.190928270042196,27.77142857142857,False,1.5235,2.04,3,3,3,100.0,13.452866726260273,17.19567492152075,6.074894514767941,1.9251054852320593,历史3/3次成功; 当前距低点1.93%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
13,86.57838573691053,82.96852701755046,300769,德方纳米,bottom_area,2025-11-24,45.6,2025-11-24,44.8,1.7857142857142954,6.0267857142857215,27.107061503416862,False,-1.4693,8.7562,8,8,8,100.0,15.053524671930399,41.300000000000004,6.214285714285705,1.7857142857142954,历史8/8次成功; 当前距低点1.79%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
14,86.57770722884378,83.3502955637937,603178,圣龙股份,bottom_area,2025-11-24,18.14,2025-11-24,17.78,2.024746906636667,2.305961754780653,27.694184627897517,False,0.7778,1.5096,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,5.975253093363333,2.024746906636667,历史6/7次成功; 当前距低点2.02%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
15,86.34606486339706,82.39628757724755,688608,恒玄科技,bottom_area,2025-11-24,201.1,2025-11-24,198.0,1.5656565656565629,2.1666666666666625,31.25,False,0.4696,1.7382,1,1,1,100.0,36.80636853195971,36.80636853195971,6.434343434343437,1.5656565656565629,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
16,86.12863449204352,81.56089698112596,605178,时空科技,bottom_area,2025-11-24,59.81,2025-11-24,59.12,1.1671177266576536,4.854533152909345,32.72644515248066,False,-3.6876,10.1399,4,4,4,100.0,10.117878483362354,11.97247706422018,6.8328822733423475,1.1671177266576536,历史4/4次成功; 当前距低点1.17%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
17,86.08801330366941,83.15093954411594,600094,大名城,bottom_area,2025-11-24,4.19,2025-11-21,4.1,2.1951219512195306,5.365853658536601,30.743243243243246,False,-0.2381,1.7307,3,3,3,100.0,37.7194494241746,87.28070175438596,5.804878048780469,2.1951219512195306,历史3/3次成功; 当前距低点2.20%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
18,85.60779675976133,81.34438561028807,605333,沪光股份,bottom_area,2025-11-24,28.65,2025-11-24,28.27,1.3441811107180723,1.9808984789529491,29.112337011033105,False,0.5263,0.4226,4,5,4,80.0,21.76945453078103,29.01840490797546,6.655818889281928,1.3441811107180723,历史4/5次成功; 当前距低点1.34%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
19,85.5604368551339,82.56135761778445,002578,闽发铝业,confirmed_rebound,2025-11-24,3.81,2025-11-21,3.73,2.1447721179624684,9.651474530831097,30.410447761194032,False,2.1448,7.6116,3,3,3,100.0,21.674398100746647,38.589211618257245,5.855227882037532,2.1447721179624684,历史3/3次成功; 当前距低点2.14%; 最新日涨幅2.14%; 状态confirmed_rebound; 底部未确认
