rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.09659400131979,79.46538574240587,600048,保利发展,bottom_area,2023-11-27,10.91,2023-10-30,10.7,1.9626168224299148,6.448598130841134,28.139691067830768,False,-2.5022,0.5655,2,2,2,100.0,31.721247836269217,31.987577639751546,13.037383177570083,1.9626168224299148,历史2/2次成功; 当前距低点1.96%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
2,82.22097031617758,72.71794461144239,300683,海特生物,bottom_area,2023-11-27,36.73,2023-11-27,36.4,0.906593406593402,2.4450549450549466,29.51200619674671,False,0.109,1.3362,1,1,1,100.0,16.532137518684582,16.532137518684582,14.093406593406598,0.906593406593402,历史1/1次成功; 当前距低点0.91%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
3,79.05792692080185,73.17562713089029,600325,华发股份,bottom_area,2023-11-27,8.03,2023-11-16,7.77,3.3462033462033434,9.78120978120978,29.746835443037984,True,-3.717,1.1566,1,1,1,100.0,32.553606237816766,32.553606237816766,11.653796653796656,3.3462033462033434,历史1/1次成功; 当前距低点3.35%; 最新日涨幅-3.72%; 状态bottom_area; 底部已确认
4,78.10096261415674,72.22810252099589,001322,箭牌家居,bottom_area,2023-11-27,12.52,2023-10-23,12.12,3.3003300330033034,10.808580858085813,30.74285714285715,True,-3.3951,3.5323,1,1,1,100.0,26.897069872276486,26.897069872276486,11.699669966996694,3.3003300330033034,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-3.40%; 状态bottom_area; 底部已确认
5,77.364453125,67.2734375,002855,捷荣技术,bottom_area,2023-11-27,30.74,2023-11-27,30.74,0.0,0.0,29.088811995386394,False,-9.9854,3.7528,1,1,1,100.0,21.093749999999993,21.093749999999993,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
6,77.25284066279238,67.93292847283037,001278,一彬科技,bottom_area,2023-11-27,26.86,2023-11-27,26.7,0.5992509363295886,10.599250936329595,27.406199021207183,False,-9.1032,39.8329,1,1,1,100.0,19.72699251431088,19.72699251431088,14.400749063670412,0.5992509363295886,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-9.10%; 状态bottom_area; 底部未确认
7,75.486263839259,68.15081858736748,000928,中钢国际,bottom_area,2023-11-27,6.09,2023-10-23,5.97,2.010050251256283,7.705192629815745,31.06235565819862,True,-0.4902,1.4502,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,12.989949748743717,2.010050251256283,历史2/3次成功; 当前距低点2.01%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
8,72.74952198599703,66.11117575492209,002786,银宝山新,bottom_area,2023-11-27,12.14,2023-11-24,11.86,2.3608768971332306,6.9139966273187206,31.40543666859456,False,0.0824,17.4736,2,4,2,50.0,17.33319935691319,18.75000000000001,12.63912310286677,2.3608768971332306,历史2/4次成功; 当前距低点2.36%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
9,71.30836235823416,66.06885903083702,002366,融发核电,bottom_area,2023-11-27,5.17,2023-10-23,5.0,3.399999999999999,9.2,28.469241773962807,True,0.0,1.0026,2,4,2,50.0,20.64977973568282,25.0,11.600000000000001,3.399999999999999,历史2/4次成功; 当前距低点3.40%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
10,69.21636187751021,61.53365157813491,300337,银邦股份,bottom_area,2023-11-27,8.55,2023-11-27,8.45,1.1834319526627388,3.6686390532544437,29.52460383653045,False,-1.611,3.8609,1,2,1,50.0,34.09610983981694,34.09610983981694,13.81656804733726,1.1834319526627388,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
11,67.87040877430216,61.11537757086967,605086,龙高股份,bottom_area,2023-11-27,27.78,2023-11-27,27.27,1.870187018701876,2.2368903557022346,31.534019583228723,False,0.6887,10.3696,1,2,1,50.0,17.79249448123621,17.79249448123621,13.129812981298123,1.870187018701876,历史1/2次成功; 当前距低点1.87%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
12,62.78693726132025,57.34638297872341,603326,我乐家居,bottom_area,2023-11-27,10.14,2023-11-02,9.88,2.631578947368419,9.00809716599189,30.909090909090907,True,-0.6856,2.8435,1,2,1,50.0,20.141843971631218,20.141843971631218,12.36842105263158,2.631578947368419,历史1/2次成功; 当前距低点2.63%; 最新日涨幅-0.69%; 状态bottom_area; 底部已确认
13,59.78043778490809,54.81633497901439,002080,中材科技,bottom_area,2023-11-27,17.0,2023-10-26,16.53,2.8433151845129996,9.074410163339381,27.244718309859145,True,-0.6429,0.3923,1,3,1,33.33333333333333,28.579356270810223,28.579356270810223,12.156684815486999,2.8433151845129996,历史1/3次成功; 当前距低点2.84%; 最新日涨幅-0.64%; 状态bottom_area; 底部已确认
14,58.09680405641472,52.280290059559874,603178,圣龙股份,bottom_area,2023-11-27,39.4,2023-11-27,38.69,1.835099508917035,11.915223571982423,30.28828828828829,False,-8.0299,16.5888,1,3,1,33.33333333333333,21.994535519125673,21.994535519125673,13.164900491082964,1.835099508917035,历史1/3次成功; 当前距低点1.84%; 最新日涨幅-8.03%; 状态bottom_area; 底部未确认
