rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.87477239747761,90.50143210816988,002685,华东重机,bottom_area,2024-08-26,2.84,2024-08-23,2.8,1.42857142857143,2.142857142857145,28.934010152284266,False,0.7092,2.1371,3,3,3,100.0,45.36868260920823,109.52380952380952,8.57142857142857,1.42857142857143,历史3/3次成功; 当前距低点1.43%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
2,91.41590559557365,86.28064776475566,000597,东北制药,bottom_area,2024-08-26,4.15,2024-08-26,4.07,1.9656019656019672,2.457002457002448,32.053422370617696,False,0.2415,1.9714,3,3,3,100.0,29.259248636172746,61.02150537634409,8.034398034398032,1.9656019656019672,历史3/3次成功; 当前距低点1.97%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
3,88.95666183488437,84.10480460226184,300653,正海生物,bottom_area,2024-08-26,18.86,2024-08-23,18.48,2.0562770562770507,2.5974025974025996,27.071823204419886,False,0.3725,0.625,3,3,3,100.0,18.672668228889858,29.647513278609367,7.94372294372295,2.0562770562770507,历史3/3次成功; 当前距低点2.06%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
4,87.90246899473924,82.25510366826157,002110,三钢闽光,bottom_area,2024-08-26,2.68,2024-08-23,2.64,1.5151515151515165,1.8939393939393872,29.787234042553184,False,1.1321,0.2936,2,2,2,100.0,18.761554423693642,22.90322580645161,8.484848484848484,1.5151515151515165,历史2/2次成功; 当前距低点1.52%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
5,87.52332778152974,81.77773679144138,600262,北方股份,bottom_area,2024-08-26,16.24,2024-08-26,16.01,1.436602123672685,2.3110555902560734,28.812805691418397,False,0.0,1.7788,2,2,2,100.0,15.232202330188693,17.269624573378834,8.563397876327315,1.436602123672685,历史2/2次成功; 当前距低点1.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,86.92141015189796,81.41399297973912,001205,盛航股份,bottom_area,2024-08-26,14.28,2024-08-26,14.06,1.5647226173541882,1.778093883357041,27.600411946446968,False,0.7763,0.4378,2,2,2,100.0,14.847099716702502,14.929577464788741,8.435277382645811,1.5647226173541882,历史2/2次成功; 当前距低点1.56%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
7,86.04479511145634,80.68852383850538,603291,联合水务,bottom_area,2024-08-26,9.37,2024-08-23,9.22,1.6268980477223274,2.1691973969631158,28.803088803088794,False,1.2973,0.8207,2,2,2,100.0,11.708878426410102,12.102772143340088,8.373101952277672,1.6268980477223274,历史2/2次成功; 当前距低点1.63%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
8,85.95182557407671,81.64978390744189,001218,丽臣实业,bottom_area,2024-08-26,13.76,2024-08-26,13.45,2.3048327137546507,2.3048327137546507,32.07070707070708,False,1.9259,0.5552,2,2,2,100.0,25.18711018711019,29.999999999999993,7.69516728624535,2.3048327137546507,历史2/2次成功; 当前距低点2.30%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
9,85.61071327824044,80.25555713992355,301333,诺思格,bottom_area,2024-08-26,39.13,2024-08-23,38.51,1.6099714359906636,5.115554401454165,27.17473524962179,False,0.7467,2.1105,1,1,1,100.0,25.840279645065877,25.840279645065877,8.390028564009338,1.6099714359906636,历史1/1次成功; 当前距低点1.61%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
10,85.20800336802262,78.70759898736934,301421,波长光电,bottom_area,2024-08-26,31.36,2024-08-26,31.1,0.836012861736328,4.983922829581984,27.89241827034547,False,-3.6263,13.7688,3,3,3,100.0,47.22423823724819,56.02000000000002,9.163987138263673,0.836012861736328,历史3/3次成功; 当前距低点0.84%; 最新日涨幅-3.63%; 状态bottom_area; 底部未确认
11,85.17799372331774,81.03216217041289,603132,金徽股份,bottom_area,2024-08-26,11.18,2024-08-23,10.92,2.380952380952379,3.021978021978023,27.151434289526357,False,1.1765,0.9278,2,2,2,100.0,22.799643005292072,33.20754716981132,7.619047619047621,2.380952380952379,历史2/2次成功; 当前距低点2.38%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
12,84.61875587835195,79.51267063921993,000957,中通客车,bottom_area,2024-08-26,9.39,2024-08-26,9.23,1.7334777898158193,2.816901408450702,27.890625000000004,False,-1.0537,4.5719,3,4,3,75.0,132.3344468028054,354.54545454545456,8.266522210184181,1.7334777898158193,历史3/4次成功; 当前距低点1.73%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
13,83.81684364843383,80.39036890808904,000155,川能动力,bottom_area,2024-08-26,9.15,2024-08-23,8.9,2.8089887640449436,3.370786516853921,29.08366533864542,False,2.5785,0.5313,2,2,2,100.0,24.596039194147934,37.70685579196216,7.191011235955057,2.8089887640449436,历史2/2次成功; 当前距低点2.81%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
14,83.6048794423092,78.52560365602068,000983,山西焦煤,bottom_area,2024-08-26,7.73,2024-08-26,7.6,1.710526315789484,1.8421052631579022,29.95391705069125,False,0.5202,0.373,3,4,3,75.0,21.938729333444627,27.212389380530986,8.289473684210517,1.710526315789484,历史3/4次成功; 当前距低点1.71%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
15,82.68798747710703,80.01863517371154,300718,长盛轴承,bottom_area,2024-08-26,12.92,2024-08-26,12.51,3.277378097521984,5.915267785771385,31.936887921653966,False,0.0,10.9366,2,2,2,100.0,28.3390173981811,44.03914590747332,6.722621902478017,3.277378097521984,历史2/2次成功; 当前距低点3.28%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,82.66718520767974,77.62602906317632,600997,开滦股份,bottom_area,2024-08-26,5.99,2024-07-30,5.89,1.6977928692699582,6.451612903225805,30.70588235294118,False,1.0118,0.2571,1,1,1,100.0,12.77955271565495,12.77955271565495,8.302207130730043,1.6977928692699582,历史1/1次成功; 当前距低点1.70%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
17,82.599336209468,76.85377737226278,603179,新泉股份,bottom_area,2024-08-26,33.28,2024-08-26,32.88,1.2165450121654457,3.892944038929422,27.847267939433834,False,-2.0312,0.4967,1,1,1,100.0,25.201612903225808,25.201612903225808,8.783454987834554,1.2165450121654457,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
18,82.50248086399405,77.51029253145938,000726,鲁泰A,bottom_area,2024-08-26,5.31,2024-08-26,5.22,1.72413793103448,2.2988505747126458,30.860927152317885,False,0.1887,0.6968,1,1,1,100.0,12.480252764612954,12.480252764612954,8.27586206896552,1.72413793103448,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
