rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.2391326544216,85.6249036777583,002202,金风科技,bottom_area,2022-09-29,11.56,2022-09-28,11.42,1.2259194395796897,4.640980735551658,27.53807106598985,False,0.8726,0.493,1,1,1,100.0,55.172413793103445,55.172413793103445,13.774080560420309,1.2259194395796897,历史1/1次成功; 当前距低点1.23%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
2,94.99074789262795,84.33603079459951,603315,福鞍股份,bottom_area,2022-09-29,19.08,2022-09-29,18.87,1.1128775834658045,3.7625861155272777,31.852654387865652,False,0.6329,0.4517,1,1,1,100.0,41.68490153172865,41.68490153172865,13.887122416534195,1.1128775834658045,历史1/1次成功; 当前距低点1.11%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
3,93.903583527529,83.41909437445403,688199,久日新材,bottom_area,2022-09-29,33.6,2022-09-28,33.22,1.1438892233594298,4.093919325707404,29.97470489038786,False,0.5386,0.6268,1,1,1,100.0,37.135278514588855,37.135278514588855,13.85611077664057,1.1438892233594298,历史1/1次成功; 当前距低点1.14%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
4,90.05912213660208,81.14800899887514,600110,诺德股份,bottom_area,2022-09-29,8.56,2022-09-28,8.4,1.9047619047619064,5.476190476190465,27.710843373493972,False,1.3018,1.1964,1,1,1,100.0,34.251968503937015,34.251968503937015,13.095238095238093,1.9047619047619064,历史1/1次成功; 当前距低点1.90%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
5,89.994865345423,79.71651174871188,002245,蔚蓝锂芯,bottom_area,2022-09-29,14.29,2022-09-29,14.15,0.9893992932862106,2.9681978798586566,30.157946692991118,False,0.2104,1.6306,3,3,3,100.0,21.840549125830286,25.653923541247494,14.010600706713788,0.9893992932862106,历史3/3次成功; 当前距低点0.99%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
6,89.75374319669454,80.34438629331835,603155,新亚强,bottom_area,2022-09-29,26.15,2022-09-29,25.75,1.5533980582524218,3.1456310679611597,27.58717660292464,False,0.3839,1.8053,1,1,1,100.0,25.624375624375624,25.624375624375624,13.446601941747577,1.5533980582524218,历史1/1次成功; 当前距低点1.55%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
7,89.08626891311332,79.75384543726089,000683,博源化工,bottom_area,2022-09-29,7.17,2022-09-28,7.06,1.5580736543909395,4.6742209631728056,28.17904374364192,False,1.2712,0.9548,1,1,1,100.0,22.50673854447439,22.50673854447439,13.44192634560906,1.5580736543909395,历史1/1次成功; 当前距低点1.56%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
8,89.0423550444541,78.11702573732367,300484,蓝海华腾,bottom_area,2022-09-29,10.6,2022-09-29,10.55,0.47393364928908943,3.0331753554502225,30.819672131147534,False,0.3788,1.6418,2,2,2,100.0,23.589217514531214,28.708133971291865,14.52606635071091,0.47393364928908943,历史2/2次成功; 当前距低点0.47%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
9,88.48589420533527,78.73668652116919,002708,光洋股份,bottom_area,2022-09-29,6.57,2022-09-29,6.49,1.2326656394453015,6.9337442218798175,28.524229074889867,False,-2.9542,2.5093,1,1,1,100.0,35.522388059701484,35.522388059701484,13.767334360554697,1.2326656394453015,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
10,87.07144204211546,77.23927733216412,603356,华菱精工,bottom_area,2022-09-29,12.31,2022-09-26,12.18,1.067323481116591,5.1724137931034555,27.153110047846884,False,-0.7258,0.9995,1,1,1,100.0,25.445026178010465,25.445026178010465,13.932676518883408,1.067323481116591,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
11,86.52703933376924,76.61375759963158,002173,创新医疗,bottom_area,2022-09-29,6.26,2022-09-28,6.2,0.9677419354838646,10.645161290322584,27.2300469483568,False,0.9677,5.4716,2,2,2,100.0,21.560264583520393,24.903474903474905,14.032258064516135,0.9677419354838646,历史2/2次成功; 当前距低点0.97%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
