rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
41,74.11478945313542,73.90541155866902,000069,华侨城A,bottom_area,2022-04-28,5.93,2022-04-28,5.71,3.852889667250434,6.129597197898418,28.266331658291456,False,0.5085,2.0837,1,1,1,100.0,19.193548387096765,19.193548387096765,4.147110332749566,3.852889667250434,历史1/1次成功; 当前距低点3.85%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
42,73.49324062515956,72.48081025962823,002103,广博股份,bottom_area,2022-04-28,3.78,2022-04-27,3.66,3.2786885245901543,7.1038251366120155,27.38095238095238,True,-3.3248,2.0924,1,1,1,100.0,27.990430622009573,27.990430622009573,4.721311475409846,3.2786885245901543,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-3.32%; 状态bottom_area; 底部已确认
43,73.24937924338921,70.3379432624114,000419,通程控股,confirmed_rebound,2022-04-28,4.31,2022-04-27,4.23,1.8912529550827228,9.21985815602836,29.850746268656714,True,-4.2222,3.1147,1,1,1,100.0,9.677419354838717,9.677419354838717,6.108747044917277,1.8912529550827228,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-4.22%; 状态confirmed_rebound; 底部已确认
44,73.17308871574808,71.53793589528445,600307,酒钢宏兴,bottom_area,2022-04-28,1.82,2022-04-27,1.77,2.8248587570621493,5.649717514124299,31.923076923076927,False,-2.6738,1.4719,1,1,1,100.0,16.33663366336634,16.33663366336634,5.175141242937851,2.8248587570621493,历史1/1次成功; 当前距低点2.82%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
45,73.14701641816166,69.53853051058533,688272,富吉瑞,confirmed_rebound,2022-04-28,20.72,2022-04-28,20.44,1.3698630136986183,9.63796477495107,31.294117647058815,False,-17.7125,12.9617,1,1,1,100.0,8.181818181818182,8.181818181818182,6.630136986301382,1.3698630136986183,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-17.71%; 状态confirmed_rebound; 底部未确认
46,73.09299230141289,70.39001569858715,000652,泰达股份,bottom_area,2022-04-28,3.5,2022-04-27,3.43,2.0408163265306074,6.413994169096203,28.985507246376805,False,-3.8462,1.4439,1,1,1,100.0,10.769230769230779,10.769230769230779,5.959183673469393,2.0408163265306074,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
47,73.05745714285717,70.64714285714287,002274,华昌化工,confirmed_rebound,2022-04-28,8.16,2022-04-27,7.98,2.2556390977443574,10.651629072681699,30.48780487804878,False,-7.2727,2.9435,1,1,1,100.0,24.999999999999993,24.999999999999993,5.744360902255643,2.2556390977443574,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-7.27%; 状态confirmed_rebound; 底部未确认
48,73.00473069646709,70.15407115058353,688060,云涌科技,bottom_area,2022-04-28,39.1,2022-04-28,38.36,1.929092805005219,6.3868613138686205,29.225092250922515,False,-3.4568,0.8458,1,1,1,100.0,8.131197559115177,8.131197559115177,6.070907194994781,1.929092805005219,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
49,72.89519865917646,70.61604226633564,600955,维远股份,confirmed_rebound,2022-04-28,26.15,2022-04-28,25.55,2.348336594911929,8.414872798434436,31.354110693175706,False,-7.4664,4.7245,1,1,1,100.0,25.969084423305596,25.969084423305596,5.651663405088072,2.348336594911929,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-7.47%; 状态confirmed_rebound; 底部未确认
50,72.70734149600777,71.55869703868771,603169,兰石重装,confirmed_rebound,2022-04-28,6.18,2022-04-27,5.99,3.171953255425701,8.514190317195322,30.911188004613603,True,-4.6296,1.5832,2,2,2,100.0,15.272851941173688,22.055137844611526,4.8280467445743,3.171953255425701,历史2/2次成功; 当前距低点3.17%; 最新日涨幅-4.63%; 状态confirmed_rebound; 底部已确认
51,72.70368761583114,69.94071971488218,603226,菲林格尔,confirmed_rebound,2022-04-28,5.65,2022-04-28,5.54,1.9855595667870092,11.552346570397106,31.604938271604933,False,-7.5286,1.6167,1,1,1,100.0,17.891373801916934,17.891373801916934,6.01444043321299,1.9855595667870092,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-7.53%; 状态confirmed_rebound; 底部未确认
52,72.69104219985788,71.14149712258231,002551,尚荣医疗,bottom_area,2022-04-28,3.93,2022-04-27,3.82,2.879581151832469,6.806282722513095,29.390018484288362,False,-2.963,1.1176,1,1,1,100.0,14.876033057851235,14.876033057851235,5.120418848167531,2.879581151832469,历史1/1次成功; 当前距低点2.88%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
53,72.65155198055213,70.24748402652203,002774,快意电梯,bottom_area,2022-04-28,7.27,2022-04-27,7.11,2.2503516174402143,7.313642756680724,27.817258883248723,False,-3.963,1.5572,1,1,1,100.0,12.571428571428566,12.571428571428566,5.749648382559785,2.2503516174402143,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-3.96%; 状态bottom_area; 底部未确认
54,72.63053019189968,67.74407250314802,000910,大亚圣象,bottom_area,2022-04-28,7.93,2022-04-28,7.9,0.37974683544302984,5.06329113924051,28.70036101083032,False,-9.2677,2.7256,1,1,1,100.0,16.020942408376957,16.020942408376957,7.62025316455697,0.37974683544302984,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-9.27%; 状态bottom_area; 底部未确认
55,72.24608865238694,67.71999292285915,002631,德尔未来,confirmed_rebound,2022-04-28,4.74,2022-04-28,4.71,0.636942675159241,9.55414012738854,28.636363636363633,False,-9.369,1.284,1,1,1,100.0,29.259259259259256,29.259259259259256,7.363057324840759,0.636942675159241,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-9.37%; 状态confirmed_rebound; 底部未确认
56,72.19657226293491,69.07106534425456,600202,哈空调,confirmed_rebound,2022-04-28,4.19,2022-04-28,4.12,1.699029126213599,8.495145631067953,31.33333333333333,False,-7.5055,8.01,1,1,1,100.0,9.703504043126692,9.703504043126692,6.300970873786402,1.699029126213599,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-7.51%; 状态confirmed_rebound; 底部未确认
57,72.15027072970601,70.9179755840731,002357,富临运业,confirmed_rebound,2022-04-28,4.65,2022-04-28,4.51,3.104212860310434,12.638580931263865,30.40123456790124,False,-6.8136,8.7606,2,2,2,100.0,20.191295191295183,31.941031941031934,4.895787139689566,3.104212860310434,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-6.81%; 状态confirmed_rebound; 底部未确认
58,71.90900917711886,70.33816824948225,000411,英特集团,bottom_area,2022-04-28,10.46,2022-04-27,10.17,2.851524090462153,6.391347099311704,28.279266572637518,False,-3.0584,1.3408,1,1,1,100.0,20.428189116859937,20.428189116859937,5.148475909537847,2.851524090462153,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
59,71.56245884801997,70.43890677081346,603213,镇洋发展,confirmed_rebound,2022-04-28,12.99,2022-04-27,12.59,3.1771247021445617,10.881652104845124,30.82417582417582,True,-5.5959,8.1352,1,1,1,100.0,25.982532751091718,25.982532751091718,4.822875297855438,3.1771247021445617,历史1/1次成功; 当前距低点3.18%; 最新日涨幅-5.60%; 状态confirmed_rebound; 底部已确认
60,71.41047594593995,72.42524777923084,002707,众信旅游,confirmed_rebound,2022-04-28,5.31,2022-04-27,5.07,4.7337278106508744,8.8757396449704,28.591549295774637,True,-2.7473,3.532,3,3,3,100.0,12.194339717821741,15.533980582524274,3.266272189349126,4.7337278106508744,历史3/3次成功; 当前距低点4.73%; 最新日涨幅-2.75%; 状态confirmed_rebound; 底部已确认
61,71.30077030359841,71.0189197604239,002309,中利集团,confirmed_rebound,2022-04-28,3.83,2022-04-27,3.69,3.794037940379407,8.672086720867204,31.28491620111732,True,-4.25,3.744,2,2,2,100.0,19.996377766069553,30.136986301369873,4.205962059620593,3.794037940379407,历史2/2次成功; 当前距低点3.79%; 最新日涨幅-4.25%; 状态confirmed_rebound; 底部已确认
62,71.286994047619,69.73727678571426,600300,维维股份,bottom_area,2022-04-28,3.24,2022-04-27,3.15,2.857142857142867,7.619047619047627,28.08219178082192,True,-3.2836,2.0878,1,1,1,100.0,8.07291666666668,8.07291666666668,5.1428571428571335,2.857142857142867,历史1/1次成功; 当前距低点2.86%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
63,71.03612427155153,69.88640665328363,002174,游族网络,bottom_area,2022-04-28,8.51,2022-04-27,8.25,3.1515151515151487,5.939393939393942,29.12371134020619,False,-2.6316,1.2206,1,1,1,100.0,11.461619348054677,11.461619348054677,4.848484848484851,3.1515151515151487,历史1/1次成功; 当前距低点3.15%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
64,71.0307816297813,70.36055140152284,603269,海鸥股份,bottom_area,2022-04-28,10.33,2022-04-27,9.98,3.507014028056109,7.51503006012024,27.418181818181814,True,-2.639,2.5617,1,1,1,100.0,9.174964438122327,9.174964438122327,4.492985971943892,3.507014028056109,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-2.64%; 状态bottom_area; 底部已确认
65,70.99039792456519,70.9530050365354,300658,延江股份,confirmed_rebound,2022-04-28,7.59,2022-04-27,7.3,3.9726027397260277,12.465753424657548,32.40740740740741,True,-4.0455,1.58,2,2,2,100.0,21.830856360810415,26.72018348623853,4.027397260273973,3.9726027397260277,历史2/2次成功; 当前距低点3.97%; 最新日涨幅-4.05%; 状态confirmed_rebound; 底部已确认
66,70.9529267163591,71.82446111702747,000695,滨海能源,bottom_area,2022-04-28,7.45,2022-04-27,7.12,4.6348314606741585,7.162921348314604,32.57575757575758,True,-1.5852,0.6072,2,2,2,100.0,14.203638964325545,20.174346201743475,3.365168539325842,4.6348314606741585,历史2/2次成功; 当前距低点4.63%; 最新日涨幅-1.59%; 状态bottom_area; 底部已确认
67,70.94283341614346,71.1075613575122,300538,同益股份,bottom_area,2022-04-28,10.36,2022-04-27,9.95,4.120603015075379,7.537688442211056,28.826895565092997,True,-2.2642,1.5358,1,1,1,100.0,20.71256038647343,20.71256038647343,3.8793969849246213,4.120603015075379,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
68,70.91327883132199,70.75457697642162,002796,世嘉科技,confirmed_rebound,2022-04-28,6.42,2022-04-27,6.18,3.8834951456310716,8.899676375404542,31.56146179401993,True,-4.1791,2.435,1,1,1,100.0,36.33841886269071,36.33841886269071,4.116504854368928,3.8834951456310716,历史1/1次成功; 当前距低点3.88%; 最新日涨幅-4.18%; 状态confirmed_rebound; 底部已确认
69,70.83432138481768,66.81759989225102,002173,创新医疗,bottom_area,2022-04-28,5.23,2022-04-28,5.18,0.965250965250979,7.52895752895754,31.299734748010614,False,-6.6071,2.8782,1,1,1,100.0,18.21705426356588,18.21705426356588,7.034749034749021,0.965250965250979,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-6.61%; 状态bottom_area; 底部未确认
70,70.8235065885661,70.99396027469983,300417,南华仪器,confirmed_rebound,2022-04-28,8.33,2022-04-27,8.0,4.125000000000001,8.250000000000002,29.947460595446586,True,-3.8106,1.84,2,2,2,100.0,23.919141261827036,25.514403292181065,3.874999999999999,4.125000000000001,历史2/2次成功; 当前距低点4.13%; 最新日涨幅-3.81%; 状态confirmed_rebound; 底部已确认
71,70.69607564731547,68.7560703430308,603038,华立股份,bottom_area,2022-04-28,7.23,2022-04-28,7.05,2.5531914893617107,5.106382978723409,28.57142857142857,False,-3.8564,1.1903,1,1,1,100.0,8.265306122448965,8.265306122448965,5.44680851063829,2.5531914893617107,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
72,70.6478344055855,68.03346385581634,300552,万集科技,confirmed_rebound,2022-04-28,15.01,2022-04-28,14.71,2.039428959891223,8.429639700883742,27.28620860108749,False,-5.0601,2.9051,1,1,1,100.0,8.297644539614565,8.297644539614565,5.9605710401087775,2.039428959891223,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-5.06%; 状态confirmed_rebound; 底部未确认
73,70.50990894728807,67.1464426936655,002111,威海广泰,bottom_area,2022-04-28,7.65,2022-04-27,7.54,1.4588859416445665,4.907161803713529,29.925650557620813,False,-2.6718,1.0838,2,3,2,66.66666666666666,14.871161150260495,15.227629513343796,6.541114058355434,1.4588859416445665,历史2/3次成功; 当前距低点1.46%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
74,70.47874146513377,66.16180124223607,688168,安博通,bottom_area,2022-04-28,39.48,2022-04-28,39.2,0.714285714285699,7.95918367346938,27.286217770357997,False,-7.1059,1.8796,1,1,1,100.0,11.614906832298136,11.614906832298136,7.285714285714301,0.714285714285699,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-7.11%; 状态bottom_area; 底部未确认
75,70.33507805473496,70.87535154696863,603069,海汽集团,confirmed_rebound,2022-04-28,9.97,2022-04-27,9.55,4.3979057591623025,12.04188481675391,29.727740986019125,True,-1.5795,2.0665,2,2,2,100.0,16.411702569132675,21.284943599803825,3.602094240837698,4.3979057591623025,历史2/2次成功; 当前距低点4.40%; 最新日涨幅-1.58%; 状态confirmed_rebound; 底部已确认
76,70.31131934032985,65.10307346326837,300438,鹏辉能源,confirmed_rebound,2022-04-28,30.49,2022-04-28,30.49,0.0,19.711380780583802,30.704545454545457,False,-19.9948,11.0397,1,1,1,100.0,19.640179910044974,19.640179910044974,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
77,70.23021352853858,69.4349563301597,605177,东亚药业,bottom_area,2022-04-28,18.51,2022-04-27,17.9,3.4078212290502967,6.703910614525157,32.40181268882176,False,-2.6302,1.5752,1,1,1,100.0,12.17628350749659,12.17628350749659,4.592178770949704,3.4078212290502967,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
78,70.20797900082013,69.7598089091666,002780,三夫户外,confirmed_rebound,2022-04-28,10.46,2022-04-27,10.09,3.666997026759177,9.018830525272548,28.893587033121914,True,-1.784,3.0672,1,1,1,100.0,18.121301775147938,18.121301775147938,4.333002973240823,3.666997026759177,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-1.78%; 状态confirmed_rebound; 底部已确认
79,70.18634219387475,68.79161580110332,300546,雄帝科技,confirmed_rebound,2022-04-28,24.03,2022-04-27,23.34,2.9562982005141443,13.06769494430163,31.913652275379235,True,-8.7006,16.985,3,4,3,75.0,18.585890850943954,33.791666666666664,5.043701799485856,2.9562982005141443,历史3/4次成功; 当前距低点2.96%; 最新日涨幅-8.70%; 状态confirmed_rebound; 底部已确认
80,70.17108202424305,69.69381581375995,688027,国盾量子,confirmed_rebound,2022-04-28,75.35,2022-04-27,72.7,3.645116918844555,8.239339752407146,28.620520373097687,True,-3.9516,1.1835,2,2,2,100.0,11.046679509277094,12.171428571428573,4.354883081155445,3.645116918844555,历史2/2次成功; 当前距低点3.65%; 最新日涨幅-3.95%; 状态confirmed_rebound; 底部已确认
81,70.07277410293578,69.03721586496138,002339,积成电子,bottom_area,2022-04-28,4.48,2022-04-27,4.34,3.2258064516129163,7.834101382488476,27.906976744186046,True,-4.0685,1.4767,1,1,1,100.0,8.828250401284105,8.828250401284105,4.774193548387084,3.2258064516129163,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-4.07%; 状态bottom_area; 底部已确认
82,69.8753152510471,70.48852028895529,002044,美年健康,bottom_area,2022-04-28,4.69,2022-04-27,4.49,4.454342984409803,7.34966592427617,27.346278317152095,False,-1.8828,0.6917,2,2,2,100.0,14.002270394675465,18.108108108108105,3.545657015590197,4.454342984409803,历史2/2次成功; 当前距低点4.45%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
83,69.85214797573272,68.54032624113475,603336,宏辉果蔬,confirmed_rebound,2022-04-28,5.81,2022-04-27,5.64,3.0141843971631195,8.333333333333345,31.719128329297824,True,-4.7541,3.3246,1,1,1,100.0,13.777777777777775,13.777777777777775,4.9858156028368805,3.0141843971631195,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-4.75%; 状态confirmed_rebound; 底部已确认
84,69.79607796556435,68.78436179211973,000506,招金黄金,confirmed_rebound,2022-04-28,2.23,2022-04-28,2.16,3.240740740740733,9.72222222222222,30.32258064516129,False,-4.7009,2.946,2,2,2,100.0,10.393820865637593,10.431654676258994,4.7592592592592675,3.240740740740733,历史2/2次成功; 当前距低点3.24%; 最新日涨幅-4.70%; 状态confirmed_rebound; 底部未确认
85,69.74262783703506,69.56311013346483,002570,贝因美,bottom_area,2022-04-28,4.03,2022-04-27,3.88,3.8659793814433083,7.474226804123712,29.454545454545457,False,-3.125,1.5872,2,2,2,100.0,12.029801737395566,13.265306122448967,4.134020618556692,3.8659793814433083,历史2/2次成功; 当前距低点3.87%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
86,69.74145234497335,69.29989548876176,000796,凯撒旅业,confirmed_rebound,2022-04-28,7.91,2022-04-27,7.63,3.6697247706422047,9.305373525557012,29.22077922077922,True,-4.4686,4.3711,2,2,2,100.0,9.2304729345483,9.78915662650603,4.330275229357795,3.6697247706422047,历史2/2次成功; 当前距低点3.67%; 最新日涨幅-4.47%; 状态confirmed_rebound; 底部已确认
87,69.59685556548456,68.68110746593872,603200,上海洗霸,confirmed_rebound,2022-04-28,17.16,2022-04-27,16.61,3.3112582781457,9.21131848284167,30.122002524190155,True,-4.9834,2.2739,1,1,1,100.0,18.17621688231669,18.17621688231669,4.6887417218543,3.3112582781457,历史1/1次成功; 当前距低点3.31%; 最新日涨幅-4.98%; 状态confirmed_rebound; 底部已确认
88,69.46026935816097,68.35250638145428,001234,泰慕士,confirmed_rebound,2022-04-28,24.78,2022-04-28,24.02,3.1640299750208225,13.363863447127397,27.123786407766993,False,-7.1562,62.8673,1,1,1,100.0,23.79835873388042,23.79835873388042,4.8359700249791775,3.1640299750208225,历史1/1次成功; 当前距低点3.16%; 最新日涨幅-7.16%; 状态confirmed_rebound; 底部未确认
89,69.4561164835572,70.00517669291338,000923,河钢资源,bottom_area,2022-04-28,13.26,2022-04-27,12.7,4.4094488188976415,7.874015748031496,27.799886299033545,False,-2.7146,2.0048,1,1,1,100.0,27.519999999999996,27.519999999999996,3.590551181102359,4.4094488188976415,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
90,69.1153100767661,65.2098135686543,688312,燕麦科技,bottom_area,2022-04-28,16.55,2022-04-28,16.39,0.9762050030506415,7.382550335570475,27.123165851489546,False,-5.2662,0.987,1,1,1,100.0,9.707317073170724,9.707317073170724,7.023794996949359,0.9762050030506415,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
91,69.0741843217158,69.42185654521828,300672,国科微,confirmed_rebound,2022-04-28,61.66,2022-04-28,59.14,4.261075414271214,8.555968887385868,27.60435793854817,False,-10.8315,4.369,2,2,2,100.0,26.328540267508803,33.08187961653309,3.7389245857287867,4.261075414271214,历史2/2次成功; 当前距低点4.26%; 最新日涨幅-10.83%; 状态confirmed_rebound; 底部未确认
92,68.98778395054144,69.52957282973416,688129,东来技术,confirmed_rebound,2022-04-28,12.32,2022-04-27,11.8,4.406779661016945,8.3050847457627,30.588235294117645,True,-2.2222,0.8252,1,1,1,100.0,25.951776649746204,25.951776649746204,3.5932203389830546,4.406779661016945,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-2.22%; 状态confirmed_rebound; 底部已确认
93,68.82436255178807,68.47764032230805,603160,汇顶科技,bottom_area,2022-04-28,51.35,2022-04-28,49.5,3.73737373737374,6.222222222222219,27.73722627737226,False,-1.6472,1.5644,1,1,1,100.0,11.069099158710646,11.069099158710646,4.26262626262626,3.73737373737374,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
94,68.73694231273332,66.96150581567764,000757,浩物股份,confirmed_rebound,2022-04-28,3.5,2022-04-28,3.41,2.63929618768328,9.090909090909092,29.106029106029098,False,-7.4074,3.2944,1,1,1,100.0,9.88764044943819,9.88764044943819,5.3607038123167206,2.63929618768328,历史1/1次成功; 当前距低点2.64%; 最新日涨幅-7.41%; 状态confirmed_rebound; 底部未确认
