rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.38309762251428,78.078321363343,002796,世嘉科技,bottom_area,2022-08-01,10.36,2022-07-26,10.1,2.5742574257425725,6.336633663366342,32.66666666666667,False,-0.3846,7.0385,2,2,2,100.0,31.7614424410541,36.33841886269071,17.42574257425743,2.5742574257425725,历史2/2次成功; 当前距低点2.57%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
2,84.82110085819913,75.37260628465806,002110,三钢闽光,bottom_area,2022-08-01,5.6,2022-07-26,5.41,3.512014787430675,3.6968576709796706,27.187079407806188,False,1.083,0.4396,1,1,1,100.0,22.90322580645161,22.90322580645161,16.487985212569324,3.512014787430675,历史1/1次成功; 当前距低点3.51%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
3,65.48326971721266,58.31356865328428,002761,浙江建投,bottom_area,2022-08-01,26.84,2022-08-01,25.9,3.6293436293436345,5.057915057915067,27.185830756255275,False,0.5997,3.6458,1,3,1,33.33333333333333,43.73730534867976,43.73730534867976,16.370656370656366,3.6293436293436345,历史1/3次成功; 当前距低点3.63%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
