rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.55762730882164,82.9961068400796,688191,智洋创新,bottom_area,2023-09-21,18.05,2023-09-20,17.87,1.007274762171235,5.595970900951315,28.519999999999996,False,0.6132,3.6308,2,2,2,100.0,16.51985643994637,22.671568627450974,8.992725237828765,1.007274762171235,历史2/2次成功; 当前距低点1.01%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
2,86.03142136444983,78.33001435323933,002534,西子洁能,bottom_area,2023-09-21,12.5,2023-09-21,12.49,0.08006405124099109,1.6813450760608413,27.803468208092486,False,-0.9509,0.3936,3,3,3,100.0,25.712690269187092,33.11594202898551,9.91993594875901,0.08006405124099109,历史3/3次成功; 当前距低点0.08%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
3,83.22604111522469,78.10739693177098,002777,久远银海,bottom_area,2023-09-21,25.59,2023-09-21,25.17,1.6686531585220425,8.422725466825575,27.04347826086956,False,-5.3624,6.9583,3,3,3,100.0,14.365194264522765,18.88352860096485,8.331346841477957,1.6686531585220425,历史3/3次成功; 当前距低点1.67%; 最新日涨幅-5.36%; 状态bottom_area; 底部未确认
4,83.09415744299709,78.00851917625764,601777,千里科技,bottom_area,2023-09-21,3.62,2023-08-25,3.56,1.6853932584269677,8.146067415730338,27.93522267206478,True,-1.3624,0.4595,1,1,1,100.0,27.96352583586626,27.96352583586626,8.314606741573034,1.6853932584269677,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
5,80.81177632446169,74.14359076522499,300561,汇金科技,bottom_area,2023-09-21,12.52,2023-09-21,12.46,0.481540930979123,2.166934189406096,32.539252842447205,False,-0.4769,2.2023,2,2,2,100.0,24.79303273041607,27.62128325508607,9.518459069020878,0.481540930979123,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
6,80.11614072035643,75.69343973941368,300503,昊志机电,bottom_area,2023-09-21,15.66,2023-09-19,15.35,2.019543973941371,7.817589576547239,29.55484167049105,True,-0.7605,9.5539,1,1,1,100.0,19.61290322580645,19.61290322580645,7.98045602605863,2.019543973941371,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
7,79.72358752159059,77.51637732262219,603106,恒银科技,bottom_area,2023-09-21,7.34,2023-09-21,7.09,3.5260930888575457,4.090267983074754,30.829268292682926,False,2.371,7.1542,1,1,1,100.0,34.60144927536232,34.60144927536232,6.473906911142454,3.5260930888575457,历史1/1次成功; 当前距低点3.53%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
8,79.14737678680433,72.31154715797524,000028,国药一致,bottom_area,2023-09-21,30.73,2023-09-08,30.65,0.2610114192495982,5.481239804241435,30.577576443941112,False,-1.0943,0.5587,2,2,2,100.0,12.240070934754426,14.150943396226415,9.738988580750402,0.2610114192495982,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
9,77.79143626378902,71.32331318351055,300603,立昂技术,bottom_area,2023-09-21,9.02,2023-09-21,8.98,0.4454342984409705,2.0044543429844066,27.346278317152095,False,-0.8791,3.0919,4,5,4,80.0,19.18765260191376,35.36723163841809,9.55456570155903,0.4454342984409705,历史4/5次成功; 当前距低点0.45%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
10,77.01059195095364,70.78307076207447,002265,建设工业,bottom_area,2023-09-21,12.23,2023-08-25,12.16,0.5756578947368444,7.1546052631578885,28.344136711844424,True,-0.6499,0.5652,3,4,3,75.0,19.519197645561725,32.75229357798165,9.424342105263156,0.5756578947368444,历史3/4次成功; 当前距低点0.58%; 最新日涨幅-0.65%; 状态bottom_area; 底部已确认
11,76.23442100027951,69.82753865983746,688322,奥比中光,bottom_area,2023-09-21,28.01,2023-09-21,27.9,0.3942652329749211,2.32974910394266,27.24902216427641,False,-1.3732,1.137,3,4,3,75.0,21.351953715162754,28.749462827675128,9.60573476702508,0.3942652329749211,历史3/4次成功; 当前距低点0.39%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
