rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.14882640324562,76.5539651837524,002110,三钢闽光,bottom_area,2022-09-07,5.23,2022-08-31,5.17,1.1605415860735107,1.9342359767891615,30.41722745625841,False,-0.759,0.2164,1,1,1,100.0,22.90322580645161,22.90322580645161,13.83945841392649,1.1605415860735107,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
2,83.11340425115075,78.42629929742257,605258,协和电子,bottom_area,2022-09-07,23.35,2022-09-01,22.37,4.380867232901209,5.274921770227983,28.98412698412698,False,1.4776,2.6309,1,1,1,100.0,49.971379507727534,49.971379507727534,10.61913276709879,4.380867232901209,历史1/1次成功; 当前距低点4.38%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
3,82.61335078433314,76.38743669609399,002012,凯恩股份,bottom_area,2022-09-07,5.65,2022-09-06,5.47,3.2906764168190237,3.2906764168190237,27.54966887417219,False,1.2545,6.1549,1,1,1,100.0,25.646123260437374,25.646123260437374,11.709323583180975,3.2906764168190237,历史1/1次成功; 当前距低点3.29%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
4,79.91703724438557,75.16138059943131,688045,必易微,bottom_area,2022-09-07,61.48,2022-09-01,59.0,4.20338983050847,7.084745762711863,28.743961352657006,True,0.4083,9.9589,1,1,1,100.0,21.048975338659265,21.048975338659265,10.79661016949153,4.20338983050847,历史1/1次成功; 当前距低点4.20%; 最新日涨幅0.41%; 状态bottom_area; 底部已确认
5,79.82427109231476,72.70933691134456,603055,台华新材,bottom_area,2022-09-07,10.72,2022-09-01,10.46,2.485659655831738,7.934990439770538,31.767775603392035,True,-3.2491,0.7579,1,1,1,100.0,19.498069498069512,19.498069498069512,12.514340344168263,2.485659655831738,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-3.25%; 状态bottom_area; 底部已确认
6,79.40648871200506,75.09808423340452,688279,峰岹科技,bottom_area,2022-09-07,64.99,2022-09-05,62.19,4.502331564560214,8.216755105322399,27.07551594746717,True,1.9771,3.629,1,1,1,100.0,24.37311935807422,24.37311935807422,10.497668435439786,4.502331564560214,历史1/1次成功; 当前距低点4.50%; 最新日涨幅1.98%; 状态bottom_area; 底部已确认
7,77.85561591681886,74.1765300063618,688058,宝兰德,bottom_area,2022-09-07,42.4,2022-08-31,40.42,4.898565066798607,7.397328055418097,31.49152542372881,True,0.7365,1.4299,1,1,1,100.0,24.27558257345491,24.27558257345491,10.101434933201393,4.898565066798607,历史1/1次成功; 当前距低点4.90%; 最新日涨幅0.74%; 状态bottom_area; 底部已确认
8,76.66196810139596,72.28775887743721,002645,华宏科技,bottom_area,2022-09-07,18.98,2022-09-02,18.19,4.343045629466735,5.0027487630566245,28.27287066246056,False,0.8502,1.3816,1,1,1,100.0,16.50485436893203,16.50485436893203,10.656954370533263,4.343045629466735,历史1/1次成功; 当前距低点4.34%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
9,65.35620216959722,59.880491264877335,688288,鸿泉技术,bottom_area,2022-09-07,19.46,2022-09-06,18.93,2.7997886951928215,3.645007923930276,30.710102489019036,False,1.3542,0.8481,1,3,1,33.33333333333333,41.992882562277565,41.992882562277565,12.200211304807178,2.7997886951928215,历史1/3次成功; 当前距低点2.80%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
10,62.71161234050702,57.91804034467385,605319,无锡振华,bottom_area,2022-09-07,14.07,2022-08-29,13.63,3.228173147468815,5.209097578870132,27.345415778251603,False,0.9326,0.9852,1,2,1,50.0,17.248790972595383,17.248790972595383,11.771826852531184,3.228173147468815,历史1/2次成功; 当前距低点3.23%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
11,61.12675674163924,53.61242889331932,601966,玲珑轮胎,bottom_area,2022-09-07,21.85,2022-09-05,21.75,0.4597701149425352,5.6091954022988455,28.21782178217822,False,-1.5766,1.3021,1,2,1,50.0,22.476907287033857,22.476907287033857,14.540229885057466,0.4597701149425352,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
12,59.721821389117274,56.83628682712477,688165,埃夫特,bottom_area,2022-09-07,8.45,2022-09-02,8.06,4.83870967741934,7.071960297766752,28.4826974267968,True,1.4406,0.6861,1,2,1,50.0,21.98142414860681,21.98142414860681,10.16129032258066,4.83870967741934,历史1/2次成功; 当前距低点4.84%; 最新日涨幅1.44%; 状态bottom_area; 底部已确认
13,59.545858157379634,56.00140696742493,601606,长城军工,bottom_area,2022-09-07,12.15,2022-08-29,11.66,4.2024013722126945,5.488850771869645,27.033792240300375,False,0.0,1.3293,1,2,1,50.0,18.886462882096076,18.886462882096076,10.797598627787306,4.2024013722126945,历史1/2次成功; 当前距低点4.20%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,51.92211366438609,49.037855848308155,002607,中公教育,bottom_area,2022-09-07,4.48,2022-08-25,4.29,4.4289044289044375,10.023310023310017,28.02013422818792,True,-1.1038,1.0159,1,4,1,25.0,18.337408312958438,18.337408312958438,10.571095571095562,4.4289044289044375,历史1/4次成功; 当前距低点4.43%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
