rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.07241345224183,84.25560397293856,002246,北化股份,bottom_area,2025-01-07,9.56,2025-01-06,9.2,3.913043478260883,3.913043478260883,27.38752959747435,False,2.3555,1.2626,4,4,4,100.0,25.577113458996685,31.992687385740403,11.086956521739117,3.913043478260883,历史4/4次成功; 当前距低点3.91%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
2,88.12992554887956,83.31470303290942,002819,东方中科,bottom_area,2025-01-07,24.95,2025-01-06,23.88,4.480737018425462,4.564489112227806,28.072289156626518,False,2.9715,1.8402,4,4,4,100.0,27.47733029526597,51.677148846960186,10.519262981574537,4.480737018425462,历史4/4次成功; 当前距低点4.48%; 最新日涨幅2.97%; 状态bottom_area; 底部未确认
3,87.44169882747988,80.04249496244735,000567,海德股份,bottom_area,2025-01-07,6.35,2025-01-06,6.18,2.750809061488672,2.912621359223311,31.333333333333336,False,0.4747,0.5286,1,1,1,100.0,38.67924528301886,38.67924528301886,12.249190938511328,2.750809061488672,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
4,85.89670033889468,79.00535714285715,600429,三元股份,bottom_area,2025-01-07,4.11,2025-01-06,3.99,3.0075187969924837,6.265664160401002,31.79487179487179,False,0.2439,0.5932,1,1,1,100.0,36.25000000000001,36.25000000000001,11.992481203007516,3.0075187969924837,历史1/1次成功; 当前距低点3.01%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
5,85.43375432410296,81.42828782170537,300541,先进数通,bottom_area,2025-01-07,11.73,2025-01-06,11.18,4.919499105545624,10.465116279069766,28.287363694676078,True,4.2667,10.7868,3,3,3,100.0,30.186805281448358,52.85714285714285,10.080500894454374,4.919499105545624,历史3/3次成功; 当前距低点4.92%; 最新日涨幅4.27%; 状态bottom_area; 底部已确认
6,85.28936375181422,77.80101596516691,000402,金融街,bottom_area,2025-01-07,3.2,2025-01-06,3.12,2.5641025641025665,2.5641025641025665,29.411764705882348,False,0.9464,0.7464,1,1,1,100.0,24.339622641509433,24.339622641509433,12.435897435897433,2.5641025641025665,历史1/1次成功; 当前距低点2.56%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
7,84.14752747748247,76.66180126618237,000886,海南高速,bottom_area,2025-01-07,6.16,2025-01-06,6.01,2.495840266222968,7.154742096505834,29.953379953379955,False,1.4827,2.1604,1,1,1,100.0,17.378048780487816,17.378048780487816,12.504159733777032,2.495840266222968,历史1/1次成功; 当前距低点2.50%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
8,83.1407250219261,77.19490347490348,000949,新乡化纤,bottom_area,2025-01-07,3.83,2025-01-06,3.7,3.51351351351351,3.783783783783775,27.16535433070866,False,1.5915,2.381,1,1,1,100.0,32.718894009216584,32.718894009216584,11.486486486486488,3.51351351351351,历史1/1次成功; 当前距低点3.51%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
9,82.72205603414253,77.70787797519277,000917,电广传媒,bottom_area,2025-01-07,6.54,2025-01-06,6.28,4.140127388535028,4.299363057324833,30.299667036625966,False,1.8692,1.9437,1,1,1,100.0,43.157894736842124,43.157894736842124,10.859872611464972,4.140127388535028,历史1/1次成功; 当前距低点4.14%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
10,82.06048925613888,74.86743768674958,603185,弘元绿能,bottom_area,2025-01-07,15.55,2025-01-06,15.16,2.572559366754621,3.9577836411609475,29.651972157772622,False,0.0644,0.8847,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,12.427440633245379,2.572559366754621,历史4/6次成功; 当前距低点2.57%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
11,82.035828448227,76.57749835817127,300456,赛微电子,bottom_area,2025-01-07,16.66,2025-01-06,16.05,3.800623052959498,3.800623052959498,28.02690582959641,False,2.0208,2.0516,1,1,1,100.0,32.91891891891892,32.91891891891892,11.199376947040502,3.800623052959498,历史1/1次成功; 当前距低点3.80%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
