rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,73.63873279774394,71.2805783267827,601600,中国铝业,confirmed_rebound,2021-11-12,5.32,2021-11-10,5.2,2.3076923076923097,8.653846153846157,29.634641407307168,True,-2.7422,3.0857,1,1,1,100.0,9.635036496350367,9.635036496350367,5.692307692307691,2.3076923076923097,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-2.74%; 状态confirmed_rebound; 底部已确认
2,73.37874430867616,73.27649803235194,600331,宏达股份,confirmed_rebound,2021-11-12,3.44,2021-11-10,3.31,3.927492447129906,8.459214501510568,31.469979296066253,True,-1.4327,2.6476,1,1,1,100.0,40.221402214022135,40.221402214022135,4.0725075528700945,3.927492447129906,历史1/1次成功; 当前距低点3.93%; 最新日涨幅-1.43%; 状态confirmed_rebound; 底部已确认
3,73.06238236592942,72.04196599301159,002233,塔牌集团,bottom_area,2021-11-12,10.11,2021-11-10,9.79,3.2686414708886646,7.252298263534228,31.77700348432056,True,-2.975,2.3286,1,1,1,100.0,15.292841648590022,15.292841648590022,4.731358529111335,3.2686414708886646,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-2.98%; 状态bottom_area; 底部已确认
4,72.90218966434203,73.7953585799966,300437,清水源,confirmed_rebound,2021-11-12,37.94,2021-11-12,36.26,4.633204633204633,8.990623276337576,29.221159476869023,False,-7.4183,32.0228,4,4,4,100.0,21.07024270808154,30.330330330330323,3.366795366795367,4.633204633204633,历史4/4次成功; 当前距低点4.63%; 最新日涨幅-7.42%; 状态confirmed_rebound; 底部未确认
5,70.56042397523235,69.46767404641237,002386,天原股份,bottom_area,2021-11-12,10.68,2021-11-05,10.35,3.1884057971014497,7.729468599033823,27.82426778242678,False,-0.466,2.8624,1,1,1,100.0,9.662576687116577,9.662576687116577,4.811594202898551,3.1884057971014497,历史1/1次成功; 当前距低点3.19%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
