rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.30783372171089,78.40275016704534,300484,蓝海华腾,bottom_area,2022-01-19,14.97,2022-01-10,14.45,3.5986159169550267,5.813148788927335,29.580896686159846,False,0.3351,1.6614,2,2,2,100.0,23.589217514531214,28.708133971291865,11.401384083044972,3.5986159169550267,历史2/2次成功; 当前距低点3.60%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
2,83.37722339144027,74.53719147962627,688286,敏芯股份,bottom_area,2022-01-19,77.37,2022-01-19,76.24,1.4821615949632867,4.144805876180497,28.41314553990611,False,-1.9143,2.5611,1,1,1,100.0,16.00279524807827,16.00279524807827,13.517838405036715,1.4821615949632867,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
3,83.04476595651613,75.75349232065325,300409,道氏技术,bottom_area,2022-01-19,22.4,2022-01-14,21.84,2.564102564102558,6.822344322344315,29.910141206675227,False,-2.2688,2.8586,1,1,1,100.0,35.80454928390903,35.80454928390903,12.435897435897441,2.564102564102558,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
4,81.10411128709846,74.15588127963031,688317,之江生物,bottom_area,2022-01-19,57.28,2022-01-19,55.78,2.689135891000358,5.754750806740769,29.712701612903224,False,-3.5528,10.6509,1,1,1,100.0,38.96296296296296,38.96296296296296,12.310864108999642,2.689135891000358,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
5,80.18899704732549,70.27415170564328,300595,欧普康视,bottom_area,2022-01-19,48.25,2022-01-19,48.05,0.4162330905307031,3.0801248699271677,27.570093457943933,False,-1.7912,1.4002,1,1,1,100.0,19.855715871254166,19.855715871254166,14.583766909469295,0.4162330905307031,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
6,78.06384409036924,73.59211512484204,601126,四方股份,bottom_area,2022-01-19,18.07,2022-01-11,17.32,4.330254041570439,9.69976905311778,30.21756647864625,True,-3.369,2.9958,1,1,1,100.0,46.85534591194968,46.85534591194968,10.66974595842956,4.330254041570439,历史1/1次成功; 当前距低点4.33%; 最新日涨幅-3.37%; 状态bottom_area; 底部已确认
7,76.48998613678374,66.51303142329022,603333,尚纬股份,bottom_area,2022-01-19,9.93,2022-01-19,9.93,0.0,0.0,28.458213256484154,False,-9.9728,0.4036,1,1,1,100.0,17.005545286506468,17.005545286506468,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
8,74.06325095102899,69.12120065108984,688075,安旭生物,bottom_area,2022-01-19,227.32,2022-01-19,219.02,3.7896082549538774,11.514930143365902,27.6588717135685,False,-3.678,11.7768,1,1,1,100.0,25.384448776261635,25.384448776261635,11.210391745046122,3.7896082549538774,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
9,68.98086776618477,61.98741573458999,300421,力星股份,bottom_area,2022-01-19,16.77,2022-01-19,16.48,1.7597087378640723,2.7912621359223353,27.400881057268716,False,-0.1786,2.087,1,2,1,50.0,43.59974009096816,43.59974009096816,13.240291262135928,1.7597087378640723,历史1/2次成功; 当前距低点1.76%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
10,67.65534532332683,62.51837589137441,601778,晶科科技,bottom_area,2022-01-19,7.29,2022-01-17,7.06,3.257790368271961,4.107648725212465,27.58974358974359,False,0.5517,1.623,1,2,1,50.0,42.344827586206904,42.344827586206904,11.742209631728038,3.257790368271961,历史1/2次成功; 当前距低点3.26%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
