rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,103.23313494370723,91.62261265016353,002779,中坚科技,bottom_area,2025-06-04,97.9,2025-06-04,96.84,1.0945890128046285,1.5386204047914032,28.94563064054589,False,0.772,2.774,4,4,4,100.0,30.635890319129533,38.253119429590015,13.90541098719537,1.0945890128046285,历史4/4次成功; 当前距低点1.09%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
2,93.24961398782457,83.25301291844202,000811,冰轮环境,bottom_area,2025-06-04,9.34,2025-06-03,9.21,1.4115092290987947,2.497285559174795,28.54926299456943,False,0.4301,1.5609,4,5,4,80.0,32.856204090254195,47.451868629671566,13.588490770901204,1.4115092290987947,历史4/5次成功; 当前距低点1.41%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
3,90.83605033982376,81.21587235604956,688018,乐鑫科技,bottom_area,2025-06-04,136.3,2025-06-04,134.3,1.4892032762472076,1.7498138495904647,32.3766364551863,False,-1.0598,1.3415,2,2,2,100.0,35.32933239727525,36.02954531694619,13.51079672375279,1.4892032762472076,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
4,90.01025302389412,81.16748392131107,002041,登海种业,bottom_area,2025-06-04,9.95,2025-06-03,9.76,1.9467213114754047,2.0491803278688634,28.023598820059004,False,0.4036,0.7953,2,2,2,100.0,18.2043468358871,21.395106715252467,13.053278688524594,1.9467213114754047,历史2/2次成功; 当前距低点1.95%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
5,89.06049893814807,80.83036547089087,002304,洋河股份,bottom_area,2025-06-04,66.49,2025-05-29,65.0,2.2923076923076846,2.5999999999999965,31.57894736842105,False,0.6967,0.2866,2,2,2,100.0,20.62810220081931,20.781426953567394,12.707692307692314,2.2923076923076846,历史2/2次成功; 当前距低点2.29%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
6,87.80928062056633,79.91180172104353,002819,东方中科,bottom_area,2025-06-04,28.57,2025-05-30,27.89,2.4381498745069905,4.195051989960553,31.575073601570164,False,0.9897,3.6148,4,5,4,80.0,27.47733029526597,51.677148846960186,12.56185012549301,2.4381498745069905,历史4/5次成功; 当前距低点2.44%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
7,87.67930646282774,79.17398259048369,688448,磁谷科技,bottom_area,2025-06-04,29.29,2025-06-03,28.71,2.020202020202014,2.577499129223262,27.113480578827115,False,1.2094,2.4818,1,1,1,100.0,25.053995680345576,25.053995680345576,12.979797979797986,2.020202020202014,历史1/1次成功; 当前距低点2.02%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
8,87.04726583324667,77.68137029739081,002889,东方嘉盛,bottom_area,2025-06-04,14.61,2025-06-04,14.41,1.3879250520471846,2.567661346287295,32.883092687470885,False,-0.273,1.7757,1,1,1,100.0,31.751824817518237,31.751824817518237,13.612074947952815,1.3879250520471846,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
9,86.91656107811801,79.79527036900416,605378,野马电池,bottom_area,2025-06-04,17.34,2025-06-04,16.85,2.9080118694361925,3.9762611275964277,32.24768797748291,False,2.06,3.2808,2,2,2,100.0,22.61041629741227,29.89631336405531,12.091988130563808,2.9080118694361925,历史2/2次成功; 当前距低点2.91%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
10,86.69773956095206,78.82899271212911,600770,综艺股份,bottom_area,2025-06-04,5.57,2025-06-03,5.44,2.389705882352939,2.9411764705882213,27.94701986754966,False,1.2727,5.6881,1,1,1,100.0,27.72861356932153,27.72861356932153,12.610294117647062,2.389705882352939,历史1/1次成功; 当前距低点2.39%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
11,86.38522560006692,80.96636363636364,301058,中粮科工,bottom_area,2025-06-04,10.87,2025-04-30,10.45,4.019138755980861,8.038277511961722,29.77150537634409,True,1.0223,1.3113,1,1,1,100.0,57.794273594909875,57.794273594909875,10.980861244019138,4.019138755980861,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.02%; 状态bottom_area; 底部已确认
