rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.6529371019525,83.7277739296218,002838,道恩股份,bottom_area,2022-12-30,17.68,2022-12-30,17.5,1.028571428571427,3.3142857142857043,30.223285486443373,False,0.5117,2.6041,2,2,2,100.0,20.71460638045511,24.95606326889279,6.971428571428573,1.028571428571427,历史2/2次成功; 当前距低点1.03%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
2,87.14382573149904,81.47046601950716,688075,安旭生物,bottom_area,2022-12-30,84.3,2022-12-30,83.88,0.5007153075822625,2.2651406771578517,29.441453566621806,False,-1.1955,3.3198,4,4,4,100.0,31.086542584917854,40.134529147982065,7.499284692417738,0.5007153075822625,历史4/4次成功; 当前距低点0.50%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
3,86.79233937670307,83.51394664267903,002116,中国海诚,bottom_area,2022-12-30,10.21,2022-12-30,10.01,1.9980019980020087,2.697302697302693,30.340988169798187,False,1.1893,1.2575,3,3,3,100.0,14.781673108191493,18.51179673321235,6.0019980019979915,1.9980019980020087,历史3/3次成功; 当前距低点2.00%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
4,83.95808307914703,78.0479371307468,002395,双象股份,bottom_area,2022-12-30,9.73,2022-12-29,9.71,0.2059732234809431,3.8105046343975197,28.916544655929716,False,0.1029,1.5781,1,1,1,100.0,36.59976387249114,36.59976387249114,7.794026776519057,0.2059732234809431,历史1/1次成功; 当前距低点0.21%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
5,83.82638216919523,80.16260924096744,001332,锡装股份,bottom_area,2022-12-30,57.01,2022-12-23,56.07,1.6764758337792003,5.796326021045122,32.874416377349455,False,0.4405,2.3518,1,1,1,100.0,26.155774956903304,26.155774956903304,6.3235241662208,1.6764758337792003,历史1/1次成功; 当前距低点1.68%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
6,83.6540531299013,78.88397962045768,000980,众泰汽车,bottom_area,2022-12-30,4.26,2022-12-29,4.22,0.9478672985782,3.7914691943128,30.247933884297524,False,0.7092,2.3076,2,2,2,100.0,33.52213473772031,43.49775784753364,7.0521327014218,0.9478672985782,历史2/2次成功; 当前距低点0.95%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
7,83.44807939066511,80.01235937133475,603289,泰瑞机器,bottom_area,2022-12-30,8.98,2022-12-23,8.82,1.8140589569161012,5.555555555555558,29.888712241653415,False,0.5599,1.0832,1,1,1,100.0,27.034482758620705,27.034482758620705,6.1859410430839,1.8140589569161012,历史1/1次成功; 当前距低点1.81%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
8,81.72616692380012,79.62473073130386,300542,新晨科技,bottom_area,2022-12-30,11.64,2022-12-29,11.34,2.645502645502652,4.05643738977073,28.589420654911844,False,0.692,1.2921,2,2,2,100.0,18.47568152177371,21.587301587301592,5.354497354497348,2.645502645502652,历史2/2次成功; 当前距低点2.65%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
9,81.25593166577109,77.21090042240273,001209,洪兴股份,bottom_area,2022-12-30,13.56,2022-12-29,13.38,1.3452914798206257,2.6158445440956624,29.3558606124604,False,-0.5136,6.9731,2,2,2,100.0,12.033145141901933,13.480885311871237,6.654708520179374,1.3452914798206257,历史2/2次成功; 当前距低点1.35%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
10,81.2470939875403,77.30351738946312,688115,思林杰,bottom_area,2022-12-30,38.75,2022-12-23,38.21,1.4132426066474721,5.312745354619213,31.375718390804597,False,-0.1546,0.8188,2,2,2,100.0,13.364035121609469,16.977032898820603,6.586757393352529,1.4132426066474721,历史2/2次成功; 当前距低点1.41%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
11,80.68934713790625,74.71235846102431,000411,英特集团,bottom_area,2022-12-30,11.57,2022-12-30,11.57,0.0,2.7657735522904088,31.497927767910006,False,-2.2804,2.3217,2,2,2,100.0,34.206228285076975,47.98426745329401,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
12,80.64611449966766,78.47170306284252,002423,中粮资本,bottom_area,2022-12-30,7.16,2022-12-23,6.98,2.5787965616045803,7.87965616045845,28.41025641025641,True,0.5618,0.9595,1,1,1,100.0,18.932038834951456,18.932038834951456,5.42120343839542,2.5787965616045803,历史1/1次成功; 当前距低点2.58%; 最新日涨幅0.56%; 状态bottom_area; 底部已确认
