rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.27376669294122,77.50599203549604,688185,康希诺,bottom_area,2022-04-19,184.89,2022-04-19,182.1,1.532125205930803,5.161998901702365,32.550559300688946,False,-2.4276,2.7562,2,2,2,100.0,15.909879059238028,19.236097367900253,6.467874794069198,1.532125205930803,历史2/2次成功; 当前距低点1.53%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
2,80.76795841188897,78.19490347490347,002482,广田集团,bottom_area,2022-04-19,2.65,2022-04-19,2.59,2.316602316602319,3.8610038610038644,29.619565217391315,False,1.145,1.7728,1,1,1,100.0,23.423423423423422,23.423423423423422,5.683397683397681,2.316602316602319,历史1/1次成功; 当前距低点2.32%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
3,77.75857073200201,75.42735026661882,002800,天顺股份,bottom_area,2022-04-19,16.1,2022-04-18,15.72,2.417302798982193,6.743002544529266,27.6576161988035,False,1.0672,9.037,1,1,1,100.0,9.778498109130192,9.778498109130192,5.582697201017807,2.417302798982193,历史1/1次成功; 当前距低点2.42%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
4,76.32854487483053,74.54189036721169,603123,翠微股份,bottom_area,2022-04-19,15.22,2022-04-18,14.81,2.7683997299122223,6.347062795408505,31.435185185185187,False,-0.6527,5.3081,2,2,2,100.0,15.128181459201945,16.108452950558224,5.231600270087778,2.7683997299122223,历史2/2次成功; 当前距低点2.77%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
5,75.80290566332361,73.32247391533318,000788,北大医药,bottom_area,2022-04-19,9.01,2022-04-18,8.81,2.2701475595913654,4.994324631101016,31.65244375484872,False,-0.989,3.4427,1,1,1,100.0,19.13123844731978,19.13123844731978,5.729852440408635,2.2701475595913654,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
6,75.73260404858146,75.49292513498982,605589,圣泉集团,bottom_area,2022-04-19,25.45,2022-04-18,24.51,3.835169318645441,4.936760505915942,30.369318181818183,False,0.118,1.3795,2,2,2,100.0,10.844683771513038,11.515151515151507,4.164830681354559,3.835169318645441,历史2/2次成功; 当前距低点3.84%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
7,75.53008180541731,73.44296275657103,002825,纳尔股份,bottom_area,2022-04-19,14.92,2022-04-18,14.55,2.5429553264604756,5.567010309278341,31.14055844770468,False,-1.2574,3.2302,1,1,1,100.0,23.123123123123136,23.123123123123136,5.457044673539524,2.5429553264604756,历史1/1次成功; 当前距低点2.54%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
8,75.17723772477035,75.96996782380133,000863,三湘印象,bottom_area,2022-04-19,3.68,2022-04-18,3.52,4.545454545454549,6.818181818181812,32.95238095238095,False,2.2222,3.5847,2,2,2,100.0,22.116151545363905,25.588235294117638,3.4545454545454506,4.545454545454549,历史2/2次成功; 当前距低点4.55%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
9,75.08926669835456,72.99038954602663,300663,科蓝软件,bottom_area,2022-04-19,15.83,2022-04-18,15.44,2.525906735751299,5.181347150259061,27.341176470588234,False,-0.8145,2.3734,1,1,1,100.0,20.480951094298856,20.480951094298856,5.474093264248701,2.525906735751299,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
10,74.86823130666076,74.06916639424648,300386,飞天诚信,bottom_area,2022-04-19,11.42,2022-04-18,11.04,3.442028985507254,4.438405797101452,27.368421052631582,False,0.1754,1.445,1,1,1,100.0,15.037593984962406,15.037593984962406,4.557971014492746,3.442028985507254,历史1/1次成功; 当前距低点3.44%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
11,74.09442382078497,72.50710061218442,688131,皓元医药,bottom_area,2022-04-19,139.96,2022-04-15,136.05,2.8739434031606,7.975009187798598,29.066736183524505,True,-2.8393,1.9041,1,1,1,100.0,12.955331028981659,12.955331028981659,5.126056596839399,2.8739434031606,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
