rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.67081967213122,80.44000000000004,002687,乔治白,bottom_area,2024-06-13,4.27,2024-06-06,4.2,1.666666666666652,5.714285714285719,28.2051282051282,False,-2.0642,1.3505,1,1,1,100.0,64.00000000000001,64.00000000000001,13.333333333333346,1.666666666666652,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
20,69.40038140521125,65.83056917667605,002805,丰元股份,bottom_area,2024-06-13,11.0,2024-06-11,10.51,4.66222645099905,7.32635585156993,31.35205747877205,True,-1.5219,1.775,3,5,3,60.0,35.647556370719805,50.09389671361502,10.33777354900095,4.66222645099905,历史3/5次成功; 当前距低点4.66%; 最新日涨幅-1.52%; 状态bottom_area; 底部已确认
21,68.62966740081852,65.17701730647309,002837,英维克,bottom_area,2024-06-13,23.71,2024-06-11,22.64,4.726148409893994,6.581272084805646,31.97115384615385,False,2.8633,1.8189,2,3,2,66.66666666666666,21.860048464326542,24.517374517374524,10.273851590106005,4.726148409893994,历史2/3次成功; 当前距低点4.73%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
22,67.67654750623674,59.87139528929851,000069,华侨城A,bottom_area,2024-06-13,2.19,2024-06-13,2.17,0.9216589861751161,7.373271889400929,30.000000000000004,False,-5.1948,2.3514,2,3,2,66.66666666666666,19.22640382317801,19.25925925925926,14.078341013824883,0.9216589861751161,历史2/3次成功; 当前距低点0.92%; 最新日涨幅-5.19%; 状态bottom_area; 底部未确认
23,65.2484183698421,58.19814267124096,300757,罗博特科,bottom_area,2024-06-13,85.68,2024-06-13,84.53,1.3604637406837876,4.388974328640711,32.75258552108194,False,-1.2448,4.2381,1,5,1,20.0,74.11052233156698,74.11052233156698,13.639536259316213,1.3604637406837876,历史1/5次成功; 当前距低点1.36%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
24,62.65834387481894,59.530982906149234,000701,厦门信达,bottom_area,2024-06-13,3.75,2024-06-06,3.58,4.748603351955305,10.614525139664801,29.388560157790927,True,-2.3438,2.2756,2,4,2,50.0,24.50429327208239,30.161579892280066,10.251396648044695,4.748603351955305,历史2/4次成功; 当前距低点4.75%; 最新日涨幅-2.34%; 状态bottom_area; 底部已确认
25,62.12177809629399,56.08856709614901,600322,津投城开,bottom_area,2024-06-13,1.52,2024-06-06,1.49,2.0134228187919483,7.382550335570476,28.01932367149758,False,-1.9355,1.1564,1,4,1,25.0,35.828877005347586,35.828877005347586,12.98657718120805,2.0134228187919483,历史1/4次成功; 当前距低点2.01%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
26,61.468301231023396,56.378569281957745,001322,箭牌家居,bottom_area,2024-06-13,8.28,2024-06-06,8.05,2.85714285714284,6.211180124223602,28.634751773049633,False,-0.6002,1.482,1,2,1,50.0,26.897069872276486,26.897069872276486,12.14285714285716,2.85714285714284,历史1/2次成功; 当前距低点2.86%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
27,61.192674521196736,55.668362695383976,000779,甘咨询,bottom_area,2024-06-13,7.2,2024-06-06,7.03,2.4182076813655753,7.254623044096725,27.30093071354705,False,-2.0408,1.2181,1,2,1,50.0,17.69825918762089,17.69825918762089,12.581792318634424,2.4182076813655753,历史1/2次成功; 当前距低点2.42%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
28,59.64125362374772,56.43478940410584,688105,诺唯赞,bottom_area,2024-06-13,22.15,2024-06-11,21.19,4.530438886267095,5.568664464369984,27.30703259005145,False,1.373,1.0983,1,2,1,50.0,25.237580993520524,25.237580993520524,10.469561113732906,4.530438886267095,历史1/2次成功; 当前距低点4.53%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
29,58.56994535989213,53.83362189508425,000705,浙江震元,bottom_area,2024-06-13,7.28,2024-06-06,7.07,2.97029702970297,5.799151343705801,27.26337448559671,False,-2.6738,3.1828,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,12.029702970297029,2.97029702970297,历史1/3次成功; 当前距低点2.97%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
30,57.364477030587715,53.31954595791806,002225,濮耐股份,bottom_area,2024-06-13,4.06,2024-06-06,3.92,3.5714285714285636,7.39795918367347,27.001862197392928,True,-2.4038,2.2086,1,3,1,33.33333333333333,29.457364341085263,29.457364341085263,11.428571428571436,3.5714285714285636,历史1/3次成功; 当前距低点3.57%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
31,56.69366262278277,50.03029274367632,688059,华锐精密,bottom_area,2024-06-13,51.15,2024-06-13,50.75,0.788177339901475,5.477832512315273,30.086788813886212,False,-3.636,2.1954,1,4,1,25.0,38.29213483146067,38.29213483146067,14.211822660098525,0.788177339901475,历史1/4次成功; 当前距低点0.79%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
32,55.571314244323275,52.541323792486615,000608,阳光股份,bottom_area,2024-06-13,1.63,2024-06-06,1.56,4.487179487179477,10.897435897435892,31.277533039647576,True,-2.3952,1.2753,1,2,1,50.0,17.05426356589147,17.05426356589147,10.512820512820523,4.487179487179477,历史1/2次成功; 当前距低点4.49%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
33,55.393847892957375,51.94224532170909,603366,日出东方,bottom_area,2024-06-13,3.86,2024-06-06,3.71,4.043126684636116,5.39083557951483,29.198473282442748,False,-1.0256,0.6423,1,2,1,50.0,17.583732057416277,17.583732057416277,10.956873315363884,4.043126684636116,历史1/2次成功; 当前距低点4.04%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
34,53.403595730335184,49.63235072065889,603326,我乐家居,bottom_area,2024-06-13,6.1,2024-06-06,5.89,3.5653650254668925,6.791171477079802,27.552275522755238,False,-1.6129,0.9688,1,4,1,25.0,20.141843971631218,20.141843971631218,11.434634974533106,3.5653650254668925,历史1/4次成功; 当前距低点3.57%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
35,53.16951068684695,50.58382001836546,603217,元利科技,bottom_area,2024-06-13,15.22,2024-06-06,14.52,4.820936639118465,6.404958677685949,29.37743190661478,False,-0.9759,0.5277,1,2,1,50.0,19.81481481481482,19.81481481481482,10.179063360881536,4.820936639118465,历史1/2次成功; 当前距低点4.82%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
36,51.157260048106764,48.725520833333334,300749,顶固集创,bottom_area,2024-06-13,5.37,2024-06-06,5.12,4.8828125,9.765625,28.391608391608393,True,-1.8282,1.7484,1,3,1,33.33333333333333,20.833333333333336,20.833333333333336,10.1171875,4.8828125,历史1/3次成功; 当前距低点4.88%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
37,50.080195472429445,47.61768110662946,300459,汤姆猫,bottom_area,2024-06-13,3.5,2024-06-11,3.34,4.790419161676651,7.4850299401197615,27.391304347826086,True,-2.2346,2.5528,1,4,1,25.0,15.133531157270022,15.133531157270022,10.209580838323348,4.790419161676651,历史1/4次成功; 当前距低点4.79%; 最新日涨幅-2.23%; 状态bottom_area; 底部已确认
