rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.67081967213122,80.44000000000004,002687,乔治白,bottom_area,2024-06-13,4.27,2024-06-06,4.2,1.666666666666652,5.714285714285719,28.2051282051282,False,-2.0642,1.3505,1,1,1,100.0,64.00000000000001,64.00000000000001,13.333333333333346,1.666666666666652,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
2,85.73312932126697,75.41823529411765,000420,吉林化纤,bottom_area,2024-06-13,3.25,2024-06-06,3.23,0.6191950464396291,5.26315789473684,29.321663019693663,False,-2.6946,1.7887,1,1,1,100.0,53.9249146757679,53.9249146757679,14.38080495356037,0.6191950464396291,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
3,84.94865475453335,75.52966165413532,600201,生物股份,bottom_area,2024-06-13,7.65,2024-06-13,7.56,1.1904761904762005,3.042328042328048,30.958904109589042,False,-1.671,1.6724,1,1,1,100.0,17.76315789473684,17.76315789473684,13.8095238095238,1.1904761904762005,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
4,84.70089004319992,74.37794483236766,605198,安德利,bottom_area,2024-06-13,28.77,2024-06-11,28.62,0.5241090146750474,3.5290006988120126,29.123328380386333,False,-1.8759,0.4491,1,1,1,100.0,43.241469816272954,43.241469816272954,14.475890985324952,0.5241090146750474,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
5,82.77130937502699,77.64549358741995,002631,德尔未来,bottom_area,2024-06-13,3.84,2024-06-06,3.69,4.065040650406502,10.569105691056913,27.075098814229243,True,-2.0408,0.6515,2,2,2,100.0,38.51497994810097,47.77070063694268,10.934959349593498,4.065040650406502,历史2/2次成功; 当前距低点4.07%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
6,82.43409690313183,77.10338706718176,000663,永安林业,bottom_area,2024-06-13,4.52,2024-06-06,4.35,3.9080459770114926,11.034482758620701,27.86069651741294,True,-2.5862,2.1008,2,2,2,100.0,33.67597792885999,50.39215686274511,11.091954022988507,3.9080459770114926,历史2/2次成功; 当前距低点3.91%; 最新日涨幅-2.59%; 状态bottom_area; 底部已确认
7,81.87693191143646,72.18970982142856,600162,香江控股,bottom_area,2024-06-13,1.36,2024-06-13,1.35,0.7407407407407414,5.925925925925914,29.687499999999993,False,-4.2254,1.024,2,2,2,100.0,27.68063822751323,28.90624999999999,14.259259259259258,0.7407407407407414,历史2/2次成功; 当前距低点0.74%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
8,81.2097724957555,73.26842105263157,000592,平潭发展,bottom_area,2024-06-13,1.55,2024-06-07,1.52,1.9736842105263175,8.552631578947361,28.971962616822434,True,-4.321,2.6094,1,1,1,100.0,16.228070175438603,16.228070175438603,13.026315789473683,1.9736842105263175,历史1/1次成功; 当前距低点1.97%; 最新日涨幅-4.32%; 状态bottom_area; 底部已确认
9,81.17817047581218,72.69816388857134,002761,浙江建投,bottom_area,2024-06-13,8.38,2024-06-06,8.25,1.5757575757575852,4.848484848484853,28.26086956521739,False,-2.8969,2.4916,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,13.424242424242413,1.5757575757575852,历史4/6次成功; 当前距低点1.58%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
10,79.809265917603,74.90666666666667,002491,通鼎互联,bottom_area,2024-06-13,3.56,2024-06-06,3.42,4.093567251461992,8.479532163742691,29.48453608247422,False,-1.6575,0.5756,1,1,1,100.0,52.39520958083833,52.39520958083833,10.906432748538009,4.093567251461992,历史1/1次成功; 当前距低点4.09%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
11,79.29273087553928,73.7150866836513,300621,维业股份,bottom_area,2024-06-13,7.52,2024-06-06,7.26,3.5812672176308515,7.1625344352617155,32.02247191011236,True,-2.2107,1.2152,1,1,1,100.0,28.120300751879686,28.120300751879686,11.418732782369148,3.5812672176308515,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-2.21%; 状态bottom_area; 底部已确认
12,79.18173066965507,73.95754815720798,002562,兄弟科技,bottom_area,2024-06-13,2.98,2024-06-06,2.87,3.8327526132404137,8.710801393728222,28.428927680798,False,-2.2951,0.9665,2,2,2,100.0,25.033462986000675,33.466135458167344,11.167247386759586,3.8327526132404137,历史2/2次成功; 当前距低点3.83%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
13,79.02842363069581,74.51392228970337,002842,翔鹭钨业,bottom_area,2024-06-13,5.29,2024-06-06,5.07,4.3392504930966425,10.059171597633132,29.87551867219917,True,-2.5783,1.8393,2,2,2,100.0,25.039857064321065,29.70588235294118,10.660749506903358,4.3392504930966425,历史2/2次成功; 当前距低点4.34%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
14,78.5109164167916,69.38869565217391,600376,首开股份,bottom_area,2024-06-13,2.32,2024-06-13,2.3,0.8695652173913052,5.652173913043494,31.34328358208956,False,-2.9289,0.6705,1,1,1,100.0,20.652173913043484,20.652173913043484,14.130434782608695,0.8695652173913052,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
15,78.41493789287979,71.82428923094335,000886,海南高速,bottom_area,2024-06-13,4.43,2024-06-06,4.31,2.7842227378190283,5.80046403712297,30.818619582664535,False,-1.9912,1.3171,1,1,1,100.0,17.378048780487816,17.378048780487816,12.215777262180971,2.7842227378190283,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
16,77.10980002870204,72.407303710782,603017,中衡设计,bottom_area,2024-06-13,9.1,2024-06-06,8.74,4.1189931350114355,8.352402745995429,30.52464228934817,False,-1.5152,2.0694,1,1,1,100.0,36.87423687423689,36.87423687423689,10.881006864988564,4.1189931350114355,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
17,76.10171763738063,72.58669275213924,002303,美盈森,bottom_area,2024-06-13,2.54,2024-06-06,2.42,4.958677685950417,8.264462809917363,30.65902578796562,True,-2.3077,1.5495,1,1,1,100.0,38.93805309734515,38.93805309734515,10.041322314049584,4.958677685950417,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
18,74.50094275626557,67.19022983434843,300363,博腾股份,bottom_area,2024-06-13,13.57,2024-06-11,13.31,1.9534184823441005,8.414725770097665,28.247978436657682,True,-3.6906,2.5393,2,4,2,50.0,41.63453749512357,46.29503738953092,13.046581517655898,1.9534184823441005,历史2/4次成功; 当前距低点1.95%; 最新日涨幅-3.69%; 状态bottom_area; 底部已确认
19,73.64173118418549,70.15725422437487,300668,杰恩股份,bottom_area,2024-06-13,15.0,2024-06-06,14.3,4.89510489510489,11.678321678321678,27.48478701825557,True,-1.9608,0.5848,1,1,1,100.0,25.097276264591432,25.097276264591432,10.104895104895109,4.89510489510489,历史1/1次成功; 当前距低点4.90%; 最新日涨幅-1.96%; 状态bottom_area; 底部已确认
