rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.21820302866395,81.0157108181661,688448,磁谷科技,bottom_area,2025-09-03,47.67,2025-09-03,46.6,2.2961373390557944,5.343347639484983,27.027873473222673,False,-0.5425,6.1647,2,2,2,100.0,44.14464489899632,63.23529411764706,17.703862660944207,2.2961373390557944,历史2/2次成功; 当前距低点2.30%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
2,92.08408966049807,77.2311212333567,301259,艾布鲁,bottom_area,2025-09-03,42.96,2025-09-03,42.81,0.35038542396635963,6.49380985750993,30.884727155311587,False,-4.7661,8.5663,2,2,2,100.0,52.009763002213916,74.57627118644068,19.649614576033642,0.35038542396635963,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-4.77%; 状态bottom_area; 底部未确认
3,91.21857738364122,76.32483013293943,301009,可靠股份,bottom_area,2025-09-03,13.57,2025-09-03,13.54,0.22156573116692127,3.9881831610044385,27.008086253369278,False,-2.7937,3.8949,1,1,1,100.0,53.96648044692738,53.96648044692738,19.77843426883308,0.22156573116692127,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
4,88.67382609912411,75.73230838785041,603221,爱丽家居,bottom_area,2025-09-03,12.09,2025-09-02,11.93,1.341156747694888,5.616093880972338,32.2159090909091,False,-2.1053,1.988,1,1,1,100.0,20.699708454810505,20.699708454810505,18.65884325230511,1.341156747694888,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
5,88.36323642156512,74.11815592203898,688115,思林杰,bottom_area,2025-09-03,53.55,2025-09-03,53.36,0.35607196401798674,7.571214392803596,29.890947313099463,False,-4.375,3.3025,1,1,1,100.0,53.58819584171696,53.58819584171696,19.643928035982015,0.35607196401798674,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
6,87.83449191197906,76.1020868551443,002795,永和智控,bottom_area,2025-09-03,4.8,2025-08-28,4.7,2.1276595744680775,5.957446808510643,31.884057971014496,False,-2.439,3.4047,1,1,1,100.0,32.328767123287676,32.328767123287676,17.872340425531924,2.1276595744680775,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
7,86.77705875335002,72.64634772462078,002695,煌上煌,bottom_area,2025-09-03,12.03,2025-09-03,12.0,0.24999999999999467,3.6666666666666625,27.18446601941748,False,-2.5122,1.4981,1,1,1,100.0,30.57176196032671,30.57176196032671,19.750000000000007,0.24999999999999467,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
8,85.52269945989725,76.42506028372289,600658,电子城,bottom_area,2025-09-03,6.25,2025-09-03,6.02,3.8205980066445258,10.797342192691037,32.35955056179776,False,2.1242,8.6156,1,1,1,100.0,32.344213649851625,32.344213649851625,16.179401993355473,3.8205980066445258,历史1/1次成功; 当前距低点3.82%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
9,84.1628208546942,70.91309686772546,603192,汇得科技,bottom_area,2025-09-03,21.74,2025-09-03,21.61,0.6015733456732948,4.118463674224899,27.165487023929902,False,-2.3799,1.5361,1,1,1,100.0,25.562817719680464,25.562817719680464,19.398426654326705,0.6015733456732948,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
10,82.80539096052597,69.41590136528283,300730,科创信息,bottom_area,2025-09-03,18.56,2025-09-03,18.5,0.3243243243243174,4.972972972972982,27.90335151987529,False,-3.4339,8.1438,1,1,1,100.0,24.329896907216508,24.329896907216508,19.675675675675684,0.3243243243243174,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
11,82.75231691979963,69.538583976655,300192,科德教育,bottom_area,2025-09-03,19.84,2025-09-03,19.75,0.4556962025316449,4.759493670886082,28.905687544996404,False,-3.3609,9.4937,1,1,1,100.0,26.599845797995382,26.599845797995382,19.544303797468356,0.4556962025316449,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
12,70.66755788050533,59.17618644067796,002826,易明医药,bottom_area,2025-09-03,18.93,2025-09-03,18.88,0.26483050847458,4.290254237288147,29.631010063361906,False,-2.6235,4.2157,1,2,1,50.0,50.0,50.0,19.73516949152542,0.26483050847458,历史1/2次成功; 当前距低点0.26%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
13,70.62315262252457,60.15987647674481,300902,国安达,bottom_area,2025-09-03,22.78,2025-09-03,22.51,1.1994669035983987,3.8649489115948352,31.82919442761963,False,-2.3156,5.4607,1,2,1,50.0,26.906779661016937,26.906779661016937,18.800533096401605,1.1994669035983987,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
14,65.54069867231365,54.86810055865923,688227,品高股份,bottom_area,2025-09-03,32.08,2025-09-03,32.0,0.24999999999999467,5.125000000000002,27.27272727272727,False,-4.067,4.6479,1,2,1,50.0,36.87150837988826,36.87150837988826,19.750000000000007,0.24999999999999467,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
15,65.12239762356833,57.043524872802685,603767,中马传动,bottom_area,2025-09-03,29.02,2025-09-02,28.25,2.7256637168141578,9.522123893805315,30.452978828163463,True,-4.2876,8.4273,1,2,1,50.0,29.881925522252505,29.881925522252505,17.274336283185843,2.7256637168141578,历史1/2次成功; 当前距低点2.73%; 最新日涨幅-4.29%; 状态bottom_area; 底部已确认
