rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.12348984686074,84.6843191095862,002041,登海种业,bottom_area,2025-09-05,9.64,2025-06-23,9.53,1.154249737670527,7.345225603357829,29.719764011799416,True,0.0,0.8264,2,2,2,100.0,18.2043468358871,21.395106715252467,8.845750262329474,1.154249737670527,历史2/2次成功; 当前距低点1.15%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
12,80.4190923284026,79.86239679374911,688448,磁谷科技,bottom_area,2025-09-05,46.05,2025-09-04,44.01,4.635310156782547,8.588957055214728,31.08362041966803,False,2.5156,7.1019,2,2,2,100.0,44.14464489899632,63.23529411764706,5.3646898432174535,4.635310156782547,历史2/2次成功; 当前距低点4.64%; 最新日涨幅2.52%; 状态bottom_area; 底部未确认
13,80.34685794833166,79.32938158000903,300730,科创信息,bottom_area,2025-09-05,18.79,2025-09-05,18.01,4.330927262631858,4.83064963908938,29.81293842556508,False,0.913,8.0633,3,3,3,100.0,20.881159886073412,24.329896907216508,5.669072737368143,4.330927262631858,历史3/3次成功; 当前距低点4.33%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
14,79.37068263469797,75.72145584689578,688011,新光光电,confirmed_rebound,2025-09-05,34.86,2025-09-04,34.0,2.529411764705881,14.705882352941178,29.387331256490135,False,0.548,3.783,4,5,4,80.0,16.28233693776982,19.069767441860456,7.4705882352941195,2.529411764705881,历史4/5次成功; 当前距低点2.53%; 最新日涨幅0.55%; 状态confirmed_rebound; 底部未确认
15,79.35883726938233,77.41094771158114,300902,国安达,bottom_area,2025-09-05,23.01,2025-09-04,22.19,3.695358269490763,4.371338440739066,32.798304058146584,False,1.7691,5.0135,2,2,2,100.0,19.4428202474198,26.906779661016937,6.304641730509237,3.695358269490763,历史2/2次成功; 当前距低点3.70%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
16,78.95439767483403,76.7771356199402,300645,正元智慧,bottom_area,2025-09-05,18.76,2025-09-05,18.12,3.532008830022078,3.6975717439293496,27.3164861612515,False,1.9011,5.6974,1,1,1,100.0,30.699547055863096,30.699547055863096,6.467991169977923,3.532008830022078,历史1/1次成功; 当前距低点3.53%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
17,78.91349577932881,71.73954161757165,000691,亚太实业,bottom_area,2025-09-05,5.83,2025-09-05,5.83,0.0,0.0,27.397260273972595,False,-5.0489,0.6169,5,6,5,83.33333333333334,31.216173571173687,76.05633802816902,10.0,0.0,历史5/6次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
18,78.84512528187425,77.72790424157455,688115,思林杰,bottom_area,2025-09-05,53.71,2025-09-05,51.52,4.250776397515523,4.289596273291913,32.30850085402706,False,2.5979,2.8361,6,7,6,85.71428571428571,25.574286478778507,53.58819584171696,5.749223602484477,4.250776397515523,历史6/7次成功; 当前距低点4.25%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
19,78.70288162130996,76.88694065173661,603080,新疆火炬,bottom_area,2025-09-05,21.17,2025-08-28,20.4,3.7745098039215845,5.490196078431378,29.655172413793107,False,1.0019,2.5738,2,2,2,100.0,17.595822605794677,22.385321100917427,6.225490196078416,3.7745098039215845,历史2/2次成功; 当前距低点3.77%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
20,78.39301924227728,75.28008595806537,603192,汇得科技,bottom_area,2025-09-05,22.2,2025-09-04,21.58,2.873030583873962,2.873030583873962,27.266599258510286,False,1.6484,1.3524,3,4,3,75.0,18.73976177041938,25.562817719680464,7.126969416126039,2.873030583873962,历史3/4次成功; 当前距低点2.87%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
21,77.57504547006359,76.7174784899643,002212,天融信,bottom_area,2025-09-05,9.93,2025-09-04,9.51,4.416403785488958,6.729758149316516,30.17621145374449,False,2.5826,7.4281,2,2,2,100.0,24.553113553113555,30.95238095238096,5.583596214511043,4.416403785488958,历史2/2次成功; 当前距低点4.42%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
22,77.55012987979926,76.1838772629319,688084,晶品特装,bottom_area,2025-09-05,74.72,2025-09-04,71.8,4.066852367688025,8.077994428969355,28.343313373253498,False,2.2161,4.0821,2,2,2,100.0,17.39946592075591,19.66039279869067,5.933147632311975,4.066852367688025,历史2/2次成功; 当前距低点4.07%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
23,76.88172794738803,76.80642752824271,002232,启明信息,bottom_area,2025-09-05,21.42,2025-09-05,20.41,4.9485546300833,7.202351788339044,27.521306818181817,False,2.0,8.4068,3,3,3,100.0,14.887806907702295,17.044757817290016,5.051445369916701,4.9485546300833,历史3/3次成功; 当前距低点4.95%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
24,76.56235935043158,74.65304059222525,688552,航天南湖,bottom_area,2025-09-05,33.86,2025-09-04,32.66,3.674219228413971,9.920391916717705,28.860814637333913,False,2.8242,8.2034,1,1,1,100.0,21.02290555381236,21.02290555381236,6.325780771586029,3.674219228413971,历史1/1次成功; 当前距低点3.67%; 最新日涨幅2.82%; 状态bottom_area; 底部未确认
25,75.17162506386488,74.2781535578725,000026,飞亚达,bottom_area,2025-09-05,16.71,2025-09-04,16.01,4.372267332916922,6.058713304184877,30.602514087559594,False,3.0845,2.2894,1,1,1,100.0,27.564102564102562,27.564102564102562,5.6277326670830785,4.372267332916922,历史1/1次成功; 当前距低点4.37%; 最新日涨幅3.08%; 状态bottom_area; 底部未确认
26,74.40010308728357,74.30892649036286,002298,中电鑫龙,bottom_area,2025-09-05,9.78,2025-09-05,9.32,4.935622317596557,4.935622317596557,27.187500000000004,False,2.1944,9.7237,6,7,6,85.71428571428571,15.587571137773518,23.734729493891784,5.064377682403444,4.935622317596557,历史6/7次成功; 当前距低点4.94%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
27,74.23587330211615,73.13618072955221,301323,新莱福,bottom_area,2025-09-05,49.68,2025-09-04,47.67,4.216488357457516,6.775749947556108,27.71796815769522,False,2.3697,2.5809,1,1,1,100.0,19.514914970727627,19.514914970727627,5.783511642542485,4.216488357457516,历史1/1次成功; 当前距低点4.22%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
28,74.07380969093653,73.79216022443106,688227,品高股份,bottom_area,2025-09-05,31.44,2025-09-04,30.0,4.800000000000004,7.999999999999995,31.818181818181817,False,2.1774,3.663,4,5,4,80.0,23.527743142102526,36.87150837988826,5.199999999999997,4.800000000000004,历史4/5次成功; 当前距低点4.80%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
29,73.2107952859537,72.72703375664821,603262,技源集团,bottom_area,2025-09-05,31.27,2025-08-04,29.88,4.651941097724233,8.567603748326636,28.823249166269648,True,0.3208,6.484,1,1,1,100.0,13.459459459459449,13.459459459459449,5.348058902275767,4.651941097724233,历史1/1次成功; 当前距低点4.65%; 最新日涨幅0.32%; 状态bottom_area; 底部已确认
30,71.51405147112986,71.37154038515068,603280,南方路机,bottom_area,2025-09-05,43.07,2025-09-04,41.06,4.89527520701412,5.138821237213832,30.875420875420872,False,3.2854,15.3751,1,1,1,100.0,18.348214285714302,18.348214285714302,5.1047247929858806,4.89527520701412,历史1/1次成功; 当前距低点4.90%; 最新日涨幅3.29%; 状态bottom_area; 底部未确认
31,70.23294308269897,68.26595785633013,002256,兆新股份,bottom_area,2025-09-05,2.95,2025-09-05,2.85,3.5087719298245648,5.964912280701752,28.571428571428577,False,-6.9401,22.9603,6,8,6,75.0,21.51052610930184,31.775700934579426,6.491228070175437,3.5087719298245648,历史6/8次成功; 当前距低点3.51%; 最新日涨幅-6.94%; 状态bottom_area; 底部未确认
32,69.48119681178727,69.11687068148447,300192,科德教育,bottom_area,2025-09-05,19.73,2025-09-05,18.84,4.723991507431001,5.732484076433131,32.18142548596112,False,-0.6045,10.7541,1,1,1,100.0,26.599845797995382,26.599845797995382,5.276008492569,4.723991507431001,历史1/1次成功; 当前距低点4.72%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
33,69.13870579864395,66.18995881812101,605169,洪通燃气,bottom_area,2025-09-05,14.77,2025-09-05,14.38,2.71210013908205,2.71210013908205,31.064237775647165,False,0.6817,1.1441,2,4,2,50.0,22.06208137219406,26.09375,7.2878998609179515,2.71210013908205,历史2/4次成功; 当前距低点2.71%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
34,68.77224596958928,67.21758165763059,300378,鼎捷数智,bottom_area,2025-09-05,48.9,2025-09-04,47.11,3.799617915516874,7.195924432180005,27.52307692307692,False,1.5998,6.4466,3,5,3,60.0,19.251131747360528,26.480086114101198,6.2003820844831266,3.799617915516874,历史3/5次成功; 当前距低点3.80%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
35,66.69737690251385,65.46399724428814,002800,天顺股份,bottom_area,2025-09-05,14.49,2025-09-03,13.93,4.020100502512566,6.030150753768844,27.673935617860856,False,1.3996,3.4766,3,5,3,60.0,12.525948333423568,14.184397163120579,5.979899497487434,4.020100502512566,历史3/5次成功; 当前距低点4.02%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
36,65.77998483724251,64.50350778170079,002265,建设工业,bottom_area,2025-09-05,30.37,2025-09-05,29.21,3.971242725094146,9.448818897637787,28.756097560975608,False,-4.6468,9.9844,4,6,4,66.66666666666666,25.006852302412764,41.46981627296587,6.028757274905854,3.971242725094146,历史4/6次成功; 当前距低点3.97%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
37,64.97398100233876,61.095730296557285,601669,中国电建,bottom_area,2025-09-05,5.75,2025-09-04,5.65,1.7699115044247724,1.9469026548672466,27.93367346938775,False,1.0545,1.6177,1,2,1,50.0,16.457680250783696,16.457680250783696,8.230088495575227,1.7699115044247724,历史1/2次成功; 当前距低点1.77%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
38,63.523750014060575,63.52375001406057,688152,麒麟信安,bottom_area,2025-09-05,50.4,2025-09-04,48.0,4.9999999999999964,7.708333333333339,29.046563192904664,False,2.7104,5.3532,2,3,2,66.66666666666666,16.328405093515553,21.006836544437533,5.000000000000004,4.9999999999999964,历史2/3次成功; 当前距低点5.00%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
39,59.8286329905701,58.413461500606935,688682,霍莱沃,bottom_area,2025-09-05,29.1,2025-09-04,28.05,3.743315508021393,5.06238859180035,27.687548337200308,False,1.9979,1.8269,1,2,1,50.0,26.22699386503069,26.22699386503069,6.256684491978608,3.743315508021393,历史1/2次成功; 当前距低点3.74%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
40,54.40118778824365,54.22282323811826,002229,鸿博股份,bottom_area,2025-09-05,18.24,2025-09-04,17.4,4.827586206896551,8.2183908045977,27.500000000000007,False,1.7857,9.0694,1,2,1,50.0,16.987740805604197,16.987740805604197,5.172413793103449,4.827586206896551,历史1/2次成功; 当前距低点4.83%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
41,52.15783991994762,50.77230541812827,688343,云天励飞,confirmed_rebound,2025-09-05,82.89,2025-09-04,80.02,3.5866033491627154,12.32191952011997,27.909909909909913,False,1.5187,9.147,1,3,1,33.33333333333333,12.88402000476303,12.88402000476303,6.413396650837286,3.5866033491627154,历史1/3次成功; 当前距低点3.59%; 最新日涨幅1.52%; 状态confirmed_rebound; 底部未确认
