rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.12348984686074,84.6843191095862,002041,登海种业,bottom_area,2025-09-05,9.64,2025-06-23,9.53,1.154249737670527,7.345225603357829,29.719764011799416,True,0.0,0.8264,2,2,2,100.0,18.2043468358871,21.395106715252467,8.845750262329474,1.154249737670527,历史2/2次成功; 当前距低点1.15%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
2,89.26777343455359,86.1934765679083,300510,金冠股份,bottom_area,2025-09-05,4.57,2025-09-03,4.43,3.160270880361187,3.6117381489842018,30.01579778830964,False,1.1062,4.569,4,4,4,100.0,26.76824825339677,40.000000000000014,6.839729119638813,3.160270880361187,历史4/4次成功; 当前距低点3.16%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
3,87.07104422094991,84.47359413394364,000561,烽火电子,bottom_area,2025-09-05,11.22,2025-09-04,10.85,3.4101382488479355,6.267281105990781,32.60869565217392,False,1.1722,3.4918,4,4,4,100.0,20.584458824284518,31.050955414012744,6.589861751152065,3.4101382488479355,历史4/4次成功; 当前距低点3.41%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
4,84.81125537151809,82.32741133135082,002695,煌上煌,bottom_area,2025-09-05,12.33,2025-09-05,11.92,3.439597315436243,3.8590604026845705,27.669902912621364,False,1.398,2.1573,3,3,3,100.0,26.073619411534626,30.57176196032671,6.560402684563757,3.439597315436243,历史3/3次成功; 当前距低点3.44%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
5,84.4772914604282,82.98754669400988,300665,飞鹿股份,bottom_area,2025-09-05,9.47,2025-09-03,9.1,4.065934065934077,5.27472527472528,29.18287937743191,False,0.0,7.2218,5,5,5,100.0,20.633743894298735,23.50486787204451,5.934065934065924,4.065934065934077,历史5/5次成功; 当前距低点4.07%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,84.4474931740575,82.75894375707841,603221,爱丽家居,bottom_area,2025-09-05,12.4,2025-09-02,11.93,3.9396479463537353,5.616093880972338,32.2159090909091,False,0.895,2.2774,4,4,4,100.0,17.856672444972688,20.699708454810505,6.060352053646265,3.9396479463537353,历史4/4次成功; 当前距低点3.94%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
7,82.66920611563282,82.16818062402291,002795,永和智控,bottom_area,2025-09-05,4.92,2025-08-28,4.7,4.680851063829781,5.957446808510643,31.884057971014496,False,1.6529,2.856,6,6,6,100.0,23.766242201907538,32.328767123287676,5.31914893617022,4.680851063829781,历史6/6次成功; 当前距低点4.68%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
8,82.02251720404772,81.6910550955132,603109,神驰机电,bottom_area,2025-09-05,31.3,2025-09-04,29.87,4.787412119183125,7.499163039839297,27.79792119893642,False,2.5893,2.4446,5,5,5,100.0,22.507283479842627,33.71428571428571,5.2125878808168755,4.787412119183125,历史5/5次成功; 当前距低点4.79%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
9,82.01891573950829,76.639148089317,601606,长城军工,confirmed_rebound,2025-09-05,53.55,2025-09-05,52.79,1.439666603523391,11.119530214055688,29.98673740053051,False,-8.7112,14.8195,3,3,3,100.0,13.879505082528699,18.886462882096076,8.56033339647661,1.439666603523391,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-8.71%; 状态confirmed_rebound; 底部未确认
10,81.28715774575399,79.57223880597016,301009,可靠股份,bottom_area,2025-09-05,13.92,2025-09-05,13.4,3.88059701492537,4.1791044776119435,27.762803234501348,False,0.578,4.132,1,1,1,100.0,53.96648044692738,53.96648044692738,6.119402985074631,3.88059701492537,历史1/1次成功; 当前距低点3.88%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
11,81.0094945449124,79.48723166795453,002148,北纬科技,bottom_area,2025-09-05,10.13,2025-09-05,9.74,4.004106776180704,4.004106776180704,32.31410701876303,False,1.9115,6.8592,3,3,3,100.0,17.72362966476626,19.756097560975626,5.995893223819296,4.004106776180704,历史3/3次成功; 当前距低点4.00%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
