rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.18784491002471,82.93009259508206,002761,浙江建投,bottom_area,2025-01-08,8.2,2025-01-08,8.01,2.372034956304613,3.7453183520599342,28.482142857142854,False,-1.2048,1.5095,7,7,7,100.0,22.034044599228856,43.73730534867976,7.627965043695388,2.372034956304613,历史7/7次成功; 当前距低点2.37%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
2,86.4817660818808,82.80169092946034,002246,北化股份,bottom_area,2025-01-08,9.45,2025-01-06,9.2,2.717391304347826,4.347826086956526,27.38752959747435,False,-1.1506,1.638,4,4,4,100.0,25.577113458996685,31.992687385740403,7.282608695652175,2.717391304347826,历史4/4次成功; 当前距低点2.72%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
3,85.5824564001269,80.80304240269112,688225,亚信安全,bottom_area,2025-01-08,16.45,2025-01-06,16.13,1.9838809671419735,7.5635461872287815,31.068376068376068,False,-3.4058,1.267,4,4,4,100.0,16.05532799878933,21.557788944723633,8.016119032858027,1.9838809671419735,历史4/4次成功; 当前距低点1.98%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
4,84.83898777691745,81.58767327528707,688135,利扬芯片,bottom_area,2025-01-08,16.06,2025-01-08,15.6,2.9487179487179427,4.935897435897445,27.97783933518006,False,-2.3114,2.0974,4,4,4,100.0,21.885753754645094,40.41850220264317,7.051282051282058,2.9487179487179427,历史4/4次成功; 当前距低点2.95%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
5,84.43094869886474,81.57173330468008,603185,弘元绿能,bottom_area,2025-01-08,15.52,2025-01-08,15.04,3.1914893617021307,4.122340425531921,30.20881670533643,False,-0.1929,1.3568,6,6,6,100.0,24.77596263097275,43.51028702057404,6.80851063829787,3.1914893617021307,历史6/6次成功; 当前距低点3.19%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
6,83.6901871829162,81.78959349593497,300586,美联新材,bottom_area,2025-01-08,7.66,2025-01-08,7.38,3.794037940379407,5.826558265582652,30.508474576271183,False,-2.046,2.1366,3,3,3,100.0,50.871511414083926,124.33414043583537,6.205962059620593,3.794037940379407,历史3/3次成功; 当前距低点3.79%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
7,83.57150978380646,82.1078481429965,002314,南山控股,bottom_area,2025-01-08,2.3,2025-01-06,2.21,4.072398190045242,4.977375565610854,28.938906752411576,False,0.0,1.8291,4,4,4,100.0,15.983419442471158,26.12612612612611,5.927601809954758,4.072398190045242,历史4/4次成功; 当前距低点4.07%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,83.00310820778124,82.64636132436671,002819,东方中科,bottom_area,2025-01-08,25.02,2025-01-06,23.88,4.773869346733671,6.1976549413735365,28.072289156626518,False,0.2806,2.1144,4,4,4,100.0,27.47733029526597,51.677148846960186,5.22613065326633,4.773869346733671,历史4/4次成功; 当前距低点4.77%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
9,80.79192437502375,77.1303432046518,601865,福莱特,bottom_area,2025-01-08,19.19,2025-01-06,18.71,2.5654730090860522,3.474078033137352,30.2386278896346,False,-0.3117,0.5444,2,2,2,100.0,26.557105727784926,39.24894003634159,7.434526990913948,2.5654730090860522,历史2/2次成功; 当前距低点2.57%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
10,80.75898955701426,77.16058307119972,605266,健之佳,bottom_area,2025-01-08,21.25,2025-01-08,20.71,2.607436021245771,3.5248672139063277,27.536738978306502,False,-0.7009,1.5729,5,6,5,83.33333333333334,30.011848743584668,55.413271245634455,7.39256397875423,2.607436021245771,历史5/6次成功; 当前距低点2.61%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
11,80.66343671714357,74.9742979131221,300347,泰格医药,bottom_area,2025-01-08,50.5,2025-01-08,49.92,1.161858974358971,3.9663461538461475,27.75687409551374,False,-2.6224,1.7078,3,4,3,75.0,18.593206315379337,23.423271500843175,8.83814102564103,1.161858974358971,历史3/4次成功; 当前距低点1.16%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
12,80.59875710663249,77.89828328604942,000718,苏宁环球,bottom_area,2025-01-08,2.25,2025-01-08,2.18,3.2110091743119193,4.1284403669724705,28.75816993464052,False,-0.4425,1.5144,3,3,3,100.0,21.932173136992418,36.111111111111114,6.788990825688082,3.2110091743119193,历史3/3次成功; 当前距低点3.21%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
13,80.41102973500715,76.3618425572978,600158,中体产业,bottom_area,2025-01-08,7.6,2025-01-08,7.43,2.2880215343203223,4.037685060565285,31.772268135904508,False,-1.6818,2.5637,2,2,2,100.0,19.024363739506168,23.955773955773946,7.711978465679678,2.2880215343203223,历史2/2次成功; 当前距低点2.29%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
14,79.64315136904523,78.49613040380538,002777,久远银海,bottom_area,2025-01-08,15.74,2025-01-08,15.1,4.238410596026494,5.894039735099342,29.66930600838379,False,-0.5685,2.3932,5,5,5,100.0,21.07369119755796,51.99999999999999,5.761589403973506,4.238410596026494,历史5/5次成功; 当前距低点4.24%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
15,79.50698384662854,78.43256514599842,000965,天保基建,bottom_area,2025-01-08,2.92,2025-01-06,2.8,4.28571428571429,5.000000000000004,27.083333333333336,False,0.0,1.8868,3,3,3,100.0,15.50534256681183,16.666666666666664,5.714285714285711,4.28571428571429,历史3/3次成功; 当前距低点4.29%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,78.95480588023042,76.58468037538297,000014,沙河股份,bottom_area,2025-01-08,10.34,2025-01-06,10.0,3.399999999999999,4.299999999999997,27.953890489913547,False,-0.2893,1.774,3,3,3,100.0,17.186453631091226,20.605355064027936,6.600000000000001,3.399999999999999,历史3/3次成功; 当前距低点3.40%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
17,78.52145945899998,77.56159336753828,001696,宗申动力,bottom_area,2025-01-08,21.09,2025-01-08,20.21,4.354280059376541,5.987135081642755,27.769835596854897,False,-1.2178,5.9949,3,3,3,100.0,34.13630055331614,65.16853932584267,5.64571994062346,4.354280059376541,历史3/3次成功; 当前距低点4.35%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
18,78.18008907056797,76.71964285714286,600429,三元股份,bottom_area,2025-01-08,4.15,2025-01-06,3.99,4.010025062656645,6.265664160401002,31.79487179487179,False,0.9732,0.6907,1,1,1,100.0,36.25000000000001,36.25000000000001,5.989974937343356,4.010025062656645,历史1/1次成功; 当前距低点4.01%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
