rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.37625957012051,81.55082071977316,601689,拓普集团,bottom_area,2021-07-07,32.13,2021-07-06,31.24,2.8489116517285664,7.714468629961589,28.62691341101212,False,0.6579,1.8185,1,1,1,100.0,47.99107142857144,47.99107142857144,5.151088348271434,2.8489116517285664,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
2,81.81161172488063,80.17612531480457,300573,兴齐眼药,confirmed_rebound,2021-07-07,120.4,2021-07-06,116.95,2.9499786233433114,9.106455750320643,32.398843930635834,True,1.3468,4.2129,1,1,1,100.0,42.86062675283501,42.86062675283501,5.050021376656689,2.9499786233433114,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.35%; 状态confirmed_rebound; 底部已确认
3,81.61122717861906,81.53106255844985,601015,陕西黑猫,bottom_area,2021-07-07,8.95,2021-06-29,8.61,3.9488966318234597,7.084785133565635,27.28040540540541,False,0.0,0.0,3,3,3,100.0,28.035198274232936,65.6514382402707,4.05110336817654,3.9488966318234597,历史3/3次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,80.41816878566424,77.27725714285715,603087,甘李药业,bottom_area,2021-07-07,99.89,2021-07-06,98.0,1.928571428571429,7.03061224489796,27.391272134548416,False,0.2006,0.6717,1,1,1,100.0,13.733333333333325,13.733333333333325,6.07142857142857,1.928571428571429,历史1/1次成功; 当前距低点1.93%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
5,71.42725958219069,71.98465,688356,键凯科技,bottom_area,2021-07-07,247.96,2021-07-07,237.5,4.404210526315793,6.618947368421052,28.47893516427259,False,2.4374,9.7732,1,1,1,100.0,15.625,15.625,3.5957894736842078,4.404210526315793,历史1/1次成功; 当前距低点4.40%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
6,69.46963603676203,70.01166180557941,600966,博汇纸业,confirmed_rebound,2021-07-07,12.09,2021-07-05,11.58,4.404145077720205,9.41278065630397,29.47624847746651,False,2.0253,1.7433,1,1,1,100.0,15.231788079470201,15.231788079470201,3.5958549222797953,4.404145077720205,历史1/1次成功; 当前距低点4.40%; 最新日涨幅2.03%; 状态confirmed_rebound; 底部未确认
