rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.57623815645456,83.29084264469606,002347,泰尔股份,bottom_area,2023-03-17,5.1,2023-03-16,5.03,1.3916500994035665,3.379721669980118,28.954802259887003,False,0.1965,2.1106,2,2,2,100.0,22.816155222237516,29.585798816568047,6.6083499005964335,1.3916500994035665,历史2/2次成功; 当前距低点1.39%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
12,80.3857979908672,75.17543744384383,002824,和胜股份,bottom_area,2023-03-17,31.13,2023-03-17,30.97,0.5166289958023899,3.035195350339042,27.808857808857805,False,-1.3937,2.6554,3,3,3,100.0,14.104040614372417,19.06976744186047,7.48337100419761,0.5166289958023899,历史3/3次成功; 当前距低点0.52%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
13,78.03738881789582,72.84591104062181,603290,斯达半导,bottom_area,2023-03-17,259.6,2023-03-17,258.51,0.4216471316390205,2.3867548644153094,27.180281690140845,False,-0.9803,1.1988,2,2,2,100.0,17.082077961068716,23.2822670787034,7.578352868360979,0.4216471316390205,历史2/2次成功; 当前距低点0.42%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
14,77.85546935384569,72.77263532891935,000887,中鼎股份,bottom_area,2023-03-17,12.29,2023-03-17,12.23,0.49059689288633457,2.616516762060509,27.804014167650532,False,-0.8071,1.2935,2,2,2,100.0,17.53331314354936,23.84615384615385,7.509403107113666,0.49059689288633457,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
15,76.94342572054664,71.53387628626022,605369,拱东医疗,bottom_area,2023-03-17,76.02,2023-03-17,75.86,0.21091484313208092,4.640126548905874,32.47886070315977,False,-3.9545,9.1403,2,2,2,100.0,17.66001144409338,20.707596253902192,7.78908515686792,0.21091484313208092,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
16,76.79933380031088,72.34766399782538,002660,茂硕电源,bottom_area,2023-03-17,9.01,2023-03-14,8.93,0.8958566629339314,5.375139977603589,28.15768302493966,False,-0.442,2.2294,2,2,2,100.0,20.21622144792876,24.71428571428572,7.104143337066068,0.8958566629339314,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
17,75.31625655947575,69.73727459210717,688105,诺唯赞,bottom_area,2023-03-17,43.61,2023-03-17,43.61,0.0,7.773446457234582,32.14563559981328,False,-6.4765,1.8882,2,2,2,100.0,17.673519312404096,25.237580993520524,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-6.48%; 状态bottom_area; 底部未确认
18,75.18148455286588,69.99969746970854,605128,上海沿浦,bottom_area,2023-03-17,41.78,2023-03-17,41.66,0.2880460873739908,2.20835333653385,29.98319327731093,False,-0.4052,1.9158,1,1,1,100.0,16.80883090817863,16.80883090817863,7.71195391262601,0.2880460873739908,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
19,75.06484585987259,70.14988571428572,601702,华峰铝业,bottom_area,2023-03-17,12.56,2023-03-17,12.5,0.4800000000000039,3.4399999999999977,28.119608970672804,False,-1.6445,3.5153,1,1,1,100.0,19.96927803379416,19.96927803379416,7.519999999999996,0.4800000000000039,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
20,74.94613737140814,70.17717757944318,300473,德尔股份,bottom_area,2023-03-17,17.27,2023-03-17,17.17,0.5824111822946876,2.620850320326146,30.76612903225806,False,-0.6329,2.6419,1,1,1,100.0,21.37137137137137,21.37137137137137,7.4175888177053135,0.5824111822946876,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
21,74.34009611864242,69.08413067641354,300759,康龙化成,bottom_area,2023-03-17,53.07,2023-03-17,52.97,0.18878610534264945,3.6624504436473435,31.792428534638166,False,-1.7222,1.3575,1,1,1,100.0,10.669693530079462,10.669693530079462,7.811213894657351,0.18878610534264945,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
22,73.00166136211342,68.21065206703373,300751,迈为股份,bottom_area,2023-03-17,317.49,2023-03-17,316.0,0.47151898734177505,4.351265822784811,30.683513205229445,False,-2.5357,1.4269,1,1,1,100.0,9.439329882650446,9.439329882650446,7.528481012658225,0.47151898734177505,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
23,72.97037065494382,68.13276537654723,688116,天奈科技,bottom_area,2023-03-17,64.73,2023-03-17,64.45,0.43444530643910184,3.8789759503491075,29.53973980540067,False,-1.6261,1.678,1,1,1,100.0,8.566132662518203,8.566132662518203,7.565554693560898,0.43444530643910184,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
24,72.93123722049769,68.08652621286372,002324,普利特,bottom_area,2023-03-17,14.11,2023-03-17,14.05,0.4270462633451866,3.7722419928825572,27.726337448559672,False,-2.2853,1.683,1,1,1,100.0,8.226837060702884,8.226837060702884,7.572953736654814,0.4270462633451866,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
25,72.90715494621922,68.63568820089174,002645,华宏科技,bottom_area,2023-03-17,15.22,2023-03-14,15.09,0.8614976805831728,3.9098740888005294,27.936962750716337,False,-0.1967,0.6879,1,1,1,100.0,16.50485436893203,16.50485436893203,7.138502319416827,0.8614976805831728,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
26,57.992201167832626,54.37988636707062,605333,沪光股份,bottom_area,2023-03-17,18.39,2023-03-17,18.27,0.6568144499179036,3.6672140120416077,28.771929824561397,False,-1.7628,3.0724,1,2,1,50.0,29.01840490797546,29.01840490797546,7.3431855500820955,0.6568144499179036,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
