rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.43690149014905,90.20636363636366,000957,中通客车,bottom_area,2024-08-29,9.09,2024-08-29,8.8,3.2954545454545356,3.8636363636363615,31.25,False,2.1348,3.7621,4,4,4,100.0,101.48868676450815,354.54545454545456,4.704545454545465,3.2954545454545356,历史4/4次成功; 当前距低点3.30%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
12,82.05100934555193,77.8743137570071,001205,盛航股份,bottom_area,2024-08-29,14.2,2024-08-28,14.02,1.2838801711840209,2.853067047075609,27.806385169927918,False,-0.1406,0.5555,2,2,2,100.0,14.847099716702502,14.929577464788741,6.716119828815979,1.2838801711840209,历史2/2次成功; 当前距低点1.28%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
13,81.5068721209214,80.61073203492278,603004,鼎龙科技,bottom_area,2024-08-29,15.4,2024-08-28,14.89,3.425117528542645,3.6265950302216194,27.1882640586797,False,2.122,2.7147,1,1,1,100.0,55.7168784029038,55.7168784029038,4.5748824714573555,3.425117528542645,历史1/1次成功; 当前距低点3.43%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
14,81.08728326563117,79.4794236605443,002219,新里程,bottom_area,2024-08-29,1.74,2024-08-23,1.69,2.9585798816568074,7.6923076923077,29.288702928870297,True,-0.5714,0.775,2,2,2,100.0,34.81175156302061,45.685279187817265,5.041420118343193,2.9585798816568074,历史2/2次成功; 当前距低点2.96%; 最新日涨幅-0.57%; 状态bottom_area; 底部已确认
15,80.70435608632779,76.42291115040865,600011,华能国际,bottom_area,2024-08-29,6.94,2024-08-27,6.86,1.1661807580174937,3.6443148688046643,30.707070707070706,False,-1.4205,0.505,1,1,1,100.0,22.267759562841515,22.267759562841515,6.833819241982507,1.1661807580174937,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
16,80.43296985312158,78.39669213532103,000600,建投能源,bottom_area,2024-08-29,4.62,2024-08-26,4.5,2.6666666666666687,4.22222222222223,31.08728943338438,False,0.6536,1.3987,2,2,2,100.0,12.132753415704464,13.438735177865627,5.333333333333331,2.6666666666666687,历史2/2次成功; 当前距低点2.67%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
17,80.05110390286846,78.14099079455707,603291,联合水务,bottom_area,2024-08-29,9.36,2024-08-28,9.11,2.7442371020856204,2.963776070252485,29.65250965250965,False,1.0799,0.9492,2,2,2,100.0,11.708878426410102,12.102772143340088,5.25576289791438,2.7442371020856204,历史2/2次成功; 当前距低点2.74%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
18,79.77246612363481,80.6136520581547,002403,爱仕达,bottom_area,2024-08-29,6.44,2024-08-28,6.16,4.545454545454549,6.493506493506485,27.444051825677267,False,0.3115,6.4847,4,4,4,100.0,13.748862482747636,21.63892445582587,3.4545454545454506,4.545454545454549,历史4/4次成功; 当前距低点4.55%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
19,79.46163661339536,78.61329173851924,603132,金徽股份,bottom_area,2024-08-29,11.12,2024-08-29,10.75,3.441860465116272,4.558139534883723,28.285523682454972,False,1.7383,1.0897,2,2,2,100.0,22.799643005292072,33.20754716981132,4.558139534883728,3.441860465116272,历史2/2次成功; 当前距低点3.44%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
20,79.15980734975237,79.36547755281507,300653,正海生物,bottom_area,2024-08-29,19.14,2024-08-28,18.38,4.13492927094669,4.57018498367791,27.466456195737965,False,1.9712,0.8214,3,3,3,100.0,18.672668228889858,29.647513278609367,3.8650707290533104,4.13492927094669,历史3/3次成功; 当前距低点4.13%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
21,78.79167356596732,77.65539599292191,600262,北方股份,bottom_area,2024-08-29,15.91,2024-08-29,15.41,3.244646333549643,3.5042180402336087,31.48065807025344,False,2.0526,2.3639,2,2,2,100.0,15.232202330188693,17.269624573378834,4.7553536664503575,3.244646333549643,历史2/2次成功; 当前距低点3.24%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
22,78.79113447480353,77.05926397157057,600956,新天绿能,bottom_area,2024-08-29,6.87,2024-08-29,6.68,2.844311377245515,3.293413173652705,28.860489882854107,False,-0.1453,0.2882,2,2,2,100.0,29.592978019840494,41.27358490566036,5.155688622754486,2.844311377245515,历史2/2次成功; 当前距低点2.84%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
23,78.72807523030993,74.90426846335818,001286,陕西能源,bottom_area,2024-08-29,9.34,2024-08-29,9.21,1.4115092290987947,1.9543973941368045,27.07838479809976,False,-0.6383,1.3611,1,1,1,100.0,17.110266159695826,17.110266159695826,6.588490770901205,1.4115092290987947,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
24,78.66555150952027,76.15947373236473,000726,鲁泰A,bottom_area,2024-08-29,5.3,2024-08-29,5.18,2.316602316602319,2.5096525096525077,31.390728476821195,False,1.145,0.5965,1,1,1,100.0,12.480252764612954,12.480252764612954,5.683397683397681,2.316602316602319,历史1/1次成功; 当前距低点2.32%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
25,78.1369955354363,77.13965822676928,301509,金凯生科,bottom_area,2024-08-29,26.05,2024-08-28,25.21,3.332011106703688,3.649345497818319,29.6792189679219,False,1.8772,2.7072,2,2,2,100.0,13.530341666955287,15.05054819877544,4.667988893296312,3.332011106703688,历史2/2次成功; 当前距低点3.33%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
26,77.93601034104532,78.20160068298753,002196,方正电机,bottom_area,2024-08-29,4.24,2024-08-28,4.07,4.176904176904174,4.668304668304655,30.546075085324233,False,2.1687,2.4023,3,3,3,100.0,12.929796808220722,18.661971830985923,3.8230958230958256,4.176904176904174,历史3/3次成功; 当前距低点4.18%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
27,77.84239518199136,78.29938199510948,002732,燕塘乳业,bottom_area,2024-08-29,13.57,2024-08-23,13.01,4.304381245196007,5.918524212144502,29.599567099567103,False,1.1177,0.3942,3,3,3,100.0,15.018124914819245,25.344352617079892,3.6956187548039936,4.304381245196007,历史3/3次成功; 当前距低点4.30%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
28,77.81730780685362,76.19656210928207,000539,粤电力A,bottom_area,2024-08-29,4.25,2024-08-26,4.13,2.9055690072639253,3.3898305084745686,31.395348837209298,False,1.432,0.4576,1,1,1,100.0,19.89924433249369,19.89924433249369,5.094430992736075,2.9055690072639253,历史1/1次成功; 当前距低点2.91%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
29,77.81061338420645,76.10499154336559,002230,科大讯飞,bottom_area,2024-08-29,33.59,2024-08-28,32.66,2.8475199020208417,3.857930189834676,28.093350946719518,False,0.8103,0.7611,1,1,1,100.0,18.69535978480161,18.69535978480161,5.152480097979159,2.8475199020208417,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
30,77.36498253200564,76.77746799431007,002674,兴业科技,bottom_area,2024-08-29,8.05,2024-08-21,7.77,3.6036036036036183,6.30630630630631,31.72231985940247,False,0.2491,0.3966,1,1,1,100.0,31.578947368421055,31.578947368421055,4.396396396396382,3.6036036036036183,历史1/1次成功; 当前距低点3.60%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
31,77.197998927852,76.71564846593417,688065,凯赛生物,bottom_area,2024-08-29,34.99,2024-08-27,33.75,3.6740740740740803,4.2370370370370365,30.36930059830823,False,0.6038,0.178,2,2,2,100.0,15.443749219478864,18.007614213197968,4.32592592592592,3.6740740740740803,历史2/2次成功; 当前距低点3.67%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
32,76.94350113505156,77.87433255269318,000628,高新发展,bottom_area,2024-08-29,35.74,2024-08-28,34.16,4.625292740046855,5.591334894613595,27.31914893617022,False,0.875,5.3552,1,1,1,100.0,99.77973568281939,99.77973568281939,3.3747072599531456,4.625292740046855,历史1/1次成功; 当前距低点4.63%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
33,76.7220460117277,74.8141225374112,600166,福田汽车,bottom_area,2024-08-29,2.29,2024-08-28,2.23,2.690582959641258,3.587443946188344,27.5974025974026,False,0.8811,0.7148,1,1,1,100.0,9.831460674157306,9.831460674157306,5.309417040358742,2.690582959641258,历史1/1次成功; 当前距低点2.69%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
34,76.70993148349758,76.11317252458839,300751,迈为股份,bottom_area,2024-08-29,80.71,2024-08-28,77.91,3.5938903863432135,6.738544474393532,27.89449329014345,False,1.3945,1.5022,2,2,2,100.0,11.22173443790815,13.004138993165853,4.4061096136567865,3.5938903863432135,历史2/2次成功; 当前距低点3.59%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
35,76.66451217374484,76.83666681438334,002545,东方铁塔,bottom_area,2024-08-29,6.07,2024-07-25,5.83,4.116638078902233,7.375643224699823,29.247572815533985,True,-0.9788,1.2785,3,3,3,100.0,18.132266850969987,28.468653648509758,3.8833619210977672,4.116638078902233,历史3/3次成功; 当前距低点4.12%; 最新日涨幅-0.98%; 状态bottom_area; 底部已确认
36,76.09946043339882,74.57798408192798,301518,长华化学,bottom_area,2024-08-29,13.96,2024-08-28,13.56,2.949852507374634,3.613569321533925,28.21598729486501,False,1.1594,1.448,1,1,1,100.0,11.740041928721173,11.740041928721173,5.050147492625366,2.949852507374634,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
37,75.82335021860231,76.54767227887555,000155,川能动力,bottom_area,2024-08-29,9.3,2024-08-23,8.9,4.494382022471914,5.280898876404481,29.08366533864542,False,0.6494,0.6824,2,2,2,100.0,24.596039194147934,37.70685579196216,3.505617977528086,4.494382022471914,历史2/2次成功; 当前距低点4.49%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
38,75.05180297847804,74.6970267475435,603079,圣达生物,bottom_area,2024-08-29,10.78,2024-08-26,10.39,3.7536092396535015,4.523580365736274,28.83561643835616,False,1.1257,1.4153,1,1,1,100.0,22.232558139534888,22.232558139534888,4.2463907603464985,3.7536092396535015,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
39,75.01501872070097,73.82063925872542,688261,东微半导,bottom_area,2024-08-29,30.31,2024-08-29,29.38,3.1654186521443153,4.39074200136148,30.37914691943129,False,1.5751,1.6038,1,1,1,100.0,10.31071927749703,10.31071927749703,4.834581347855685,3.1654186521443153,历史1/1次成功; 当前距低点3.17%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
40,74.37043571676794,75.06723689627461,600990,四创电子,bottom_area,2024-08-29,14.91,2024-08-29,14.27,4.484933426769451,5.886475122634898,29.356435643564353,False,1.1533,1.4708,2,2,2,100.0,16.52088768445676,20.55837563451777,3.5150665732305493,4.484933426769451,历史2/2次成功; 当前距低点4.48%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
41,73.88316363384574,69.23121563514304,000708,中信特钢,bottom_area,2024-08-29,11.37,2024-08-23,11.3,0.6194690265486593,3.0088495575221224,30.67484662576687,False,-0.5249,0.124,1,1,1,100.0,16.739811912225715,16.739811912225715,7.380530973451341,0.6194690265486593,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
42,73.4904353126922,74.01772259496971,603267,鸿远电子,bottom_area,2024-08-29,32.23,2024-08-28,30.88,4.371761658031081,5.667098445595867,27.23845428840716,False,3.169,2.0977,2,2,2,100.0,9.491070834841842,9.963574030426395,3.6282383419689186,4.371761658031081,历史2/2次成功; 当前距低点4.37%; 最新日涨幅3.17%; 状态bottom_area; 底部未确认
43,73.35353603382147,72.98086777285373,600997,开滦股份,bottom_area,2024-08-29,6.11,2024-07-30,5.89,3.7351443123938988,6.451612903225805,30.70588235294118,False,0.659,0.3451,1,1,1,100.0,12.77955271565495,12.77955271565495,4.264855687606102,3.7351443123938988,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
44,73.14256806548528,72.87122809064846,300478,杭州高新,bottom_area,2024-08-29,7.09,2024-08-28,6.83,3.8067349926793526,4.099560761347002,28.10526315789474,False,1.4306,3.2264,1,1,1,100.0,13.067655236329937,13.067655236329937,4.193265007320647,3.8067349926793526,历史1/1次成功; 当前距低点3.81%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
45,72.3115559385647,70.96329415654502,600183,生益科技,bottom_area,2024-08-29,17.39,2024-08-29,16.88,3.0213270142180186,4.146919431279617,29.519832985386223,False,-1.7514,1.1146,3,4,3,75.0,19.822149187968265,25.158227848101262,4.978672985781982,3.0213270142180186,历史3/4次成功; 当前距低点3.02%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
46,71.8967208108599,71.90524291372375,002140,东华科技,bottom_area,2024-08-29,6.75,2024-08-23,6.49,4.006163328197223,4.314329738058541,27.888888888888886,False,0.8969,0.5076,1,1,1,100.0,10.318791946308728,10.318791946308728,3.9938366718027773,4.006163328197223,历史1/1次成功; 当前距低点4.01%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
47,71.8725066072368,73.26453272908951,301510,固高科技,bottom_area,2024-08-29,20.8,2024-08-21,19.81,4.997476022211015,5.653710247349829,28.91998564764981,False,2.4631,0.9507,2,2,2,100.0,13.11170999855176,16.010654039656714,3.0025239777889854,4.997476022211015,历史2/2次成功; 当前距低点5.00%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
48,68.9814281540446,70.18707363003183,301596,瑞迪智驱,bottom_area,2024-08-29,62.5,2024-08-28,59.58,4.900973481033907,5.908022826451835,29.905882352941177,False,1.9742,10.0889,1,1,1,100.0,12.04996326230713,12.04996326230713,3.099026518966093,4.900973481033907,历史1/1次成功; 当前距低点4.90%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
49,68.55134679533984,69.64196626706944,000801,四川九洲,bottom_area,2024-08-29,8.48,2024-08-29,8.09,4.820766378244754,6.056860321384428,32.52710592160133,False,2.7879,2.3481,1,1,1,100.0,8.13609467455621,8.13609467455621,3.179233621755247,4.820766378244754,历史1/1次成功; 当前距低点4.82%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
50,67.86313779222675,68.52810049242277,688262,国芯科技,bottom_area,2024-08-29,14.84,2024-08-29,14.2,4.507042253521131,5.985915492957757,27.142124166239096,False,-0.2017,1.9494,3,4,3,75.0,24.94170338952123,34.73541383989144,3.492957746478869,4.507042253521131,历史3/4次成功; 当前距低点4.51%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
51,62.17952521902927,61.226358713247194,603282,亚光股份,bottom_area,2024-08-29,12.59,2024-08-26,12.2,3.1967213114754145,3.4426229508196715,27.164179104477615,False,1.9433,1.8617,1,2,1,50.0,34.64991023339317,34.64991023339317,4.8032786885245855,3.1967213114754145,历史1/2次成功; 当前距低点3.20%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
52,61.15571018206574,60.37665654917319,688238,和元生物,bottom_area,2024-08-29,4.03,2024-08-29,3.9,3.3333333333333424,5.1282051282051215,28.044280442804432,False,-4.7281,2.8236,2,3,2,66.66666666666666,11.666612271540478,11.958224543080954,4.666666666666658,3.3333333333333424,历史2/3次成功; 当前距低点3.33%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
53,59.615554636105664,58.25511185375084,000625,长安汽车,bottom_area,2024-08-29,11.75,2024-08-29,11.43,2.7996500437445344,3.6745406824146976,29.138251704897705,False,1.9965,1.2434,1,2,1,50.0,13.808139534883724,13.808139534883724,5.200349956255466,2.7996500437445344,历史1/2次成功; 当前距低点2.80%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
