rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.5475,72.65,002663,普邦股份,bottom_area,2022-05-24,1.89,2022-05-24,1.89,0.0,7.936507936507945,28.13688212927757,False,-7.3529,6.7455,1,1,1,100.0,66.45569620253163,66.45569620253163,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.35%; 状态bottom_area; 底部未确认
2,76.44352189781023,66.47262773722629,002811,郑中设计,bottom_area,2022-05-24,8.88,2022-05-24,8.88,0.0,8.558558558558556,30.787217459080274,False,-8.3591,6.9326,1,1,1,100.0,16.78832116788322,16.78832116788322,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.36%; 状态bottom_area; 底部未确认
3,70.08192452314576,66.65280264978813,002299,圣农发展,bottom_area,2022-05-24,16.58,2022-04-28,15.82,4.8040455120101,10.745891276864723,27.096774193548384,True,-3.7725,0.7996,1,1,1,100.0,15.354980737479357,15.354980737479357,10.1959544879899,4.8040455120101,历史1/1次成功; 当前距低点4.80%; 最新日涨幅-3.77%; 状态bottom_area; 底部已确认
4,60.035000688881446,53.69658890568465,605305,中际联合,bottom_area,2022-05-24,41.71,2022-05-24,41.09,1.5088829398880443,10.732538330494029,31.033903994629064,False,-1.3948,2.3087,1,3,1,33.33333333333333,15.395207931699245,15.395207931699245,13.491117060111954,1.5088829398880443,历史1/3次成功; 当前距低点1.51%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
5,58.21843842364532,50.62472906403941,002690,美亚光电,bottom_area,2022-05-24,17.64,2022-05-24,17.64,0.0,4.931972789115652,29.496402877697836,False,-4.2345,0.7804,1,2,1,50.0,23.25123152709359,23.25123152709359,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
