rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.74153556955196,85.3380355048353,002317,众生药业,bottom_area,2024-07-02,11.45,2024-06-25,11.25,1.7777777777777715,6.222222222222216,27.745664739884397,False,-1.2931,1.3507,4,4,4,100.0,27.695531388003374,58.31999999999999,8.222222222222229,1.7777777777777715,历史4/4次成功; 当前距低点1.78%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
12,83.99020785981864,78.23629665976625,002568,百润股份,bottom_area,2024-07-02,16.67,2024-06-28,16.46,1.275820170109361,5.589307411907644,31.416666666666664,False,-2.4576,1.4964,2,2,2,100.0,16.69444434201939,21.848739495798313,8.72417982989064,1.275820170109361,历史2/2次成功; 当前距低点1.28%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
13,83.85566564711216,81.17850227423833,002219,新里程,bottom_area,2024-07-02,1.88,2024-07-01,1.82,3.296703296703287,4.945054945054937,30.26819923371647,False,1.0753,0.6292,2,2,2,100.0,34.81175156302061,45.685279187817265,6.703296703296713,3.296703296703287,历史2/2次成功; 当前距低点3.30%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
14,83.63130793209548,80.62298750288342,002145,钛能化学,bottom_area,2024-07-02,3.35,2024-07-01,3.25,3.0769230769230793,4.615384615384613,31.72268907563025,False,0.0,0.724,3,3,3,100.0,12.46436622724744,16.649537512846855,6.923076923076921,3.0769230769230793,历史3/3次成功; 当前距低点3.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,82.95487213812912,80.17827055095592,601908,京运通,bottom_area,2024-07-02,2.57,2024-06-24,2.49,3.2128514056224744,6.827309236947787,28.857142857142854,False,0.3906,0.6848,2,2,2,100.0,28.406299762231964,40.33898305084744,6.787148594377526,3.2128514056224744,历史2/2次成功; 当前距低点3.21%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
16,82.86304015102786,78.21599127769319,002779,中坚科技,bottom_area,2024-07-02,27.94,2024-07-02,27.4,1.9708029197080392,3.1021897810219032,28.720083246618106,False,-0.4986,0.7586,2,2,2,100.0,25.1044190033737,29.818594104308378,8.029197080291961,1.9708029197080392,历史2/2次成功; 当前距低点1.97%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
17,82.15624673596133,75.2069503802733,601012,隆基绿能,bottom_area,2024-07-02,13.82,2024-07-01,13.77,0.3631082062454663,3.0501089324618733,30.664652567975832,False,-1.637,1.0008,3,3,3,100.0,12.391597260822351,14.403553299492398,9.636891793754534,0.3631082062454663,历史3/3次成功; 当前距低点0.36%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
18,82.15115753228118,80.07853658536584,002687,乔治白,bottom_area,2024-07-02,4.25,2024-06-24,4.1,3.6585365853658622,4.390243902439039,29.914529914529915,False,0.0,0.7346,1,1,1,100.0,64.00000000000001,64.00000000000001,6.341463414634138,3.6585365853658622,历史1/1次成功; 当前距低点3.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,82.12176939453349,81.1323504861656,603326,我乐家居,bottom_area,2024-07-02,5.74,2024-06-27,5.5,4.363636363636368,5.636363636363629,32.34932349323494,False,0.7018,1.0142,4,4,4,100.0,14.30882470568014,20.141843971631218,5.636363636363633,4.363636363636368,历史4/4次成功; 当前距低点4.36%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
20,82.02218920434876,80.06525917246594,002761,浙江建投,bottom_area,2024-07-02,8.06,2024-07-01,7.77,3.7323037323037447,8.622908622908621,32.434782608695656,False,-1.2255,1.9084,6,6,6,100.0,23.305976785583134,43.73730534867976,6.267696267696256,3.7323037323037447,历史6/6次成功; 当前距低点3.73%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
21,81.70249134900646,76.7984913020106,300393,中来股份,bottom_area,2024-07-02,5.81,2024-06-26,5.71,1.7513134851138292,5.078809106830123,29.766297662976637,False,-0.5137,0.9258,4,5,4,80.0,24.792935742312604,36.516853932584276,8.248686514886172,1.7513134851138292,历史4/5次成功; 当前距低点1.75%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
22,81.5515580879623,76.8812045410746,002612,朗姿股份,bottom_area,2024-07-02,13.91,2024-07-01,13.65,1.904761904761903,3.150183150183148,28.38405036726127,False,-0.4295,0.9397,2,2,2,100.0,17.118611203934037,20.77294685990338,8.095238095238097,1.904761904761903,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
23,81.04193404271008,79.00402113016519,600268,国电南自,bottom_area,2024-07-02,5.66,2024-06-28,5.46,3.663003663003666,8.424908424908423,30.08962868117797,True,-2.4138,1.7786,3,3,3,100.0,24.22402947211577,34.43298969072165,6.336996336996334,3.663003663003666,历史3/3次成功; 当前距低点3.66%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
24,80.49476242021147,77.77444080933455,002129,TCL中环,bottom_area,2024-07-02,8.72,2024-06-25,8.45,3.1952662721893654,5.68047337278107,29.110738255033564,False,-0.9091,1.182,3,3,3,100.0,21.073375859818903,31.12759643916912,6.8047337278106355,3.1952662721893654,历史3/3次成功; 当前距低点3.20%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
25,80.34510904343804,74.07004238420602,001201,东瑞股份,bottom_area,2024-07-02,16.49,2024-07-02,16.37,0.7330482590103692,8.063530849114235,30.48832271762208,False,-7.2553,6.7744,3,3,3,100.0,21.028991477148743,33.37921541637991,9.266951740989631,0.7330482590103692,历史3/3次成功; 当前距低点0.73%; 最新日涨幅-7.26%; 状态bottom_area; 底部未确认
26,80.29092775126699,77.11026750621161,300755,华致酒行,bottom_area,2024-07-02,13.94,2024-07-01,13.55,2.8782287822878136,4.059040590405896,28.26892535733192,False,0.4323,0.3843,1,1,1,100.0,24.47650069799908,24.47650069799908,7.121771217712186,2.8782287822878136,历史1/1次成功; 当前距低点2.88%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
27,80.24449836126841,76.41972519728158,300653,正海生物,bottom_area,2024-07-02,20.18,2024-07-01,19.7,2.4365482233502562,3.8578680203045765,29.54220314735337,False,-0.8354,0.3195,2,2,2,100.0,21.156210465162204,29.647513278609367,7.563451776649745,2.4365482233502562,历史2/2次成功; 当前距低点2.44%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
28,80.08094206701213,80.00153607586985,002481,双塔食品,bottom_area,2024-07-02,4.03,2024-06-28,3.84,4.947916666666677,6.770833333333329,27.819548872180455,False,0.4988,1.0652,3,3,3,100.0,32.057989655214385,54.6583850931677,5.052083333333323,4.947916666666677,历史3/3次成功; 当前距低点4.95%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
29,79.3932282506866,77.0482805808351,002345,潮宏基,bottom_area,2024-07-02,4.83,2024-07-01,4.67,3.426124197002144,4.49678800856531,28.919330289193308,False,0.2075,0.6192,1,1,1,100.0,30.859375,30.859375,6.573875802997856,3.426124197002144,历史1/1次成功; 当前距低点3.43%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
30,79.26541019710332,74.72468990004762,605089,味知香,bottom_area,2024-07-02,21.41,2024-07-01,21.01,1.9038553069966613,3.61732508329366,28.170940170940167,False,-0.4186,0.1864,1,1,1,100.0,22.180000000000007,22.180000000000007,8.096144693003339,1.9038553069966613,历史1/1次成功; 当前距低点1.90%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
31,79.09715541689417,73.63070537305832,002572,索菲亚,bottom_area,2024-07-02,15.49,2024-06-28,15.3,1.2418300653594738,5.163398692810452,28.96935933147632,False,-3.0663,1.7947,1,1,1,100.0,18.398268398268392,18.398268398268392,8.758169934640527,1.2418300653594738,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
32,78.68773171849017,73.9850688773152,002557,洽洽食品,bottom_area,2024-07-02,28.24,2024-07-01,27.75,1.7657657657657602,2.990990990990985,27.82834850455137,False,-0.6334,0.6361,1,1,1,100.0,16.510832383124292,16.510832383124292,8.23423423423424,1.7657657657657602,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
33,78.54160195628353,76.66631089833854,002163,海南发展,bottom_area,2024-07-02,5.56,2024-07-01,5.36,3.731343283582076,5.037313432835813,29.100529100529094,False,0.5425,0.7157,1,1,1,100.0,32.54716981132074,32.54716981132074,6.268656716417925,3.731343283582076,历史1/1次成功; 当前距低点3.73%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
34,78.28211638294674,76.33037761358668,000597,东北制药,bottom_area,2024-07-02,3.95,2024-06-24,3.81,3.6745406824147016,4.461942257217846,27.290076335877867,False,0.5089,0.5264,2,2,2,100.0,13.378120266087073,16.59751037344398,6.3254593175853,3.6745406824147016,历史2/2次成功; 当前距低点3.67%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
35,78.12258969817142,76.78094373397772,688206,概伦电子,bottom_area,2024-07-02,14.25,2024-07-01,13.69,4.0905770635500405,8.61943024105186,27.18085106382979,False,-0.8351,2.4431,3,3,3,100.0,26.70677117673022,39.570720968629594,5.90942293644996,4.0905770635500405,历史3/3次成功; 当前距低点4.09%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
36,77.88914200557579,71.35225017546738,600345,长江通信,bottom_area,2024-07-02,17.53,2024-07-01,17.46,0.4009163802978252,3.8946162657502845,28.995526636844243,False,-2.9884,4.8291,1,1,1,100.0,25.46419098143237,25.46419098143237,9.599083619702176,0.4009163802978252,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
37,77.08195063317675,74.89233335471867,600295,鄂尔多斯,bottom_area,2024-07-02,10.09,2024-06-27,9.75,3.4871794871794854,3.7948717948717867,27.61692650334076,False,0.1986,0.3324,1,1,1,100.0,20.016680567139286,20.016680567139286,6.5128205128205146,3.4871794871794854,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
38,77.01560554131586,75.39135834411388,002015,协鑫能科,bottom_area,2024-07-02,8.03,2024-06-25,7.73,3.8809831824061956,4.915912031047853,27.349624060150372,False,-0.1244,0.4093,1,1,1,100.0,65.95380667236954,65.95380667236954,6.119016817593805,3.8809831824061956,历史1/1次成功; 当前距低点3.88%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
39,76.82103840245779,72.01972350230417,002035,华帝股份,bottom_area,2024-07-02,6.3,2024-06-28,6.2,1.6129032258064457,5.967741935483872,29.705215419501137,False,-3.0769,3.3661,1,1,1,100.0,14.285714285714274,14.285714285714274,8.387096774193555,1.6129032258064457,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
40,76.21866121687282,69.86818833647568,300450,先导智能,bottom_area,2024-07-02,16.14,2024-07-01,16.07,0.4355942750466726,2.8002489110143083,30.00871080139373,False,-2.1818,1.0972,1,1,1,100.0,17.91044776119403,17.91044776119403,9.564405724953327,0.4355942750466726,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
41,76.18772032294126,73.65580212489787,000862,银星能源,bottom_area,2024-07-02,4.8,2024-06-26,4.65,3.2258064516128915,4.731182795698919,27.34375,False,-0.4149,1.0496,1,1,1,100.0,32.63785394932937,32.63785394932937,6.7741935483871085,3.2258064516128915,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
42,75.93337422921084,75.07214574314574,603217,元利科技,bottom_area,2024-07-02,14.47,2024-06-24,13.86,4.40115440115441,4.9783549783549885,32.5875486381323,False,0.5559,0.4757,2,2,2,100.0,15.520310633213857,19.81481481481482,5.598845598845591,4.40115440115441,历史2/2次成功; 当前距低点4.40%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
43,75.4500504330393,73.21135607375908,000568,泸州老窖,bottom_area,2024-07-02,143.99,2024-07-01,139.23,3.418803418803433,5.257487610428803,29.48594580906559,False,0.6923,0.7552,1,1,1,100.0,10.141010046402663,10.141010046402663,6.581196581196568,3.418803418803433,历史1/1次成功; 当前距低点3.42%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
44,75.12450235011782,69.05817629896424,002068,黑猫股份,bottom_area,2024-07-02,6.91,2024-07-02,6.87,0.5822416302765653,3.7845705967976677,29.89795918367347,False,-2.8129,1.9479,3,4,3,75.0,19.51982374190758,32.77777777777777,9.417758369723435,0.5822416302765653,历史3/4次成功; 当前距低点0.58%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
45,74.92252813074094,68.75164846375064,603197,保隆科技,bottom_area,2024-07-02,30.75,2024-07-02,30.6,0.49019607843136787,3.8888888888888813,28.55475134251692,False,-2.6899,1.5609,3,4,3,75.0,16.74352431491484,20.16154085119603,9.509803921568633,0.49019607843136787,历史3/4次成功; 当前距低点0.49%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
46,74.3899742468576,73.77518107126373,002172,澳洋健康,bottom_area,2024-07-02,2.52,2024-06-24,2.41,4.56431535269709,5.809128630705381,27.627627627627625,False,0.8,1.1763,4,5,4,80.0,20.54741976028543,29.824561403508774,5.435684647302911,4.56431535269709,历史4/5次成功; 当前距低点4.56%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
47,74.25362702051761,73.66919499342987,000516,国际医学,bottom_area,2024-07-02,4.79,2024-06-25,4.58,4.5851528384279465,6.55021834061135,28.100470957613815,False,1.2685,0.8496,1,1,1,100.0,26.89969604863221,26.89969604863221,5.414847161572054,4.5851528384279465,历史1/1次成功; 当前距低点4.59%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
48,73.58720706495238,66.89746096813852,605098,行动教育,confirmed_rebound,2024-07-02,38.88,2024-07-02,38.88,0.0,10.725308641975294,28.97332846181951,False,-10.0,4.0355,2,2,2,100.0,12.62075789321786,15.082956259426847,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
49,73.56442885515787,70.61520556395729,002810,山东赫达,bottom_area,2024-07-02,11.9,2024-07-01,11.57,2.852203975799482,4.58081244598098,31.335311572700302,False,0.0,0.6975,2,3,2,66.66666666666666,28.126687968351778,46.13526570048308,7.1477960242005185,2.852203975799482,历史2/3次成功; 当前距低点2.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
50,73.50288304244796,69.5937146860287,300769,德方纳米,confirmed_rebound,2024-07-02,27.79,2024-06-26,27.21,2.1315692760014637,10.694597574421168,27.323717948717942,True,-0.036,2.4859,4,6,4,66.66666666666666,20.629171874437542,41.300000000000004,7.868430723998538,2.1315692760014637,历史4/6次成功; 当前距低点2.13%; 最新日涨幅-0.04%; 状态confirmed_rebound; 底部已确认
51,72.34617405231539,66.70501273312853,688017,绿的谐波,bottom_area,2024-07-02,77.57,2024-07-02,77.0,0.7402597402597314,7.012987012987021,31.755738721971106,False,-3.6876,1.7599,3,4,3,75.0,19.02045667161674,22.08643815201191,9.25974025974027,0.7402597402597314,历史3/4次成功; 当前距低点0.74%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
52,71.98634639699034,66.90086208376978,688262,国芯科技,confirmed_rebound,2024-07-02,15.76,2024-07-01,15.58,1.1553273427471098,10.077021822849797,28.955768353853166,False,-1.5,3.1164,2,3,2,66.66666666666666,20.044848164336123,27.063197026022312,8.84467265725289,1.1553273427471098,历史2/3次成功; 当前距低点1.16%; 最新日涨幅-1.50%; 状态confirmed_rebound; 底部未确认
53,71.8273649388998,69.28572769191013,603060,国检集团,bottom_area,2024-07-02,5.97,2024-06-26,5.79,3.1088082901554355,5.354058721934363,27.71535580524344,False,1.0152,0.1938,2,3,2,66.66666666666666,24.124429713966915,36.2098138747885,6.891191709844565,3.1088082901554355,历史2/3次成功; 当前距低点3.11%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
54,71.51813241502084,71.50506019195102,000404,长虹华意,bottom_area,2024-07-02,5.47,2024-06-28,5.21,4.990403071017271,6.525911708253357,30.067114093959734,False,-0.5455,1.3394,2,2,2,100.0,26.03859781650749,40.139211136890964,5.00959692898273,4.990403071017271,历史2/2次成功; 当前距低点4.99%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
55,71.222368850536,70.2313740026459,603233,大参林,bottom_area,2024-07-02,14.67,2024-07-01,14.07,4.264392324093814,6.7519545131485375,30.859950859950864,False,-0.4749,1.0727,4,5,4,80.0,20.29133602999884,27.64192139737992,5.735607675906187,4.264392324093814,历史4/5次成功; 当前距低点4.26%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
56,70.94540032863634,69.83814699634212,688212,澳华内镜,confirmed_rebound,2024-07-02,40.43,2024-07-01,38.81,4.174181911878375,11.672249420252514,27.566256065696148,True,-5.1162,1.9939,2,2,2,100.0,18.30796642701517,18.639380530973458,5.8258180881216255,4.174181911878375,历史2/2次成功; 当前距低点4.17%; 最新日涨幅-5.12%; 状态confirmed_rebound; 底部已确认
57,70.87376515970998,70.44422718904508,600975,新五丰,bottom_area,2024-07-02,7.38,2024-06-28,7.05,4.680851063829788,6.950354609929081,31.94980694980695,False,-1.4686,2.5334,2,2,2,100.0,16.54068609987636,18.99159663865546,5.319148936170212,4.680851063829788,历史2/2次成功; 当前距低点4.68%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
58,70.6318123036267,69.89524803065788,001308,康冠科技,bottom_area,2024-07-02,22.3,2024-06-24,21.35,4.449648711943791,6.557377049180321,28.66688940862011,False,-0.8007,1.3923,1,1,1,100.0,27.421758569299566,27.421758569299566,5.55035128805621,4.449648711943791,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
59,70.16011913723071,66.47469284980158,300558,贝达药业,bottom_area,2024-07-02,32.99,2024-07-01,32.29,2.1678538247135424,4.738309074016727,27.795169946332738,False,-1.9614,0.9321,2,3,2,66.66666666666666,19.95017690043977,25.688589094997194,7.832146175286459,2.1678538247135424,历史2/3次成功; 当前距低点2.17%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
60,70.15322279196342,65.24530898816421,688111,金山办公,bottom_area,2024-07-02,200.02,2024-07-02,197.66,1.1939694424769876,4.482444601841553,27.776965799473842,False,-2.4293,1.3301,2,4,2,50.0,20.84709310221366,27.68058076225045,8.806030557523012,1.1939694424769876,历史2/4次成功; 当前距低点1.19%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
61,69.82296118444857,68.3050707239171,688186,广大特材,bottom_area,2024-07-02,9.72,2024-06-25,9.36,3.8461538461538596,5.662393162393175,27.944572748267905,False,-0.1028,0.9029,1,1,1,100.0,11.474739210472489,11.474739210472489,6.153846153846141,3.8461538461538596,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
62,68.07874623655916,67.5942,600976,健民集团,bottom_area,2024-07-02,50.22,2024-07-02,48.0,4.624999999999998,5.52083333333333,28.143712574850294,False,-0.849,2.0626,1,1,1,100.0,17.200000000000006,17.200000000000006,5.375000000000002,4.624999999999998,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
63,68.03313329732812,64.6011948223887,300601,康泰生物,bottom_area,2024-07-02,15.68,2024-07-01,15.33,2.283105022831048,4.305283757338553,29.257037378864798,False,-1.5075,0.7943,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,7.716894977168954,2.283105022831048,历史2/3次成功; 当前距低点2.28%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
64,67.46073158690427,61.79168599691687,300693,盛弘股份,bottom_area,2024-07-02,20.35,2024-07-02,20.27,0.39467192895906195,4.0947212629501815,27.45168217609163,False,-3.463,2.8795,3,5,3,60.0,20.868483843782425,36.12334801762114,9.605328071040939,0.39467192895906195,历史3/5次成功; 当前距低点0.39%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
65,67.03396882649199,65.01457667227731,002326,永太科技,bottom_area,2024-07-02,7.92,2024-06-26,7.66,3.394255874673626,6.2663185378590125,27.393364928909957,False,-0.2519,0.6881,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,6.605744125326374,3.394255874673626,历史2/3次成功; 当前距低点3.39%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
66,66.39220059232048,64.31744432381046,000002,万科A,bottom_area,2024-07-02,7.13,2024-07-01,6.9,3.3333333333333264,6.521739130434772,30.44354838709677,False,-2.1948,1.8833,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,6.666666666666673,3.3333333333333264,历史2/3次成功; 当前距低点3.33%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
67,66.28844067740205,64.54046962505677,002218,拓日新能,bottom_area,2024-07-02,2.88,2024-06-25,2.78,3.5971223021582768,6.474820143884898,32.850241545893724,False,-0.346,1.3038,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,6.402877697841724,3.5971223021582768,历史2/3次成功; 当前距低点3.60%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
68,65.74105204171836,60.660421778809635,600933,爱柯迪,bottom_area,2024-07-02,14.22,2024-07-02,14.11,0.779588944011348,5.457122608079386,29.66101694915254,False,-3.5278,0.8812,2,3,2,66.66666666666666,21.726977981122847,24.722838137472287,9.220411055988652,0.779588944011348,历史2/3次成功; 当前距低点0.78%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
69,65.55993091297881,65.0889900103903,603037,凯众股份,confirmed_rebound,2024-07-02,13.13,2024-06-28,12.55,4.621513944223108,11.474103585657366,32.526881720430104,True,-2.7407,5.3516,2,3,2,66.66666666666666,43.59879105673294,47.48743718592965,5.378486055776892,4.621513944223108,历史2/3次成功; 当前距低点4.62%; 最新日涨幅-2.74%; 状态confirmed_rebound; 底部已确认
70,65.40968995728902,62.465687754941335,688161,威高骨科,bottom_area,2024-07-02,19.86,2024-07-01,19.36,2.5826446280991737,5.216942148760339,29.446064139941697,False,-0.5508,0.2195,2,4,2,50.0,22.925362940900264,33.591836734693864,7.417355371900827,2.5826446280991737,历史2/4次成功; 当前距低点2.58%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
71,65.0537126306361,64.43019461820188,300689,澄天伟业,bottom_area,2024-07-02,13.95,2024-07-01,13.35,4.494382022471908,7.415730337078654,30.031446540880495,False,0.5768,4.4636,2,3,2,66.66666666666666,15.003865391242782,18.720602069614284,5.505617977528092,4.494382022471908,历史2/3次成功; 当前距低点4.49%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
72,64.50887260422408,63.384933575868466,000723,美锦能源,bottom_area,2024-07-02,4.85,2024-06-24,4.66,4.07725321888411,6.223175965665237,27.187500000000004,False,-0.2058,0.3414,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,5.922746781115891,4.07725321888411,历史2/3次成功; 当前距低点4.08%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
