rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.9174444666357,78.63200489428533,300614,百川畅银,bottom_area,2023-09-04,22.46,2023-09-01,21.91,2.510269283432226,3.24052943861251,29.775641025641026,False,1.721,1.881,2,2,2,100.0,11.480746561886047,11.8614931237721,5.489730716567774,2.510269283432226,历史2/2次成功; 当前距低点2.51%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
2,80.08089694244003,76.54685987112983,000028,国药一致,bottom_area,2023-09-04,31.97,2023-08-30,31.45,1.653418124006358,2.861685214626398,28.765571913929783,False,-0.1562,0.7852,2,2,2,100.0,12.240070934754426,14.150943396226415,6.3465818759936425,1.653418124006358,历史2/2次成功; 当前距低点1.65%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
3,77.31701542066618,73.5294695109969,300751,迈为股份,bottom_area,2023-09-04,152.59,2023-09-01,150.5,1.3887043189368793,3.9867109634551494,30.146205616152237,False,-1.3257,1.118,1,1,1,100.0,9.439329882650446,9.439329882650446,6.61129568106312,1.3887043189368793,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
4,73.63764577235786,74.88195949008976,603155,新亚强,bottom_area,2023-09-04,22.82,2023-08-29,21.76,4.871323529411758,6.525735294117638,28.39749917736097,False,0.5729,0.2857,2,2,2,100.0,20.261167404024544,25.624375624375624,3.1286764705882417,4.871323529411758,历史2/2次成功; 当前距低点4.87%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
5,73.12052571057055,72.62191926300301,603301,振德医疗,bottom_area,2023-09-04,26.45,2023-08-29,25.52,3.6442006269592464,5.015673981191227,31.157270029673594,False,0.5321,0.6691,1,1,1,100.0,9.734928454140272,9.734928454140272,4.355799373040754,3.6442006269592464,历史1/1次成功; 当前距低点3.64%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
6,72.99054332697001,72.44463792633799,002755,奥赛康,bottom_area,2023-09-04,7.75,2023-08-24,7.48,3.6096256684491923,6.550802139037423,32.97491039426523,False,-0.1289,0.222,1,1,1,100.0,30.831099195710454,30.831099195710454,4.390374331550808,3.6096256684491923,历史1/1次成功; 当前距低点3.61%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
7,70.09666900705317,70.64628413500256,688247,宣泰医药,confirmed_rebound,2023-09-04,10.9,2023-08-31,10.44,4.406130268199242,8.716475095785443,28.247422680412377,True,0.5535,2.7935,1,1,1,100.0,9.474522292993626,9.474522292993626,3.5938697318007584,4.406130268199242,历史1/1次成功; 当前距低点4.41%; 最新日涨幅0.55%; 状态confirmed_rebound; 底部已确认
8,67.85652858193981,67.1088751223009,688202,美迪西,confirmed_rebound,2023-09-04,73.1,2023-08-29,70.68,3.4238822863610454,8.658743633276726,28.526645768025073,True,1.5419,1.8565,2,3,2,66.66666666666666,17.304624024394695,23.795418261555337,4.576117713638954,3.4238822863610454,历史2/3次成功; 当前距低点3.42%; 最新日涨幅1.54%; 状态confirmed_rebound; 底部已确认
