rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.63542505091942,85.83189189189189,301260,格力博,bottom_area,2025-06-23,18.71,2025-06-23,18.5,1.1351351351351398,2.108108108108111,29.3353705118411,False,0.107,2.1601,1,1,1,100.0,58.71313672922254,58.71313672922254,13.86486486486486,1.1351351351351398,历史1/1次成功; 当前距低点1.14%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
12,86.94593562780047,79.9076682117128,600232,金鹰股份,bottom_area,2025-06-23,6.25,2025-06-23,6.07,2.9654036243822026,3.459637561779241,30.786773090079812,False,2.1242,8.5634,2,2,2,100.0,23.918217609162483,27.954545454545443,12.034596375617797,2.9654036243822026,历史2/2次成功; 当前距低点2.97%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
13,86.75315432733466,79.12490973084886,000605,渤海股份,bottom_area,2025-06-23,6.82,2025-06-20,6.65,2.5563909774436078,2.857142857142849,29.25531914893617,False,1.6393,1.6788,3,4,3,75.0,35.52946859903381,56.66666666666668,12.443609022556391,2.5563909774436078,历史3/4次成功; 当前距低点2.56%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
14,86.73187449649389,78.92851596308591,002155,湖南黄金,bottom_area,2025-06-23,18.08,2025-06-20,17.65,2.4362606232294604,3.5127478753541137,28.222854819032133,False,1.459,2.4344,1,1,1,100.0,28.834355828220854,28.834355828220854,12.563739376770538,2.4362606232294604,历史1/1次成功; 当前距低点2.44%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
15,86.527373796935,76.9232176723467,605377,华旺科技,bottom_area,2025-06-23,8.55,2025-06-23,8.45,1.1834319526627388,1.1834319526627388,30.04966887417219,False,-0.2334,0.4682,1,1,1,100.0,25.16904583020285,25.16904583020285,13.81656804733726,1.1834319526627388,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
16,85.96761545110122,78.0693407815313,603681,永冠新材,bottom_area,2025-06-23,14.53,2025-06-20,14.2,2.323943661971832,3.380281690140848,29.000000000000004,False,1.4665,3.1677,1,1,1,100.0,22.83834586466165,22.83834586466165,12.676056338028168,2.323943661971832,历史1/1次成功; 当前距低点2.32%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
17,85.80713929574169,76.18051346691995,000999,华润三九,bottom_area,2025-06-23,30.93,2025-06-23,30.59,1.11147433801896,1.6672115070284457,29.645814167433297,False,-0.6105,0.6498,1,1,1,100.0,20.293951384963254,20.293951384963254,13.888525661981038,1.11147433801896,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
18,85.54452129185061,77.96041872407663,600706,曲江文旅,bottom_area,2025-06-23,9.38,2025-06-23,9.15,2.513661202185797,2.841530054644806,27.66798418972332,False,0.6438,3.6757,1,1,1,100.0,24.578313253012034,24.578313253012034,12.486338797814204,2.513661202185797,历史1/1次成功; 当前距低点2.51%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
19,85.2325839131293,76.28838726558878,300627,华测导航,bottom_area,2025-06-23,32.16,2025-06-23,31.67,1.5472055573097407,2.4313230186296053,32.31459713614019,False,-0.5258,1.2858,1,1,1,100.0,26.215139442231067,26.215139442231067,13.452794442690259,1.5472055573097407,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
20,84.26630874066613,75.9598531566683,688136,科兴制药,bottom_area,2025-06-23,40.2,2025-06-23,39.44,1.926977687626788,4.893509127789046,32.23367697594502,False,-1.3497,3.2578,3,4,3,75.0,33.270764970200936,60.65012831479899,13.073022312373212,1.926977687626788,历史3/4次成功; 当前距低点1.93%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
21,83.65548999538684,77.08163793103444,603577,汇金通,bottom_area,2025-06-23,8.97,2025-06-23,8.7,3.103448275862085,3.4482758620689737,32.34836702954899,False,1.9318,2.5899,1,1,1,100.0,27.083333333333325,27.083333333333325,11.896551724137915,3.103448275862085,历史1/1次成功; 当前距低点3.10%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
22,83.37574297663204,75.93189791341418,300703,创源股份,bottom_area,2025-06-23,21.1,2025-06-23,20.59,2.4769305488101097,3.3997085964060187,30.321489001692047,False,-0.3777,9.1801,2,2,2,100.0,19.02849228333993,20.914127423822727,12.523069451189889,2.4769305488101097,历史2/2次成功; 当前距低点2.48%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
23,82.86006133172741,76.21481457755002,600980,北矿科技,bottom_area,2025-06-23,22.25,2025-06-20,21.6,3.0092592592592524,3.6111111111110996,28.66578599735799,False,1.7375,11.5533,1,1,1,100.0,21.268417680973737,21.268417680973737,11.990740740740746,3.0092592592592524,历史1/1次成功; 当前距低点3.01%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
24,81.88770803039827,76.65490230294128,002909,集泰股份,bottom_area,2025-06-23,6.05,2025-06-23,5.82,3.9518900343642533,4.46735395189003,30.465949820788516,False,2.8912,3.6954,1,1,1,100.0,35.18930957683742,35.18930957683742,11.048109965635748,3.9518900343642533,历史1/1次成功; 当前距低点3.95%; 最新日涨幅2.89%; 状态bottom_area; 底部未确认
25,81.41338944476296,75.09413842642289,301578,辰奕智能,bottom_area,2025-06-23,33.63,2025-06-23,32.6,3.159509202453991,3.527607361963186,32.365145228215766,False,1.6319,3.5269,1,1,1,100.0,17.085050580741846,17.085050580741846,11.840490797546007,3.159509202453991,历史1/1次成功; 当前距低点3.16%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
26,79.07312778409418,69.84610892425842,301550,斯菱智驱,bottom_area,2025-06-23,74.49,2025-06-23,73.87,0.8393123054013676,5.2795451468796415,27.917642466822794,False,-3.4478,7.4232,1,1,1,100.0,32.95559666975023,32.95559666975023,14.16068769459863,0.8393123054013676,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
27,78.95420917038358,74.89128135593221,600192,长城电工,bottom_area,2025-06-23,7.41,2025-06-23,7.08,4.661016949152543,5.225988700564973,27.085478887744596,False,2.9167,2.6719,1,1,1,100.0,34.400000000000006,34.400000000000006,10.338983050847455,4.661016949152543,历史1/1次成功; 当前距低点4.66%; 最新日涨幅2.92%; 状态bottom_area; 底部未确认
28,78.79535672933277,74.14033731419131,688448,磁谷科技,bottom_area,2025-06-23,28.35,2025-06-23,27.2,4.227941176470596,4.227941176470596,30.946940847930946,False,3.2035,2.268,1,1,1,100.0,25.053995680345576,25.053995680345576,10.772058823529404,4.227941176470596,历史1/1次成功; 当前距低点4.23%; 最新日涨幅3.20%; 状态bottom_area; 底部未确认
29,78.57991619126064,70.71353824169795,605136,丽人丽妆,bottom_area,2025-06-23,10.54,2025-06-23,10.35,1.8357487922705265,2.3188405797101472,28.768066070199588,False,0.381,4.9501,2,4,2,50.0,35.640029505778216,52.667814113597245,13.164251207729471,1.8357487922705265,历史2/4次成功; 当前距低点1.84%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
30,78.39528526437543,73.69425445183437,002427,尤夫股份,bottom_area,2025-06-23,8.23,2025-06-23,7.9,4.177215189873419,5.06329113924051,27.389705882352942,False,2.7466,5.0012,1,1,1,100.0,22.033898305084747,22.033898305084747,10.822784810126581,4.177215189873419,历史1/1次成功; 当前距低点4.18%; 最新日涨幅2.75%; 状态bottom_area; 底部未确认
31,77.98407138485142,71.73764699975114,300346,南大光电,bottom_area,2025-06-23,30.75,2025-06-13,29.85,3.015075376884417,3.9530988274706855,27.513355998057303,False,1.2179,2.4237,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,11.984924623115582,3.015075376884417,历史2/3次成功; 当前距低点3.02%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
32,76.08579387508183,70.06186434744197,002615,哈尔斯,bottom_area,2025-06-23,8.06,2025-06-23,7.82,3.0690537084399003,3.0690537084399003,30.673758865248217,False,1.5113,10.9561,2,3,2,66.66666666666666,27.80989320439935,28.84012539184954,11.9309462915601,3.0690537084399003,历史2/3次成功; 当前距低点3.07%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
33,75.77610415516129,66.60794202070251,300553,集智股份,bottom_area,2025-06-23,34.8,2025-06-23,34.6,0.5780346820809125,4.913294797687849,29.83167714459542,False,-3.172,3.6914,3,4,3,75.0,16.510005891650533,17.361392148927557,14.421965317919087,0.5780346820809125,历史3/4次成功; 当前距低点0.58%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
34,75.63878144130271,68.39401440717383,300697,电工合金,bottom_area,2025-06-23,11.22,2025-06-23,10.99,2.092811646951778,2.4567788898999052,30.53097345132743,False,1.2635,1.4666,2,4,2,50.0,26.320564313031607,31.64400494437578,12.907188353048221,2.092811646951778,历史2/4次成功; 当前距低点2.09%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
35,75.05106106332167,67.90410575127841,688114,华大智造,bottom_area,2025-06-23,63.42,2025-06-23,62.1,2.1256038647343,4.251207729468589,28.20809248554913,False,1.0677,1.515,2,4,2,50.0,24.08861592942264,27.745919717688572,12.8743961352657,2.1256038647343,历史2/4次成功; 当前距低点2.13%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
36,74.92334441233427,69.1057670814942,600960,渤海汽车,bottom_area,2025-06-23,3.92,2025-06-23,3.8,3.157894736842108,4.210526315789478,31.654676258992804,False,0.5128,4.3834,2,4,2,50.0,43.20304882523773,69.9604743083004,11.842105263157892,3.157894736842108,历史2/4次成功; 当前距低点3.16%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
37,72.6675924250005,66.44990450960086,002172,澳洋健康,bottom_area,2025-06-23,3.81,2025-06-23,3.71,2.695417789757415,2.695417789757415,27.11198428290766,False,1.6,6.1091,3,6,3,50.0,23.255145538966428,29.824561403508774,12.304582210242584,2.695417789757415,历史3/6次成功; 当前距低点2.70%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
38,70.10442605707465,66.54843629720423,603333,尚纬股份,bottom_area,2025-06-23,7.57,2025-06-23,7.23,4.7026279391424595,5.1175656984785505,28.838582677165352,False,2.2973,3.3146,3,5,3,60.0,26.7227311744571,47.19626168224298,10.29737206085754,4.7026279391424595,历史3/5次成功; 当前距低点4.70%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
39,69.3702929456266,63.599891939147724,688135,利扬芯片,bottom_area,2025-06-23,18.5,2025-06-23,17.99,2.8349082823791085,3.8910505836576035,30.459992269037507,False,1.4811,1.6571,2,5,2,40.0,31.309047435333802,40.41850220264317,12.165091717620891,2.8349082823791085,历史2/5次成功; 当前距低点2.83%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
40,69.23199771472405,64.30373264093092,000573,粤宏远A,bottom_area,2025-06-23,3.81,2025-06-23,3.68,3.5326086956521707,3.8043478260869477,28.95752895752895,False,1.8717,3.4574,2,4,2,50.0,21.978927242031602,24.644549763033176,11.46739130434783,3.5326086956521707,历史2/4次成功; 当前距低点3.53%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
41,68.01528228897517,62.66613386856077,603011,合锻智能,bottom_area,2025-06-23,15.3,2025-06-20,14.84,3.09973045822103,3.7735849056603805,28.170377541142305,False,2.1362,10.7646,1,2,1,50.0,41.201716738197426,41.201716738197426,11.90026954177897,3.09973045822103,历史1/2次成功; 当前距低点3.10%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
42,67.66066461252724,61.978792177199324,600250,南京商旅,bottom_area,2025-06-23,10.69,2025-06-23,10.4,2.7884615384615303,5.09615384615384,28.52233676975945,False,1.1353,6.2651,2,6,2,33.33333333333333,36.46855457827038,53.93258426966293,12.211538461538469,2.7884615384615303,历史2/6次成功; 当前距低点2.79%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
43,66.84915021908266,60.43791075609424,002811,郑中设计,bottom_area,2025-06-23,10.28,2025-06-23,10.07,2.0854021847070414,2.383316782522346,31.728813559322035,False,0.9823,2.0809,1,2,1,50.0,16.78832116788322,16.78832116788322,12.914597815292957,2.0854021847070414,历史1/2次成功; 当前距低点2.09%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
44,66.44454491701663,59.684375819135006,603139,康惠股份,bottom_area,2025-06-23,21.07,2025-06-20,20.71,1.7382906808305139,5.5528730082085875,31.42384105960264,False,1.6892,5.515,1,4,1,25.0,29.315476190476186,29.315476190476186,13.261709319169485,1.7382906808305139,历史1/4次成功; 当前距低点1.74%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
45,66.40987233813688,59.817171149517456,300661,圣邦股份,bottom_area,2025-06-23,68.63,2025-06-23,67.36,1.885391923990493,2.7315914489311215,31.054247697031734,False,0.0437,1.1409,1,4,1,25.0,31.832606108687024,31.832606108687024,13.114608076009507,1.885391923990493,历史1/4次成功; 当前距低点1.89%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
46,65.27566467534128,62.15082716836062,000715,中兴商业,bottom_area,2025-06-23,5.39,2025-06-23,5.14,4.863813229571985,4.863813229571985,32.36842105263158,False,2.8626,1.8391,2,4,2,50.0,26.722157697767457,29.105691056910565,10.136186770428015,4.863813229571985,历史2/4次成功; 当前距低点4.86%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
47,64.07971653111984,59.039890936642834,300949,奥雅股份,bottom_area,2025-06-23,39.25,2025-06-23,38.07,3.0995534541633827,3.25715786708695,27.89772727272727,False,1.8687,4.9923,1,2,1,50.0,21.703617269544917,21.703617269544917,11.900446545836617,3.0995534541633827,历史1/2次成功; 当前距低点3.10%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
48,63.243621309393326,57.17596760443308,601068,中铝国际,bottom_area,2025-06-23,4.41,2025-06-19,4.32,2.08333333333333,2.77777777777778,27.150084317032032,False,0.9153,0.2861,1,3,1,33.33333333333333,18.6700767263427,18.6700767263427,12.916666666666671,2.08333333333333,历史1/3次成功; 当前距低点2.08%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
49,61.374668796680076,57.07803621288252,002298,中电鑫龙,bottom_area,2025-06-23,6.33,2025-06-23,6.11,3.6006546644844475,5.237315875613738,28.70478413068845,False,2.0968,8.9735,2,6,2,33.33333333333333,20.07631997082649,23.734729493891784,11.399345335515552,3.6006546644844475,历史2/6次成功; 当前距低点3.60%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
50,61.19601162644865,56.989828591713554,300640,德艺文创,bottom_area,2025-06-23,6.49,2025-06-23,6.26,3.6741214057508054,4.153354632587856,27.880184331797235,False,1.7241,8.5578,1,2,1,50.0,17.724867724867735,17.724867724867735,11.325878594249195,3.6741214057508054,历史1/2次成功; 当前距低点3.67%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
51,59.433216550390405,55.74882440905792,000596,古井贡酒,bottom_area,2025-06-23,137.08,2025-06-16,131.73,4.0613375844530655,7.99362332042815,27.152574240999844,True,-2.8422,1.3088,1,2,1,50.0,29.07889301941346,29.07889301941346,10.938662415546935,4.0613375844530655,历史1/2次成功; 当前距低点4.06%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
