rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.86293756994976,85.30300928612216,600343,航天动力,bottom_area,2024-08-13,7.84,2024-08-13,7.71,1.686121919584953,3.24254215304799,31.16071428571428,False,-1.0101,3.807,4,4,4,100.0,26.383694961160476,55.72413793103447,8.313878080415048,1.686121919584953,历史4/4次成功; 当前距低点1.69%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
2,87.3340403465463,82.23525607370156,001203,大中矿业,bottom_area,2024-08-13,8.29,2024-08-05,8.14,1.842751842751825,3.4398034398034314,30.00859845227859,False,0.1208,0.2961,2,2,2,100.0,22.670592877288865,29.46341463414634,8.157248157248176,1.842751842751825,历史2/2次成功; 当前距低点1.84%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
3,84.53547650551319,81.45816793893133,002687,乔治白,bottom_area,2024-08-13,4.05,2024-07-25,3.93,3.053435114503808,5.852417302798981,32.82051282051282,False,0.2475,0.5541,1,1,1,100.0,64.00000000000001,64.00000000000001,6.946564885496192,3.053435114503808,历史1/1次成功; 当前距低点3.05%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
4,83.73989787970588,80.96484332601277,300424,航新科技,bottom_area,2024-08-13,13.1,2024-08-12,12.69,3.2308904649330192,5.752561071710011,27.2362385321101,False,1.3148,6.5197,2,2,2,100.0,32.85630960247343,52.29885057471265,6.76910953506698,3.2308904649330192,历史2/2次成功; 当前距低点3.23%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
5,83.49275365767588,78.93667699869101,002355,兴民智通,bottom_area,2024-08-13,4.47,2024-08-12,4.38,2.054794520547942,6.164383561643846,28.8961038961039,False,1.1312,3.3406,4,5,4,80.0,17.535529599679155,21.138211382113823,7.945205479452058,2.054794520547942,历史4/5次成功; 当前距低点2.05%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
6,80.91354128274406,75.5570051582215,001239,永达股份,bottom_area,2024-08-13,14.43,2024-08-13,14.23,1.4054813773717447,2.178496134926203,30.888780961631856,False,0.1388,12.6848,2,3,2,66.66666666666666,36.96148404280864,62.04678362573098,8.594518622628255,1.4054813773717447,历史2/3次成功; 当前距低点1.41%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
7,80.34936625105581,79.14141828771699,603368,柳药集团,bottom_area,2024-08-13,17.1,2024-07-31,16.41,4.204753199268747,8.470444850700796,31.908713692946062,True,-1.1561,1.3578,3,3,3,100.0,31.603524634675978,42.85714285714285,5.795246800731254,4.204753199268747,历史3/3次成功; 当前距低点4.20%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
8,79.3428759262239,78.34498586239395,002552,宝鼎科技,confirmed_rebound,2024-08-13,11.07,2024-07-25,10.61,4.335532516493882,10.084825636192276,30.197368421052634,True,0.8197,0.5556,1,1,1,100.0,52.23596574690771,52.23596574690771,5.664467483506119,4.335532516493882,历史1/1次成功; 当前距低点4.34%; 最新日涨幅0.82%; 状态confirmed_rebound; 底部已确认
9,79.19682028556022,75.83002878356098,002563,森马服饰,bottom_area,2024-08-13,4.91,2024-07-30,4.78,2.719665271966525,7.531380753138063,29.080118694362017,True,-0.8081,0.4415,1,1,1,100.0,28.929384965831446,28.929384965831446,7.280334728033476,2.719665271966525,历史1/1次成功; 当前距低点2.72%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
10,77.97385243309864,73.1884535473128,002601,龙佰集团,bottom_area,2024-08-13,16.38,2024-08-13,16.11,1.6759776536312825,2.1104903786468023,30.560344827586206,False,-0.2436,0.2677,1,1,1,100.0,11.127325793506023,11.127325793506023,8.324022346368718,1.6759776536312825,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
11,77.16504383262942,76.7266060835804,600210,紫江企业,bottom_area,2024-08-13,4.9,2024-07-25,4.68,4.700854700854714,9.61538461538462,27.329192546583858,True,0.0,0.4077,2,2,2,100.0,18.895455922199744,19.867549668874158,5.299145299145286,4.700854700854714,历史2/2次成功; 当前距低点4.70%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
12,76.25728817992085,71.73079166352561,301507,民生健康,bottom_area,2024-08-13,13.66,2024-08-13,13.42,1.7883755588673638,5.290611028315953,29.33122696155871,False,-3.8705,24.037,1,1,1,100.0,14.883268482490283,14.883268482490283,8.211624441132637,1.7883755588673638,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
13,75.56968579537327,73.44870708801874,000726,鲁泰A,bottom_area,2024-08-13,5.61,2024-07-30,5.42,3.5055350553505606,4.797047970479701,28.211920529801326,False,0.0,0.5792,1,1,1,100.0,12.480252764612954,12.480252764612954,6.494464944649439,3.5055350553505606,历史1/1次成功; 当前距低点3.51%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,74.69705452034131,73.334618157163,002706,良信股份,bottom_area,2024-08-13,6.19,2024-07-30,5.95,4.033613445378155,7.394957983193269,32.7683615819209,True,0.8143,0.6992,3,4,3,75.0,13.31320867002797,14.727153188691638,5.966386554621845,4.033613445378155,历史3/4次成功; 当前距低点4.03%; 最新日涨幅0.81%; 状态bottom_area; 底部已确认
15,74.427643818873,68.81535049146376,000983,山西焦煤,bottom_area,2024-08-13,7.97,2024-08-13,7.9,0.8860759493670809,2.658227848101254,27.188940092165893,False,-1.2392,0.5322,3,4,3,75.0,21.938729333444627,27.212389380530986,9.113924050632919,0.8860759493670809,历史3/4次成功; 当前距低点0.89%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
16,73.84038016312581,73.0995067835627,603010,万盛股份,bottom_area,2024-08-13,8.88,2024-07-18,8.5,4.470588235294127,7.5294117647058885,27.78249787595582,True,0.1127,0.1988,1,1,1,100.0,13.238967527060783,13.238967527060783,5.529411764705873,4.470588235294127,历史1/1次成功; 当前距低点4.47%; 最新日涨幅0.11%; 状态bottom_area; 底部已确认
17,73.69552708427446,69.79793226835464,002196,方正电机,bottom_area,2024-08-13,4.28,2024-08-13,4.19,2.1479713603818578,3.3412887828162217,28.49829351535836,False,0.7059,3.7238,2,3,2,66.66666666666666,15.100216684723728,18.661971830985923,7.852028639618143,2.1479713603818578,历史2/3次成功; 当前距低点2.15%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
18,73.37857922408975,67.20123493576378,002316,亚联发展,bottom_area,2024-08-13,2.6,2024-08-13,2.59,0.38610038610039504,5.405405405405411,27.247191011235962,False,-4.7619,10.2462,6,8,6,75.0,17.34700976383158,24.890829694323134,9.613899613899605,0.38610038610039504,历史6/8次成功; 当前距低点0.39%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
19,73.00328771396806,70.34925486962791,600997,开滦股份,bottom_area,2024-08-13,6.07,2024-07-30,5.89,3.056027164685919,5.942275042444831,30.70588235294118,False,-0.4918,0.3614,1,1,1,100.0,12.77955271565495,12.77955271565495,6.9439728353140815,3.056027164685919,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
20,72.32173161263636,72.06851790109201,000090,天健集团,bottom_area,2024-08-13,3.7,2024-07-25,3.53,4.8158640226629,9.915014164305951,28.973843058350102,True,0.271,0.5274,1,1,1,100.0,11.928429423459237,11.928429423459237,5.1841359773371005,4.8158640226629,历史1/1次成功; 当前距低点4.82%; 最新日涨幅0.27%; 状态bottom_area; 底部已确认
21,71.45240984412355,70.03035535782941,301606,绿联科技,bottom_area,2024-08-13,30.04,2024-08-13,28.9,3.9446366782006943,3.9446366782006943,30.34466136418415,False,-0.4309,15.9586,1,1,1,100.0,21.957671957671955,21.957671957671955,6.055363321799306,3.9446366782006943,历史1/1次成功; 当前距低点3.94%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
