rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.93223346726012,82.61633079524945,002245,蔚蓝锂芯,bottom_area,2023-05-25,10.7,2023-05-25,10.58,1.1342155009451722,3.0245746691871482,30.303030303030305,False,-1.1091,1.4735,3,3,3,100.0,21.840549125830286,25.653923541247494,8.865784499054827,1.1342155009451722,历史3/3次成功; 当前距低点1.13%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
2,87.17024401553333,82.95364269141531,688077,大地熊,bottom_area,2023-05-25,26.48,2023-05-22,25.86,2.3975251353441647,3.3642691415313264,32.83116883116883,False,0.7994,0.8791,1,1,1,100.0,53.68518518518518,53.68518518518518,7.602474864655837,2.3975251353441647,历史1/1次成功; 当前距低点2.40%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
3,85.83705631417341,81.07521507917389,601598,中国外运,bottom_area,2023-05-25,4.58,2023-05-25,4.49,2.0044543429844066,2.2271714922048917,27.110389610389607,False,0.8811,1.0518,2,2,2,100.0,18.41597301708783,18.82640586797067,7.995545657015595,2.0044543429844066,历史2/2次成功; 当前距低点2.00%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
4,85.40043346716789,80.75539991032092,002405,四维图新,bottom_area,2023-05-25,11.37,2023-05-16,11.14,2.0646319569120166,4.039497307001789,27.75616083009079,False,0.1762,0.7903,2,2,2,100.0,17.434197699356595,23.478260869565215,7.935368043087984,2.0646319569120166,历史2/2次成功; 当前距低点2.06%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
5,84.55879849761973,82.50989506316526,688075,安旭生物,bottom_area,2023-05-25,67.05,2023-05-10,64.65,3.712296983758687,7.6566125290023015,30.37906525953047,True,-0.6519,2.1329,5,5,5,100.0,27.010388097500325,40.134529147982065,6.287703016241314,3.712296983758687,历史5/5次成功; 当前距低点3.71%; 最新日涨幅-0.65%; 状态bottom_area; 底部已确认
6,83.95511419383597,79.80591296659065,002837,英维克,bottom_area,2023-05-25,27.12,2023-05-25,26.5,2.339622641509438,6.905660377358484,27.337537702221,False,1.2318,3.3943,2,2,2,100.0,15.700282737807376,19.202722411278558,7.660377358490562,2.339622641509438,历史2/2次成功; 当前距低点2.34%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
7,83.85976358984634,77.70863354037267,000629,钒钛股份,bottom_area,2023-05-25,4.03,2023-05-25,3.99,1.0025062656641612,3.0075187969924837,32.60135135135135,False,-2.1845,0.8793,1,1,1,100.0,27.173913043478265,27.173913043478265,8.997493734335839,1.0025062656641612,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
8,83.22879925115204,77.78652397428604,000928,中钢国际,bottom_area,2023-05-25,8.39,2023-05-25,8.27,1.4510278113663966,3.5066505441354408,32.10180623973727,False,-1.4101,2.4965,2,2,2,100.0,16.424018194631294,18.798449612403097,8.548972188633604,1.4510278113663966,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
9,82.20536658195219,76.28752822723739,000798,中水渔业,bottom_area,2023-05-25,10.3,2023-05-25,10.19,1.0794896957801885,7.556427870461251,28.390723822909354,False,-8.363,5.6225,2,2,2,100.0,14.025616847399025,17.3015873015873,8.920510304219812,1.0794896957801885,历史2/2次成功; 当前距低点1.08%; 最新日涨幅-8.36%; 状态bottom_area; 底部未确认
10,82.19418469124862,77.20134973633779,601068,中铝国际,bottom_area,2023-05-25,5.35,2023-05-25,5.26,1.711026615969579,3.041825095057037,29.773030707610154,False,-0.9259,0.6148,2,2,2,100.0,16.46500226208832,18.6700767263427,8.28897338403042,1.711026615969579,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
11,81.43492972945369,76.3579390979416,002132,恒星科技,bottom_area,2023-05-25,3.76,2023-05-23,3.7,1.621621621621611,3.51351351351351,28.155339805825246,False,-0.5291,0.7143,2,2,2,100.0,10.834604275477771,11.088295687885012,8.37837837837839,1.621621621621611,历史2/2次成功; 当前距低点1.62%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
