rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.99783084437834,77.88389941342055,688078,龙软科技,bottom_area,2025-02-28,33.95,2025-02-28,33.81,0.41407867494824185,8.695652173913036,30.830605564648117,False,-8.4906,5.1898,4,4,4,100.0,20.95698275431473,29.719161038037694,9.585921325051759,0.41407867494824185,历史4/4次成功; 当前距低点0.41%; 最新日涨幅-8.49%; 状态bottom_area; 底部未确认
2,84.63793974122564,77.3700680900347,002313,日海智能,bottom_area,2025-02-28,10.39,2025-02-28,10.36,0.2895752895753006,5.308880308880316,28.74828060522696,False,-5.5455,5.0521,4,4,4,100.0,16.66827822723863,20.08238928939237,9.7104247104247,0.2895752895753006,历史4/4次成功; 当前距低点0.29%; 最新日涨幅-5.55%; 状态bottom_area; 底部未确认
3,82.01765144579412,78.10321479004595,300422,博世科,bottom_area,2025-02-28,4.21,2025-02-06,4.11,2.4330900243308915,6.5693430656934195,30.220713073005083,False,-1.8648,2.5474,2,2,2,100.0,30.164838954410644,45.4320987654321,7.566909975669109,2.4330900243308915,历史2/2次成功; 当前距低点2.43%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
4,79.44151850802827,72.45520721599222,002016,世荣兆业,bottom_area,2025-02-28,5.87,2025-02-28,5.86,0.17064846416381887,2.7303754266211477,31.2206572769953,False,-2.3295,2.3734,1,1,1,100.0,28.571428571428566,28.571428571428566,9.829351535836182,0.17064846416381887,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
5,74.7334161160163,69.18144637164932,300570,太辰光,bottom_area,2025-02-28,87.2,2025-02-28,86.38,0.9492938180134376,9.979161843019222,29.760936737680932,False,-12.1145,13.6897,2,2,2,100.0,14.063635896343833,14.728682170542637,9.050706181986563,0.9492938180134376,历史2/2次成功; 当前距低点0.95%; 最新日涨幅-12.11%; 状态bottom_area; 底部未确认
6,74.14862968551849,67.49598194398108,605255,天普股份,bottom_area,2025-02-28,14.62,2025-02-28,14.61,0.06844626967830107,3.3538672142368253,27.923038973852986,False,-3.3708,3.2694,3,4,3,75.0,15.037846445417172,16.069142125480155,9.9315537303217,0.06844626967830107,历史3/4次成功; 当前距低点0.07%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
7,54.5052296760161,49.979687114349225,300478,杭州高新,bottom_area,2025-02-28,13.33,2025-02-28,13.27,0.4521477015825207,8.063300678221555,28.96145610278373,False,-3.824,9.8422,1,2,1,50.0,13.067655236329937,13.067655236329937,9.54785229841748,0.4521477015825207,历史1/2次成功; 当前距低点0.45%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
