rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.06601881087056,90.08647955646745,300480,光力科技,bottom_area,2023-12-27,20.61,2023-12-26,20.28,1.6272189349112343,3.6489151873767183,29.509906152241918,False,0.7331,1.9004,4,4,4,100.0,28.906122193898153,39.69465648854962,8.372781065088766,1.6272189349112343,历史4/4次成功; 当前距低点1.63%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
2,94.84736436775074,89.26623341480821,300707,威唐工业,bottom_area,2023-12-27,16.81,2023-12-25,16.51,1.81708055723802,6.783767413688658,28.774805867126823,False,0.4782,4.2787,5,5,5,100.0,26.823532716725207,59.14285714285715,8.18291944276198,1.81708055723802,历史5/5次成功; 当前距低点1.82%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
3,92.80411320517348,87.23388881840623,601858,中国科传,bottom_area,2023-12-27,23.82,2023-12-27,23.41,1.7513882956001714,2.1785561725758287,28.6280487804878,False,0.4639,1.1217,4,4,4,100.0,15.091688883734559,21.243523316062173,8.24861170439983,1.7513882956001714,历史4/4次成功; 当前距低点1.75%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
4,92.68786827729946,86.18610916486247,600152,维科技术,bottom_area,2023-12-27,6.84,2023-12-27,6.76,1.1834319526627228,1.33136094674556,28.31389183457052,False,0.2933,0.8765,3,3,3,100.0,19.163086112545617,24.87644151565074,8.816568047337277,1.1834319526627228,历史3/3次成功; 当前距低点1.18%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
5,91.5790641723238,85.3910144927536,603013,亚普股份,bottom_area,2023-12-27,16.78,2023-12-21,16.56,1.328502415458952,4.166666666666675,27.208791208791215,False,0.7203,0.4939,1,1,1,100.0,53.30739299610896,53.30739299610896,8.671497584541049,1.328502415458952,历史1/1次成功; 当前距低点1.33%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
6,89.00880536318063,84.03423962379287,000070,特发信息,bottom_area,2023-12-27,7.72,2023-12-26,7.57,1.9815059445178265,3.6988110964332805,27.00096432015428,False,1.7128,1.0353,2,2,2,100.0,34.04340417899739,50.60532687651331,8.018494055482174,1.9815059445178265,历史2/2次成功; 当前距低点1.98%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
7,88.5370086430696,82.88304118494018,000829,天音控股,bottom_area,2023-12-27,9.25,2023-12-27,9.11,1.5367727771679536,1.7563117453347987,29.105058365758758,False,0.8724,1.6582,2,2,2,100.0,22.40259740259741,34.80519480519481,8.463227222832046,1.5367727771679536,历史2/2次成功; 当前距低点1.54%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
8,88.40195254592945,82.75061983592673,301499,维科精密,bottom_area,2023-12-27,28.48,2023-12-27,28.05,1.532976827094473,1.7468805704099766,32.73381294964029,False,0.565,4.0046,2,2,2,100.0,21.64412366506522,21.950454687989964,8.467023172905527,1.532976827094473,历史2/2次成功; 当前距低点1.53%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
9,87.64888984397543,82.14716791476022,301371,敷尔佳,bottom_area,2023-12-27,36.88,2023-12-26,36.3,1.5977961432507035,2.920110192837472,27.544910179640723,False,1.458,3.0174,2,2,2,100.0,19.194317856837785,25.879396984924636,8.402203856749296,1.5977961432507035,历史2/2次成功; 当前距低点1.60%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
10,87.32912723517471,81.93778136063152,002406,远东传动,bottom_area,2023-12-27,6.14,2023-12-26,6.04,1.655629139072842,2.8145695364238397,27.66467065868263,False,1.4876,2.2564,2,2,2,100.0,18.777504288804348,26.376146788990813,8.344370860927159,1.655629139072842,历史2/2次成功; 当前距低点1.66%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
11,87.30079668103112,83.31243541133937,688182,灿勤科技,bottom_area,2023-12-27,16.92,2023-12-26,16.5,2.545454545454556,3.636363636363645,29.001721170395868,False,1.4997,2.5807,2,2,2,100.0,37.0756547041707,49.999999999999986,7.454545454545444,2.545454545454556,历史2/2次成功; 当前距低点2.55%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
12,86.11671563462936,80.36112177758604,002451,摩恩电气,bottom_area,2023-12-27,6.66,2023-12-27,6.57,1.369863013698628,1.8264840182648419,30.476190476190467,False,0.9091,2.1131,1,1,1,100.0,23.464566929133863,23.464566929133863,8.630136986301373,1.369863013698628,历史1/1次成功; 当前距低点1.37%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
13,85.77536202496655,79.53764913080416,601016,节能风电,bottom_area,2023-12-27,2.92,2023-12-27,2.89,1.0380622837370175,1.7301038062283676,29.166666666666664,False,0.0,0.2686,1,1,1,100.0,14.970059880239523,14.970059880239523,8.961937716262982,1.0380622837370175,历史1/1次成功; 当前距低点1.04%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
